rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13
43,1,1,0.0842437823834197,0.0786917098445596,0.0812090673575129,0.109460103626943,0.129895595854922,0.134325129533679,0.131802849740933,0.125075647668394,0.100986269430052,0.0852862694300518,0.085929792746114,0.11400829015544,0.173494041450777
43,1,2,0.104635492227979,0.121424611398964,0.151559844559585,0.18814585492228,0.231352849740933,0.247796632124352,0.231182642487047,0.206238082901554,0.172634974093264,0.113480829015544,0.113394041450777,0.142135233160622,0.253127461139896
43,1,3,0.106160880829016,0.156847409326425,0.238666321243523,0.198565803108808,0.211206735751295,0.224984974093264,0.207973316062176,0.176459067357513,0.16770310880829,0.130185233160622,0.0983593264248705,0.143396632124352,0.238470207253886
43,1,4,0.124777979274611,0.188032901554404,0.176749481865285,0.201633678756477,0.214404922279793,0.223653886010363,0.225747409326425,0.201544300518135,0.195420984455959,0.165590414507772,0.0926922279792746,0.173303367875648,0.287300518134715
43,1,5,0.142492227979275,0.171080569948187,0.187391968911917,0.269217616580311,0.284463730569948,0.243194559585492,0.248527720207254,0.232297409326425,0.195191968911917,0.16579481865285,0.100515803108808,0.156091191709845,0.258723575129534
43,1,6,0.161078238341969,0.185472538860104,0.199012435233161,0.199329015544041,0.19445,0.178234715025907,0.175129792746114,0.17044067357513,0.138511139896373,0.11075414507772,0.115319948186528,0.146802331606218,0.225037046632124
43,1,7,0.0902523316062176,0.0905391191709845,0.10284067357513,0.125547150259067,0.141724352331606,0.147785492227979,0.147912953367876,0.134161139896373,0.128312694300518,0.104772797927461,0.081420725388601,0.126201295336788,0.192002849740933
43,1,8,0.114377979274611,0.23525,0.287759067357513,0.313572538860104,0.291002590673575,0.285551813471503,0.272326424870466,0.231512694300518,0.213283937823834,0.162608031088083,0.123475906735751,0.178319689119171,0.307720207253886
43,1,9,0.097070207253886,0.189372538860104,0.201017357512953,0.231744559585492,0.245171761658031,0.257159067357513,0.2520103626943,0.207005699481865,0.185713989637306,0.148230051813472,0.168804404145078,0.205370725388601,0.291424870466321
43,1,10,0.143363989637306,0.194643005181347,0.219173056994819,0.203994559585492,0.198628497409326,0.19870621761658,0.201204922279793,0.179314248704663,0.197772020725389,0.199508031088083,0.121165803108808,0.146499740932643,0.248548704663212
43,1,11,0.114877979274611,0.139613730569948,0.155047409326425,0.190085233160622,0.192825388601036,0.194669170984456,0.200884196891192,0.209298186528497,0.191831606217617,0.156325388601036,0.106959067357513,0.149476165803109,0.264857512953368
43,1,12,0.11979689119171,0.155356735751295,0.201428756476684,0.234840155440415,0.256449740932643,0.236079274611399,0.234982642487047,0.229746373056995,0.224236787564767,0.143820984455959,0.107441450777202,0.177699481865285,0.299362694300518
43,1,13,0.163973316062176,0.294523316062176,0.325012953367876,0.333028497409326,0.364152849740933,0.38859585492228,0.389396373056995,0.355038860103627,0.303896373056995,0.192069430051813,0.187015544041451,0.273,0.48359585492228
43,1,14,0.161856476683938,0.181441450777202,0.203084196891192,0.242691968911917,0.284360103626943,0.35180310880829,0.332075129533679,0.298168393782383,0.241060362694301,0.182116580310881,0.124831347150259,0.186071502590674,0.323466321243523
43,1,15,0.0832163212435233,0.112931088082902,0.140668393782383,0.160504922279793,0.173473834196891,0.185696632124352,0.173132383419689,0.148824870466321,0.126876424870466,0.0865274611398964,0.0893124352331606,0.121337046632124,0.204165803108808
43,1,16,0.0725069948186528,0.203624611398964,0.182336787564767,0.17074896373057,0.177654663212435,0.17589170984456,0.183844300518135,0.154485492227979,0.138856735751295,0.0950764248704663,0.0973222797927461,0.121208808290155,0.207884715025907
43,1,17,0.0668720207253886,0.0887487046632124,0.117771761658031,0.129733419689119,0.133427979274611,0.155013212435233,0.150748445595855,0.149562176165803,0.120715544041451,0.080850518134715,0.0830259067357513,0.123866580310881,0.203738082901554
43,1,18,0.0766787564766839,0.0982401554404145,0.108960621761658,0.141880051813472,0.151551554404145,0.154375906735751,0.171058549222798,0.161916062176166,0.13960310880829,0.107072279792746,0.123413730569948,0.150620207253886,0.222864248704663
43,1,19,0.0926805699481865,0.0988676165803109,0.0966546632124352,0.0935386010362694,0.111064766839378,0.116568134715026,0.117639896373057,0.116864766839378,0.104894041450777,0.0781212435233161,0.0529248704663212,0.0868036269430052,0.153519948186529
43,1,20,0.0634784974093264,0.0644541450777202,0.0795805699481865,0.0897906735751295,0.0896870466321243,0.116549222797927,0.0925344559585492,0.102093523316062,0.0942676165803109,0.069979792746114,0.0772777202072539,0.0925227979274611,0.129571761658031
43,1,21,0.0751844559585492,0.0833113989637306,0.0921215025906736,0.107714248704663,0.126586528497409,0.143476424870466,0.130627461139896,0.118454404145078,0.0915841968911917,0.0672660621761658,0.0904002590673575,0.119781606217617,0.166199222797927
43,1,22,0.0465427461139896,0.0708194300518135,0.0796036269430052,0.0905305699481865,0.104319689119171,0.106380310880829,0.109187823834197,0.103400777202073,0.0865064766839378,0.0614380829015544,0.0614336787564767,0.085549481865285,0.149920725388601
43,1,23,0.101179792746114,0.125095336787565,0.183628238341969,0.221562435233161,0.239107772020725,0.260284974093264,0.292093264248705,0.29350518134715,0.242931347150259,0.175799481865285,0.152533937823834,0.196322020725389,0.343396373056995
43,1,24,0.149123316062176,0.188932901554404,0.21859585492228,0.239899222797927,0.299772020725389,0.324305699481865,0.326142487046632,0.31880829015544,0.294424870466321,0.206789378238342,0.120780310880829,0.229259067357513,0.361795336787565
