rp,direction,ground_motion,story_1,story_2,story_3,story_4
43,1,1,0.000347973,0.00053591,0.00061135,0.000630714
43,1,2,0.000482142,0.000647989,0.00072177,0.000739491
43,1,3,0.000354875,0.000559424,0.000568416,0.000585918
43,1,4,0.000342045,0.000562559,0.000634125,0.000653688
43,1,5,0.000459255,0.00087175,0.00113905,0.00103617
43,1,6,0.000256549,0.000430476,0.000486533,0.000500417
43,1,7,0.00032193,0.00043749,0.000492876,0.000504886
43,1,8,0.000608369,0.000980781,0.00108734,0.00110835
43,1,9,0.000492317,0.000834411,0.000999046,0.000973729
43,1,10,0.000403279,0.000626214,0.000792731,0.000721253
43,1,11,0.00055241,0.000773504,0.000987979,0.000924902
43,1,12,0.000786616,0.00129035,0.00162938,0.00157763
43,1,13,0.00137127,0.00218338,0.0024386,0.002398
43,1,14,0.000895166,0.0013328,0.00173018,0.00156894
43,1,15,0.000217775,0.000323903,0.000371959,0.000382767
43,1,16,0.000224654,0.000304359,0.000339345,0.000348904
43,1,17,0.00014066,0.000236904,0.000272701,0.000280731
43,1,18,0.000366979,0.000638096,0.000699761,0.000717742
43,1,19,0.000157325,0.00033195,0.000381176,0.000396887
43,1,20,0.000209909,0.0003548,0.000421974,0.000437247
43,1,21,0.000228405,0.000394325,0.000446712,0.000459611
43,1,22,0.000190949,0.000289922,0.000339668,0.000351976
43,1,23,0.00066021,0.00123012,0.00164021,0.0015351
43,1,24,0.000872343,0.00143787,0.00183235,0.00168544
43,1,25,0.00131579,0.00208727,0.00260675,0.0023724
43,1,26,0.000630112,0.00106608,0.00139603,0.00121951
43,1,27,0.000317762,0.00057362,0.000660803,0.00068458
43,1,28,0.000475561,0.000721355,0.000806924,0.000833419
43,1,29,0.000487057,0.000850462,0.0009763,0.000991587
43,1,30,0.000760541,0.0011135,0.00127567,0.0012344
43,1,31,0.000188606,0.000309644,0.000360703,0.000373289
43,1,32,0.00014031,0.000247139,0.000301382,0.000315733
43,1,33,0.000513819,0.000921203,0.00099182,0.00100611
43,1,34,0.000599497,0.000904231,0.00112704,0.0010676
43,1,35,0.000505607,0.000710504,0.000848391,0.000856716
43,1,36,0.000657937,0.00103234,0.00140872,0.00131187
43,1,37,7.4421e-05,0.000140683,0.000174713,0.000183302
43,1,38,7.12285e-05,0.000130417,0.000160169,0.000167571
43,1,39,0.000441247,0.000764627,0.000843381,0.000865161
43,1,40,0.000371504,0.000623077,0.000777695,0.000795053
43,1,41,0.000613952,0.00107691,0.00119313,0.00121694
43,1,42,0.000365552,0.000695284,0.000779883,0.000811579
43,1,43,0.000517368,0.000864604,0.00111844,0.00105137
43,1,44,0.000931573,0.00167677,0.001957,0.00190874
43,2,1,0.000347973,0.00053591,0.00061135,0.000630714
43,2,2,0.000482142,0.000647989,0.00072177,0.000739491
43,2,3,0.000354875,0.000559424,0.000568416,0.000585918
43,2,4,0.000342045,0.000562559,0.000634125,0.000653688
43,2,5,0.000459255,0.00087175,0.00113905,0.00103617
43,2,6,0.000256549,0.000430476,0.000486533,0.000500417
43,2,7,0.00032193,0.00043749,0.000492876,0.000504886
43,2,8,0.000608369,0.000980781,0.00108734,0.00110835
43,2,9,0.000492317,0.000834411,0.000999046,0.000973729
43,2,10,0.000403279,0.000626214,0.000792731,0.000721253
43,2,11,0.00055241,0.000773504,0.000987979,0.000924902
43,2,12,0.000786616,0.00129035,0.00162938,0.00157763
43,2,13,0.00137127,0.00218338,0.0024386,0.002398
43,2,14,0.000895166,0.0013328,0.00173018,0.00156894
43,2,15,0.000217775,0.000323903,0.000371959,0.000382767
43,2,16,0.000224654,0.000304359,0.000339345,0.000348904
43,2,17,0.00014066,0.000236904,0.000272701,0.000280731
43,2,18,0.000366979,0.000638096,0.000699761,0.000717742
43,2,19,0.000157325,0.00033195,0.000381176,0.000396887
43,2,20,0.000209909,0.0003548,0.000421974,0.000437247
43,2,21,0.000228405,0.000394325,0.000446712,0.000459611
43,2,22,0.000190949,0.000289922,0.000339668,0.000351976
43,2,23,0.00066021,0.00123012,0.00164021,0.0015351
43,2,24,0.000872343,0.00143787,0.00183235,0.00168544
43,2,25,0.00131579,0.00208727,0.00260675,0.0023724
43,2,26,0.000630112,0.00106608,0.00139603,0.00121951
43,2,27,0.000317762,0.00057362,0.000660803,0.00068458
43,2,28,0.000475561,0.000721355,0.000806924,0.000833419
43,2,29,0.000487057,0.000850462,0.0009763,0.000991587
43,2,30,0.000760541,0.0011135,0.00127567,0.0012344
43,2,31,0.000188606,0.000309644,0.000360703,0.000373289
43,2,32,0.00014031,0.000247139,0.000301382,0.000315733
43,2,33,0.000513819,0.000921203,0.00099182,0.00100611
43,2,34,0.000599497,0.000904231,0.00112704,0.0010676
43,2,35,0.000505607,0.000710504,0.000848391,0.000856716
43,2,36,0.000657937,0.00103234,0.00140872,0.00131187
43,2,37,7.4421e-05,0.000140683,0.000174713,0.000183302
43,2,38,7.12285e-05,0.000130417,0.000160169,0.000167571
43,2,39,0.000441247,0.000764627,0.000843381,0.000865161
43,2,40,0.000371504,0.000623077,0.000777695,0.000795053
43,2,41,0.000613952,0.00107691,0.00119313,0.00121694
43,2,42,0.000365552,0.000695284,0.000779883,0.000811579
43,2,43,0.000517368,0.000864604,0.00111844,0.00105137
43,2,44,0.000931573,0.00167677,0.001957,0.00190874
72,1,1,0.000460542,0.000568174,0.000634419,0.000651662
72,1,2,0.000667794,0.000976944,0.0010825,0.00110639
72,1,3,0.000692577,0.00116953,0.00128853,0.00127268
72,1,4,0.00101298,0.00159386,0.00180246,0.00175699
72,1,5,0.00100521,0.00153429,0.00195716,0.00190839
72,1,6,0.000448088,0.000652181,0.00071374,0.000725757
72,1,7,0.00060758,0.000732249,0.000922073,0.000885754
72,1,8,0.000919531,0.00132491,0.00151349,0.00152704
72,1,9,0.000972213,0.00176007,0.00199139,0.00188544
72,1,10,0.000537941,0.000929133,0.000930712,0.000946546
72,1,11,0.000565498,0.000950181,0.00117416,0.00112563
72,1,12,0.000826763,0.0015101,0.00197471,0.00182253
72,1,13,0.0030823,0.00403722,0.00477876,0.00446329
72,1,14,0.00186295,0.00236069,0.00279798,0.00274216
72,1,15,0.000206485,0.000386031,0.000427259,0.000436688
72,1,16,0.000319732,0.000476722,0.000533975,0.000545853
72,1,17,0.000419424,0.000654187,0.000773171,0.000797405
72,1,18,0.000643072,0.00103193,0.00128797,0.00126763
72,1,19,0.00027554,0.000423441,0.000489254,0.000501176
72,1,20,0.000277181,0.0004393,0.000510076,0.00052904
72,1,21,0.000312372,0.000447977,0.00051047,0.000524215
72,1,22,0.000279404,0.000439894,0.000503864,0.000519138
72,1,23,0.000791265,0.00153987,0.00194983,0.00183306
72,1,24,0.00116237,0.00197243,0.00241567,0.00229125
72,1,25,0.00168719,0.00257662,0.00333085,0.00311955
72,1,26,0.00119079,0.00180292,0.00209132,0.00200437
72,1,27,0.000405625,0.00072505,0.000881612,0.000880541
72,1,28,0.000599189,0.00102773,0.00127709,0.00121177
72,1,29,0.00062439,0.00105128,0.00117349,0.00119182
72,1,30,0.000749188,0.00134967,0.00159441,0.00154629
72,1,31,0.000450393,0.000702877,0.000783011,0.000804121
72,1,32,0.000249587,0.000429181,0.000486233,0.000497199
72,1,33,0.000638981,0.00108816,0.00140516,0.00136689
72,1,34,0.000661671,0.00125772,0.00162666,0.00152967
72,1,35,0.000590749,0.000899646,0.00108741,0.00108545
72,1,36,0.00135806,0.00208535,0.00258917,0.00244631
72,1,37,0.000118059,0.000203522,0.000246178,0.000256841
72,1,38,0.000103745,0.000185171,0.000224914,0.000235036
72,1,39,0.000882616,0.00164602,0.00203835,0.0019651
72,1,40,0.00052639,0.000958004,0.00105605,0.00108019
72,1,41,0.00117307,0.00184879,0.00227786,0.00207506
72,1,42,0.000509449,0.000891622,0.00108615,0.00106851
72,1,43,0.000663303,0.00125938,0.00134996,0.00137934
72,1,44,0.000928415,0.00163814,0.00246898,0.00208751
72,2,1,0.000460542,0.000568174,0.000634419,0.000651662
72,2,2,0.000667794,0.000976944,0.0010825,0.00110639
72,2,3,0.000692577,0.00116953,0.00128853,0.00127268
72,2,4,0.00101298,0.00159386,0.00180246,0.00175699
72,2,5,0.00100521,0.00153429,0.00195716,0.00190839
72,2,6,0.000448088,0.000652181,0.00071374,0.000725757
72,2,7,0.00060758,0.000732249,0.000922073,0.000885754
72,2,8,0.000919531,0.00132491,0.00151349,0.00152704
72,2,9,0.000972213,0.00176007,0.00199139,0.00188544
72,2,10,0.000537941,0.000929133,0.000930712,0.000946546
72,2,11,0.000565498,0.000950181,0.00117416,0.00112563
72,2,12,0.000826763,0.0015101,0.00197471,0.00182253
72,2,13,0.0030823,0.00403722,0.00477876,0.00446329
72,2,14,0.00186295,0.00236069,0.00279798,0.00274216
72,2,15,0.000206485,0.000386031,0.000427259,0.000436688
72,2,16,0.000319732,0.000476722,0.000533975,0.000545853
72,2,17,0.000419424,0.000654187,0.000773171,0.000797405
72,2,18,0.000643072,0.00103193,0.00128797,0.00126763
72,2,19,0.00027554,0.000423441,0.000489254,0.000501176
72,2,20,0.000277181,0.0004393,0.000510076,0.00052904
72,2,21,0.000312372,0.000447977,0.00051047,0.000524215
72,2,22,0.000279404,0.000439894,0.000503864,0.000519138
72,2,23,0.000791265,0.00153987,0.00194983,0.00183306
72,2,24,0.00116237,0.00197243,0.00241567,0.00229125
72,2,25,0.00168719,0.00257662,0.00333085,0.00311955
72,2,26,0.00119079,0.00180292,0.00209132,0.00200437
72,2,27,0.000405625,0.00072505,0.000881612,0.000880541
72,2,28,0.000599189,0.00102773,0.00127709,0.00121177
72,2,29,0.00062439,0.00105128,0.00117349,0.00119182
72,2,30,0.000749188,0.00134967,0.00159441,0.00154629
72,2,31,0.000450393,0.000702877,0.000783011,0.000804121
72,2,32,0.000249587,0.000429181,0.000486233,0.000497199
72,2,33,0.000638981,0.00108816,0.00140516,0.00136689
72,2,34,0.000661671,0.00125772,0.00162666,0.00152967
72,2,35,0.000590749,0.000899646,0.00108741,0.00108545
72,2,36,0.00135806,0.00208535,0.00258917,0.00244631
72,2,37,0.000118059,0.000203522,0.000246178,0.000256841
72,2,38,0.000103745,0.000185171,0.000224914,0.000235036
72,2,39,0.000882616,0.00164602,0.00203835,0.0019651
72,2,40,0.00052639,0.000958004,0.00105605,0.00108019
72,2,41,0.00117307,0.00184879,0.00227786,0.00207506
72,2,42,0.000509449,0.000891622,0.00108615,0.00106851
72,2,43,0.000663303,0.00125938,0.00134996,0.00137934
72,2,44,0.000928415,0.00163814,0.00246898,0.00208751
108,1,1,0.000525749,0.000708438,0.000793901,0.000817503
108,1,2,0.000777648,0.00116899,0.00127837,0.00130399
108,1,3,0.0010156,0.00162832,0.00197405,0.00190625
108,1,4,0.001519,0.00186143,0.00246954,0.0022623
108,1,5,0.00149696,0.00176097,0.00258127,0.00216664
108,1,6,0.000740149,0.00134763,0.00176183,0.00163154
108,1,7,0.000651442,0.00109741,0.00127853,0.00124438
108,1,8,0.00110313,0.00175853,0.00224064,0.00214275
108,1,9,0.00118501,0.00183674,0.002655,0.00237241
108,1,10,0.00104013,0.00193277,0.00220727,0.00206246
108,1,11,0.000677846,0.001182,0.00138677,0.00133101
108,1,12,0.00107923,0.00184695,0.00242489,0.00225327
108,1,13,0.0040529,0.00459373,0.00597477,0.00568578
108,1,14,0.00268324,0.00318744,0.00440799,0.00380586
108,1,15,0.000413982,0.0006762,0.000751108,0.000768662
108,1,16,0.000706555,0.00128687,0.00161965,0.00154886
108,1,17,0.00042125,0.000722586,0.000867623,0.000841979
108,1,18,0.000759899,0.00134799,0.00145135,0.00146105
108,1,19,0.000232999,0.000409448,0.000461919,0.000476158
108,1,20,0.000312585,0.000488981,0.000557784,0.000575174
