exterior column,interior column,beam
W36X330,W36X330,W36X282
W36X330,W36X330,W36X282
W36X330,W36X330,W36X282
W36X330,W36X330,W36X282
W36X302,W36X302,W33X291
W36X302,W36X302,W33X291
W36X302,W36X302,W33X291
W36X302,W36X302,W33X291
W36X262,W36X262,W33X201
W36X262,W36X262,W33X201
W36X262,W36X262,W33X201
W36X262,W36X262,W33X201
