Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12
0.06387197918577694,-0.20745621519104193,0.40965667703648906,-0.5794360417658126,-0.7341190448341879,0.9037063097418242,0.9350250866643939,0.9999999999999999,0.9828311065131738,-0.7443972432427711,-0.6457807389033713,-0.5058648845204513
0.15332338208887183,-0.4647553617334336,0.8263774718973665,-0.9681776780452138,-0.9363838392543845,0.724299432383956,0.2790693043617307,-0.19184932057073292,-0.647015725574419,0.774235908306085,0.878934112343172,0.8186403605430184
0.24973676456689847,-0.6839717248459385,0.9999999999999999,-0.7593423113652051,-0.2128675904778907,-0.49002195703457524,-0.8901044196578077,-0.8864528168970567,-0.3819544238201103,-0.24572612368138314,-0.7480816196978204,-0.9934849920662905
0.34758195878294607,-0.8260524158920464,0.8465411306939492,-0.055529431787023346,0.7260238976133166,-0.9777382683784148,-0.2993640085563175,0.5903186736453125,0.9967926242936698,-0.4661709084662262,0.3016067077919597,0.9999999999999999
0.44760030465262374,-0.8706778148576032,0.3881348926397051,0.7134824909468536,0.9031968136515577,0.03438113516926392,0.920660972511774,0.6065551483992164,-0.5723813506825107,0.8727896880741424,0.2577797631817928,-0.8986771641396332
0.5460536922452565,-0.8042586163972396,-0.21836080144949602,1.0,0.090677345284192,0.9999999999999999,0.2513774283378237,-0.9186044356009813,-0.4192165827612989,-0.7379886852993329,-0.7352385374756437,0.757570081100141
0.6390783702196501,-0.6311082640767357,-0.7445201030559379,0.5846614958413833,-0.8222730434675548,0.38928345934807396,-0.9352785177899601,-0.08955118737911473,1.0,0.15992452984012087,1.0,-0.5875269966502115
0.725590264458491,-0.3670511095508368,-0.9948285560669676,-0.24971934458056122,-0.8219313851627955,-0.8424182265375421,-0.17079900196409123,0.9748095188071211,-0.6139388774813925,0.5175441916802301,-0.9904338140427495,0.4018754407616361
0.8107818120159886,-0.005725830589643819,-0.8335503640833272,-0.9546917202711689,0.20769900826751536,-0.6689513709796481,1.0,-0.5923393500466547,-0.29427546326139803,-0.9458868471700145,0.8148245023673005,-0.2492344521332863
0.8893855245528889,0.3964675638554689,-0.28204912250168596,-0.8972432420507229,1.0,0.6745113067733839,-0.09549797707655128,-0.5063493730959605,0.9528735885188528,1.0,-0.5928625378753369,0.14839259740832156
0.9528121994474001,0.7478649573271196,0.41957068313406903,-0.041994938432300746,0.44947766293407526,0.7588244348183911,-0.9391011039339149,0.9952356528885785,-0.9219664357565791,-0.6962238715143821,0.3362360070651647,-0.07347220997884343
1.0,1.0,0.9925007847293227,0.9675788624394488,-0.84300031395628,-0.6999111038514334,0.5761334254535361,-0.46517577412916256,0.3531352097529378,0.23240034124624762,-0.10144095268044238,0.020369799012693934
