inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.025,1101,x,1,column,6197,6198,0,0,0,0,0,0,0,17100,0,4768962.15124423,81648,29316953.8859453,29316953.8859453,34839676.8677478,34839676.8677478,0.0853314967688895,0.18533149676889,0.2,flexure,29316953.8859453,29316953.8859453,34839676.8677478,34839676.8677478,0.0853314967688895,0.18533149676889,0.2,flexure,0,0,138,0
0,2,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6199,6200,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,110710.145176695,14671179.5543474,17841398.9859027,17751878.8620938,21587790.6990905,0.0529879600560697,0.15298796005607,0.2,flexure,14671179.5543474,17841398.9859027,17751878.8620938,21587790.6990905,0.0529879600560697,0.15298796005607,0.2,flexure,29750,11050,204,0
1,3,0,0,0,0.05,1201,x,1,column,6201,6202,0,0,0,0,0,0,0,34200,0,4768962.15124423,81648,26789189.0068326,26789189.0068326,31750125.5635789,31750125.5635789,0.0787092763329408,0.178709276332941,0.2,flexure,26789189.0068326,26789189.0068326,31750125.5635789,31750125.5635789,0.0787092763329408,0.178709276332941,0.2,flexure,0,0,138,0
1,4,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6203,6204,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,110710.145176695,14671179.5543474,17841398.9859027,17751878.8620938,21587790.6990905,0.0529879600560697,0.15298796005607,0.2,flexure,14671179.5543474,17841398.9859027,17751878.8620938,21587790.6990905,0.0529879600560697,0.15298796005607,0.2,flexure,29750,11050,204,0
1,5,0,0,0,0.05,1201,x,1,column,6205,6206,0,0,0,0,0,0,0,34200,0,4768962.15124423,81648,26789189.0068326,26789189.0068326,31750125.5635789,31750125.5635789,0.0787092763329408,0.178709276332941,0.2,flexure,26789189.0068326,26789189.0068326,31750125.5635789,31750125.5635789,0.0787092763329408,0.178709276332941,0.2,flexure,0,0,138,0
0,6,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6207,6208,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,110710.145176695,14671179.5543474,17841398.9859027,17751878.8620938,21587790.6990905,0.0529879600560697,0.15298796005607,0.2,flexure,14671179.5543474,17841398.9859027,17751878.8620938,21587790.6990905,0.0529879600560697,0.15298796005607,0.2,flexure,29750,11050,204,0
0,7,0,0,0,0.025,1101,x,1,column,6209,6210,0,0,0,0,0,0,0,17100,0,4768962.15124423,81648,29316953.8859453,29316953.8859453,34839676.8677478,34839676.8677478,0.0853314967688895,0.18533149676889,0.2,flexure,29316953.8859453,29316953.8859453,34839676.8677478,34839676.8677478,0.0853314967688895,0.18533149676889,0.2,flexure,0,0,138,0
0,8,0,0,0,0.025,1102,x,2,column,6211,6212,0,0,0,0,0,0,0,17100,0,4030508.65276332,81648,20097235.8259568,20097235.8259568,24162034.3252324,24162034.3252324,0.0758069052486818,0.175806905248682,0.2,flexure,20097235.8259568,20097235.8259568,24162034.3252324,24162034.3252324,0.0758069052486818,0.175806905248682,0.2,flexure,0,0,114,0
0,9,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2102,x,2,beam,6213,6214,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,110710.145176695,16225529.8476963,17840183.3801292,19632616.400243,21586319.8366861,0.0594113382261448,0.159411338226145,0.2,flexure,16225529.8476963,17840183.3801292,19632616.400243,21586319.8366861,0.0594113382261448,0.159411338226145,0.2,flexure,29750,11050,204,0
1,10,0,0,0,0.05,1202,x,2,column,6215,6216,0,0,0,0,0,0,0,34200,0,4768962.15124423,81648,26194352.3579927,26194352.3579927,31065431.5047426,31065431.5047426,0.0795224194952248,0.179522419495225,0.2,flexure,26194352.3579927,26194352.3579927,31065431.5047426,31065431.5047426,0.0795224194952248,0.179522419495225,0.2,flexure,0,0,114,0
