id,x,y,z,mass,record_disp,record_accel,story,on_slab,primary_story,fix
6087,240,180,0,0,0,0,0,0,0,[000000]
6088,240,306,0,0,0,0,0,0,0,[000000]
6089,255,321,0,0,0,0,0,0,0,[000000]
6090,465,321,0,0,0,0,0,0,0,[000000]
6091,480,180,0,0,0,0,0,0,0,[000000]
6092,480,306,0,0,0,0,0,0,0,[000000]
6093,495,321,0,0,0,0,0,0,0,[000000]
6094,705,321,0,0,0,0,0,0,0,[000000]
6095,720,180,0,0,0,0,0,0,0,[000000]
6096,720,306,0,0,0,0,0,0,0,[000000]
6097,0,336,0,0,0,0,0,0,0,[000000]
6098,0,468,0,0,0,0,0,0,0,[000000]
6099,12,480,0,0,0,0,0,0,0,[000000]
6100,228,480,0,0,0,0,0,0,0,[000000]
6101,240,336,0,0,0,0,0,0,0,[000000]
6102,240,468,0,0,0,0,0,0,0,[000000]
6103,252,480,0,0,0,0,0,0,0,[000000]
6104,468,480,0,0,0,0,0,0,0,[000000]
6105,480,336,0,0,0,0,0,0,0,[000000]
6106,480,468,0,0,0,0,0,0,0,[000000]
6107,492,480,0,0,0,0,0,0,0,[000000]
6108,708,480,0,0,0,0,0,0,0,[000000]
6109,720,336,0,0,0,0,0,0,0,[000000]
6110,720,468,0,0,0,0,0,0,0,[000000]
6111,0,492,0,0,0,0,0,0,0,[000000]
6112,0,624,0,0,0,0,0,0,0,[000000]
6113,12,636,0,0,0,0,0,0,0,[000000]
6114,228,636,0,0,0,0,0,0,0,[000000]
6115,240,492,0,0,0,0,0,0,0,[000000]
6116,240,624,0,0,0,0,0,0,0,[000000]
6117,252,636,0,0,0,0,0,0,0,[000000]
6118,468,636,0,0,0,0,0,0,0,[000000]
6119,480,492,0,0,0,0,0,0,0,[000000]
6120,480,624,0,0,0,0,0,0,0,[000000]
6121,492,636,0,0,0,0,0,0,0,[000000]
6122,708,636,0,0,0,0,0,0,0,[000000]
6123,720,492,0,0,0,0,0,0,0,[000000]
6124,720,624,0,0,0,0,0,0,0,[000000]
