inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.0208333333333333,1101,x,1,column,6069,6070,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,11432221.6820439,11432221.6820439,13621158.0615137,13621158.0615137,0.0742112035054097,0.17421120350541,0.2,flexure,11432221.6820439,11432221.6820439,13621158.0615137,13621158.0615137,0.0742112035054097,0.17421120350541,0.2,flexure,0,0,150,0
0,2,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6071,6072,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,20678.6976744186,5776383.15073268,7890542.78317684,6989325.81207901,9547423.17236633,0.0434995577379604,0.14349955773796,0.2,flexure,5776383.15073268,7890542.78317684,6989325.81207901,9547423.17236633,0.0434995577379604,0.14349955773796,0.2,flexure,30625,11375,210,0
1,3,0,0,0,0.0416666666666667,1201,x,1,column,6073,6074,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,13481731.2063196,13481731.2063196,16042317.7974751,16042317.7974751,0.0741490995065144,0.174149099506514,0.2,flexure,13481731.2063196,13481731.2063196,16042317.7974751,16042317.7974751,0.0741490995065144,0.174149099506514,0.2,flexure,0,0,150,0
1,4,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6075,6076,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,20678.6976744186,5776383.15073268,7890542.78317684,6989325.81207901,9547423.17236633,0.0434995577379604,0.14349955773796,0.2,flexure,5776383.15073268,7890542.78317684,6989325.81207901,9547423.17236633,0.0434995577379604,0.14349955773796,0.2,flexure,30625,11375,210,0
1,5,0,0,0,0.0416666666666667,1201,x,1,column,6077,6078,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,13481731.2063196,13481731.2063196,16042317.7974751,16042317.7974751,0.0741490995065144,0.174149099506514,0.2,flexure,13481731.2063196,13481731.2063196,16042317.7974751,16042317.7974751,0.0741490995065144,0.174149099506514,0.2,flexure,0,0,150,0
0,6,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6079,6080,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,20678.6976744186,5776383.15073268,7890542.78317684,6989325.81207901,9547423.17236633,0.0434995577379604,0.14349955773796,0.2,flexure,5776383.15073268,7890542.78317684,6989325.81207901,9547423.17236633,0.0434995577379604,0.14349955773796,0.2,flexure,30625,11375,210,0
0,7,0,0,0,0.0208333333333333,1101,x,1,column,6081,6082,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,11432221.6820439,11432221.6820439,13621158.0615137,13621158.0615137,0.0742112035054097,0.17421120350541,0.2,flexure,11432221.6820439,11432221.6820439,13621158.0615137,13621158.0615137,0.0742112035054097,0.17421120350541,0.2,flexure,0,0,150,0
0,8,0,0,0,0.0208333333333333,1102,x,2,column,6083,6084,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,8313530.19182267,8313530.19182267,9911642.3337054,9911642.3337054,0.0720899555297931,0.172089955529793,0.2,flexure,8313530.19182267,8313530.19182267,9911642.3337054,9911642.3337054,0.0720899555297931,0.172089955529793,0.2,flexure,0,0,126,0
0,9,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6085,6086,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,20678.6976744186,6843937.56380879,7901666.54887841,8281048.57706998,9560882.74052806,0.047913445396098,0.147913445396098,0.2,flexure,6843937.56380879,7901666.54887841,8281048.57706998,9560882.74052806,0.047913445396098,0.147913445396098,0.2,flexure,30625,11375,210,0
1,10,0,0,0,0.0416666666666667,1202,x,2,column,6087,6088,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,12969855.8964865,12969855.8964865,15448359.5494041,15448359.5494041,0.0753011102811836,0.175301110281184,0.2,flexure,12969855.8964865,12969855.8964865,15448359.5494041,15448359.5494041,0.0753011102811836,0.175301110281184,0.2,flexure,0,0,126,0
1,11,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6089,6090,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,20678.6976744186,6843937.56380879,7901666.54887841,8281048.57706998,9560882.74052806,0.047913445396098,0.147913445396098,0.2,flexure,6843937.56380879,7901666.54887841,8281048.57706998,9560882.74052806,0.047913445396098,0.147913445396098,0.2,flexure,30625,11375,210,0
1,12,0,0,0,0.0416666666666667,1202,x,2,column,6091,6092,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,12969855.8964865,12969855.8964865,15448359.5494041,15448359.5494041,0.0753011102811836,0.175301110281184,0.2,flexure,12969855.8964865,12969855.8964865,15448359.5494041,15448359.5494041,0.0753011102811836,0.175301110281184,0.2,flexure,0,0,126,0
0,13,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6093,6094,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,20678.6976744186,6843937.56380879,7901666.54887841,8281048.57706998,9560882.74052806,0.047913445396098,0.147913445396098,0.2,flexure,6843937.56380879,7901666.54887841,8281048.57706998,9560882.74052806,0.047913445396098,0.147913445396098,0.2,flexure,30625,11375,210,0
0,14,0,0,0,0.0208333333333333,1102,x,2,column,6095,6096,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,8313530.19182267,8313530.19182267,9911642.3337054,9911642.3337054,0.0720899555297931,0.172089955529793,0.2,flexure,8313530.19182267,8313530.19182267,9911642.3337054,9911642.3337054,0.0720899555297931,0.172089955529793,0.2,flexure,0,0,126,0
0,15,0,0,0,0.0166666666666667,1103,x,3,column,6097,6098,0,0,0,0,0,0,0,11400,0,4768962.15124423,19353.6,5108839.53348553,5108839.53348553,6093076.42363734,6093076.42363734,0.0812061541182147,0.181206154118215,0.2,flexure,5108839.53348553,5108839.53348553,6093076.42363734,6093076.42363734,0.0812061541182147,0.181206154118215,0.2,flexure,0,0,132,0
0,16,0.15,0.15,0.15,0.15,2103,x,3,beam,6099,6100,0,0,15750,5850,15750,5850,102600,102600,0,4030508.65276332,10736.64,3685944.42871198,5293225.70607497,4459930.35178384,6404713.48441235,0.043859119871435,0.143859119871435,0.2,flexure,3685944.42871198,5293225.70607497,4459930.35178384,6404713.48441235,0.043859119871435,0.143859119871435,0.2,flexure,31500,11700,216,0
1,17,0,0,0,0.0333333333333333,1203,x,3,column,6101,6102,0,0,0,0,0,0,0,22800,0,4768962.15124423,19353.6,6441387.14322523,6441387.14322523,7676511.08613128,7676511.08613128,0.0822695898072574,0.182269589807257,0.2,flexure,6441387.14322523,6441387.14322523,7676511.08613128,7676511.08613128,0.0822695898072574,0.182269589807257,0.2,flexure,0,0,132,0
1,18,0.15,0.15,0.15,0.15,2103,x,3,beam,6103,6104,0,0,15750,5850,15750,5850,102600,102600,0,4030508.65276332,10736.64,3685944.42871198,5293225.70607497,4459930.35178384,6404713.48441235,0.043859119871435,0.143859119871435,0.2,flexure,3685944.42871198,5293225.70607497,4459930.35178384,6404713.48441235,0.043859119871435,0.143859119871435,0.2,flexure,31500,11700,216,0
1,19,0,0,0,0.0333333333333333,1203,x,3,column,6105,6106,0,0,0,0,0,0,0,22800,0,4768962.15124423,19353.6,6441387.14322523,6441387.14322523,7676511.08613128,7676511.08613128,0.0822695898072574,0.182269589807257,0.2,flexure,6441387.14322523,6441387.14322523,7676511.08613128,7676511.08613128,0.0822695898072574,0.182269589807257,0.2,flexure,0,0,132,0
