sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19,floor_20,floor_21
0.036,43,1,1,0.188223429567724,0.28518325388601,0.25939018134715,0.204279435233161,0.153645300518135,0.134509896373057,0.155077316062176,0.200292388601036,0.21489885492228,0.202508367875638,0.208841528497402,0.194766751295337,0.200262901554404,0.181354611398964,0.154131777202073,0.139955124352332,0.137211124352327,0.168396227979275,0.147538082901554,0.180921424870466,0.222664689119171
0.036,43,1,2,0.0742146394700104,0.199914616580311,0.205406435233154,0.19899810880829,0.182570595854922,0.169603787564767,0.163147829015544,0.158292580310881,0.181322839378238,0.203063823834197,0.216943202072539,0.216321440414508,0.201745595854922,0.174062642487047,0.144768455958549,0.149266663212435,0.15886362176166,0.157022160621762,0.150688808290155,0.14721396373057,0.185029321243523
0.036,43,1,3,0.0511153259441624,0.263092886010363,0.275346979274611,0.28257381865285,0.284089103626943,0.279676409326425,0.270231901554404,0.257708637305699,0.245393544041451,0.232816616580311,0.219043880829016,0.205961124352332,0.199580295336788,0.196797911917098,0.194285994818653,0.187995580310881,0.175588067357513,0.156944025906736,0.152384564766839,0.177278010362692,0.198549020725386
0.036,43,1,4,0.0487743319622269,0.162397533678755,0.169712347150259,0.183392139896373,0.188368823834197,0.186786699481865,0.180382813471503,0.170015196891192,0.157456823834197,0.14723778238342,0.138575398963731,0.136836316062176,0.141548398963731,0.137638207253886,0.128800901554404,0.143010243523316,0.14876381865285,0.143323378238342,0.139889694300515,0.143600108808287,0.175048103626943
0.036,43,1,5,0.157234557270975,0.336767601036263,0.357256720207245,0.349155424870458,0.312311834196891,0.29184685492228,0.259901170984463,0.270645730569953,0.24239660621762,0.217733466321244,0.22651610880829,0.268141901554404,0.322860544041451,0.332028652849745,0.307501238341969,0.297705181347151,0.313285108808292,0.264879860103627,0.283262295336788,0.392501284974093,0.479518124352332
0.036,43,1,6,0.132294297049267,0.495868927461138,0.551458575129533,0.596541735751295,0.62222567357513,0.629787611398964,0.612288906735751,0.568291512953368,0.506649248704663,0.43743392746114,0.368920751295337,0.364491632124353,0.373806663212435,0.385374279792745,0.368629202072536,0.320779113989637,0.244996440414508,0.289415818652852,0.356696906735754,0.410615290155444,0.449488968911917
0.036,43,1,7,0.134274750105477,0.579325316062174,0.56929699481865,0.555020834196891,0.556773943005181,0.541034046632124,0.510227725388601,0.470493803108806,0.422553129533678,0.370904683937823,0.362812823834198,0.383192098445597,0.420109036269432,0.479192119170984,0.508234658031089,0.493542689119171,0.498295922279793,0.488716414507772,0.462608202072539,0.469902756476684,0.511860937823831
0.036,43,1,8,0.167459913503714,0.46423718134715,0.452314357512953,0.473110471502591,0.48917302590673,0.495780538860097,0.487963958549214,0.46750492746114,0.440339694300518,0.427100575129534,0.398301870466321,0.35648010880829,0.32330425388601,0.31593974611399,0.307410212435233,0.333285678756472,0.372411326424866,0.401147077720202,0.410122725388596,0.450662663212435,0.478461264248707
0.036,43,1,9,0.269084916987845,0.476940979274611,0.420517077720207,0.374894150259067,0.359917533678756,0.324360155440407,0.277159378238333,0.294637756476684,0.333709709844563,0.384433440414508,0.399028025906736,0.384607839378228,0.353580896373046,0.374721720207253,0.385370435233161,0.35791110880829,0.307689088082902,0.341773999999996,0.310902932642483,0.486258440414508,0.744760689119171
0.036,43,1,10,0.0456535074069338,0.316049917098445,0.304316419689119,0.28766610880829,0.271569735751295,0.262314554404145,0.263576212435233,0.274013,0.288736575129533,0.302694010362694,0.313230720207254,0.320310857512953,0.324045917098446,0.322724033678756,0.316644347150259,0.308081056994818,0.302584269430051,0.305329269430051,0.317415202072539,0.333893233160622,0.349139310880829
0.036,43,1,11,0.107430289645403,0.448591839378238,0.450883031088083,0.419830362694301,0.376960751295337,0.348984155440406,0.341014896373057,0.366154792746114,0.402426139896373,0.425138160621762,0.425403031088083,0.41329810880829,0.398477357512953,0.381637694300518,0.37550167357513,0.379621362694301,0.37120489119171,0.363685621761658,0.35202603626943,0.368168839378235,0.422393388601036
0.036,43,1,12,0.0406631281651277,0.434950709844557,0.426792309585488,0.405894621761655,0.397397082901552,0.408676642487045,0.426538440414506,0.441633170984454,0.452442782383418,0.460315476683936,0.46734423316062,0.472707186528495,0.472577652849738,0.465450709844556,0.457083352331603,0.454741901554401,0.458648119170981,0.461939051813468,0.456935165803106,0.443974854922278,0.429733170984455
0.036,43,1,13,0.07472499749444,0.28989570466321,0.27055710362694,0.253009331606218,0.231963865284974,0.220765974093263,0.210669056994818,0.201604316062176,0.209431,0.214660367875646,0.214100264248702,0.209627595854922,0.204548321243523,0.1908484507772,0.192112088082902,0.201607683937824,0.211598616580311,0.219685922279793,0.225949134715026,0.234065186528497,0.26242632642487
0.036,43,1,14,0.0286098462248956,0.212685352331606,0.206397844559586,0.19764989119171,0.190187222797927,0.184479424870466,0.179901466321244,0.175445766839378,0.171081259067358,0.166852761658031,0.162491860103627,0.158264658031088,0.154091860103627,0.150764658031088,0.149889528497409,0.152641880829016,0.158583331606218,0.166048875647668,0.172704316062176,0.177002243523316,0.179480202072539
0.036,43,1,15,0.111671256072856,0.551404673575129,0.549060632124352,0.540405968911917,0.528607652849741,0.510361305699482,0.485749906735751,0.463709751295337,0.45028332642487,0.441214932642487,0.431786953367876,0.422862860103627,0.415364155440415,0.408823481865285,0.407077367875648,0.414861564766839,0.432888248704663,0.46042296373057,0.492948611398964,0.523250347150259,0.546753404145078
0.036,43,1,16,0.0618096593103864,0.356783834196891,0.338184041450777,0.332557948186528,0.332418647668404,0.325693414507783,0.310340797927473,0.298872575129534,0.30662210880829,0.319582626943005,0.330228668393782,0.335264492227979,0.335220450777202,0.330559350777202,0.321160580310881,0.308207626943005,0.294460139896373,0.282094595854922,0.305235538860104,0.331997554404145,0.374018538860104
0.036,43,1,17,0.103308147011032,0.298337031088082,0.294630792746112,0.293933150259065,0.290822658031086,0.289641906735749,0.290266829015542,0.290469082901552,0.288395999999998,0.285625766839377,0.284626310880828,0.281850766839377,0.267489005181345,0.23279866839378,0.183744782383418,0.186470979274611,0.194649632124352,0.201832554404144,0.222249341968911,0.238036129533678,0.258289020725388
0.036,43,1,18,0.289517426108739,0.459077176165803,0.475182875647667,0.455391906735746,0.480682062176159,0.461788279792739,0.406832321243517,0.326073512953362,0.248630253886008,0.258801901554402,0.279459616580305,0.329044528497404,0.40484608290155,0.447200487046627,0.442288569948182,0.389033388601031,0.303203269430048,0.296871036269431,0.454998108808286,0.572612098445592,0.628096554404141
