sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
0.036,43,1,1,0.000757305555555556,0.00111573076923077,0.00116254487179487,0.00113594871794872,0.00108266666666667,0.00101944871794872,0.000940217948717949,0.000984749999999999,0.00101072435897436,0.00102712820512821,0.00111042307692308,0.00118182051282051,0.00129821153846154,0.00132179487179487,0.0012749358974359,0.00124435897435897,0.00130275641025641,0.0012698717948718,0.00111032051282051,0.000937820512820513
0.036,43,1,2,0.000616511111111111,0.000902102564102564,0.000924980769230769,0.00092049358974359,0.000915352564102564,0.000895192307692307,0.000862314102564103,0.000817371794871795,0.00076121794871795,0.000716083333333333,0.000713134615384616,0.000713910256410256,0.000771942307692308,0.000808076923076922,0.000800192307692308,0.000780576923076924,0.000790512820512821,0.000765320512820512,0.000665961538461539,0.000563397435897436
0.036,43,1,3,0.000568994444444444,0.000840608974358974,0.000877032051282051,0.000854666666666667,0.00080324358974359,0.000752403846153846,0.000784852564102564,0.000816365384615384,0.000845833333333333,0.000881070512820513,0.000922320512820513,0.000978660256410256,0.00108320512820513,0.00114070512820513,0.00113583333333333,0.00111544871794872,0.00111429487179487,0.00104205128205128,0.000881923076923077,0.000734743589743589
0.036,43,1,4,0.000589988888888889,0.000884897435897436,0.000953416666666667,0.0009825,0.000999615384615384,0.00101432692307692,0.00102823717948718,0.00103717307692308,0.00103673076923077,0.00103121794871795,0.00103692307692308,0.00105557692307692,0.0011325,0.00116262820512821,0.00113538461538461,0.00109660256410257,0.00108980769230769,0.00102378205128205,0.000889551282051282,0.000749038461538461
0.036,43,1,5,0.000823433333333333,0.00117575641025641,0.00115801282051282,0.00102982692307692,0.000968474358974359,0.000927128205128205,0.000892596153846154,0.000878134615384616,0.000872826923076924,0.000911280128205128,0.000975878205128205,0.00103295512820513,0.00117430769230769,0.00132264102564103,0.00138041666666667,0.00145810897435897,0.00158878205128205,0.00156159615384615,0.00132455128205128,0.00104903846153846
0.036,43,1,6,0.00125298333333333,0.00182251923076923,0.00176683974358974,0.00149311538461539,0.00117867948717949,0.000891217948717949,0.000777741025641026,0.00105735128205128,0.00128749871794872,0.00144851923076923,0.00153947435897436,0.00159285897435897,0.00171371153846154,0.0019543141025641,0.00222832051282051,0.00247064102564103,0.00275666666666667,0.00267711538461538,0.00219711538461538,0.0017000641025641
0.036,43,1,7,0.000996988888888889,0.00143342948717949,0.00144069230769231,0.00133367948717949,0.00117039743589744,0.00111165384615385,0.00111424358974359,0.00121155128205128,0.00127820512820513,0.00129878205128205,0.00128767948717949,0.00142870512820513,0.00166044871794872,0.0018124358974359,0.00185397435897436,0.00187153846153846,0.00194358974358974,0.00186442307692308,0.00159282051282051,0.00128474358974359
0.036,43,1,8,0.00129965,0.00196128846153846,0.00200822435897436,0.0017930641025641,0.00145423076923077,0.00112807692307692,0.000931794871794873,0.000910833333333334,0.000941602564102564,0.00111779487179487,0.00141310897435897,0.00174005769230769,0.00218958076923077,0.00255038076923077,0.002735,0.00283098076923077,0.00293923076923077,0.0027125,0.00218217948717949,0.00170775641025641
0.036,43,1,9,0.000880927777777778,0.00132541025641026,0.00142730128205128,0.00143266666666667,0.00137078205128205,0.00125051282051282,0.00108012820512821,0.00103516025641026,0.00106709615384615,0.00115913461538462,0.0012448717948718,0.00134365384615385,0.00151429487179487,0.00168642948717949,0.00180025641025641,0.00188945512820513,0.00202532051282051,0.00197826923076923,0.00168923076923077,0.00135724358974359
0.036,43,1,10,0.000524692222222222,0.000786053205128205,0.000841878205128205,0.000860583333333333,0.000872942307692308,0.000897891025641025,0.000905583333333334,0.000898846153846153,0.000886923076923077,0.000876038461538462,0.000895128205128205,0.000918589743589744,0.000976923076923077,0.000990897435897435,0.000963397435897436,0.000939871794871793,0.000934230769230769,0.000875256410256408,0.000756538461538462,0.000655512820512822
0.036,43,1,11,0.000906505555555556,0.00132712179487179,0.00136537179487179,0.00129586538461539,0.00117030128205128,0.00108928846153846,0.000997179487179487,0.000964717948717949,0.000956923076923077,0.000946724358974359,0.00100985897435897,0.00106205128205128,0.0011465,0.00125020512820513,0.00131038461538461,0.00136384615384615,0.00143275641025641,0.00138467948717949,0.00119391025641026,0.000982243589743588
0.036,43,1,12,0.000528647222222222,0.000802548076923077,0.00088076282051282,0.000920262820512821,0.000942089743589744,0.000949442307692307,0.00094323076923077,0.000928737179487179,0.000946884615384615,0.000961858974358974,0.000965705128205129,0.000971089743589743,0.0010198717948718,0.00102070512820513,0.000966794871794873,0.000894358974358972,0.000869487179487179,0.000821794871794872,0.00072076923076923,0.000613141025641026
