rp,direction,ground_motion,story_1,story_2,story_3,story_4
43,1,1,0.000975553,0.0017898,0.0021777,0.00228359
43,1,2,0.00130281,0.00208688,0.00251249,0.00262397
43,1,3,0.00107081,0.00210862,0.00279214,0.00279489
43,1,4,0.00158012,0.00300601,0.00355871,0.00370997
43,1,5,0.000840511,0.00173391,0.00223022,0.00230022
43,1,6,0.000966036,0.00195153,0.00232926,0.00241126
43,1,7,0.000567234,0.00117751,0.00137633,0.00144906
43,1,8,0.000792173,0.00157967,0.00206351,0.00214163
43,1,9,0.000756953,0.00137686,0.00181322,0.0019203
43,1,10,0.00114456,0.00225936,0.0030066,0.00305014
43,1,11,0.000484574,0.000905981,0.00120115,0.00127309
43,1,12,0.000737285,0.00147792,0.00186501,0.0019895
43,1,13,0.000758836,0.00162644,0.00202416,0.00212725
43,1,14,0.00115197,0.00219202,0.00286735,0.00292594
43,1,15,0.000974656,0.00201809,0.00231937,0.00241973
43,1,16,0.000520272,0.000982277,0.0012334,0.00130516
43,1,17,0.000490697,0.000945498,0.00120507,0.00127017
43,1,18,0.000473493,0.00103622,0.0011964,0.00125437
43,1,19,0.000251718,0.000459164,0.000566187,0.000606483
43,1,20,0.00014134,0.000283811,0.000362777,0.000390387
43,1,21,0.000437931,0.000779486,0.000975146,0.00102958
43,1,22,0.000446211,0.00088001,0.00104011,0.00110224
43,1,23,0.000704109,0.00142868,0.0018026,0.0019084
43,1,24,0.00189081,0.00377958,0.004471,0.00464798
43,1,25,0.00123833,0.00247868,0.00317062,0.00330147
43,1,26,0.00148012,0.00306832,0.00401779,0.00407923
43,1,27,0.000642989,0.00129257,0.00173801,0.00183755
43,1,28,0.000509424,0.000990927,0.00125442,0.00132709
43,1,29,0.000442749,0.000895655,0.00107519,0.00112725
43,1,30,0.000593606,0.00119536,0.00130697,0.00135547
43,1,31,0.0003989,0.000697404,0.000830575,0.000877667
43,1,32,0.000451391,0.000801134,0.000978184,0.00102646
43,1,33,0.00066064,0.00128379,0.00167601,0.00174444
43,1,34,0.000702216,0.00136659,0.00159562,0.00164652
43,1,35,0.000595598,0.00120827,0.00145104,0.00152122
43,1,36,0.000799019,0.00179428,0.00239566,0.00247161
43,1,37,0.000146323,0.000285257,0.000379366,0.000420389
43,1,38,0.000335849,0.000719534,0.000802536,0.000844329
43,1,39,0.000921365,0.0019296,0.00247765,0.00255227
43,1,40,0.000762875,0.00163347,0.00191569,0.00200697
43,1,41,0.000535115,0.00113259,0.00138051,0.00145326
43,1,42,0.000534171,0.00115147,0.00141577,0.00149196
43,1,43,0.00056874,0.00118948,0.0014399,0.00153014
43,1,44,0.00173893,0.00340427,0.00450471,0.00468777
43,2,1,0.000975553,0.0017898,0.0021777,0.00228359
43,2,2,0.00130281,0.00208688,0.00251249,0.00262397
43,2,3,0.00107081,0.00210862,0.00279214,0.00279489
43,2,4,0.00158012,0.00300601,0.00355871,0.00370997
43,2,5,0.000840511,0.00173391,0.00223022,0.00230022
43,2,6,0.000966036,0.00195153,0.00232926,0.00241126
43,2,7,0.000567234,0.00117751,0.00137633,0.00144906
43,2,8,0.000792173,0.00157967,0.00206351,0.00214163
43,2,9,0.000756953,0.00137686,0.00181322,0.0019203
43,2,10,0.00114456,0.00225936,0.0030066,0.00305014
43,2,11,0.000484574,0.000905981,0.00120115,0.00127309
43,2,12,0.000737285,0.00147792,0.00186501,0.0019895
43,2,13,0.000758836,0.00162644,0.00202416,0.00212725
43,2,14,0.00115197,0.00219202,0.00286735,0.00292594
43,2,15,0.000974656,0.00201809,0.00231937,0.00241973
43,2,16,0.000520272,0.000982277,0.0012334,0.00130516
43,2,17,0.000490697,0.000945498,0.00120507,0.00127017
43,2,18,0.000473493,0.00103622,0.0011964,0.00125437
43,2,19,0.000251718,0.000459164,0.000566187,0.000606483
43,2,20,0.00014134,0.000283811,0.000362777,0.000390387
43,2,21,0.000437931,0.000779486,0.000975146,0.00102958
43,2,22,0.000446211,0.00088001,0.00104011,0.00110224
43,2,23,0.000704109,0.00142868,0.0018026,0.0019084
43,2,24,0.00189081,0.00377958,0.004471,0.00464798
43,2,25,0.00123833,0.00247868,0.00317062,0.00330147
43,2,26,0.00148012,0.00306832,0.00401779,0.00407923
43,2,27,0.000642989,0.00129257,0.00173801,0.00183755
43,2,28,0.000509424,0.000990927,0.00125442,0.00132709
43,2,29,0.000442749,0.000895655,0.00107519,0.00112725
43,2,30,0.000593606,0.00119536,0.00130697,0.00135547
43,2,31,0.0003989,0.000697404,0.000830575,0.000877667
43,2,32,0.000451391,0.000801134,0.000978184,0.00102646
43,2,33,0.00066064,0.00128379,0.00167601,0.00174444
43,2,34,0.000702216,0.00136659,0.00159562,0.00164652
43,2,35,0.000595598,0.00120827,0.00145104,0.00152122
43,2,36,0.000799019,0.00179428,0.00239566,0.00247161
43,2,37,0.000146323,0.000285257,0.000379366,0.000420389
43,2,38,0.000335849,0.000719534,0.000802536,0.000844329
43,2,39,0.000921365,0.0019296,0.00247765,0.00255227
43,2,40,0.000762875,0.00163347,0.00191569,0.00200697
43,2,41,0.000535115,0.00113259,0.00138051,0.00145326
43,2,42,0.000534171,0.00115147,0.00141577,0.00149196
43,2,43,0.00056874,0.00118948,0.0014399,0.00153014
43,2,44,0.00173893,0.00340427,0.00450471,0.00468777
72,1,1,0.00136189,0.00238364,0.00292079,0.00305271
72,1,2,0.0014337,0.00263955,0.0033012,0.00346611
72,1,3,0.00129468,0.00253991,0.00326386,0.00337173
72,1,4,0.00240475,0.0041749,0.00495002,0.00509393
72,1,5,0.00103174,0.00194467,0.00268972,0.00275699
72,1,6,0.00159964,0.00313067,0.00402749,0.00410906
72,1,7,0.000729473,0.00131365,0.0017097,0.0017833
72,1,8,0.0010717,0.00211937,0.00256355,0.00266805
72,1,9,0.00108762,0.00205311,0.00279989,0.00280626
72,1,10,0.00168798,0.00306008,0.00398094,0.00420769
72,1,11,0.000899024,0.00166319,0.00212188,0.00212627
72,1,12,0.0012334,0.00219023,0.00297125,0.00308175
72,1,13,0.00125719,0.00267286,0.00395299,0.00390644
72,1,14,0.00220313,0.00387232,0.00531294,0.00528591
72,1,15,0.00168196,0.00328531,0.00428366,0.00432857
72,1,16,0.0013294,0.00247541,0.003179,0.00320536
72,1,17,0.00085332,0.00184135,0.00245281,0.00242731
72,1,18,0.000708791,0.00145195,0.00166131,0.0017255
72,1,19,0.000388912,0.000749831,0.000916726,0.000978739
72,1,20,0.000223483,0.000423047,0.00052674,0.000564547
72,1,21,0.000561439,0.0010544,0.00125908,0.00132741
72,1,22,0.000467514,0.00090488,0.0010475,0.00111716
72,1,23,0.000801282,0.00153928,0.002068,0.00213979
72,1,24,0.00275314,0.00505194,0.00681385,0.00692574
72,1,25,0.00187665,0.00382171,0.0048967,0.00493217
72,1,26,0.00262116,0.00470912,0.00615015,0.00625109
72,1,27,0.000923725,0.00180651,0.00244294,0.00256936
72,1,28,0.000961778,0.00172515,0.0021693,0.00218496
72,1,29,0.000791666,0.00153774,0.00207145,0.00212482
72,1,30,0.000877746,0.00176714,0.00228679,0.00235601
72,1,31,0.000830059,0.00161046,0.00209039,0.00216091
72,1,32,0.000555385,0.00107527,0.00144633,0.00154616
72,1,33,0.00114003,0.00220274,0.00293069,0.00296588
72,1,34,0.0012516,0.00235429,0.00323874,0.00323281
72,1,35,0.00124576,0.00236218,0.00308889,0.0030726
72,1,36,0.00104387,0.00223656,0.00291582,0.00301568
72,1,37,0.000262859,0.000495018,0.000613641,0.000659536
72,1,38,0.000582984,0.00105678,0.00139924,0.00142093
72,1,39,0.00139125,0.00267391,0.00364383,0.00376149
72,1,40,0.00107867,0.00204233,0.00269749,0.00270619
72,1,41,0.00102664,0.00187886,0.00248278,0.00256216
72,1,42,0.00062228,0.00100615,0.00138604,0.00152958
72,1,43,0.000822674,0.00161501,0.00199939,0.00205019
72,1,44,0.00213513,0.00407027,0.00543279,0.00575649
72,2,1,0.00136189,0.00238364,0.00292079,0.00305271
72,2,2,0.0014337,0.00263955,0.0033012,0.00346611
72,2,3,0.00129468,0.00253991,0.00326386,0.00337173
72,2,4,0.00240475,0.0041749,0.00495002,0.00509393
72,2,5,0.00103174,0.00194467,0.00268972,0.00275699
72,2,6,0.00159964,0.00313067,0.00402749,0.00410906
72,2,7,0.000729473,0.00131365,0.0017097,0.0017833
72,2,8,0.0010717,0.00211937,0.00256355,0.00266805
72,2,9,0.00108762,0.00205311,0.00279989,0.00280626
72,2,10,0.00168798,0.00306008,0.00398094,0.00420769
72,2,11,0.000899024,0.00166319,0.00212188,0.00212627
72,2,12,0.0012334,0.00219023,0.00297125,0.00308175
72,2,13,0.00125719,0.00267286,0.00395299,0.00390644
72,2,14,0.00220313,0.00387232,0.00531294,0.00528591
72,2,15,0.00168196,0.00328531,0.00428366,0.00432857
72,2,16,0.0013294,0.00247541,0.003179,0.00320536
72,2,17,0.00085332,0.00184135,0.00245281,0.00242731
72,2,18,0.000708791,0.00145195,0.00166131,0.0017255
72,2,19,0.000388912,0.000749831,0.000916726,0.000978739
72,2,20,0.000223483,0.000423047,0.00052674,0.000564547
72,2,21,0.000561439,0.0010544,0.00125908,0.00132741
72,2,22,0.000467514,0.00090488,0.0010475,0.00111716
72,2,23,0.000801282,0.00153928,0.002068,0.00213979
72,2,24,0.00275314,0.00505194,0.00681385,0.00692574
72,2,25,0.00187665,0.00382171,0.0048967,0.00493217
72,2,26,0.00262116,0.00470912,0.00615015,0.00625109
72,2,27,0.000923725,0.00180651,0.00244294,0.00256936
72,2,28,0.000961778,0.00172515,0.0021693,0.00218496
72,2,29,0.000791666,0.00153774,0.00207145,0.00212482
72,2,30,0.000877746,0.00176714,0.00228679,0.00235601
72,2,31,0.000830059,0.00161046,0.00209039,0.00216091
72,2,32,0.000555385,0.00107527,0.00144633,0.00154616
72,2,33,0.00114003,0.00220274,0.00293069,0.00296588
72,2,34,0.0012516,0.00235429,0.00323874,0.00323281
72,2,35,0.00124576,0.00236218,0.00308889,0.0030726
72,2,36,0.00104387,0.00223656,0.00291582,0.00301568
72,2,37,0.000262859,0.000495018,0.000613641,0.000659536
72,2,38,0.000582984,0.00105678,0.00139924,0.00142093
72,2,39,0.00139125,0.00267391,0.00364383,0.00376149
72,2,40,0.00107867,0.00204233,0.00269749,0.00270619
72,2,41,0.00102664,0.00187886,0.00248278,0.00256216
72,2,42,0.00062228,0.00100615,0.00138604,0.00152958
72,2,43,0.000822674,0.00161501,0.00199939,0.00205019
72,2,44,0.00213513,0.00407027,0.00543279,0.00575649
108,1,1,0.0017138,0.00290641,0.00349429,0.00363577
108,1,2,0.00180444,0.00312577,0.00405552,0.00428693
108,1,3,0.00166594,0.00314379,0.00419257,0.00417829
108,1,4,0.00324779,0.00515084,0.00636099,0.00645366
108,1,5,0.00117335,0.00228316,0.00312826,0.00327896
108,1,6,0.00215286,0.00387229,0.00546228,0.0053364
108,1,7,0.00099749,0.00169113,0.00214735,0.00220539
108,1,8,0.00127838,0.00240382,0.00316639,0.00321444
108,1,9,0.00180745,0.00284411,0.00366156,0.00377149
108,1,10,0.00259376,0.00378664,0.00523149,0.00544604
108,1,11,0.000979104,0.00214093,0.00291125,0.00302673
108,1,12,0.00133553,0.00244794,0.00318364,0.00340824
108,1,13,0.00183031,0.00395588,0.00555853,0.00590954
108,1,14,0.00260972,0.00463056,0.00596131,0.00610321
108,1,15,0.00250846,0.00457803,0.00557945,0.00583092
108,1,16,0.00194279,0.00380084,0.00457645,0.00477236
108,1,17,0.00118789,0.00234723,0.0029166,0.00298718
108,1,18,0.000793884,0.00157078,0.00187805,0.00196031
108,1,19,0.000463602,0.000954096,0.00115308,0.00122093
108,1,20,0.000338749,0.000644519,0.000814642,0.000873825
108,1,21,0.00119933,0.00223456,0.0027095,0.00278173
108,1,22,0.000504692,0.000967878,0.0011818,0.00123845
108,1,23,0.000960621,0.00193775,0.00265253,0.00273966
108,1,24,0.00394016,0.00654042,0.00795508,0.00827355
108,1,25,0.00268301,0.00469635,0.00581921,0.00615589
108,1,26,0.00337968,0.00572301,0.00724908,0.00751036
108,1,27,0.00130754,0.00246259,0.00312756,0.00331654
108,1,28,0.00102312,0.00186143,0.00227639,0.00239214
108,1,29,0.00148434,0.00263144,0.00332526,0.00352695
108,1,30,0.000989371,0.00174587,0.00221279,0.00243274
108,1,31,0.00129209,0.00260081,0.00321374,0.00334365
108,1,32,0.000689963,0.0012013,0.00147731,0.00159518
108,1,33,0.00173825,0.00304252,0.0038459,0.00391884
108,1,34,0.00135532,0.00301738,0.00367605,0.00383429
108,1,35,0.0016206,0.00354868,0.00442985,0.00452455
108,1,36,0.00110616,0.00248457,0.00338372,0.00347923
108,1,37,0.000478639,0.000855563,0.00103051,0.00108282
108,1,38,0.000615226,0.00128408,0.00157238,0.00164285
108,1,39,0.00183584,0.00339074,0.0046332,0.00465654
108,1,40,0.00162674,0.00289702,0.00388289,0.00393747
108,1,41,0.00150321,0.00276808,0.0036594,0.00368517
108,1,42,0.000791833,0.00165245,0.00200949,0.00210127
108,1,43,0.00108083,0.00197693,0.00271826,0.00263102
108,1,44,0.00251999,0.00474037,0.00633478,0.00656903
108,2,1,0.0017138,0.00290641,0.00349429,0.00363577
108,2,2,0.00180444,0.00312577,0.00405552,0.00428693
108,2,3,0.00166594,0.00314379,0.00419257,0.00417829
108,2,4,0.00324779,0.00515084,0.00636099,0.00645366
