rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
43,1,1,0.000314607,0.000683662,0.000946122,0.00124286,0.00146744,0.00161705,0.00174494,0.00182796,0.00188469,0.00191901,0.00193291,0.0019334
43,1,2,0.000354206,0.00077146,0.00107414,0.00151488,0.00177984,0.00196807,0.00213047,0.00226829,0.00233103,0.00236918,0.00238469,0.00238529
43,1,3,0.000163852,0.000426929,0.000549016,0.000675605,0.000799606,0.000846158,0.000919598,0.000983125,0.0010299,0.00106086,0.00107498,0.00107641
43,1,4,0.000389756,0.000596896,0.000744321,0.000878507,0.00100994,0.00109989,0.00124864,0.00134247,0.00139031,0.00142152,0.00143508,0.00143661
43,1,5,0.00029692,0.000426546,0.000519133,0.000649354,0.000769901,0.000873301,0.000968662,0.00104217,0.00109311,0.00112517,0.00113876,0.00113949
43,1,6,0.000374446,0.000729348,0.000990094,0.00125419,0.00161078,0.00177158,0.00206362,0.0022014,0.00229526,0.00234406,0.00236632,0.00236906
43,1,7,0.000520278,0.000863368,0.00111524,0.0013865,0.00161515,0.00174656,0.00193355,0.00204913,0.00209603,0.00212488,0.0021364,0.00213662
43,1,8,0.000632807,0.00116877,0.00153397,0.00204312,0.00240169,0.00258183,0.00290039,0.00299116,0.00306131,0.00309787,0.00311162,0.00311154
43,1,9,0.000451708,0.000652363,0.000840462,0.00101863,0.0012013,0.00132784,0.00143991,0.00150437,0.00154479,0.0015692,0.0015788,0.00157913
43,1,10,0.00086184,0.00156016,0.00209891,0.00269362,0.00327616,0.00371677,0.00423206,0.00428144,0.00441619,0.00449192,0.00450903,0.00450993
43,1,11,0.00055659,0.00072146,0.000897071,0.00106392,0.00128909,0.00140324,0.00161193,0.00188325,0.0021152,0.00209402,0.00211493,0.00211771
43,1,12,0.000693197,0.000886655,0.00103129,0.00115189,0.0012065,0.00119903,0.00140785,0.00165092,0.00177885,0.0019233,0.00192674,0.00192906
43,1,13,0.000252908,0.000455556,0.000613363,0.000770616,0.000958432,0.00106436,0.00116985,0.00125659,0.00130586,0.00135995,0.00134861,0.00134914
43,1,14,0.0003778,0.000573065,0.000687932,0.000798862,0.000920002,0.00102464,0.00120923,0.00133112,0.00140086,0.00144251,0.00146076,0.00146263
43,1,15,0.000396744,0.000686563,0.00089652,0.00110749,0.00132107,0.00161247,0.00174263,0.0018294,0.00188453,0.00191869,0.00193411,0.00193671
43,1,16,0.000379354,0.000645622,0.000796297,0.000938145,0.00108533,0.00117479,0.00127887,0.00135064,0.00138834,0.00141107,0.00141999,0.00142013
43,1,17,0.000294424,0.000389711,0.000463515,0.000547136,0.000614799,0.000673138,0.000727383,0.000768873,0.00080455,0.000834733,0.000851097,0.000853906
43,1,18,0.000450261,0.000880276,0.00116589,0.00141751,0.0016716,0.001799,0.00197625,0.00207901,0.00214153,0.00218075,0.00219729,0.00219829
43,1,19,0.000135663,0.00020583,0.000256261,0.000309769,0.00036773,0.000419225,0.000473791,0.000518772,0.000551291,0.00057209,0.000581271,0.000582062
43,1,20,0.000144923,0.000300697,0.000369442,0.000431207,0.00047645,0.000505561,0.000548831,0.000588509,0.000616787,0.000640405,0.000652914,0.000654169
43,1,21,0.000509905,0.0011534,0.00147387,0.00187904,0.00219932,0.00249592,0.00279575,0.00288639,0.00295518,0.0029907,0.00300505,0.00300554
43,1,22,0.000338196,0.000687583,0.000952561,0.0012174,0.00142715,0.00154855,0.0016973,0.00178664,0.00183328,0.00186137,0.00187263,0.00187296
43,1,23,0.000287999,0.000572581,0.00077404,0.000924126,0.00106207,0.00117276,0.001269,0.00134611,0.00138586,0.00141056,0.0014205,0.00142047
43,1,24,0.000512372,0.00103761,0.0012965,0.00174877,0.00194435,0.00223291,0.00248061,0.00265929,0.00275902,0.00279547,0.00281552,0.00281719
43,1,25,0.000573333,0.00106234,0.00150403,0.00199377,0.00257527,0.00293529,0.00327982,0.00361225,0.00358184,0.00362652,0.00364478,0.00364542
43,1,26,0.00035785,0.000537364,0.000706083,0.0010974,0.00113637,0.00124023,0.00142118,0.00146577,0.00151821,0.0015479,0.00155929,0.00155975
43,1,27,0.00022904,0.000369879,0.00043914,0.000487518,0.000498956,0.00047716,0.000574954,0.000706677,0.000808182,0.000985626,0.00100053,0.00100541
