rp,direction,ground_motion,story_1,story_2,story_3,story_4
43,1,median,0.0013745264863683,0.00173086802538348,0.00168187737067885,0.00153640164973708
43,2,median,0.0013745264863683,0.00173086802538348,0.00168187737067885,0.00153640164973708
72,1,median,0.00198404153791245,0.00249839787960633,0.00242768298624671,0.00221769803799823
72,2,median,0.00198404153791245,0.00249839787960633,0.00242768298624671,0.00221769803799823
108,1,median,0.0026111813017037,0.00328812159563371,0.00319505428642459,0.00291869476469675
108,2,median,0.0026111813017037,0.00328812159563371,0.00319505428642459,0.00291869476469675
224,1,median,0.00445614864931205,0.00475419381419042,0.00433432048501046,0.0039322648355064
224,2,median,0.00445614864931205,0.00475419381419042,0.00433432048501046,0.0039322648355064
475,1,median,0.00793633589153621,0.0068455602781921,0.00560393829525302,0.0050194903591368
475,2,median,0.00793633589153621,0.0068455602781921,0.00560393829525302,0.0050194903591368
975,1,median,0.0137246174933146,0.00952422356580492,0.0066723176278396,0.00584941771621647
975,2,median,0.0137246174933146,0.00952422356580492,0.0066723176278396,0.00584941771621647
2475,1,median,0.0271973935359784,0.0141830076447799,0.00710304454218456,0.00585303709459711
2475,2,median,0.0271973935359784,0.0141830076447799,0.00710304454218456,0.00585303709459711
4975,1,median,0.0404005380153846,0.0185542005569275,0.00816234835338911,0.00651728465750235
4975,2,median,0.0404005380153846,0.0185542005569275,0.00816234835338911,0.00651728465750235
