sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
0.067,43,1,1,0.00131027222222222,0.00183288461538462,0.0020115641025641,0.00201295512820513,0.00212358974358974,0.0022809358974359,0.00196814102564103,0.00159384615384615
0.067,43,1,2,0.00137146111111111,0.00192457051282051,0.00199941025641026,0.00188425,0.00196044871794872,0.00166320512820513,0.00130692307692308,0.000900128205128205
0.067,43,1,3,0.00146198888888889,0.0020758717948718,0.00205639102564103,0.00195426282051282,0.00232698717948718,0.00224089743589744,0.00172051282051282,0.00105929487179487
0.067,43,1,4,0.0014932,0.00212359615384615,0.00210298076923077,0.00203632692307692,0.00233179487179487,0.00213160256410256,0.00162211538461538,0.00104865384615385
0.067,43,1,5,0.0014918,0.00212798076923077,0.00216261538461538,0.00211538461538462,0.00248967948717949,0.00261761538461538,0.00281033974358974,0.00206975
0.067,43,1,6,0.00153527777777778,0.00214342307692308,0.00204780769230769,0.00194630128205128,0.00237615384615385,0.00244371794871795,0.00206717948717949,0.00138775641025641
0.067,43,1,7,0.00141783888888889,0.00204414743589744,0.00206501282051282,0.00202222435897436,0.00242294871794872,0.00231397435897436,0.00172320512820513,0.00106211538461539
0.067,43,1,8,0.00145854444444444,0.0021278717948718,0.00219313461538461,0.00221377564102564,0.00268339743589744,0.00255942307692308,0.00191160256410256,0.0011998717948718
0.067,43,1,9,0.00171755555555556,0.00226185256410256,0.00221923076923077,0.00215849358974359,0.00297809705128205,0.00366070512820513,0.00375141025641026,0.00281942307692308
0.067,43,1,10,0.00141662777777778,0.00188750641025641,0.00185480769230769,0.00174452564102564,0.00194227564102564,0.00203409615384615,0.00161378205128205,0.00110461538461538
0.067,43,1,11,0.00143548888888889,0.00200721794871795,0.00199896794871795,0.0018595,0.00239155769230769,0.0023474358974359,0.00217692307692308,0.00160910256410257
0.067,43,1,12,0.00147636666666667,0.0019724358974359,0.00183826282051282,0.0019299358974359,0.00256261538461538,0.00259961538461538,0.00211769230769231,0.00139192307692308
0.067,43,1,13,0.00104860555555556,0.00150500641025641,0.00167378846153846,0.0017718141025641,0.00221135897435897,0.00216185897435897,0.00160455128205128,0.0010399358974359
0.067,43,1,14,0.00148359444444444,0.00195714743589744,0.00181063461538462,0.00181485897435897,0.00232141666666667,0.00239519230769231,0.00195730769230769,0.00131974358974359
0.067,43,1,15,0.00156504444444444,0.00221220512820513,0.00207669871794872,0.00176820512820513,0.00239946794871795,0.00300323717948718,0.00266910256410256,0.00171333333333333
0.067,43,1,16,0.00171775555555556,0.00238009615384615,0.00226566666666667,0.00206333974358974,0.00239466025641026,0.00249089743589744,0.00191576923076923,0.00121961538461539
0.067,43,1,17,0.00160988333333333,0.00230835897435897,0.00231039102564103,0.00222157692307692,0.002535,0.00229608974358974,0.00182326923076923,0.00116717948717949
0.067,43,1,18,0.00175302777777778,0.0022573141025641,0.00208883974358974,0.00182107051282051,0.00214585256410256,0.00288871794871795,0.00298155769230769,0.00209660256410256
0.067,43,1,19,0.00172992222222222,0.00243903846153846,0.00244278205128205,0.00244596153846154,0.00292429487179487,0.00275730769230769,0.00204185897435897,0.00123878205128205
