sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9
0.067,43,2,16,0.0899393305369534,0.319192658031097,0.27390320207255,0.250009373056995,0.268935616580311,0.264392974093264,0.326781233160622,0.373975274611399,0.347408176165803
0.067,43,2,17,0.0689750973657896,0.281459492227979,0.248556487046632,0.225875999999999,0.206350528497409,0.222896383419689,0.255623844559584,0.244449751295336,0.252888632124349
0.067,43,2,18,0.13093274073481,0.461058709844558,0.490847051813469,0.474839797927457,0.41538306217616,0.324325549222792,0.287784378238342,0.359880373056994,0.442526321243525
0.067,43,2,19,0.09360930259581,0.145774906735768,0.122247476683969,0.127723642487071,0.121818279792746,0.12564278238342,0.132586735751294,0.150307217616581,0.185584476683938
0.067,43,2,20,0.0739829777075934,0.187659466321244,0.177882088082911,0.162179139896378,0.167615124352326,0.14506930051814,0.122506865284978,0.149637170984464,0.164886367875657
0.067,43,2,21,0.0514450584848678,0.314823518134715,0.323845725388601,0.30499310880829,0.26593085492228,0.214832772020725,0.219074880829016,0.219639647668394,0.2326567253886
0.067,43,2,22,0.0574354339914334,0.349914404145078,0.374499378238342,0.382838756476684,0.368109740932642,0.310502383419689,0.291620989637306,0.312066067357513,0.325147155440415
0.067,43,2,23,0.197752364147966,0.394247678756514,0.387818575129544,0.43442839896375,0.446697829015559,0.300122720207264,0.270724839378251,0.387859554404162,0.463145746114012
0.067,43,2,24,0.181064261077259,0.493291880829041,0.474598953367907,0.441300430051844,0.379656388601075,0.260596025906774,0.256227191709884,0.283950461139924,0.379387471502613
0.067,43,2,25,0.0532206254453976,0.444350502590673,0.411523844559584,0.391085466321243,0.389352564766839,0.414055347150259,0.438487834196891,0.442722341968911,0.439090113989636
0.067,43,2,26,0.166154433458593,0.349214435233158,0.301298347150255,0.275368165803109,0.309445082901554,0.315946963730568,0.291024875647667,0.274648487046628,0.42707596373057
0.067,43,2,27,0.151352653739096,0.453546777202073,0.488962989637304,0.430229569948185,0.353386523316062,0.404660616580311,0.420324606217617,0.439564502590674,0.618373170984453
0.067,43,2,28,0.18426525012321,0.458718113989637,0.460631512953366,0.444446538860102,0.42475727979274,0.403929404145078,0.278462917098446,0.324201098445598,0.497440564766842
0.067,43,2,29,0.108104219041444,0.319571844559585,0.313631777202072,0.325820637305699,0.32337892746114,0.293561860103627,0.262702414507772,0.288007186528497,0.333743974093264
0.067,43,2,30,0.104620743185039,0.402588450777202,0.37344607253886,0.340187404145076,0.334601113989636,0.306555331606216,0.286167585492228,0.300933590673575,0.318915715025907
0.067,43,2,31,0.142009582275587,0.417383797927461,0.412637331606219,0.400468937823835,0.368718642487051,0.332308279792753,0.270549663212435,0.336585222797927,0.474054704663212
0.067,43,2,32,0.117177074354265,0.490368849740933,0.442291492227979,0.401433979274611,0.385355740932642,0.376895119170984,0.351812735751295,0.325928362694301,0.318868259067359
0.067,43,2,33,0.0567560253193277,0.283573953367877,0.2769511865285,0.261363227979277,0.249954937823835,0.239215134715026,0.226416595854923,0.2187002746114,0.223841031088083
0.067,43,2,34,0.0472859470688767,0.36896796373057,0.356227943005181,0.348478772020725,0.342762761658031,0.335303176165803,0.350409621761657,0.37565014507772,0.395658922279792
0.067,43,2,35,0.0961146335983273,0.29233732642487,0.315522559585492,0.31706970984456,0.308992766839378,0.258701678756477,0.284601357512953,0.285738974093264,0.345097652849742
0.067,43,2,36,0.0708625039933461,0.419621663212435,0.367009150259067,0.337781528497409,0.342730911917098,0.36112029015544,0.364931170984456,0.373080393782383,0.370249305699482
0.067,43,2,37,0.0786377914193527,0.361923792746119,0.34537889119171,0.304400968911921,0.308531569948187,0.33191532642487,0.354177621761654,0.334147347150259,0.334539362694304
0.067,43,2,38,0.125242074039406,0.41053398963731,0.381219512953374,0.293429637305699,0.268102953367876,0.26399097409326,0.301733823834197,0.457053616580317,0.500744601036273
0.067,43,2,39,0.168759314135197,0.512503419689119,0.55964507253886,0.583077455958549,0.511045492227979,0.452211295336788,0.432241823834197,0.417972134715026,0.59887003626943
0.067,43,2,40,0.173046519329376,0.500847564766841,0.431765896373057,0.360667191709845,0.342160518134717,0.375568487046632,0.385732735751295,0.38173202072539,0.445883917098446
0.067,43,2,41,0.0602052907612311,0.294150362694301,0.30266121761658,0.292974067357513,0.260305621761658,0.22046092746114,0.193935129533679,0.201659347150259,0.219958917098444
0.067,43,2,42,0.0620786384605234,0.246269911917099,0.239651132124352,0.227479979274611,0.219859730569948,0.2118906373057,0.179569860103627,0.256711207253886,0.321569497409326
0.067,43,2,43,0.0894096394526327,0.218669601036269,0.205057606217616,0.16672826943005,0.167292352331606,0.156140455958549,0.144826663212434,0.155549082901557,0.225196549222803
0.067,43,2,44,0.0369504763708279,0.261774450777202,0.273019191709844,0.265438595854922,0.240072391191711,0.209216730569948,0.211998284974092,0.230802668393781,0.243230590673574
0.098,72,1,1,0.258575185614701,0.296984300518135,0.287215943005181,0.194274124352332,0.285517352331606,0.207898336787557,0.257808176165803,0.252374606217627,0.399832212435233
0.098,72,1,2,0.111720623726928,0.177780569948187,0.185367316062176,0.151377160621762,0.152206979274611,0.192652860103626,0.204644507772021,0.18802184455959,0.252063253886012
0.098,72,1,3,0.0465386081454192,0.263958715025907,0.275943766839378,0.279961383419689,0.269476901554404,0.236021823834197,0.198282367875648,0.221488875647667,0.266239652849739
0.098,72,1,4,0.0474672047828529,0.199136943005181,0.225733414507772,0.219417870466321,0.191437559585492,0.165826409326425,0.185626300518135,0.218662860103627,0.274479642487041
0.098,72,1,5,0.183874190185044,0.318905834196885,0.375442414507772,0.367974020725389,0.282947901554404,0.310066968911917,0.250482082901551,0.347039253886011,0.529812145077714
0.098,72,1,6,0.107823918203568,0.430306295336788,0.408446139896373,0.381124378238342,0.360611621761657,0.344324896373056,0.335148471502589,0.330442854922278,0.374733056994819
0.098,72,1,7,0.0759185658340652,0.566779409326423,0.536257466321242,0.494958243523314,0.459792440414506,0.443701668393782,0.470046797927461,0.485587435233161,0.544821611398961
0.098,72,1,8,0.141947969121333,0.451412025906736,0.41759389119171,0.407816430051813,0.420239787564764,0.36009315544041,0.329770134715021,0.376937751295333,0.433962264248702
0.098,72,1,9,0.365347014928401,0.425707839378225,0.422764461139895,0.420320621761657,0.398315202072544,0.488774398963731,0.395595404145065,0.471917839378238,0.548718202072537
0.098,72,1,10,0.0960176464950037,0.288380875647668,0.266854481865283,0.24300301554404,0.274294051813471,0.314257103626943,0.299495870466321,0.317715715025907,0.44580658031088
0.098,72,1,11,0.231529760058412,0.565894170984456,0.519092875647668,0.447167445595835,0.415696170984456,0.48516567357513,0.484329678756452,0.543696321243502,0.505974015544031
0.098,72,1,12,0.117559013076242,0.459172886010359,0.457526875647668,0.442789134715024,0.500315930051811,0.477022658031085,0.412493015544041,0.437677269430048,0.528997476683928
0.098,72,1,13,0.0955313493650319,0.271219694300515,0.22758718134715,0.196003772020724,0.181490077720207,0.167230668393782,0.269918606217617,0.299100678756477,0.260650911917098
0.098,72,1,14,0.0820447433449936,0.208712507772021,0.215853383419689,0.216118409326425,0.198577740932642,0.202130528497409,0.21932389119171,0.261514528497409,0.295350414507772
0.098,72,1,15,0.166388722531385,0.529362621761658,0.480531559585492,0.407235419689119,0.347034901554404,0.351298632124352,0.403835419689119,0.430381512953368,0.553630720207255
0.098,72,1,16,0.131460273807951,0.317593979274624,0.256089181347148,0.247799683937824,0.275463362694301,0.282029155440417,0.327700663212435,0.38028874611399,0.362356658031088
0.098,72,1,17,0.100817797191755,0.271831875647668,0.252761751295336,0.254589471502589,0.217021595854921,0.208962362694299,0.24419348704663,0.250443813471499,0.291047958549219
0.098,72,1,18,0.191378497534529,0.486241378238341,0.531287466321241,0.507829331606213,0.434063025906731,0.274965575129529,0.262021943005182,0.375061396373056,0.534858108808293
0.098,72,1,19,0.136824506884231,0.156373803108831,0.156045953367876,0.175884616580311,0.179165170984456,0.155270911917102,0.156677248704668,0.180471901554404,0.265051834196891
0.098,72,1,20,0.108137590623623,0.18847965284975,0.179412829015545,0.202047326424863,0.212125373056995,0.174995528497409,0.139053497409332,0.153590362694308,0.216018160621763
0.098,72,1,21,0.0751949278931762,0.328666968911917,0.342157642487047,0.314602979274611,0.257508678756477,0.220858139896373,0.205113740932643,0.209906207253885,0.266529005181346
0.098,72,1,22,0.0839507903129216,0.364735906735751,0.400672176165803,0.41286207253886,0.391333834196891,0.307128186528497,0.260626689119171,0.29050907253886,0.322220124352332
0.098,72,1,23,0.289045735406936,0.398779194300571,0.35936158031089,0.458933580310897,0.520855295336788,0.365921424870474,0.196422049222801,0.357595823834221,0.486503901554372
0.098,72,1,24,0.264653485810314,0.500480792746151,0.473786906735799,0.425213901554448,0.330571787564788,0.266088999999998,0.209534404145091,0.308082067357545,0.413056901554432
0.098,72,1,25,0.0777901942510873,0.450705062176164,0.402722937823832,0.370090129533678,0.367556968911917,0.405529958549223,0.44124143523316,0.448323715025906,0.443014544041449
0.098,72,1,26,0.242860461451812,0.355529440414504,0.380067979274611,0.291411165803109,0.307755481865284,0.304960088082896,0.300131870466321,0.308773616580305,0.446176740932642
0.098,72,1,27,0.22122536584733,0.44452774093264,0.508380331606215,0.407295875647665,0.351316398963731,0.348187559585492,0.371081341968912,0.399584202072533,0.643509849740927
0.098,72,1,28,0.269332227512356,0.4535916373057,0.43674197409326,0.429347227979272,0.392142367875646,0.402551880829009,0.255641178756476,0.301885005181351,0.536595888601036
0.098,72,1,29,0.158011074244586,0.32273207253886,0.329603279792745,0.361189031088082,0.367353279792745,0.314545279792746,0.259271953367876,0.333046046632124,0.326418601036271
0.098,72,1,30,0.152919434278485,0.398117569948187,0.376777803108808,0.364787129533679,0.356365886010363,0.316247751295337,0.272557725388601,0.284673373056993,0.313193497409326
0.098,72,1,31,0.207569018557804,0.394153616580311,0.438463093264249,0.417608689119171,0.376388072538868,0.303205948186538,0.243225051813471,0.34038215544041,0.487188642487047
0.098,72,1,32,0.171272458741475,0.480007554404145,0.430089585492228,0.362818523316062,0.326518435233161,0.314151077720207,0.277489678756477,0.237269730569948,0.242553611398964
0.098,72,1,33,0.0829577292179669,0.286359445595857,0.277369696891195,0.254586673575133,0.230373072538861,0.215032492227979,0.202006300518136,0.204371082901554,0.288661756476684
0.098,72,1,34,0.0691157418209682,0.370411621761658,0.354372492227982,0.347546067357517,0.341661725388601,0.330111207253886,0.344010424870465,0.364495222797927,0.401022911917097
0.098,72,1,35,0.140486436516175,0.314795098445596,0.351998005181338,0.354109865284974,0.331519968911917,0.281259606217617,0.284400948186529,0.271829393782383,0.396157481865281
0.098,72,1,36,0.103576534560203,0.408546196891192,0.346448886010363,0.333813652849741,0.299332341968912,0.323037388601036,0.32860785492228,0.340518735751295,0.368463113989637
0.098,72,1,37,0.114941322443946,0.372475316062176,0.361918134715036,0.287193450777202,0.288164989637306,0.325153310880824,0.411229875647668,0.332311865284974,0.355503352331612
0.098,72,1,38,0.183060706002601,0.421322362694307,0.384048963730579,0.303019310880834,0.276310031088089,0.286736310880824,0.348422953367875,0.436018445595862,0.515298072538864
0.098,72,1,39,0.246667898364439,0.481386292746116,0.518008181347145,0.516098134715034,0.499674507772021,0.466823730569948,0.384038974093264,0.432202243523315,0.597881502590674
0.098,72,1,40,0.25293431335033,0.487293937823836,0.401837777202073,0.341047782383422,0.319899170984455,0.31397910880829,0.328836621761658,0.313186943005183,0.430516398963731
0.098,72,1,41,0.0879993653600395,0.291968766839378,0.294640777202073,0.292067487046633,0.26196818134715,0.251137870466322,0.195099383419689,0.183246730569948,0.230848953367876
0.098,72,1,42,0.0907375534254408,0.247663331606218,0.239461054404145,0.23091610880829,0.239063145077724,0.201514181347153,0.211239808290155,0.313665367875649,0.332520274611399
0.098,72,1,43,0.130686048176487,0.235349797927462,0.203795704663212,0.204077595854923,0.226885875647668,0.196579191709843,0.163154124352331,0.183689316062179,0.300760797927461
0.098,72,1,44,0.0540088492102733,0.265895564766839,0.281424113989637,0.271457404145078,0.23674203626943,0.203870357512951,0.215518549222796,0.248708948186529,0.280971492227982
0.098,72,2,1,0.258575185614701,0.296984300518135,0.287215943005181,0.194274124352332,0.285517352331606,0.207898336787557,0.257808176165803,0.252374606217627,0.399832212435233
0.098,72,2,2,0.111720623726928,0.177780569948187,0.185367316062176,0.151377160621762,0.152206979274611,0.192652860103626,0.204644507772021,0.18802184455959,0.252063253886012
0.098,72,2,3,0.0465386081454192,0.263958715025907,0.275943766839378,0.279961383419689,0.269476901554404,0.236021823834197,0.198282367875648,0.221488875647667,0.266239652849739
0.098,72,2,4,0.0474672047828529,0.199136943005181,0.225733414507772,0.219417870466321,0.191437559585492,0.165826409326425,0.185626300518135,0.218662860103627,0.274479642487041
0.098,72,2,5,0.183874190185044,0.318905834196885,0.375442414507772,0.367974020725389,0.282947901554404,0.310066968911917,0.250482082901551,0.347039253886011,0.529812145077714
0.098,72,2,6,0.107823918203568,0.430306295336788,0.408446139896373,0.381124378238342,0.360611621761657,0.344324896373056,0.335148471502589,0.330442854922278,0.374733056994819
0.098,72,2,7,0.0759185658340652,0.566779409326423,0.536257466321242,0.494958243523314,0.459792440414506,0.443701668393782,0.470046797927461,0.485587435233161,0.544821611398961
0.098,72,2,8,0.141947969121333,0.451412025906736,0.41759389119171,0.407816430051813,0.420239787564764,0.36009315544041,0.329770134715021,0.376937751295333,0.433962264248702
0.098,72,2,9,0.365347014928401,0.425707839378225,0.422764461139895,0.420320621761657,0.398315202072544,0.488774398963731,0.395595404145065,0.471917839378238,0.548718202072537
0.098,72,2,10,0.0960176464950037,0.288380875647668,0.266854481865283,0.24300301554404,0.274294051813471,0.314257103626943,0.299495870466321,0.317715715025907,0.44580658031088
0.098,72,2,11,0.231529760058412,0.565894170984456,0.519092875647668,0.447167445595835,0.415696170984456,0.48516567357513,0.484329678756452,0.543696321243502,0.505974015544031
0.098,72,2,12,0.117559013076242,0.459172886010359,0.457526875647668,0.442789134715024,0.500315930051811,0.477022658031085,0.412493015544041,0.437677269430048,0.528997476683928
0.098,72,2,13,0.0955313493650319,0.271219694300515,0.22758718134715,0.196003772020724,0.181490077720207,0.167230668393782,0.269918606217617,0.299100678756477,0.260650911917098
0.098,72,2,14,0.0820447433449936,0.208712507772021,0.215853383419689,0.216118409326425,0.198577740932642,0.202130528497409,0.21932389119171,0.261514528497409,0.295350414507772
0.098,72,2,15,0.166388722531385,0.529362621761658,0.480531559585492,0.407235419689119,0.347034901554404,0.351298632124352,0.403835419689119,0.430381512953368,0.553630720207255
0.098,72,2,16,0.131460273807951,0.317593979274624,0.256089181347148,0.247799683937824,0.275463362694301,0.282029155440417,0.327700663212435,0.38028874611399,0.362356658031088
0.098,72,2,17,0.100817797191755,0.271831875647668,0.252761751295336,0.254589471502589,0.217021595854921,0.208962362694299,0.24419348704663,0.250443813471499,0.291047958549219
0.098,72,2,18,0.191378497534529,0.486241378238341,0.531287466321241,0.507829331606213,0.434063025906731,0.274965575129529,0.262021943005182,0.375061396373056,0.534858108808293
0.098,72,2,19,0.136824506884231,0.156373803108831,0.156045953367876,0.175884616580311,0.179165170984456,0.155270911917102,0.156677248704668,0.180471901554404,0.265051834196891
0.098,72,2,20,0.108137590623623,0.18847965284975,0.179412829015545,0.202047326424863,0.212125373056995,0.174995528497409,0.139053497409332,0.153590362694308,0.216018160621763
0.098,72,2,21,0.0751949278931762,0.328666968911917,0.342157642487047,0.314602979274611,0.257508678756477,0.220858139896373,0.205113740932643,0.209906207253885,0.266529005181346
0.098,72,2,22,0.0839507903129216,0.364735906735751,0.400672176165803,0.41286207253886,0.391333834196891,0.307128186528497,0.260626689119171,0.29050907253886,0.322220124352332
0.098,72,2,23,0.289045735406936,0.398779194300571,0.35936158031089,0.458933580310897,0.520855295336788,0.365921424870474,0.196422049222801,0.357595823834221,0.486503901554372
0.098,72,2,24,0.264653485810314,0.500480792746151,0.473786906735799,0.425213901554448,0.330571787564788,0.266088999999998,0.209534404145091,0.308082067357545,0.413056901554432
0.098,72,2,25,0.0777901942510873,0.450705062176164,0.402722937823832,0.370090129533678,0.367556968911917,0.405529958549223,0.44124143523316,0.448323715025906,0.443014544041449
0.098,72,2,26,0.242860461451812,0.355529440414504,0.380067979274611,0.291411165803109,0.307755481865284,0.304960088082896,0.300131870466321,0.308773616580305,0.446176740932642
0.098,72,2,27,0.22122536584733,0.44452774093264,0.508380331606215,0.407295875647665,0.351316398963731,0.348187559585492,0.371081341968912,0.399584202072533,0.643509849740927
0.098,72,2,28,0.269332227512356,0.4535916373057,0.43674197409326,0.429347227979272,0.392142367875646,0.402551880829009,0.255641178756476,0.301885005181351,0.536595888601036
0.098,72,2,29,0.158011074244586,0.32273207253886,0.329603279792745,0.361189031088082,0.367353279792745,0.314545279792746,0.259271953367876,0.333046046632124,0.326418601036271
0.098,72,2,30,0.152919434278485,0.398117569948187,0.376777803108808,0.364787129533679,0.356365886010363,0.316247751295337,0.272557725388601,0.284673373056993,0.313193497409326
0.098,72,2,31,0.207569018557804,0.394153616580311,0.438463093264249,0.417608689119171,0.376388072538868,0.303205948186538,0.243225051813471,0.34038215544041,0.487188642487047
0.098,72,2,32,0.171272458741475,0.480007554404145,0.430089585492228,0.362818523316062,0.326518435233161,0.314151077720207,0.277489678756477,0.237269730569948,0.242553611398964
0.098,72,2,33,0.0829577292179669,0.286359445595857,0.277369696891195,0.254586673575133,0.230373072538861,0.215032492227979,0.202006300518136,0.204371082901554,0.288661756476684
0.098,72,2,34,0.0691157418209682,0.370411621761658,0.354372492227982,0.347546067357517,0.341661725388601,0.330111207253886,0.344010424870465,0.364495222797927,0.401022911917097
0.098,72,2,35,0.140486436516175,0.314795098445596,0.351998005181338,0.354109865284974,0.331519968911917,0.281259606217617,0.284400948186529,0.271829393782383,0.396157481865281
0.098,72,2,36,0.103576534560203,0.408546196891192,0.346448886010363,0.333813652849741,0.299332341968912,0.323037388601036,0.32860785492228,0.340518735751295,0.368463113989637
