inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.0291666666666667,1101,x,1,column,6325,6326,0,0,0,0,0,0,0,19950,0,4768962.15124423,181515.6,61301989.7914219,61301989.7914219,72839721.6947952,72839721.6947952,0.0946135414747219,0.194613541474722,0.2,flexure,61301989.7914219,61301989.7914219,72839721.6947952,72839721.6947952,0.0946135414747219,0.194613541474722,0.2,flexure,0,0,138,0
0,2,0.1375,0.1375,0.1375,0.1375,2101,x,1,beam,6327,6328,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,129026.510948905,17007668.7136948,5091919.6215997,20578991.1856588,6161136.53052329,0.0572682103386312,0.157268210338631,0.2,flexure,17007668.7136948,5091919.6215997,20578991.1856588,6161136.53052329,0.0572682103386312,0.157268210338631,0.2,flexure,28875,10725,198,0
1,3,0,0,0,0.0583333333333333,1201,x,1,column,6329,6330,0,0,0,0,0,0,0,39900,0,4768962.15124423,181515.6,44378805.0318904,44378805.0318904,52585591.6532311,52585591.6532311,0.083169039409965,0.183169039409965,0.2,flexure,44378805.0318904,44378805.0318904,52585591.6532311,52585591.6532311,0.083169039409965,0.183169039409965,0.2,flexure,0,0,138,0
1,4,0.1375,0.1375,0.1375,0.1375,2101,x,1,beam,6331,6332,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,129026.510948905,17007668.7136948,5091919.6215997,20578991.1856588,6161136.53052329,0.0572682103386312,0.157268210338631,0.2,flexure,17007668.7136948,5091919.6215997,20578991.1856588,6161136.53052329,0.0572682103386312,0.157268210338631,0.2,flexure,28875,10725,198,0
1,5,0,0,0,0.0583333333333333,1201,x,1,column,6333,6334,0,0,0,0,0,0,0,39900,0,4768962.15124423,181515.6,44378805.0318904,44378805.0318904,52585591.6532311,52585591.6532311,0.083169039409965,0.183169039409965,0.2,flexure,44378805.0318904,44378805.0318904,52585591.6532311,52585591.6532311,0.083169039409965,0.183169039409965,0.2,flexure,0,0,138,0
0,6,0.1375,0.1375,0.1375,0.1375,2101,x,1,beam,6335,6336,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,129026.510948905,17007668.7136948,5091919.6215997,20578991.1856588,6161136.53052329,0.0572682103386312,0.157268210338631,0.2,flexure,17007668.7136948,5091919.6215997,20578991.1856588,6161136.53052329,0.0572682103386312,0.157268210338631,0.2,flexure,28875,10725,198,0
0,7,0,0,0,0.0291666666666667,1101,x,1,column,6337,6338,0,0,0,0,0,0,0,19950,0,4768962.15124423,181515.6,61301989.7914219,61301989.7914219,72839721.6947952,72839721.6947952,0.0946135414747219,0.194613541474722,0.2,flexure,61301989.7914219,61301989.7914219,72839721.6947952,72839721.6947952,0.0946135414747219,0.194613541474722,0.2,flexure,0,0,138,0
0,8,0,0,0,0.0291666666666667,1102,x,2,column,6339,6340,0,0,0,0,0,0,0,19950,0,4768962.15124423,181515.6,42847646.2465293,42847646.2465293,50925304.5148152,50925304.5148152,0.088591267546054,0.188591267546054,0.2,flexure,42847646.2465293,42847646.2465293,50925304.5148152,50925304.5148152,0.088591267546054,0.188591267546054,0.2,flexure,0,0,114,0
0,9,0.1375,0.1375,0.1375,0.1375,2102,x,2,beam,6341,6342,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,129026.510948905,21098934.707494,24616669.0440566,25529353.7686732,29785752.756932,0.0654162446475366,0.165416244647537,0.2,flexure,21098934.707494,24616669.0440566,25529353.7686732,29785752.756932,0.0654162446475366,0.165416244647537,0.2,flexure,28875,10725,198,0
1,10,0,0,0,0.0583333333333333,1202,x,2,column,6343,6344,0,0,0,0,0,0,0,39900,0,4768962.15124423,181515.6,41641780.7831516,41641780.7831516,49362169.2159216,49362169.2159216,0.0830469277841762,0.183046927784176,0.2,flexure,41641780.7831516,41641780.7831516,49362169.2159216,49362169.2159216,0.0830469277841762,0.183046927784176,0.2,flexure,0,0,114,0
1,11,0.1375,0.1375,0.1375,0.1375,2102,x,2,beam,6345,6346,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,129026.510948905,21098934.707494,24616669.0440566,25529353.7686732,29785752.756932,0.0654162446475366,0.165416244647537,0.2,flexure,21098934.707494,24616669.0440566,25529353.7686732,29785752.756932,0.0654162446475366,0.165416244647537,0.2,flexure,28875,10725,198,0
1,12,0,0,0,0.0583333333333333,1202,x,2,column,6347,6348,0,0,0,0,0,0,0,39900,0,4768962.15124423,181515.6,41641780.7831516,41641780.7831516,49362169.2159216,49362169.2159216,0.0830469277841762,0.183046927784176,0.2,flexure,41641780.7831516,41641780.7831516,49362169.2159216,49362169.2159216,0.0830469277841762,0.183046927784176,0.2,flexure,0,0,114,0
0,13,0.1375,0.1375,0.1375,0.1375,2102,x,2,beam,6349,6350,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,129026.510948905,21098934.707494,24616669.0440566,25529353.7686732,29785752.756932,0.0654162446475366,0.165416244647537,0.2,flexure,21098934.707494,24616669.0440566,25529353.7686732,29785752.756932,0.0654162446475366,0.165416244647537,0.2,flexure,28875,10725,198,0
0,14,0,0,0,0.0291666666666667,1102,x,2,column,6351,6352,0,0,0,0,0,0,0,19950,0,4768962.15124423,181515.6,42847646.2465293,42847646.2465293,50925304.5148152,50925304.5148152,0.088591267546054,0.188591267546054,0.2,flexure,42847646.2465293,42847646.2465293,50925304.5148152,50925304.5148152,0.088591267546054,0.188591267546054,0.2,flexure,0,0,114,0
0,15,0,0,0,0.0291666666666667,1103,x,3,column,6353,6354,0,0,0,0,0,0,0,19950,0,4768962.15124423,155584.8,40090101.3036153,40090101.3036153,47623599.0626523,47623599.0626523,0.0864220815075507,0.186422081507551,0.2,flexure,40090101.3036153,40090101.3036153,47623599.0626523,47623599.0626523,0.0864220815075507,0.186422081507551,0.2,flexure,0,0,114,0
0,16,0.1375,0.1375,0.1375,0.1375,2103,x,3,beam,6355,6356,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,20986391.2287291,24508903.9885166,25393178.0648484,29655358.8643055,0.0716323229765169,0.171632322976517,0.2,flexure,20986391.2287291,24508903.9885166,25393178.0648484,29655358.8643055,0.0716323229765169,0.171632322976517,0.2,flexure,28875,10725,198,0
1,17,0,0,0,0.0583333333333333,1203,x,3,column,6357,6358,0,0,0,0,0,0,0,39900,0,4768962.15124423,155584.8,40597775.0342565,40597775.0342565,48086840.6546627,48086840.6546627,0.0810827001761826,0.181082700176183,0.2,flexure,40597775.0342565,40597775.0342565,48086840.6546627,48086840.6546627,0.0810827001761826,0.181082700176183,0.2,flexure,0,0,114,0
1,18,0.1375,0.1375,0.1375,0.1375,2103,x,3,beam,6359,6360,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,20986391.2287291,24508903.9885166,25393178.0648484,29655358.8643055,0.0716323229765169,0.171632322976517,0.2,flexure,20986391.2287291,24508903.9885166,25393178.0648484,29655358.8643055,0.0716323229765169,0.171632322976517,0.2,flexure,28875,10725,198,0
1,19,0,0,0,0.0583333333333333,1203,x,3,column,6361,6362,0,0,0,0,0,0,0,39900,0,4768962.15124423,155584.8,40597775.0342565,40597775.0342565,48086840.6546627,48086840.6546627,0.0810827001761826,0.181082700176183,0.2,flexure,40597775.0342565,40597775.0342565,48086840.6546627,48086840.6546627,0.0810827001761826,0.181082700176183,0.2,flexure,0,0,114,0
0,20,0.1375,0.1375,0.1375,0.1375,2103,x,3,beam,6363,6364,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,20986391.2287291,24508903.9885166,25393178.0648484,29655358.8643055,0.0716323229765169,0.171632322976517,0.2,flexure,20986391.2287291,24508903.9885166,25393178.0648484,29655358.8643055,0.0716323229765169,0.171632322976517,0.2,flexure,28875,10725,198,0
0,21,0,0,0,0.0291666666666667,1103,x,3,column,6365,6366,0,0,0,0,0,0,0,19950,0,4768962.15124423,155584.8,40090101.3036153,40090101.3036153,47623599.0626523,47623599.0626523,0.0864220815075507,0.186422081507551,0.2,flexure,40090101.3036153,40090101.3036153,47623599.0626523,47623599.0626523,0.0864220815075507,0.186422081507551,0.2,flexure,0,0,114,0
0,22,0,0,0,0.0291666666666667,1104,x,4,column,6367,6368,0,0,0,0,0,0,0,19950,0,4768962.15124423,155584.8,37604129.9145052,37604129.9145052,44684035.5779486,44684035.5779486,0.0860526677957859,0.186052667795786,0.2,flexure,37604129.9145052,37604129.9145052,44684035.5779486,44684035.5779486,0.0860526677957859,0.186052667795786,0.2,flexure,0,0,114,0
0,23,0.1375,0.1375,0.1375,0.1375,2104,x,4,beam,6369,6370,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,23029614.0474735,24550454.3828296,27865443.0815947,29705634.1379318,0.0823033454452361,0.182303345445236,0.2,flexure,23029614.0474735,24550454.3828296,27865443.0815947,29705634.1379318,0.0823033454452361,0.182303345445236,0.2,flexure,28875,10725,198,0
