rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
43,1,1,0.00112674,0.00149424,0.00160666,0.00160898,0.00159178,0.00158493,0.00177947,0.00196589,0.0022463,0.00231348,0.00197391,0.00147719
43,1,2,0.00159571,0.00219686,0.00221893,0.00213433,0.0019966,0.0020272,0.00202549,0.002023,0.00217937,0.00219833,0.0019005,0.00144289
43,1,3,0.00238423,0.00319725,0.00302315,0.00251455,0.0020867,0.00228422,0.00257628,0.00298296,0.00361014,0.0038356,0.00331048,0.00247048
43,1,4,0.00103692,0.00145824,0.00149929,0.00142793,0.00135142,0.00123733,0.00119191,0.00139999,0.00163998,0.00168664,0.00142499,0.00105492
43,1,5,0.00177823,0.0023968,0.00242703,0.0022574,0.00199716,0.00181087,0.00201197,0.002136,0.00232807,0.00235313,0.00220243,0.00173418
43,1,6,0.00116031,0.00152122,0.00154227,0.00155859,0.00161325,0.00162794,0.00158611,0.00152703,0.00157304,0.0015966,0.00138221,0.00105005
43,1,7,0.000969674,0.00136423,0.00141526,0.00139553,0.00147698,0.00150524,0.00148603,0.00146679,0.0015431,0.00168546,0.00152405,0.00118289
43,1,8,0.0020914,0.00300255,0.00317245,0.00317146,0.00319787,0.00310212,0.00293181,0.00276655,0.00284741,0.00274302,0.00231166,0.00178909
43,1,9,0.00152714,0.00213266,0.00218958,0.00211666,0.00204834,0.00213048,0.00216026,0.00217538,0.00243623,0.00250023,0.00215145,0.00163256
43,1,10,0.00235089,0.00324456,0.00322225,0.00302683,0.00317775,0.00350566,0.00369066,0.00376865,0.00400775,0.00395286,0.00338535,0.00258494
43,1,11,0.00152886,0.00217815,0.00223005,0.00220731,0.00241727,0.00246723,0.00235677,0.00220294,0.0022593,0.00240325,0.00213085,0.0016533
43,1,12,0.000942921,0.00128522,0.00126593,0.00123601,0.00127214,0.0013238,0.00147136,0.00160564,0.00183916,0.00187204,0.00158522,0.00121181
43,1,13,0.00119002,0.00160317,0.00149797,0.00127344,0.00131819,0.00123285,0.00122891,0.00145485,0.00170656,0.0017873,0.00164153,0.0012676
43,1,14,0.00136305,0.00192995,0.00202033,0.00197724,0.00202055,0.0020521,0.00209229,0.00222281,0.00252165,0.00261168,0.00226555,0.00172452
43,1,15,0.000965298,0.00128357,0.00123617,0.00111682,0.00103665,0.00105705,0.00113263,0.00124619,0.00142381,0.00144597,0.00122312,0.000918614
43,1,16,0.00105741,0.00146783,0.00146596,0.00146098,0.00156526,0.00163801,0.00166409,0.00168224,0.00187613,0.00191923,0.00163056,0.00123981
43,1,17,0.00109865,0.00146089,0.00139973,0.00130034,0.00124567,0.00127233,0.00126713,0.00131371,0.00146621,0.0015637,0.00139904,0.00107495
43,1,18,0.00161598,0.00231343,0.00244675,0.00242182,0.00235201,0.0021939,0.00198526,0.00177578,0.00173079,0.00166674,0.00140956,0.00108889
43,1,19,0.000342292,0.0004454,0.000429305,0.000418323,0.00043525,0.000439639,0.00045841,0.000459512,0.000482429,0.000513283,0.000463641,0.000362131
43,1,20,0.000819388,0.00115462,0.0011967,0.00117793,0.00117292,0.00112087,0.0010224,0.00092301,0.000895431,0.000848876,0.000744929,0.000599938
43,1,21,0.00108671,0.00160785,0.00175832,0.00179187,0.00179001,0.00172261,0.00159306,0.0014602,0.00152959,0.00153431,0.0013133,0.00100777
43,1,22,0.000681155,0.00095742,0.00101796,0.00103708,0.00104602,0.0010606,0.0010708,0.00106608,0.00109347,0.0010445,0.000911654,0.000714322
43,1,23,0.000704286,0.000999046,0.00105646,0.00105037,0.00102384,0.000965326,0.000942587,0.000926614,0.00095165,0.00108933,0.00112611,0.000925936
43,1,24,0.00125458,0.0017324,0.00173479,0.00171787,0.00175475,0.00176817,0.00169143,0.00164348,0.00191018,0.00202739,0.00198991,0.00158924
43,1,25,0.00149969,0.002031,0.00203675,0.00201946,0.00188937,0.00208181,0.00236701,0.00253677,0.00279531,0.00282852,0.0024352,0.00185392
43,1,26,0.00112053,0.00139053,0.00114044,0.000894329,0.00120461,0.00158531,0.00182829,0.00193966,0.00203213,0.00208901,0.00188339,0.0014203
43,1,27,0.000848049,0.00111802,0.00108006,0.000965711,0.000783228,0.000873117,0.00111298,0.00125413,0.00155421,0.00166269,0.00143977,0.0010766
43,1,28,0.00166334,0.00226545,0.00220165,0.00221404,0.002219,0.0022894,0.00226012,0.00217437,0.00230793,0.0023783,0.00208963,0.00162295
43,1,29,0.000758266,0.000893341,0.000777046,0.000736165,0.000934888,0.00107587,0.00108619,0.00122848,0.00135675,0.00120109,0.00113637,0.000976827
43,1,30,0.00183862,0.00252071,0.00256747,0.00275083,0.00290108,0.00281998,0.00261009,0.00246427,0.00244044,0.00239487,0.00219533,0.00177618
43,1,31,0.00131884,0.00177445,0.00173564,0.00161107,0.00157882,0.00152057,0.00156779,0.00160918,0.00180375,0.00189466,0.00169107,0.00130645
43,1,32,0.00154646,0.0021345,0.00215317,0.00209939,0.00203965,0.00188317,0.00167061,0.00154957,0.00152488,0.00141587,0.00122679,0.000967801
