rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19,floor_20,floor_21
43,1,1,0.0799639896373057,0.0709621761658031,0.094240414507772,0.124889119170984,0.151414507772021,0.169324352331606,0.17290310880829,0.159780829015544,0.155729792746114,0.153267357512953,0.156339896373057,0.150353626943005,0.140265803108808,0.131818652849741,0.121746373056995,0.114275647668394,0.0930147668393782,0.112385751295337,0.149316580310881,0.197846373056995,0.230511398963731
43,1,2,0.0993194300518135,0.0936779792746114,0.12295,0.160066062176166,0.196660103626943,0.207467357512953,0.202700259067358,0.199684974093264,0.173470725388601,0.137628497409326,0.122864248704663,0.150829015544041,0.198629015544041,0.215289378238342,0.207464507772021,0.180969430051813,0.128866580310881,0.0922147668393783,0.154529792746114,0.21075621761658,0.264290155440415
43,1,3,0.100767616580311,0.0978709844559585,0.133728756476684,0.163399222797927,0.176369689119171,0.178410103626943,0.160803886010363,0.123327979274611,0.106298445595855,0.117550777202073,0.137216580310881,0.149561658031088,0.161349222797927,0.164217616580311,0.159898186528497,0.156984715025907,0.122597668393782,0.11085103626943,0.13820414507772,0.183248186528497,0.248147150259067
43,1,4,0.118438860103627,0.107144300518135,0.0986300518134715,0.116630051813472,0.123375388601036,0.136770725388601,0.138371243523316,0.125091191709845,0.131834196891192,0.136699740932642,0.136180310880829,0.134883678756477,0.122792227979275,0.14525621761658,0.138245336787565,0.112824352331606,0.104184715025907,0.103205699481865,0.109451295336788,0.172226165803109,0.254418393782383
43,1,5,0.13525310880829,0.116006994818653,0.114564766839378,0.148128238341969,0.168509067357513,0.197768134715026,0.208087046632124,0.189633678756477,0.145693005181347,0.116118911917098,0.121058808290155,0.143633160621762,0.160589896373057,0.182593523316062,0.187842227979275,0.151372020725389,0.138953367875648,0.142619430051813,0.155766839378238,0.222590155440414,0.280518134715026
43,1,6,0.15289481865285,0.135937305699482,0.131480829015544,0.137862176165803,0.145748186528497,0.153315544041451,0.155122279792746,0.16900932642487,0.177547150259067,0.167740414507772,0.194495336787565,0.207827461139896,0.182396632124352,0.126861139896373,0.111504922279793,0.139268911917098,0.138487823834197,0.12749274611399,0.161701295336788,0.185019689119171,0.222444300518135
43,1,7,0.0856670984455959,0.0732935233160622,0.0898725388601036,0.105986787564767,0.111993005181347,0.110754663212435,0.104522538860104,0.103416839378238,0.111763471502591,0.105829015544041,0.0992152849740933,0.0920924870466321,0.086550518134715,0.0866554404145078,0.0810284974093264,0.0768515544041451,0.0815924870466321,0.084060621761658,0.095088860103627,0.119981347150259,0.147180310880829
43,1,8,0.108627979274611,0.114976683937824,0.143860362694301,0.16609067357513,0.198821761658031,0.226747409326425,0.242837564766839,0.226043264248705,0.173021243523316,0.126757772020725,0.112569430051813,0.148250259067358,0.178460362694301,0.235132901554404,0.255699481865285,0.235824870466321,0.165027720207254,0.115276424870466,0.181242227979275,0.248063989637306,0.311163212435233
43,1,9,0.092138860103627,0.0791676165803109,0.0911440414507772,0.118262176165803,0.123014248704663,0.122191450777202,0.136415803108808,0.143827461139896,0.157468911917098,0.149853886010363,0.140486269430052,0.135088601036269,0.13439689119171,0.128265025906736,0.117262176165803,0.105434715025907,0.11590621761658,0.123595336787565,0.135665025906736,0.181630829015544,0.223099222797927
43,1,10,0.136080569948187,0.12705310880829,0.108147668393782,0.143842487046632,0.166408031088083,0.189260362694301,0.205796113989637,0.204249740932643,0.194825129533679,0.173523316062176,0.177811917098446,0.184173056994819,0.164665025906736,0.138418393782383,0.124161917098446,0.121662176165803,0.140423056994819,0.162577202072539,0.190166062176166,0.243072538860104,0.279668393782383
