rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
43,1,1,0.000131143,0.000211948,0.000262144,0.000294171,0.000316162,0.000328212,0.000341112,0.000334604
43,1,2,0.00018788,0.000288722,0.000399506,0.000419032,0.00043843,0.00044931,0.000461438,0.000454377
43,1,3,0.000192991,0.000364963,0.000376213,0.00040303,0.000421427,0.000430797,0.000440778,0.000435288
43,1,4,0.000107276,0.000216708,0.000230305,0.000257227,0.000275892,0.000286092,0.00029752,0.000293627
43,1,5,0.000491869,0.000528805,0.000685381,0.000753266,0.000707893,0.000721955,0.000738752,0.000731484
43,1,6,0.000230008,0.000174819,0.00020824,0.000230227,0.000244843,0.000252337,0.000260371,0.000256305
43,1,7,0.000194148,0.000276087,0.000294769,0.000314369,0.000329894,0.000337768,0.000345896,0.000340976
43,1,8,0.000337906,0.000447774,0.000562933,0.000635254,0.000611397,0.000619201,0.000632777,0.000626646
43,1,9,0.000366063,0.000417536,0.000408062,0.000522792,0.000513073,0.000526609,0.000542126,0.000536507
43,1,10,0.000208528,0.00027267,0.000380727,0.000368569,0.000390345,0.000403919,0.000417394,0.00041181
43,1,11,0.000321904,0.000298677,0.000411215,0.000384427,0.000402,0.000410372,0.000420043,0.00041501
43,1,12,0.000352995,0.000589073,0.000619378,0.000733955,0.00071257,0.000729085,0.000746813,0.000740212
43,1,13,0.000909422,0.00137889,0.00153947,0.00251666,0.00235734,0.00218659,0.00214482,0.00212885
43,1,14,0.000516759,0.000677698,0.000997672,0.00132339,0.00119547,0.00111848,0.00113865,0.00112912
43,1,15,6.89674e-05,0.000117369,0.000150097,0.000170889,0.000184553,0.000191483,0.00019893,0.000194935
43,1,16,5.29976e-05,9.13463e-05,0.000115759,0.000133825,0.000146,0.000152452,0.000159322,0.000155981
43,1,17,0.000145752,0.000155921,0.00018736,0.00020746,0.000223211,0.000231682,0.000239446,0.000234946
43,1,18,0.000197855,0.000294676,0.000345405,0.000367894,0.000387562,0.000399393,0.000413273,0.000405384
43,1,19,6.38351e-05,0.000110878,0.000144323,0.000168051,0.000184539,0.000194162,0.000204736,0.000200733
43,1,20,6.14751e-05,0.000125022,0.000162026,0.000187176,0.000205477,0.000216093,0.000226599,0.00022186
43,1,21,5.65636e-05,9.98638e-05,0.000130369,0.000150009,0.000163249,0.000170438,0.000178081,0.000174331
43,1,22,9.46739e-05,0.000179999,0.000227571,0.000252455,0.000268424,0.000276297,0.000284663,0.000279944
43,1,23,0.000510835,0.000638192,0.000603473,0.000713019,0.000725922,0.000744204,0.000762979,0.000752531
43,1,24,0.000543618,0.000852162,0.000851329,0.00105306,0.00113637,0.00106989,0.00108869,0.00107897
43,1,25,0.000605694,0.000776215,0.00104642,0.00131651,0.00137617,0.00135495,0.0013834,0.00137092
43,1,26,0.000264323,0.000393198,0.000704016,0.000683594,0.000682713,0.000698347,0.000715613,0.0007076
43,1,27,0.000184016,0.000262722,0.000335274,0.000363744,0.000381276,0.000392305,0.000404554,0.000398683
43,1,28,0.000162185,0.000331681,0.000355437,0.000419421,0.000438101,0.000449922,0.000463135,0.000458562
43,1,29,0.000216841,0.000370588,0.000422905,0.000491212,0.000513042,0.000526108,0.000539311,0.000530926
43,1,30,0.000373542,0.000629118,0.000541966,0.000598458,0.00062745,0.000646569,0.000667986,0.000660647
43,1,31,0.000109839,0.000162824,0.000197078,0.000216885,0.000229492,0.000235467,0.000241157,0.00023796
43,1,32,0.000110917,0.000131945,0.000161313,0.000179398,0.000189821,0.000194307,0.000201976,0.000199304
43,1,33,0.000256095,0.00031458,0.000347643,0.00037463,0.000394445,0.000404765,0.000415938,0.00041045
43,1,34,0.000292573,0.000435778,0.00046671,0.000632787,0.000572784,0.000585577,0.000598568,0.000592194
43,1,35,0.000147178,0.000230362,0.000275994,0.000303133,0.000320618,0.000328587,0.000337401,0.000331775
43,1,36,0.000253946,0.000392485,0.000658693,0.000782703,0.00071587,0.000733278,0.000752525,0.000745878
43,1,37,4.2343e-05,7.46847e-05,9.73086e-05,0.000111563,0.000120864,0.000125497,0.000130499,0.000127716
43,1,38,3.50161e-05,6.18119e-05,8.06045e-05,9.2606e-05,0.000100678,0.000104965,0.00010974,0.0001074
43,1,39,0.000281726,0.000304298,0.000365636,0.000393292,0.00041788,0.00043172,0.000446529,0.000440192
43,1,40,0.000209703,0.000239061,0.000372016,0.000328005,0.000345347,0.000354668,0.000366838,0.000361225
43,1,41,0.000403534,0.00058092,0.000766198,0.000765447,0.000752254,0.000766661,0.0007839,0.000776058
43,1,42,0.000223957,0.000359442,0.000375628,0.000403386,0.00042064,0.000430045,0.000441014,0.000435072
43,1,43,0.000268539,0.000400746,0.000421055,0.000543064,0.000501037,0.000515389,0.000532678,0.000524749
43,1,44,0.000326303,0.000586919,0.0006087,0.000914531,0.000796371,0.000813457,0.000831632,0.000823577
43,2,1,0.000131143,0.000211948,0.000262144,0.000294171,0.000316162,0.000328212,0.000341112,0.000334604
43,2,2,0.00018788,0.000288722,0.000399506,0.000419032,0.00043843,0.00044931,0.000461438,0.000454377
43,2,3,0.000192991,0.000364963,0.000376213,0.00040303,0.000421427,0.000430797,0.000440778,0.000435288
43,2,4,0.000107276,0.000216708,0.000230305,0.000257227,0.000275892,0.000286092,0.00029752,0.000293627
43,2,5,0.000491869,0.000528805,0.000685381,0.000753266,0.000707893,0.000721955,0.000738752,0.000731484
43,2,6,0.000230008,0.000174819,0.00020824,0.000230227,0.000244843,0.000252337,0.000260371,0.000256305
43,2,7,0.000194148,0.000276087,0.000294769,0.000314369,0.000329894,0.000337768,0.000345896,0.000340976
43,2,8,0.000337906,0.000447774,0.000562933,0.000635254,0.000611397,0.000619201,0.000632777,0.000626646
43,2,9,0.000366063,0.000417536,0.000408062,0.000522792,0.000513073,0.000526609,0.000542126,0.000536507
43,2,10,0.000208528,0.00027267,0.000380727,0.000368569,0.000390345,0.000403919,0.000417394,0.00041181
43,2,11,0.000321904,0.000298677,0.000411215,0.000384427,0.000402,0.000410372,0.000420043,0.00041501
43,2,12,0.000352995,0.000589073,0.000619378,0.000733955,0.00071257,0.000729085,0.000746813,0.000740212
43,2,13,0.000909422,0.00137889,0.00153947,0.00251666,0.00235734,0.00218659,0.00214482,0.00212885
43,2,14,0.000516759,0.000677698,0.000997672,0.00132339,0.00119547,0.00111848,0.00113865,0.00112912
43,2,15,6.89674e-05,0.000117369,0.000150097,0.000170889,0.000184553,0.000191483,0.00019893,0.000194935
43,2,16,5.29976e-05,9.13463e-05,0.000115759,0.000133825,0.000146,0.000152452,0.000159322,0.000155981
43,2,17,0.000145752,0.000155921,0.00018736,0.00020746,0.000223211,0.000231682,0.000239446,0.000234946
43,2,18,0.000197855,0.000294676,0.000345405,0.000367894,0.000387562,0.000399393,0.000413273,0.000405384
43,2,19,6.38351e-05,0.000110878,0.000144323,0.000168051,0.000184539,0.000194162,0.000204736,0.000200733
43,2,20,6.14751e-05,0.000125022,0.000162026,0.000187176,0.000205477,0.000216093,0.000226599,0.00022186
43,2,21,5.65636e-05,9.98638e-05,0.000130369,0.000150009,0.000163249,0.000170438,0.000178081,0.000174331
43,2,22,9.46739e-05,0.000179999,0.000227571,0.000252455,0.000268424,0.000276297,0.000284663,0.000279944
43,2,23,0.000510835,0.000638192,0.000603473,0.000713019,0.000725922,0.000744204,0.000762979,0.000752531
43,2,24,0.000543618,0.000852162,0.000851329,0.00105306,0.00113637,0.00106989,0.00108869,0.00107897
43,2,25,0.000605694,0.000776215,0.00104642,0.00131651,0.00137617,0.00135495,0.0013834,0.00137092
43,2,26,0.000264323,0.000393198,0.000704016,0.000683594,0.000682713,0.000698347,0.000715613,0.0007076
43,2,27,0.000184016,0.000262722,0.000335274,0.000363744,0.000381276,0.000392305,0.000404554,0.000398683
43,2,28,0.000162185,0.000331681,0.000355437,0.000419421,0.000438101,0.000449922,0.000463135,0.000458562
43,2,29,0.000216841,0.000370588,0.000422905,0.000491212,0.000513042,0.000526108,0.000539311,0.000530926
43,2,30,0.000373542,0.000629118,0.000541966,0.000598458,0.00062745,0.000646569,0.000667986,0.000660647
43,2,31,0.000109839,0.000162824,0.000197078,0.000216885,0.000229492,0.000235467,0.000241157,0.00023796
43,2,32,0.000110917,0.000131945,0.000161313,0.000179398,0.000189821,0.000194307,0.000201976,0.000199304
43,2,33,0.000256095,0.00031458,0.000347643,0.00037463,0.000394445,0.000404765,0.000415938,0.00041045
43,2,34,0.000292573,0.000435778,0.00046671,0.000632787,0.000572784,0.000585577,0.000598568,0.000592194
43,2,35,0.000147178,0.000230362,0.000275994,0.000303133,0.000320618,0.000328587,0.000337401,0.000331775
43,2,36,0.000253946,0.000392485,0.000658693,0.000782703,0.00071587,0.000733278,0.000752525,0.000745878
43,2,37,4.2343e-05,7.46847e-05,9.73086e-05,0.000111563,0.000120864,0.000125497,0.000130499,0.000127716
43,2,38,3.50161e-05,6.18119e-05,8.06045e-05,9.2606e-05,0.000100678,0.000104965,0.00010974,0.0001074
43,2,39,0.000281726,0.000304298,0.000365636,0.000393292,0.00041788,0.00043172,0.000446529,0.000440192
43,2,40,0.000209703,0.000239061,0.000372016,0.000328005,0.000345347,0.000354668,0.000366838,0.000361225
43,2,41,0.000403534,0.00058092,0.000766198,0.000765447,0.000752254,0.000766661,0.0007839,0.000776058
43,2,42,0.000223957,0.000359442,0.000375628,0.000403386,0.00042064,0.000430045,0.000441014,0.000435072
43,2,43,0.000268539,0.000400746,0.000421055,0.000543064,0.000501037,0.000515389,0.000532678,0.000524749
43,2,44,0.000326303,0.000586919,0.0006087,0.000914531,0.000796371,0.000813457,0.000831632,0.000823577
72,1,1,0.000191925,0.000256193,0.000299343,0.000329699,0.000350282,0.000360125,0.000369698,0.000364409
72,1,2,0.000337224,0.000408762,0.000525143,0.00055166,0.000572237,0.000585883,0.000602674,0.000597158
72,1,3,0.000468309,0.000663991,0.00072549,0.000865523,0.000807999,0.000820777,0.00083653,0.000829034
72,1,4,0.000283064,0.000433683,0.000570522,0.000609322,0.00064572,0.000659794,0.000673728,0.000666881
72,1,5,0.000528946,0.000702125,0.000809411,0.00100419,0.00107791,0.0010648,0.00108646,0.00107822
72,1,6,0.000356164,0.000438566,0.000482339,0.000518933,0.00054446,0.00055861,0.000574103,0.000567111
