rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
43,1,1,0.000656966,0.00139252,0.00187609,0.00241184,0.00274431,0.0029217,0.00300136,0.00302244
43,1,2,0.000731306,0.00158272,0.00225999,0.00293313,0.00333309,0.00350889,0.00358526,0.00360522
43,1,3,0.000321772,0.00066147,0.000847099,0.00117518,0.00134268,0.00142292,0.00146807,0.00148024
43,1,4,0.000436079,0.000989621,0.00141351,0.00171513,0.0019881,0.00214288,0.00220659,0.00222267
43,1,5,0.000348741,0.0006544,0.000933454,0.00128567,0.00152464,0.00162255,0.00166815,0.00168464
43,1,6,0.000660536,0.00136811,0.00186653,0.00245216,0.00292888,0.00326351,0.00340837,0.00343871
43,1,7,0.000764251,0.00152798,0.0020414,0.0025345,0.00286887,0.00302051,0.00308174,0.00309734
43,1,8,0.00109506,0.00233077,0.00299127,0.00370155,0.00429433,0.00459787,0.00464123,0.00466162
43,1,9,0.000617184,0.00106154,0.00140694,0.00182482,0.00199186,0.00208219,0.00212363,0.00213372
43,1,10,0.00200755,0.00328997,0.00441517,0.00556007,0.00644255,0.00714577,0.00764584,0.00754419
43,1,11,0.000693683,0.00140996,0.00170401,0.00214392,0.00247326,0.00294556,0.00305032,0.00306701
43,1,12,0.000872824,0.00134501,0.00167296,0.00183633,0.00239629,0.00272936,0.00288727,0.00292078
43,1,13,0.000429456,0.000848243,0.00115382,0.00156823,0.00176369,0.0018598,0.00191341,0.00192318
43,1,14,0.000488159,0.000859661,0.00108521,0.00138466,0.00186919,0.00202583,0.0021189,0.00214388
43,1,15,0.00054874,0.00122641,0.0017991,0.00226564,0.00261924,0.00278114,0.00283936,0.00285504
43,1,16,0.000609032,0.00122636,0.00160674,0.00189096,0.00220531,0.00232843,0.00238553,0.00240149
43,1,17,0.000316951,0.000617625,0.000787113,0.00104378,0.00112987,0.00120646,0.00124553,0.00125629
43,1,18,0.000822005,0.00162084,0.00212898,0.00264972,0.00299984,0.00317488,0.00325325,0.00327457
43,1,19,0.000205491,0.000366999,0.000450212,0.000566432,0.000679356,0.000763345,0.000793879,0.000822764
43,1,20,0.000230504,0.000442062,0.000534519,0.000637492,0.000744671,0.000834679,0.000887501,0.000905066
43,1,21,0.00104172,0.00216155,0.00286952,0.00360041,0.00412738,0.00443409,0.00446828,0.00449418
43,1,22,0.000633337,0.00130228,0.00173118,0.00215443,0.00238923,0.00250975,0.00256085,0.00257509
43,1,23,0.000563086,0.00105086,0.00132719,0.00163441,0.00195206,0.00193928,0.00197667,0.00198555
43,1,24,0.0010765,0.00199336,0.00250823,0.00318273,0.00369274,0.00406951,0.00454097,0.00459422
43,1,25,0.00102767,0.00231359,0.00329301,0.00415878,0.00500629,0.00556334,0.00587539,0.00575086
43,1,26,0.000533668,0.00113591,0.0014807,0.0019669,0.00226855,0.00241501,0.00248758,0.00249918
43,1,27,0.000408137,0.000573194,0.000657525,0.000796111,0.000946816,0.001196,0.00134321,0.00137797
43,1,28,0.000577314,0.00103804,0.00134511,0.00180083,0.00191704,0.00199308,0.00203049,0.00204109
43,1,29,0.000257101,0.00046281,0.000558917,0.000652327,0.000800649,0.000983063,0.00109813,0.00113252
43,1,30,0.000668008,0.000854252,0.00109764,0.00129986,0.00159698,0.00188825,0.00210179,0.00211309
43,1,31,0.000488957,0.00112775,0.00153964,0.00200928,0.00242563,0.0025661,0.00262902,0.00264707
43,1,32,0.000361462,0.000776228,0.000974675,0.00125968,0.00148314,0.00162027,0.00168262,0.00169771
43,1,33,0.00062392,0.0011016,0.0014902,0.0021418,0.00278645,0.0031496,0.00329266,0.00332306
43,1,34,0.000490291,0.00111342,0.00151536,0.00197344,0.00218155,0.00231631,0.00236806,0.00238174
43,1,35,0.000672306,0.00139031,0.00171312,0.00232117,0.00282848,0.00313912,0.00319961,0.00322434
43,1,36,0.00044397,0.000952782,0.00117916,0.00151295,0.00175782,0.00191738,0.00198836,0.00201017
43,1,37,0.000194012,0.00040554,0.000541516,0.000688541,0.000789432,0.000854405,0.000887049,0.000896036
43,1,38,0.000369954,0.000748972,0.00101334,0.00132374,0.00148668,0.00156298,0.00159679,0.00160524
43,1,39,0.000264625,0.000516838,0.000671758,0.000912033,0.00127776,0.00149509,0.0016319,0.00165931
43,1,40,0.000440498,0.000978639,0.00128419,0.00165416,0.00201174,0.00235183,0.00237909,0.00239827
43,1,41,0.000984749,0.00189547,0.00258666,0.00329016,0.00423395,0.00458485,0.00482735,0.00485782
43,1,42,0.000334998,0.000720922,0.000951698,0.00117426,0.00135017,0.00144574,0.00157271,0.0015815
43,1,43,0.00063133,0.000996215,0.00111,0.00140905,0.00186834,0.00210911,0.00228229,0.0023232
