sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
0.038,43,1,1,0.000651805555555556,0.000997217948717949,0.00113751282051282,0.00115582051282051,0.00110476923076923,0.0010500641025641,0.000998019230769231,0.00100198076923077,0.00104155769230769,0.0010420641025641,0.00106130128205128,0.00112339743589744,0.00123121794871795,0.00127692307692308,0.00123525641025641,0.00116730769230769,0.00118826923076923,0.00116679487179487,0.00102416666666667,0.000862435897435897
0.038,43,1,2,0.000527606666666667,0.000806934615384615,0.000916198717948718,0.000927980769230769,0.000930955128205129,0.000924339743589744,0.00090576282051282,0.000880044871794872,0.000840320512820512,0.00079,0.000780365384615385,0.000796410256410257,0.000849871794871794,0.000872435897435897,0.000893397435897436,0.000884487179487179,0.00087852564102564,0.000816282051282051,0.000695833333333333,0.000584551282051283
0.038,43,1,3,0.000464722777777778,0.000716242948717949,0.000824096153846154,0.000846551282051282,0.000816769230769231,0.000794897435897436,0.00081873717948718,0.000833602564102564,0.000837846153846153,0.000845910256410257,0.000869724358974359,0.000913301282051282,0.00100961538461538,0.00106884615384615,0.00106948717948718,0.00105371794871795,0.00105474358974359,0.000982692307692308,0.000829166666666667,0.000688461538461539
0.038,43,1,4,0.000505744444444444,0.000790698717948718,0.00093350641025641,0.000996141025641025,0.00100600641025641,0.000994717948717949,0.00102461538461538,0.00104651923076923,0.00105384615384615,0.00104698717948718,0.00104564102564103,0.00106673076923077,0.00114929487179487,0.00121102564102564,0.00119910256410256,0.00116737179487179,0.00116532051282051,0.00108576923076923,0.000927564102564102,0.000780833333333333
0.038,43,1,5,0.000642094444444444,0.000942448717948718,0.000995198717948718,0.000922891025641025,0.000829147435897436,0.000823282051282051,0.000827294871794872,0.000840365384615385,0.000840660256410256,0.00083776282051282,0.000862628205128205,0.000906371794871795,0.00108408974358974,0.00121197435897436,0.00125519871794872,0.00127724358974359,0.00147172115384615,0.00152064102564103,0.00130519871794872,0.00100814102564103
0.038,43,1,6,0.000964138888888889,0.00141578205128205,0.0015166858974359,0.00140876923076923,0.00116889102564103,0.000876666666666667,0.000831320512820513,0.00108123333333333,0.00130904038461538,0.00146178846153846,0.00153755769230769,0.00156894230769231,0.00168029487179487,0.00176517948717949,0.0020139358974359,0.002216,0.00244487179487179,0.00238038461538462,0.0019774358974359,0.00154461538461538
0.038,43,1,7,0.000867183333333333,0.00128661538461538,0.00140603205128205,0.00134465384615385,0.00117292948717949,0.00106394871794872,0.00111346153846154,0.00120930769230769,0.00128099358974359,0.00130926923076923,0.0014370641025641,0.00160205769230769,0.00183053205128205,0.0019750641025641,0.00206333333333333,0.00213044871794872,0.00224596153846154,0.00216416666666667,0.00184211538461538,0.00147724358974359
0.038,43,1,8,0.00113629444444444,0.00173760256410256,0.00191194871794872,0.00180935256410256,0.00157371794871795,0.00128429487179487,0.00101403846153846,0.000962660256410257,0.000993698717948718,0.00113021794871795,0.0014671858974359,0.00182367948717949,0.00227752564102564,0.00263641025641026,0.00285957692307692,0.00298112179487179,0.00306294871794872,0.00278596153846154,0.00221474358974359,0.00172448717948718
0.038,43,1,9,0.000865094444444444,0.00134719230769231,0.00158042948717949,0.00164317307692308,0.00157501282051282,0.00142980769230769,0.00122929487179487,0.00112096794871795,0.00112642307692308,0.00119148076923077,0.00127839743589744,0.00136916666666667,0.00160907692307692,0.0018585641025641,0.00198598717948718,0.0020700641025641,0.00219878205128205,0.00212916666666667,0.00180224358974359,0.00144019230769231
0.038,43,1,10,0.000415494444444444,0.000645455128205128,0.000753935897435897,0.000813038461538462,0.000868634615384615,0.000900788461538462,0.000911160256410256,0.000903544871794872,0.000886724358974359,0.000911621794871794,0.000932628205128204,0.000957179487179486,0.00101820512820513,0.00102967948717949,0.00099102564102564,0.000963653846153847,0.000969743589743589,0.000923910256410257,0.000801858974358975,0.00067153846153846
0.038,43,1,11,0.000729777777777778,0.0011050641025641,0.00123669230769231,0.00121974358974359,0.00113276282051282,0.00104165384615385,0.000959115384615385,0.00100991666666667,0.00101170512820513,0.000991666666666666,0.00106727564102564,0.00114346153846154,0.00124967948717949,0.0013250641025641,0.00138064102564103,0.00138333333333333,0.00139025641025641,0.00136173076923077,0.00119339743589744,0.000994102564102563
0.038,43,1,12,0.000458823333333333,0.000716492307692308,0.000854634615384615,0.000928705128205128,0.000958961538461539,0.000970711538461538,0.000971166666666666,0.000966846153846154,0.000949679487179487,0.000925641025641025,0.000928461538461539,0.000935320512820513,0.000989423076923077,0.000993525641025641,0.000931602564102562,0.000880705128205128,0.000887564102564101,0.000859294871794873,0.000762756410256408,0.000647371794871797
0.038,43,1,13,0.000671,0.00101628205128205,0.00115674358974359,0.00120994871794872,0.00118350641025641,0.0011171858974359,0.00102354487179487,0.000943403846153846,0.000871025641025641,0.000810352564102564,0.000813698717948718,0.000894358974358974,0.00104834615384615,0.00115408333333333,0.00117769230769231,0.00115967948717949,0.00118083333333333,0.00112038461538461,0.000949166666666666,0.000762628205128205
