sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19,floor_20,floor_21
0.038,43,1,1,0.195133248318174,0.286522051813472,0.265512176165803,0.214508450777202,0.166549880829016,0.147381512953368,0.163052440414508,0.195342129533679,0.208756367875648,0.196171062176156,0.198363549222791,0.199199393782383,0.198843212435233,0.171638808290155,0.135742139896373,0.136238025906736,0.14056781865285,0.172559440414508,0.149366585492228,0.163898544041469,0.240393367875648
0.038,43,1,2,0.071159686381038,0.199632880829016,0.205134466321244,0.198585191709838,0.18564070984456,0.178920341968912,0.176339875647668,0.17160785492228,0.163208347150259,0.182699730569948,0.200891129533679,0.206045170984456,0.195603007772021,0.173819067357513,0.149281580310881,0.153164917098446,0.156342367875648,0.147354647668394,0.134313865284974,0.130490823834198,0.175319580310881
0.038,43,1,3,0.0499949363279618,0.260042756476684,0.270319958549223,0.277912419689119,0.281799466321244,0.281146357512953,0.275947652849741,0.267199492227979,0.255905865284974,0.244778803108808,0.230774261658031,0.215759829015544,0.206707238341969,0.201507756476684,0.19728729015544,0.189729518134715,0.175708792746114,0.154256979274611,0.147690471502591,0.176140963730569,0.198316611398962
0.038,43,1,4,0.0522245527122674,0.166962455958548,0.172982974093261,0.174255450777199,0.175015715025907,0.171672450777202,0.16427789119171,0.153917010362694,0.141821829015544,0.139498766839378,0.147264310880829,0.147882704663212,0.139165088082902,0.135911689119166,0.127325678756473,0.128857834196891,0.143347497409326,0.147137678756477,0.153095419689118,0.163325471502589,0.174420549222796
0.038,43,1,5,0.140319109377706,0.327976927461135,0.34673988082901,0.345195321243518,0.323369611398963,0.309294999999999,0.277714948186528,0.240004067357512,0.215008683937828,0.20585507253886,0.215570533678758,0.240984388601036,0.29311792746114,0.303169870466321,0.312826445595846,0.299082652849741,0.29415614507772,0.276108523316062,0.304756704663212,0.428788129533679,0.527333984455959
0.038,43,1,6,0.132363522605907,0.492046025906736,0.53790312435233,0.584663124352332,0.621366461139896,0.633469860103627,0.615355352331606,0.569971155440415,0.50589003626943,0.430676046632125,0.360553186528499,0.358997590673575,0.388731740932644,0.406997300518135,0.393633865284974,0.344242155440413,0.26355588601036,0.270060875647671,0.335546336787564,0.391006647668397,0.433497321243526
0.038,43,1,7,0.130323222776844,0.578337518134713,0.56971384974093,0.565991559585492,0.574361507772021,0.562968502590674,0.533876445595853,0.492874735751294,0.439767119170983,0.380846911917098,0.365531476683939,0.382395466321245,0.404933808290157,0.465503134715027,0.497285642487047,0.487392637305699,0.500184626943005,0.489071958549223,0.468708310880828,0.479857419689119,0.514091875647668
0.038,43,1,8,0.173128607158719,0.480277619170984,0.442963839378238,0.464351663212435,0.484428606217617,0.501470176165797,0.507252041450769,0.499105927461131,0.480702041450769,0.45565825906735,0.423937533678749,0.385087248704656,0.361400067357513,0.328781155440415,0.29525541450777,0.325164694300513,0.369604331606213,0.401156922279788,0.410508476683933,0.439224062176166,0.501644010362694
0.038,43,1,9,0.289390341523485,0.483513958549223,0.439538580310881,0.390523849740933,0.374397844559585,0.345619999999992,0.300694611398955,0.281691046632124,0.329184740932646,0.381397948186529,0.412515590673575,0.410240740932631,0.382251621761646,0.366254880829015,0.382635720207254,0.355302300518135,0.299911886010363,0.394947155440414,0.351304487046628,0.496826186528497,0.789460170984456
0.038,43,1,10,0.0459270713772283,0.317075797927461,0.307106911917098,0.29082439896373,0.273800046632124,0.263103155440414,0.263120772020725,0.272922067357513,0.287569735751295,0.301709373056995,0.312474139896373,0.320331595854922,0.324879233160622,0.324355849740933,0.319281691709844,0.310846523316062,0.304823751295336,0.307296160621761,0.320075691709844,0.337893207253886,0.354488274611399
