rp,direction,ground_motion,story_1,story_2,story_3,story_4
43,1,1,0.00620636,0.00594731,0.0077727,0.00618181
43,1,2,0.00725865,0.00724364,0.0092551,0.00784266
43,1,3,0.00835554,0.0065036,0.00824565,0.00765554
43,1,4,0.00459065,0.00435899,0.00430041,0.00350643
43,1,5,0.00616594,0.00533997,0.00557169,0.00561646
43,1,6,0.00518292,0.00483564,0.00453935,0.00404329
43,1,7,0.00560924,0.00482678,0.0058355,0.00474469
43,1,8,0.01142,0.0102012,0.0114317,0.0100671
43,1,9,0.00905194,0.0090821,0.00779892,0.00544543
43,1,10,0.0120454,0.0123555,0.0122134,0.00917244
43,1,11,0.00662183,0.00727901,0.00708771,0.005351
43,1,12,0.00388778,0.00364831,0.00502165,0.00443334
43,1,13,0.00474607,0.00335007,0.00497063,0.00527906
43,1,14,0.00677442,0.00676856,0.00787201,0.00565514
43,1,15,0.00342509,0.00304386,0.00341165,0.00280595
43,1,16,0.00521901,0.00508823,0.00552395,0.00485061
43,1,17,0.00394922,0.00375488,0.00452413,0.00351045
43,1,18,0.00761483,0.00715462,0.00597588,0.00416005
43,1,19,0.00138902,0.00153364,0.00155571,0.00130867
43,1,20,0.00365859,0.00371034,0.00318275,0.00223362
43,1,21,0.00538425,0.00634937,0.0065022,0.00453647
43,1,22,0.00346255,0.00370064,0.0033371,0.00230996
43,1,23,0.00352184,0.00321899,0.00357782,0.00315936
43,1,24,0.00622597,0.00570959,0.00731022,0.0076481
43,1,25,0.00750274,0.00723215,0.00808805,0.00745005
43,1,26,0.00317412,0.00350348,0.00522558,0.00402558
43,1,27,0.0037678,0.00259491,0.00411268,0.00388741
43,1,28,0.00686169,0.00693058,0.00716401,0.00554049
43,1,29,0.0021724,0.00239734,0.00299661,0.00247489
43,1,30,0.00877474,0.00832724,0.00741978,0.00533283
43,1,31,0.00502356,0.0050631,0.00452468,0.00379905
43,1,32,0.00585351,0.0055992,0.00484872,0.00346723
43,1,33,0.00416604,0.00373026,0.00416532,0.00467873
43,1,34,0.00477988,0.00430431,0.00518242,0.00415573
43,1,35,0.00432172,0.00373768,0.00394705,0.00364992
43,1,36,0.00340968,0.00258097,0.00382924,0.00419542
43,1,37,0.00281428,0.0029226,0.00280183,0.00191262
43,1,38,0.00397731,0.00407367,0.00413207,0.00287925
43,1,39,0.00361503,0.00274705,0.00362639,0.00388214
43,1,40,0.00453058,0.0041138,0.00496814,0.00423814
43,1,41,0.00442174,0.00427426,0.00420786,0.00359317
43,1,42,0.00361006,0.00339594,0.00390436,0.00352285
43,1,43,0.00406379,0.00302827,0.00362731,0.00399356
43,1,44,0.00342759,0.00178316,0.00529343,0.00525163
43,2,1,0.00620636,0.00594731,0.0077727,0.00618181
43,2,2,0.00725865,0.00724364,0.0092551,0.00784266
43,2,3,0.00835554,0.0065036,0.00824565,0.00765554
43,2,4,0.00459065,0.00435899,0.00430041,0.00350643
43,2,5,0.00616594,0.00533997,0.00557169,0.00561646
43,2,6,0.00518292,0.00483564,0.00453935,0.00404329
43,2,7,0.00560924,0.00482678,0.0058355,0.00474469
43,2,8,0.01142,0.0102012,0.0114317,0.0100671
43,2,9,0.00905194,0.0090821,0.00779892,0.00544543
43,2,10,0.0120454,0.0123555,0.0122134,0.00917244
43,2,11,0.00662183,0.00727901,0.00708771,0.005351
43,2,12,0.00388778,0.00364831,0.00502165,0.00443334
43,2,13,0.00474607,0.00335007,0.00497063,0.00527906
43,2,14,0.00677442,0.00676856,0.00787201,0.00565514
43,2,15,0.00342509,0.00304386,0.00341165,0.00280595
43,2,16,0.00521901,0.00508823,0.00552395,0.00485061
43,2,17,0.00394922,0.00375488,0.00452413,0.00351045
43,2,18,0.00761483,0.00715462,0.00597588,0.00416005
43,2,19,0.00138902,0.00153364,0.00155571,0.00130867
43,2,20,0.00365859,0.00371034,0.00318275,0.00223362
43,2,21,0.00538425,0.00634937,0.0065022,0.00453647
43,2,22,0.00346255,0.00370064,0.0033371,0.00230996
43,2,23,0.00352184,0.00321899,0.00357782,0.00315936
43,2,24,0.00622597,0.00570959,0.00731022,0.0076481
43,2,25,0.00750274,0.00723215,0.00808805,0.00745005
43,2,26,0.00317412,0.00350348,0.00522558,0.00402558
43,2,27,0.0037678,0.00259491,0.00411268,0.00388741
43,2,28,0.00686169,0.00693058,0.00716401,0.00554049
43,2,29,0.0021724,0.00239734,0.00299661,0.00247489
43,2,30,0.00877474,0.00832724,0.00741978,0.00533283
43,2,31,0.00502356,0.0050631,0.00452468,0.00379905
43,2,32,0.00585351,0.0055992,0.00484872,0.00346723
43,2,33,0.00416604,0.00373026,0.00416532,0.00467873
43,2,34,0.00477988,0.00430431,0.00518242,0.00415573
43,2,35,0.00432172,0.00373768,0.00394705,0.00364992
43,2,36,0.00340968,0.00258097,0.00382924,0.00419542
43,2,37,0.00281428,0.0029226,0.00280183,0.00191262
43,2,38,0.00397731,0.00407367,0.00413207,0.00287925
43,2,39,0.00361503,0.00274705,0.00362639,0.00388214
43,2,40,0.00453058,0.0041138,0.00496814,0.00423814
43,2,41,0.00442174,0.00427426,0.00420786,0.00359317
43,2,42,0.00361006,0.00339594,0.00390436,0.00352285
43,2,43,0.00406379,0.00302827,0.00362731,0.00399356
43,2,44,0.00342759,0.00178316,0.00529343,0.00525163
72,1,1,0.0086889,0.00832622,0.0108818,0.00865452
72,1,2,0.0101621,0.0101411,0.0129571,0.0109797
72,1,3,0.0117525,0.00910506,0.011544,0.0107178
72,1,4,0.00642688,0.00610259,0.00602057,0.00490901
72,1,5,0.00863236,0.00747599,0.00780041,0.00786309
72,1,6,0.0072561,0.00676991,0.00635509,0.0056606
72,1,7,0.00785293,0.0067575,0.00816968,0.00664254
72,1,8,0.0147684,0.0124835,0.0152575,0.0133778
72,1,9,0.0131589,0.0125809,0.0107541,0.00762361
72,1,10,0.0158999,0.0149212,0.0153211,0.0109645
72,1,11,0.00927055,0.0101906,0.00992279,0.00749139
72,1,12,0.00544292,0.00510764,0.00703032,0.0062067
72,1,13,0.00664461,0.00469011,0.00695887,0.00739068
72,1,14,0.00948418,0.00947598,0.0110208,0.00791718
72,1,15,0.00479513,0.00426139,0.00477631,0.00392834
72,1,16,0.0073066,0.00712355,0.0077335,0.00679083
72,1,17,0.00552891,0.00525685,0.0063338,0.00491463
72,1,18,0.0106608,0.0100165,0.00836624,0.00582408
72,1,19,0.00194463,0.00214708,0.002178,0.00183212
