sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9
0.067,43,1,1,0.175402340801418,0.297660051813471,0.235841093264249,0.175235896373057,0.244054295336788,0.164005331606218,0.213335626943005,0.190601430051813,0.301123704663212
0.067,43,1,2,0.0765160422723017,0.184426797927461,0.164478756476684,0.147389844559585,0.130882994818653,0.176875715025907,0.185110989637306,0.176895637305702,0.216409093264249
0.067,43,1,3,0.0317061160747505,0.262189699481865,0.271533222797927,0.27289070984456,0.262985347150259,0.240742523316062,0.215194544041451,0.210375113989637,0.223103352331606
0.067,43,1,4,0.0324040606775903,0.178994196891192,0.195060518134715,0.189256113989637,0.173439865284974,0.161689787564767,0.154876119170984,0.174364440414506,0.208724720207251
0.067,43,1,5,0.12534612535964,0.319161829015544,0.334861518134715,0.317839424870466,0.258466077720205,0.274212424870468,0.217587751295337,0.27430912953368,0.453367284974093
0.067,43,1,6,0.0733708177906171,0.438918046632123,0.42659481865285,0.406407020725389,0.386600284974093,0.371658056994818,0.37202789119171,0.370474637305699,0.369593031088082
0.067,43,1,7,0.0523088595550008,0.565908341968911,0.544209279792745,0.519081559585491,0.495531994818652,0.475200906735751,0.478514119170985,0.514964378238342,0.556589098445594
0.067,43,1,8,0.0996033905093062,0.459866896373057,0.437678088082902,0.435648554404145,0.414457103626943,0.387612544041451,0.376108476683935,0.410199150259065,0.426168062176163
0.067,43,1,9,0.254670570032568,0.395323621761658,0.43538814507772,0.404183352331604,0.347227005181347,0.452143544041451,0.43778374611399,0.455089186528497,0.507759922279793
0.067,43,1,10,0.0658461019959598,0.292731911917098,0.271631269430051,0.240576383419689,0.263775922279793,0.281529031088083,0.264505196891192,0.302956062176166,0.391240777202072
0.067,43,1,11,0.15851091136164,0.511541062176166,0.487088212435233,0.422594740932642,0.427560207253886,0.477487435233161,0.446286139896373,0.45222455958548,0.445124062176166
0.067,43,1,12,0.0820104525608545,0.445202238341962,0.460378430051814,0.419685528497406,0.458166512953364,0.459255891191706,0.40547308290155,0.437980284974088,0.501435300518128
0.067,43,1,13,0.0648773992551543,0.278951093264247,0.240071507772018,0.209404321243523,0.197947813471502,0.189842051813471,0.229006948186529,0.254371974093265,0.236132803108808
0.067,43,1,14,0.0563987302312455,0.206086497409326,0.211389383419689,0.211337398963731,0.197468202072539,0.19062410880829,0.190445134715026,0.219981730569948,0.252012051813472
0.067,43,1,15,0.112340795043079,0.532796538860104,0.493623740932642,0.448377906735751,0.412328943005181,0.413113637305699,0.447451720207254,0.46352503626943,0.491259528497412
0.067,43,1,16,0.09010872754391,0.319305559585501,0.278873155440431,0.257426523316062,0.278859139896373,0.270960435233161,0.330425015544041,0.380432787564767,0.355893668393782
0.067,43,1,17,0.0685322241423835,0.276085761658031,0.239376694300519,0.225351129533678,0.204875917098445,0.223729803108808,0.259996901554403,0.249873585492227,0.258103917098443
0.067,43,1,18,0.130236075418594,0.455972279792745,0.484663113989635,0.478319331606213,0.428162595854917,0.343606378238336,0.281776606217617,0.364610139896373,0.453216994818654
0.067,43,1,19,0.0928584673777516,0.141831564766854,0.133846440414538,0.131728564766863,0.120452497409326,0.125688523316065,0.135889948186533,0.146303113989637,0.19658529015544
0.067,43,1,20,0.0743726393260451,0.185991476683938,0.173515922279802,0.162523059585498,0.161806347150265,0.152413601036274,0.12375804145078,0.143128000000007,0.164682927461141
0.067,43,1,21,0.0511607270239182,0.305955046632124,0.307294113989637,0.287465,0.251298316062176,0.21693967357513,0.220500787564767,0.21866607253886,0.237517865284973
0.067,43,1,22,0.0573178149727648,0.348759538860104,0.371689533678756,0.380610259067358,0.365941347150259,0.315671940414508,0.295427984455959,0.307911663212435,0.321497025906736
0.067,43,1,23,0.20213926055955,0.39943961658035,0.395967797927471,0.459959487046647,0.45894653367877,0.312146554404153,0.260692974093277,0.382796082901569,0.463077170984475
0.067,43,1,24,0.179317471824249,0.496803849740957,0.481115067357543,0.44831830569951,0.382433590673611,0.271121932642526,0.249492476683976,0.299735658031117,0.374004829015564
0.067,43,1,25,0.0528713092269821,0.445282186528496,0.413747264248703,0.390078989637305,0.389145569948186,0.413940839378238,0.436121227979275,0.439992238341968,0.446481461139895
0.067,43,1,26,0.164324752413134,0.350038968911914,0.310002751295332,0.285098632124352,0.311059487046632,0.313954994818651,0.291643533678753,0.276319611398963,0.430120264248705
0.067,43,1,27,0.150737220221608,0.455887191709845,0.495012886010362,0.434264958549222,0.359862430051814,0.40734818134715,0.421833414507772,0.437903362694301,0.627491046632122
0.067,43,1,28,0.180827226663319,0.455873968911917,0.489481150259066,0.47150368911917,0.435208160621762,0.399717264248705,0.280362409326425,0.297948393782381,0.477719025906742
0.067,43,1,29,0.110316600235748,0.316297492227979,0.314207424870466,0.324876854922279,0.320522481865285,0.293202274611399,0.261556300518135,0.285149155440415,0.341583611398964
0.067,43,1,30,0.105199808793415,0.405020523316062,0.375564207253886,0.338831445595854,0.33179390673575,0.307675279792745,0.285667067357513,0.296384886010363,0.316322191709845
0.067,43,1,31,0.142081554284723,0.422076492227979,0.414559870466322,0.39814225388601,0.365148435233165,0.340543512953373,0.263737227979275,0.333429005181347,0.48320807253886
0.067,43,1,32,0.115857050147106,0.494003538860104,0.446918953367876,0.40476221761658,0.387230352331606,0.377324134715026,0.352656,0.325173699481866,0.317957378238343
0.067,43,1,33,0.0562860074313901,0.291028435233162,0.287443487046635,0.267574601036271,0.25200338341969,0.236908917098446,0.221723590673576,0.217493279792747,0.236618492227979
0.067,43,1,34,0.0473051068187921,0.363175300518135,0.345757398963731,0.336405766839378,0.331060430051813,0.326940222797927,0.345901906735751,0.379354160621762,0.400750632124351
0.067,43,1,35,0.0978875721474743,0.289808310880829,0.312096393782383,0.316559606217617,0.313341989637306,0.269422041450777,0.278297341968912,0.269154880829016,0.367902834196891
0.067,43,1,36,0.0724337267038641,0.416270808290155,0.359352414507772,0.331154891191711,0.34116407253886,0.367251119170984,0.367149823834197,0.36431614507772,0.363857336787565
0.067,43,1,37,0.0794365558378516,0.368282393782388,0.348701015544041,0.299120507772021,0.294667062176166,0.316019134715026,0.343370549222798,0.344388487046632,0.340881072538864
0.067,43,1,38,0.123023766303533,0.413449274611402,0.380454196891196,0.296798373056998,0.260274020725393,0.247595523316062,0.30260243005181,0.452157813471506,0.524430870466325
0.067,43,1,39,0.167179773788865,0.532194611398964,0.592608139896373,0.626413984455959,0.542004139896373,0.465986424870466,0.445653222797927,0.425317730569948,0.634794196891193
0.067,43,1,40,0.1745241857843,0.491979170984457,0.419178849740933,0.351782994818653,0.347934352331608,0.389091606217618,0.39952289119171,0.378448860103628,0.487338839378238
0.067,43,1,41,0.0595122976103956,0.295520424870467,0.302726476683938,0.29187,0.257077202072539,0.216354968911917,0.199242994818653,0.195671264248705,0.215531248704663
0.067,43,1,42,0.0622468039902788,0.244166634715026,0.234437740932642,0.220434512953368,0.212187787564767,0.207498409326425,0.181573398963731,0.258004212435233,0.324996958549223
0.067,43,1,43,0.0895793142554431,0.212097904145077,0.195291518134714,0.158370777202073,0.161881813471501,0.153346357512951,0.139304409326423,0.160594419689122,0.239129979274616
0.067,43,1,44,0.0370068730910872,0.260302611398964,0.270928777202072,0.262786160621762,0.237613440414508,0.209686678756477,0.209263290155439,0.22772005181347,0.239827471502589
0.067,43,2,1,0.175402340801418,0.297660051813471,0.235841093264249,0.175235896373057,0.244054295336788,0.164005331606218,0.213335626943005,0.190601430051813,0.301123704663212
