sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13
0.045,43,1,1,0.272609541551355,0.242870362694301,0.182835404145078,0.172077943005181,0.189709119170981,0.206798595854922,0.228028497409326,0.181624689119164,0.172302642487047,0.174298419689102,0.217553440414508,0.188498207253886,0.298154932642487
0.045,43,1,2,0.0661881819845112,0.191264715025907,0.169715284974093,0.15152121761658,0.165273409326425,0.194244652849741,0.213101440414508,0.203200569948187,0.171963341968912,0.153064849740933,0.174979943005183,0.174097041450779,0.173929015544041
0.045,43,1,3,0.0468314433384055,0.263323455958549,0.270029155440415,0.266970476683938,0.254499595854922,0.235677704663212,0.216756523316062,0.195630554404145,0.185053093264249,0.178611642487047,0.164879777202073,0.142548689119171,0.165762466321241
0.045,43,1,4,0.0567003367270754,0.173186440414508,0.204392398963731,0.209066233160622,0.196865715025907,0.173668305699482,0.145609414507772,0.145223829015544,0.144634735751295,0.133980766839377,0.136575373056995,0.162626481865282,0.177985238341965
0.045,43,1,5,0.121040881109153,0.310178481865279,0.29061565803108,0.236768699481865,0.205190549222802,0.197318839378243,0.203777155440415,0.253894932642487,0.289781720207254,0.270029943005183,0.279571839378237,0.274544388601028,0.383234502590674
0.045,43,1,6,0.128662086387888,0.505817642487046,0.553478523316061,0.567465310880828,0.543365051813471,0.481190699481865,0.404880595854922,0.325418678756477,0.329606663212434,0.293809253886006,0.270156725388605,0.354340689119174,0.428604020725389
0.045,43,1,7,0.127217503890757,0.573931585492226,0.552016948186528,0.538465134715026,0.493686264248703,0.430775150259066,0.369078191709843,0.383686658031089,0.476516782383421,0.497599424870466,0.496952347150259,0.474371005181346,0.512991875647668
0.045,43,1,8,0.177123972608894,0.441193968911909,0.429543492227974,0.426756704663206,0.398289124352332,0.381467155440415,0.382877518134715,0.346858865284974,0.312891559585492,0.312077647668389,0.373385678756472,0.384638010362689,0.473775093264248
0.045,43,1,9,0.301937014412948,0.403944448186514,0.361422715025907,0.331809896373049,0.255300880829006,0.316920310880833,0.392834191709845,0.393741518134703,0.366148922279792,0.363825616580311,0.292202238341966,0.305130533678749,0.630900844559586
0.045,43,1,10,0.0528794798113116,0.303253777202072,0.277704709844559,0.261231393782383,0.266400564766839,0.286857559585492,0.307686212435233,0.322641650259067,0.327196056994819,0.31752043523316,0.30961854404145,0.325791367875647,0.358922471502591
0.045,43,1,11,0.14819261567355,0.483592875647668,0.445715414507772,0.379731823834187,0.349212823834197,0.400796139896373,0.435834896373057,0.414781064766839,0.379752279792732,0.380783129533679,0.377587694300518,0.366390284974093,0.426910031088078
0.045,43,1,12,0.0535748140457428,0.439306512953363,0.415877316062172,0.413957575129531,0.440788585492225,0.464015735751293,0.476863404145075,0.482804595854919,0.476360036269425,0.463835424870461,0.462448378238338,0.459879466321241,0.44349923316062
0.045,43,1,13,0.0816458186292294,0.27507570466321,0.239260134715026,0.217910430051812,0.201145999999999,0.190570378238342,0.196956999999998,0.184350523316059,0.197251725388601,0.184601455958549,0.181999476683938,0.225021922279793,0.284454823834197
0.045,43,1,14,0.0356343843603264,0.20680970984456,0.194009632124352,0.185122896373057,0.170724761658031,0.163515715025907,0.156219082901554,0.148281756476684,0.143058829015544,0.157478295336789,0.171228036269431,0.180403124352332,0.190874999999999
0.045,43,1,15,0.149863136399562,0.547050269430052,0.53755407253886,0.504840160621762,0.458576870466321,0.416108994818653,0.393088248704663,0.374528424870466,0.356772725388601,0.359535139896373,0.40297503626943,0.471900943005181,0.533608041450777
0.045,43,1,16,0.0813410798574918,0.340337202072539,0.338602844559598,0.324183621761672,0.300506772020725,0.308598352331606,0.331399839378238,0.34641174611399,0.343552393782383,0.32195107253886,0.312022139896382,0.32401916062177,0.35838978238342
0.045,43,1,17,0.100346759058253,0.293729751295336,0.291598927461138,0.286778512953366,0.284173227979273,0.279564989637304,0.272953139896372,0.261641259067356,0.223820948186527,0.192842129533676,0.20554497927461,0.222557673575129,0.262928917098445
0.045,43,1,18,0.275909592810933,0.472779694300515,0.46232503108808,0.405602544041447,0.310732870466318,0.240459227979265,0.241734227979269,0.289415575129528,0.343485357512951,0.332534606217614,0.263855072538855,0.435926041450776,0.535792668393776
0.045,43,1,19,0.0543539007531188,0.136092253886021,0.133530787564781,0.12383373056996,0.116589051813473,0.116624471502592,0.120365663212436,0.124412712435233,0.129200911917098,0.131952611398965,0.151438051813473,0.167450227979276,0.177674062176168
0.045,43,1,20,0.0500490446178219,0.188469720207254,0.18563553626944,0.190475466321248,0.191545932642494,0.182868849740942,0.167975067357523,0.147881502590681,0.132240378238343,0.137342269430052,0.143095637305699,0.141295575129532,0.149268849740933
0.045,43,1,21,0.0661447133514159,0.286445204663212,0.273242404145078,0.251010233160622,0.225070336787565,0.21178307253886,0.203758461139896,0.203437435233161,0.21288329015544,0.216738471502591,0.221375,0.232153497409326,0.244912823834197
0.045,43,1,22,0.0640378314132637,0.332689901554404,0.307937544041451,0.288683295336788,0.271680704663212,0.253897284974093,0.252822025906736,0.255119176165803,0.264698580310881,0.280787051813472,0.310894564766839,0.339585989637306,0.357135940414508
0.045,43,1,23,0.193392260634791,0.396793803108846,0.367430243523363,0.32110573575132,0.283002860103652,0.25149643005185,0.236005196891192,0.265765093264268,0.263274062176181,0.31808079792748,0.337602300518157,0.439118435233161,0.575072652849764
0.045,43,1,24,0.149717308736411,0.474770740932661,0.448748616580334,0.417080222797949,0.372993176165829,0.304325559585525,0.242976336787594,0.244223725388601,0.252638279792746,0.279366518134715,0.309447606217617,0.34151185492228,0.369786207253886
0.045,43,1,25,0.123488853110977,0.487911279792744,0.46856775647668,0.390183300518132,0.355114673575129,0.381450683937824,0.367022445595855,0.377792999999999,0.416472326424867,0.36482225388601,0.370491165803108,0.388754896373056,0.41765816062176
0.045,43,1,26,0.101536484445479,0.358977569948185,0.292399227979273,0.2868173626943,0.3089880880829,0.301873839378237,0.301261834196891,0.298498191709843,0.317229487046631,0.333144176165802,0.315837165803107,0.300460626943004,0.344556637305699
0.045,43,1,27,0.201170035001792,0.469118585492228,0.411042979274609,0.375179352331604,0.323151010362692,0.337105176165803,0.346907766839378,0.341111025906736,0.414014264248705,0.429311284974093,0.385723284974091,0.340616575129534,0.332384968911917
0.045,43,1,28,0.2232627314323,0.466413538860097,0.418603383419688,0.374457305699482,0.382957580310875,0.441464445595849,0.465906803108803,0.39411,0.347164575129527,0.286609134715027,0.378123709844558,0.374608243523316,0.534207383419689
0.045,43,1,29,0.060421009740646,0.354805860103627,0.343429409326425,0.330934797927461,0.319411740932642,0.305478321243523,0.288705523316062,0.271043606217617,0.260338725388601,0.279470176165803,0.285355979274611,0.31430474611399,0.345322492227979
0.045,43,1,30,0.119202883062315,0.397993113989637,0.367240867875648,0.390358383419689,0.377522196891192,0.338766766839378,0.311867699481865,0.282564602590674,0.274871471502591,0.303041937823834,0.33495592746114,0.354469917098446,0.431429093264249
0.045,43,1,31,0.10441353615683,0.435423487046632,0.386077968911917,0.335156725388601,0.28388392746114,0.24194014507772,0.260518549222798,0.297782772020725,0.316231994818653,0.353467580310881,0.38984118134715,0.408316310880829,0.413423823834197
0.045,43,1,32,0.123072002889618,0.519435740932642,0.497320507772021,0.466218953367876,0.443894860103627,0.425910404145078,0.401436569948187,0.368653150259067,0.346701336787565,0.349812476683938,0.367196414507772,0.383063772020725,0.392776984455959
0.045,43,1,33,0.0830229767092417,0.302828227979276,0.286060455958551,0.243414316062179,0.194865870466323,0.178710481865285,0.179578357512953,0.180227062176166,0.187023792746114,0.197855455958551,0.208178253886011,0.200088383419689,0.244483580310881
0.045,43,1,34,0.0538050419973708,0.367166,0.344187373056995,0.322271569948187,0.308418202072539,0.296290481865285,0.292955331606218,0.309722196891192,0.324381212435233,0.331693051813471,0.331935020725389,0.328738388601036,0.328965870466321
0.045,43,1,35,0.0616942360166567,0.296113922279793,0.273387487046632,0.263961502590674,0.264281839378238,0.267226373056995,0.261760699481865,0.246975388601036,0.239048186528497,0.238314507772021,0.257059025906736,0.301888766839378,0.333150994818653
0.045,43,1,36,0.0616563228052129,0.42975718134715,0.403473917098446,0.396145160621762,0.411648010362694,0.428981196891192,0.433319538860104,0.429359227979275,0.420966404145078,0.39810474611399,0.373506559585492,0.370595419689119,0.382923917098446
0.045,43,1,37,0.0571596469671036,0.341535611398964,0.31776884455959,0.293651595854922,0.288496720207254,0.295706440414508,0.302807476683938,0.307135321243523,0.307912476683938,0.297443823834197,0.28568769430052,0.291723808290156,0.301268181347148
0.045,43,1,38,0.12312245012009,0.368699974093268,0.353425937823841,0.313809409326431,0.268827139896376,0.250351461139896,0.229136227979271,0.224465077720211,0.302534445595855,0.334042150259067,0.324745606217613,0.279443145077719,0.359906284974092
0.045,43,1,39,0.184991061091507,0.509552254922278,0.468111782383422,0.454561088082903,0.400585440414509,0.323716787564768,0.332763844559585,0.338140269430052,0.367715683937825,0.427786476683939,0.442705616580308,0.453840984455958,0.563449450777201
0.045,43,1,40,0.117758025865087,0.50570134715026,0.45298014507772,0.397895170984456,0.378296528497411,0.394057409326426,0.407576062176167,0.400857409326426,0.378769067357514,0.358761813471504,0.361895751295338,0.389663886010363,0.446358896373059
0.045,43,1,41,0.0898456883245212,0.272474404145078,0.263834870466321,0.263253761658031,0.278586922279793,0.285367751295337,0.282310424870471,0.264514569948191,0.216352950777202,0.166422310880828,0.211282533678756,0.251858917098446,0.266550455958544
0.045,43,1,42,0.0624707919571736,0.252341632124352,0.25956189119171,0.258330466321244,0.252454067357513,0.241418497409326,0.225434974093264,0.208975751295337,0.199393445595855,0.193678155440415,0.19294614507772,0.207398766839378,0.242915865284974
0.045,43,1,43,0.0620776256756852,0.211172829015545,0.205360321243526,0.192654352331609,0.175429274611402,0.156529430051815,0.13802167357513,0.156170777202073,0.175606797927461,0.16367156476684,0.148440777202072,0.182483782383419,0.213492704663212
0.045,43,1,44,0.0389463299601266,0.247797404145078,0.248895544041452,0.244445518134715,0.233088445595855,0.21629207772021,0.204825466321245,0.213046652849741,0.231821554404143,0.251214269430051,0.264335492227978,0.272199632124352,0.28163225388601
0.045,43,2,1,0.272609541551355,0.242870362694301,0.182835404145078,0.172077943005181,0.189709119170981,0.206798595854922,0.228028497409326,0.181624689119164,0.172302642487047,0.174298419689102,0.217553440414508,0.188498207253886,0.298154932642487
0.045,43,2,2,0.0661881819845112,0.191264715025907,0.169715284974093,0.15152121761658,0.165273409326425,0.194244652849741,0.213101440414508,0.203200569948187,0.171963341968912,0.153064849740933,0.174979943005183,0.174097041450779,0.173929015544041
0.045,43,2,3,0.0468314433384055,0.263323455958549,0.270029155440415,0.266970476683938,0.254499595854922,0.235677704663212,0.216756523316062,0.195630554404145,0.185053093264249,0.178611642487047,0.164879777202073,0.142548689119171,0.165762466321241
0.045,43,2,4,0.0567003367270754,0.173186440414508,0.204392398963731,0.209066233160622,0.196865715025907,0.173668305699482,0.145609414507772,0.145223829015544,0.144634735751295,0.133980766839377,0.136575373056995,0.162626481865282,0.177985238341965
0.045,43,2,5,0.121040881109153,0.310178481865279,0.29061565803108,0.236768699481865,0.205190549222802,0.197318839378243,0.203777155440415,0.253894932642487,0.289781720207254,0.270029943005183,0.279571839378237,0.274544388601028,0.383234502590674
0.045,43,2,6,0.128662086387888,0.505817642487046,0.553478523316061,0.567465310880828,0.543365051813471,0.481190699481865,0.404880595854922,0.325418678756477,0.329606663212434,0.293809253886006,0.270156725388605,0.354340689119174,0.428604020725389
0.045,43,2,7,0.127217503890757,0.573931585492226,0.552016948186528,0.538465134715026,0.493686264248703,0.430775150259066,0.369078191709843,0.383686658031089,0.476516782383421,0.497599424870466,0.496952347150259,0.474371005181346,0.512991875647668
