sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
0.045,43,1,1,0.00161991111111111,0.00209252564102564,0.00191789743589744,0.00165298717948718,0.00153454487179487,0.00153439102564103,0.00173579487179487,0.00217500641025641,0.00288779487179487,0.00311160256410256,0.00241878205128205,0.00157314102564102
0.045,43,1,2,0.00124889444444444,0.00164249358974359,0.00157762179487179,0.00149630128205128,0.00141719871794872,0.00138736538461539,0.00159160256410256,0.00169692307692308,0.00191974358974359,0.0018924358974359,0.00150352564102564,0.00106211538461539
0.045,43,1,3,0.000978883333333333,0.00128501282051282,0.00121877564102564,0.00112487179487179,0.00120713461538462,0.00129971153846154,0.00157757692307692,0.00179846153846154,0.00204025641025641,0.00202128205128205,0.00161891025641026,0.00113724358974359
0.045,43,1,4,0.00110758333333333,0.00150173076923077,0.00150448717948718,0.00142458974358974,0.00134826923076923,0.00129807692307692,0.00141146153846154,0.00154,0.00171576923076923,0.00170502564102564,0.00153755128205128,0.00111602564102564
0.045,43,1,5,0.00110974444444444,0.00151547435897436,0.00155569871794872,0.00152394871794872,0.00146292948717949,0.00143820512820513,0.00155608974358974,0.00171890384615385,0.0018711217948718,0.00206992307692308,0.00179483974358974,0.00135619871794872
0.045,43,1,6,0.00169474444444444,0.00209264102564103,0.00180185897435897,0.00140033974358974,0.00124151923076923,0.00159446666666667,0.0021553141025641,0.00248113461538462,0.00410532051282051,0.00540294871794872,0.00480121794871795,0.00318647435897436
0.045,43,1,7,0.00150191111111111,0.00186328846153846,0.00160608333333333,0.00162630128205128,0.00175833974358974,0.0019064358974359,0.00214929487179487,0.00210211538461539,0.00290103205128205,0.00353442307692308,0.00304698717948718,0.00203608974358974
0.045,43,1,8,0.00212157222222222,0.00268666666666667,0.00216307051282051,0.00178792948717949,0.00142038461538461,0.00166062692307692,0.00245962115384615,0.00359573717948718,0.00522248269230769,0.00575517948717949,0.00451826923076923,0.00282025641025641
0.045,43,1,9,0.00158781666666667,0.0021081217948718,0.00202416025641026,0.00180457692307692,0.00164525,0.00162221153846154,0.00209691666666667,0.00293259615384615,0.00378396794871795,0.00393429487179487,0.00313288461538461,0.00218294871794872
0.045,43,1,10,0.00103682222222222,0.00143126282051282,0.00149058333333333,0.00146958333333333,0.0014331858974359,0.00147767948717949,0.00174032051282051,0.00189198717948718,0.00199801282051282,0.00182378205128205,0.00148807692307692,0.00105089743589744
0.045,43,1,11,0.00136155555555556,0.00164938461538462,0.0013135641025641,0.00124669871794872,0.00135384615384615,0.00148950641025641,0.00185576923076923,0.00210461538461539,0.00256391025641026,0.00261076923076923,0.00242115384615385,0.0018174358974359
0.045,43,1,12,0.00126585,0.00164700641025641,0.00157135256410256,0.0014803141025641,0.00142257692307692,0.00143925,0.00154179487179487,0.00151615384615385,0.00162897435897436,0.00155897435897436,0.00132775641025641,0.00100391025641026
0.045,43,1,13,0.00139539444444444,0.00178547435897436,0.00165135897435897,0.00153267948717949,0.00154110256410256,0.00156480769230769,0.00177346153846154,0.00206820512820513,0.00245339743589744,0.00252814102564103,0.00205884615384615,0.00141307692307692
0.045,43,1,14,0.00113617777777778,0.00152878205128205,0.00152709615384615,0.00145777564102564,0.0013788782051282,0.00131514743589744,0.00146173076923077,0.00155692307692308,0.00165365384615385,0.00156557692307692,0.00123961538461538,0.000893333333333333
0.045,43,1,15,0.00123496666666667,0.00162883974358974,0.00160292948717949,0.00148608974358974,0.00136591666666667,0.00142567307692308,0.00161153846153846,0.0017649358974359,0.00213852564102564,0.00220698717948718,0.00198667948717949,0.00148012820512821
0.045,43,1,16,0.00137138888888889,0.00183957051282051,0.00182869230769231,0.00165201923076923,0.00139128205128205,0.00154915384615385,0.00196688461538462,0.00219121794871795,0.00227570512820513,0.00232089743589743,0.00191416666666667,0.00134884615384615
0.045,43,1,17,0.00128987777777778,0.00165876923076923,0.00155064102564103,0.00142548076923077,0.00130416025641026,0.00141503205128205,0.0018609358974359,0.00222026923076923,0.00272230769230769,0.00302224358974359,0.00254660256410256,0.00175032051282051
0.045,43,1,18,0.00130997222222222,0.00161463461538462,0.00194578205128205,0.00249083974358974,0.00256337820512821,0.00213621794871795,0.00182685897435897,0.00197760897435897,0.00318147435897436,0.00482832692307692,0.00464205128205128,0.00314673076923077
0.045,43,1,19,0.00127175555555556,0.0016868141025641,0.001661,0.00155038461538462,0.00143425,0.00151750641025641,0.00182358974358974,0.00204814102564103,0.00228442307692308,0.0022175,0.00175057692307692,0.00123423076923077
0.045,43,1,20,0.000972266666666667,0.00130484615384615,0.00130837179487179,0.0012449358974359,0.00114921794871795,0.00117161538461538,0.00141989743589744,0.0016225,0.00184858974358974,0.00182346153846154,0.00145269230769231,0.00102801282051282
0.045,43,1,21,0.0008541,0.00113583333333333,0.00110341025641026,0.00104596153846154,0.00108341666666667,0.00114841666666667,0.00145319230769231,0.00171891025641026,0.00201955128205128,0.00205294871794872,0.0016874358974359,0.00121198717948718
0.045,43,1,22,0.00121753888888889,0.00160503846153846,0.00155947435897436,0.00144616025641026,0.00132378846153846,0.00135180128205128,0.00162435897435897,0.00199384615384615,0.00240910256410256,0.00249820512820513,0.00203294871794872,0.00138705128205128
0.045,43,1,23,0.00173726666666667,0.00207036538461538,0.00178896153846154,0.00153457692307692,0.001293,0.00129814743589744,0.00196788717948718,0.00267707692307692,0.00343864743589744,0.00350262820512821,0.00317607115384615,0.00226116666666667
0.045,43,1,24,0.00153056111111111,0.00191519871794872,0.00177739743589744,0.00178164102564103,0.00170457692307692,0.00160663461538462,0.00216311538461538,0.00261496153846154,0.00287826923076923,0.00283403846153846,0.00228025641025641,0.00164628205128205
0.045,43,1,25,0.00119493888888889,0.00149944871794872,0.00124948076923077,0.00131808974358974,0.00142628205128205,0.00135508333333333,0.00152621794871795,0.00186473717948718,0.00233173076923077,0.00242903846153846,0.00197160256410256,0.00145258974358974
0.045,43,1,26,0.00147955555555556,0.00191462179487179,0.00185000641025641,0.00169816025641026,0.00156974358974359,0.00151160256410256,0.00169378205128205,0.00181589743589744,0.00205871794871795,0.00200108974358974,0.00165519230769231,0.00116512820512821
0.045,43,1,27,0.00127017222222222,0.00164610256410256,0.0016095,0.00147451923076923,0.00156716666666667,0.00180042948717949,0.00215719871794872,0.00223651923076923,0.00265474358974359,0.00283269230769231,0.00263076923076923,0.00201423076923077
0.045,43,1,28,0.00244029444444444,0.00314535897435897,0.00283453846153846,0.00212865384615385,0.00144003205128205,0.00155559551282051,0.0021413141025641,0.00295470512820513,0.00440734615384615,0.00520417307692308,0.00463703205128205,0.00345649358974359
0.045,43,1,29,0.00106362222222222,0.00139873717948718,0.00141315384615385,0.00131959615384615,0.00137992307692308,0.00150882051282051,0.00185246153846154,0.00212653846153846,0.00247384615384615,0.00247769230769231,0.0019900641025641,0.00136480769230769
0.045,43,1,30,0.00168858333333333,0.00208037179487179,0.0018250641025641,0.0015435,0.00137038461538462,0.00122774358974359,0.001914,0.00262684615384615,0.00352146153846154,0.00378698717948718,0.00307020512820513,0.00208948717948718
0.045,43,1,31,0.00121907777777778,0.00167223076923077,0.00174528205128205,0.00174008333333333,0.00168615384615385,0.0016299358974359,0.00173814102564103,0.00183833333333333,0.0019651282051282,0.00186967948717949,0.00171897435897436,0.00134448717948718
0.045,43,1,32,0.00143866666666667,0.00178072435897436,0.00156472435897436,0.00147603205128205,0.00148330769230769,0.00159298076923077,0.00192108974358974,0.00214955128205128,0.00239673076923077,0.00235648717948718,0.00203339743589744,0.00141967948717949
0.045,43,1,33,0.00126218333333333,0.00164387820512821,0.00163830769230769,0.00160195512820513,0.00151169230769231,0.00142361538461538,0.00164117948717949,0.00172320512820513,0.0018849358974359,0.00186884615384615,0.00149628205128205,0.00107057692307692
0.045,43,1,34,0.00121651666666667,0.00170504487179487,0.0017823141025641,0.00176380128205128,0.00169153846153846,0.00159602564102564,0.0016800641025641,0.00185365384615385,0.00200852564102564,0.00191083333333333,0.00152570512820513,0.00111102564102564
0.045,43,1,35,0.00148756111111111,0.00195004487179487,0.00190012179487179,0.00174553205128205,0.00161653846153846,0.00150314102564103,0.00174467948717949,0.00200673076923077,0.00235775641025641,0.00238666666666667,0.00192019230769231,0.00134166666666667
0.045,43,1,36,0.00118808888888889,0.0016358717948718,0.00168,0.00162825641025641,0.00152441025641026,0.00152863461538461,0.00190096153846154,0.00218551282051282,0.0024775,0.00243448717948718,0.00193807692307692,0.0013650641025641
0.045,43,1,37,0.00121955,0.00163216666666667,0.00158603846153846,0.00143278846153846,0.00136966666666667,0.00136519230769231,0.00148935897435897,0.00160320512820513,0.00177839743589743,0.00163621794871795,0.00121423076923077,0.000927371794871792
0.045,43,1,38,0.0015934,0.0018711858974359,0.00170548076923077,0.0015828782051282,0.00154448076923077,0.00152420512820513,0.00171788461538462,0.00194698717948718,0.00226544871794872,0.00224544871794872,0.00196820512820513,0.00166046153846154
0.045,43,1,39,0.00154943333333333,0.00222330128205128,0.00227804487179487,0.00203792307692308,0.001915,0.00177238461538462,0.00188317307692308,0.00216544871794872,0.00296866025641026,0.00376211538461538,0.00345423076923077,0.00245737179487179
0.045,43,1,40,0.00157169444444444,0.00199953846153846,0.00185110897435897,0.00162026282051282,0.00142307051282051,0.00156576282051282,0.00215709615384615,0.00290898076923077,0.00379083333333333,0.00393153846153846,0.00322730769230769,0.0021099358974359
0.045,43,1,41,0.00183442222222222,0.00237464743589744,0.00213291666666667,0.00180602564102564,0.00147833333333333,0.00113316025641026,0.00187844871794872,0.00288353846153846,0.00421886538461539,0.0046851282051282,0.00371307692307692,0.00232807692307692
0.045,43,1,42,0.00156415555555556,0.00199600641025641,0.00184129487179487,0.00165030769230769,0.00160948076923077,0.00153538461538462,0.00178745512820513,0.00212670512820513,0.00265416666666667,0.00279852564102564,0.00223980769230769,0.00148532051282051
0.045,43,1,43,0.00162896666666667,0.00207251923076923,0.00197301282051282,0.0018141217948718,0.0016075,0.00152494871794872,0.00193371794871795,0.00224320512820513,0.00256820512820513,0.0025350641025641,0.00199352564102564,0.00134608974358974
0.045,43,1,44,0.00111556111111111,0.00150741666666667,0.00154646153846154,0.0015310641025641,0.0014789358974359,0.00142160256410256,0.00162455128205128,0.00174352564102564,0.00192294871794872,0.00190576923076923,0.00155788461538462,0.00113032051282051
0.045,43,2,1,0.00161991111111111,0.00209252564102564,0.00191789743589744,0.00165298717948718,0.00153454487179487,0.00153439102564103,0.00173579487179487,0.00217500641025641,0.00288779487179487,0.00311160256410256,0.00241878205128205,0.00157314102564102
0.045,43,2,2,0.00124889444444444,0.00164249358974359,0.00157762179487179,0.00149630128205128,0.00141719871794872,0.00138736538461539,0.00159160256410256,0.00169692307692308,0.00191974358974359,0.0018924358974359,0.00150352564102564,0.00106211538461539
0.045,43,2,3,0.000978883333333333,0.00128501282051282,0.00121877564102564,0.00112487179487179,0.00120713461538462,0.00129971153846154,0.00157757692307692,0.00179846153846154,0.00204025641025641,0.00202128205128205,0.00161891025641026,0.00113724358974359
0.045,43,2,4,0.00110758333333333,0.00150173076923077,0.00150448717948718,0.00142458974358974,0.00134826923076923,0.00129807692307692,0.00141146153846154,0.00154,0.00171576923076923,0.00170502564102564,0.00153755128205128,0.00111602564102564
0.045,43,2,5,0.00110974444444444,0.00151547435897436,0.00155569871794872,0.00152394871794872,0.00146292948717949,0.00143820512820513,0.00155608974358974,0.00171890384615385,0.0018711217948718,0.00206992307692308,0.00179483974358974,0.00135619871794872
0.045,43,2,6,0.00169474444444444,0.00209264102564103,0.00180185897435897,0.00140033974358974,0.00124151923076923,0.00159446666666667,0.0021553141025641,0.00248113461538462,0.00410532051282051,0.00540294871794872,0.00480121794871795,0.00318647435897436
