id,description,type,length,h,d_eff,w,fc_n,fc_e,d_flange,b_eff,a,e,iz,iz_simp,trib_wt_1,trib_wt_2,stiff_factor,Mn_pos,Mn_neg,Mp_pos,Mp_neg,a_hinge,b_hinge,c_hinge,iz_model,critical_mode,stiff_factor_model,As,n_b,As_d,clear_cover,w_p,s_p,rho_s,b_c,d_c,rho_cc
1112,outer column story 12,column,126,30,27.5,24,5000,6500,0,0,720,4030508.65276332,37800,37800,0,0,0.7,7484184.52100416,7484184.52100416,9049717.48629436,9049717.48629436,0.0710775933932054,0.171077593393205,0.2,37800,flexure,0.7,[0.79 0 0.79 0 0 0.79],[4 0 2 0 0 4],[2.5 0 15 0 0 27.5],2,10.5,3,0.00701248360176293,20.5,26.5,0.0144573983138048
1201,inner column story 1,column,144,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,19738274.7027229,19738274.7027229,23348543.19791,23348543.19791,0.0646517905007687,0.164651790500769,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1202,inner column story 2,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,19158646.9300328,19158646.9300328,22681419.9212404,22681419.9212404,0.0654877605122083,0.165487760512208,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1203,inner column story 3,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,18561778.6242508,18561778.6242508,21992763.2665636,21992763.2665636,0.0663345399050219,0.166334539905022,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1204,inner column story 4,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,17966358.99319,17966358.99319,21304683.6303921,21304683.6303921,0.0671922684482489,0.167192268448249,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1205,inner column story 5,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,17372592.9650403,17372592.9650403,20617427.024399,20617427.024399,0.0680610877181912,0.168061087718191,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1206,inner column story 6,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,16759121.4416893,16759121.4416893,19905627.612748,19905627.612748,0.0689411411217809,0.168941141121781,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1207,inner column story 7,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,16146028.301327,16146028.301327,19193100.7076764,19193100.7076764,0.0698325739202516,0.169832573920252,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1208,inner column story 8,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,15510020.9263902,15510020.9263902,18452134.941666,18452134.941666,0.0707355332531146,0.170735533253115,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[5 0 2 2 0 5],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0165036762289895
1209,inner column story 9,column,126,30,27.5,24,7000,9100,0,0,720,4768962.15124423,37800,37800,0,0,0.7,10757609.4194224,10757609.4194224,12800803.2801151,12800803.2801151,0.0713114209033969,0.171311420903397,0.2,37800,flexure,0.7,[0.79 0 0.79 0 0 0.79],[5 0 2 0 0 5],[2.5 0 15 0 0 27.5],2,7,3,0.00934997813568391,20.5,26.5,0.0173488779765658
1210,inner column story 10,column,126,30,27.5,24,7000,9100,0,0,720,4768962.15124423,37800,37800,0,0,0.7,10231712.9646253,10231712.9646253,12186965.0630929,12186965.0630929,0.0724193443412327,0.172419344341233,0.2,37800,flexure,0.7,[0.79 0 0.79 0 0 0.79],[5 0 2 0 0 5],[2.5 0 15 0 0 27.5],2,7,3,0.00934997813568391,20.5,26.5,0.0173488779765658
1211,inner column story 11,column,126,30,27.5,24,7000,9100,0,0,720,4768962.15124423,37800,37800,0,0,0.7,8313530.19182268,8313530.19182268,9911935.39985124,9911935.39985124,0.072123482990282,0.172123482990282,0.2,37800,flexure,0.7,[0.79 0 0.79 0 0 0.79],[4 0 2 0 0 4],[2.5 0 15 0 0 27.5],2,7,3,0.00934997813568391,20.5,26.5,0.0144573983138048
1212,inner column story 12,column,126,30,27.5,24,7000,9100,0,0,720,4768962.15124423,37800,37800,0,0,0.7,7757637.36398408,7757637.36398408,9258468.71128538,9258468.71128538,0.0732730371738318,0.173273037173832,0.2,37800,flexure,0.7,[0.79 0 0.79 0 0 0.79],[4 0 2 0 0 4],[2.5 0 15 0 0 27.5],2,7,3,0.00934997813568391,20.5,26.5,0.0144573983138048
2101,beam story 1,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[6 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0117330823190472
2102,beam story 2,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 8],[2.44 0 0 0 0 33.56],2,20,3.5,0.00409061543436171,20.5,32.5,0.013538171906593
2103,beam story 3,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 33.56],2,20,3,0.00467498906784195,20.5,32.5,0.0153432614941387
2104,beam story 4,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 33.56],2,20,3,0.00467498906784195,20.5,32.5,0.0153432614941387
2105,beam story 5,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 8],[2.44 0 0 0 0 33.56],2,20,3.5,0.00409061543436171,20.5,32.5,0.013538171906593
2106,beam story 6,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,9678774.42808094,12291435.6527754,11711153.1860375,14872429.0327858,0.052875228186153,0.152875228186153,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 8],[2.44 0 0 0 0 33.56],2,20,3.5,0.00409061543436171,20.5,32.5,0.013538171906593
2107,beam story 7,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,9663200.60715952,10970937.4156828,11692309.1264039,13274648.5233427,0.0476354233440371,0.147635423344037,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0126356271128201
2108,beam story 8,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300577,0.0474307274018448,0.147430727401845,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[6 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0117330823190472
2109,beam story 9,beam,210,30,27.5625,24,5000,6500,8,41.5,720,4030508.65276332,24125.1472868217,18900,0.145833333333333,0.145833333333333,0.35,5771285.61496728,8960456.97748177,6983157.88010958,10842001.2326906,0.0481710867565342,0.148171086756534,0.2,34464.496124031,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 27.56],2,20,4,0.00363610260832152,20.5,26.5,0.0132827347008082
2110,beam story 10,beam,210,30,27.5625,24,5000,6500,8,41.5,720,4030508.65276332,24125.1472868217,18900,0.145833333333333,0.145833333333333,0.35,4698988.57939951,7886627.24836962,5685696.62220133,9542685.44154376,0.0397731570382703,0.13977315703827,0.2,34464.496124031,flexure,0.5,[0.6 0 0 0 0 0.6],[4 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,5,0.00297499304317215,20.5,26.5,0.0110689455840068
2111,beam story 11,beam,210,30,27.5625,24,5000,6500,8,41.5,720,4030508.65276332,24125.1472868217,18900,0.145833333333333,0.145833333333333,0.35,4703654.53706642,7886627.24836961,5691342.35197867,9542685.44154375,0.0397731570382703,0.13977315703827,0.2,34464.496124031,flexure,0.5,[0.6 0 0 0 0 0.6],[4 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,5,0.00297499304317215,20.5,26.5,0.0110689455840068
2112,beam story 12,beam,210,30,27.5625,24,5000,6500,8,41.5,720,4030508.65276332,24125.1472868217,18900,0.145833333333333,0.145833333333333,0.35,4689646.95407914,7886627.24836961,5674393.41372733,9542685.44154375,0.0365690795354026,0.130736417198551,0.2,34464.496124031,flexure,0.5,[0.6 0 0 0 0 0.6],[4 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,5.5,0.00272707695624114,20.5,26.5,0.0110689455840068
