inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.025,1101,x,1,column,6197,6198,0,0,0,0,0,0,0,17100,0,4768962.15124423,65318.4,22332875.9652412,22332875.9652412,26506781.3446229,26506781.3446229,0.071521211445682,0.171521211445682,0.2,flexure,22332875.9652412,22332875.9652412,26506781.3446229,26506781.3446229,0.071521211445682,0.171521211445682,0.2,flexure,0,0,144,0
0,2,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6199,6200,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,flexure,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,flexure,29750,11050,204,0
1,3,0,0,0,0.05,1201,x,1,column,6201,6202,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,19738274.7027229,19738274.7027229,23348543.19791,23348543.19791,0.0646517905007687,0.164651790500769,0.2,flexure,19738274.7027229,19738274.7027229,23348543.19791,23348543.19791,0.0646517905007687,0.164651790500769,0.2,flexure,0,0,144,0
1,4,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6203,6204,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,flexure,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,flexure,29750,11050,204,0
1,5,0,0,0,0.05,1201,x,1,column,6205,6206,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,19738274.7027229,19738274.7027229,23348543.19791,23348543.19791,0.0646517905007687,0.164651790500769,0.2,flexure,19738274.7027229,19738274.7027229,23348543.19791,23348543.19791,0.0646517905007687,0.164651790500769,0.2,flexure,0,0,144,0
0,6,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6207,6208,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,flexure,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,flexure,29750,11050,204,0
0,7,0,0,0,0.025,1101,x,1,column,6209,6210,0,0,0,0,0,0,0,17100,0,4768962.15124423,65318.4,22332875.9652412,22332875.9652412,26506781.3446229,26506781.3446229,0.071521211445682,0.171521211445682,0.2,flexure,22332875.9652412,22332875.9652412,26506781.3446229,26506781.3446229,0.071521211445682,0.171521211445682,0.2,flexure,0,0,144,0
0,8,0,0,0,0.025,1102,x,2,column,6211,6212,0,0,0,0,0,0,0,17100,0,4030508.65276332,65318.4,14829237.354931,14829237.354931,17800018.494062,17800018.494062,0.0632342775845587,0.163234277584559,0.2,flexure,14829237.354931,14829237.354931,17800018.494062,17800018.494062,0.0632342775845587,0.163234277584559,0.2,flexure,0,0,120,0
0,9,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2102,x,2,beam,6213,6214,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,flexure,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,flexure,29750,11050,204,0
1,10,0,0,0,0.05,1202,x,2,column,6215,6216,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,19158646.9300328,19158646.9300328,22681419.9212404,22681419.9212404,0.0654877605122083,0.165487760512208,0.2,flexure,19158646.9300328,19158646.9300328,22681419.9212404,22681419.9212404,0.0654877605122083,0.165487760512208,0.2,flexure,0,0,120,0
1,11,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2102,x,2,beam,6217,6218,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,flexure,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,flexure,29750,11050,204,0
1,12,0,0,0,0.05,1202,x,2,column,6219,6220,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,19158646.9300328,19158646.9300328,22681419.9212404,22681419.9212404,0.0654877605122083,0.165487760512208,0.2,flexure,19158646.9300328,19158646.9300328,22681419.9212404,22681419.9212404,0.0654877605122083,0.165487760512208,0.2,flexure,0,0,120,0
0,13,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2102,x,2,beam,6221,6222,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,flexure,9689595.33169385,12291435.6527754,11724246.2961997,14872429.0327858,0.052875228186153,0.152875228186153,0.2,flexure,29750,11050,204,0
0,14,0,0,0,0.025,1102,x,2,column,6223,6224,0,0,0,0,0,0,0,17100,0,4030508.65276332,65318.4,14829237.354931,14829237.354931,17800018.494062,17800018.494062,0.0632342775845587,0.163234277584559,0.2,flexure,14829237.354931,14829237.354931,17800018.494062,17800018.494062,0.0632342775845587,0.163234277584559,0.2,flexure,0,0,120,0
0,15,0,0,0,0.025,1103,x,3,column,6225,6226,0,0,0,0,0,0,0,17100,0,4030508.65276332,65318.4,14454053.349281,14454053.349281,17362576.1455556,17362576.1455556,0.0639779000478948,0.163977900047895,0.2,flexure,14454053.349281,14454053.349281,17362576.1455556,17362576.1455556,0.0639779000478948,0.163977900047895,0.2,flexure,0,0,120,0
0,16,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2103,x,3,beam,6227,6228,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,flexure,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,flexure,29750,11050,204,0
1,17,0,0,0,0.05,1203,x,3,column,6229,6230,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,18561778.6242508,18561778.6242508,21992763.2665636,21992763.2665636,0.0663345399050219,0.166334539905022,0.2,flexure,18561778.6242508,18561778.6242508,21992763.2665636,21992763.2665636,0.0663345399050219,0.166334539905022,0.2,flexure,0,0,120,0
1,18,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2103,x,3,beam,6231,6232,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,flexure,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,flexure,29750,11050,204,0
1,19,0,0,0,0.05,1203,x,3,column,6233,6234,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,18561778.6242508,18561778.6242508,21992763.2665636,21992763.2665636,0.0663345399050219,0.166334539905022,0.2,flexure,18561778.6242508,18561778.6242508,21992763.2665636,21992763.2665636,0.0663345399050219,0.166334539905022,0.2,flexure,0,0,120,0
0,20,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2103,x,3,beam,6235,6236,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,flexure,10991092.559272,13603300.0157411,13299035.9058376,16459762.700716,0.0593511417064647,0.159351141706465,0.2,flexure,29750,11050,204,0
0,21,0,0,0,0.025,1103,x,3,column,6237,6238,0,0,0,0,0,0,0,17100,0,4030508.65276332,65318.4,14454053.349281,14454053.349281,17362576.1455556,17362576.1455556,0.0639779000478948,0.163977900047895,0.2,flexure,14454053.349281,14454053.349281,17362576.1455556,17362576.1455556,0.0639779000478948,0.163977900047895,0.2,flexure,0,0,120,0
