sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5
0.103,43,1,1,0.146391352954546,0.200630124352347,0.154492569948187,0.165361860103622,0.293056813471512
0.103,43,1,2,0.0892537924393071,0.153332891191712,0.180156575129534,0.207857595854922,0.29440478238342
0.103,43,1,3,0.0589515436175698,0.258803906735751,0.257808051813471,0.244050502590674,0.269265860103623
0.103,43,1,4,0.0504323272121868,0.209054316062176,0.236521414507772,0.207575968911917,0.277066398963731
0.103,43,1,5,0.0775031064752462,0.351077373056995,0.335901865284974,0.263825787564767,0.29436329015544
0.103,43,1,6,0.0815380120125697,0.44561708031088,0.418579481865285,0.377637010362693,0.342048212435233
0.103,43,1,7,0.100756948145529,0.580819766839378,0.556243341968913,0.453962823834197,0.688257124352332
0.103,43,1,8,0.108624691675883,0.467733217616577,0.430640601036266,0.368432492227979,0.345922906735751
0.103,43,1,9,0.143232232493694,0.408568139896373,0.349224243523315,0.360458875647668,0.526039139896373
0.103,43,1,10,0.0956085668727945,0.370897901554403,0.343915694300518,0.272968958549222,0.336658119170985
0.103,43,1,11,0.108450199738653,0.447331735751295,0.37134970984456,0.368851077720207,0.421046321243523
0.103,43,1,12,0.122202333219539,0.495390865284966,0.481310113989624,0.413883813471491,0.51729495854922
0.103,43,1,13,0.0801188848571051,0.264295999999999,0.272577383419689,0.225883466321244,0.29841989119171
0.103,43,1,14,0.162936305633145,0.212038103626943,0.23824081865285,0.171167492227979,0.332484735751296
0.103,43,1,15,0.127874634283694,0.517870113989637,0.467822725388601,0.400730756476684,0.442768968911917
0.103,43,1,16,0.0990163370950822,0.372107958549223,0.360467227979275,0.31037589119171,0.340099870466316
0.103,43,1,17,0.0788684661826072,0.332304414507772,0.332477471502591,0.292282554404143,0.380731373056995
0.103,43,1,18,0.173728084924687,0.550440056994814,0.525191093264244,0.290604305699478,0.385473818652847
0.103,43,1,19,0.0544077731632262,0.135030673575147,0.162861212435233,0.158957341968912,0.270299632124355
0.103,43,1,20,0.0385326424470618,0.20917225388601,0.211127787564767,0.214956860103627,0.252184222797937
0.103,43,1,21,0.0326616770218921,0.268440554404145,0.311831875647668,0.363746901554404,0.408213481865285
0.103,43,1,22,0.0441411014310442,0.366146585492228,0.344784305699482,0.312830015544041,0.340205637305699
0.103,43,1,23,0.14119766323594,0.437213145077746,0.408895968911948,0.26121577202074,0.254678336787568
0.103,43,1,24,0.088358436206321,0.457515507772037,0.434847839378255,0.405020637305715,0.344380507772021
0.103,43,1,25,0.0738115437656989,0.420391279792746,0.423389725388601,0.396583507772021,0.442611191709845
0.103,43,1,26,0.120427230322732,0.335332217616578,0.295973388601036,0.361489150259067,0.446957067357511
0.103,43,1,27,0.138418728235584,0.499477455958549,0.433794295336788,0.438529010362694,0.496981860103627
0.103,43,1,28,0.0827595301360233,0.455022766839378,0.424802984455959,0.384218787564767,0.376225751295339
0.103,43,1,29,0.0939537523328506,0.355553967357513,0.305912388601037,0.252302492227979,0.267771691709845
0.103,43,1,30,0.086431345952642,0.417174911917098,0.343856896373057,0.323542621761658,0.334233761658031
0.103,43,1,31,0.0884696285903338,0.463124264248705,0.44983703626943,0.430067968911917,0.415828461139896
0.103,43,1,32,0.0623586343292578,0.501621103626943,0.473402113989637,0.456393305699482,0.463089937823834
0.103,43,1,33,0.094645025998989,0.255417373056996,0.210779860103629,0.242412549222798,0.294641642487047
0.103,43,1,34,0.0991908674626174,0.395719803108811,0.368092445595856,0.287557352331606,0.400769756476684
0.103,43,1,35,0.053860813517605,0.28249192746114,0.286556772020725,0.271761953367876,0.319409139896373
0.103,43,1,36,0.0728269870641914,0.426915911917098,0.424460523316062,0.468271455958549,0.500905523316062
0.103,43,1,37,0.142170128804417,0.385392466321245,0.416312984455959,0.250225849740933,0.561315595854925
0.103,43,1,38,0.158570533316932,0.354031803108817,0.298619518134729,0.198194958549229,0.417133590673575
0.103,43,1,39,0.0940367664429979,0.530205391191711,0.494042575129536,0.400759414507774,0.41081229015544
0.103,43,1,40,0.12755462983989,0.518943626943007,0.438142062176166,0.344364922279794,0.354081269430052
0.103,43,1,41,0.0460519476256018,0.283299642487048,0.26132834715026,0.244503396373057,0.228563101036269
0.103,43,1,42,0.0626586860414288,0.253253041450776,0.246921694300517,0.189860665803108,0.244493253886011
0.103,43,1,43,0.0706701711100965,0.226050025906738,0.217506088082904,0.191179362694305,0.181306269430052
0.103,43,1,44,0.0644420047789875,0.265102202072539,0.26479953367876,0.234064113989639,0.243073580310882
0.103,43,2,1,0.146391352954546,0.200630124352347,0.154492569948187,0.165361860103622,0.293056813471512
0.103,43,2,2,0.0892537924393071,0.153332891191712,0.180156575129534,0.207857595854922,0.29440478238342
0.103,43,2,3,0.0589515436175698,0.258803906735751,0.257808051813471,0.244050502590674,0.269265860103623
0.103,43,2,4,0.0504323272121868,0.209054316062176,0.236521414507772,0.207575968911917,0.277066398963731
0.103,43,2,5,0.0775031064752462,0.351077373056995,0.335901865284974,0.263825787564767,0.29436329015544
0.103,43,2,6,0.0815380120125697,0.44561708031088,0.418579481865285,0.377637010362693,0.342048212435233
0.103,43,2,7,0.100756948145529,0.580819766839378,0.556243341968913,0.453962823834197,0.688257124352332
0.103,43,2,8,0.108624691675883,0.467733217616577,0.430640601036266,0.368432492227979,0.345922906735751
0.103,43,2,9,0.143232232493694,0.408568139896373,0.349224243523315,0.360458875647668,0.526039139896373
0.103,43,2,10,0.0956085668727945,0.370897901554403,0.343915694300518,0.272968958549222,0.336658119170985
0.103,43,2,11,0.108450199738653,0.447331735751295,0.37134970984456,0.368851077720207,0.421046321243523
0.103,43,2,12,0.122202333219539,0.495390865284966,0.481310113989624,0.413883813471491,0.51729495854922
0.103,43,2,13,0.0801188848571051,0.264295999999999,0.272577383419689,0.225883466321244,0.29841989119171
0.103,43,2,14,0.162936305633145,0.212038103626943,0.23824081865285,0.171167492227979,0.332484735751296
0.103,43,2,15,0.127874634283694,0.517870113989637,0.467822725388601,0.400730756476684,0.442768968911917
0.103,43,2,16,0.0990163370950822,0.372107958549223,0.360467227979275,0.31037589119171,0.340099870466316
0.103,43,2,17,0.0788684661826072,0.332304414507772,0.332477471502591,0.292282554404143,0.380731373056995
0.103,43,2,18,0.173728084924687,0.550440056994814,0.525191093264244,0.290604305699478,0.385473818652847
0.103,43,2,19,0.0544077731632262,0.135030673575147,0.162861212435233,0.158957341968912,0.270299632124355
0.103,43,2,20,0.0385326424470618,0.20917225388601,0.211127787564767,0.214956860103627,0.252184222797937
0.103,43,2,21,0.0326616770218921,0.268440554404145,0.311831875647668,0.363746901554404,0.408213481865285
0.103,43,2,22,0.0441411014310442,0.366146585492228,0.344784305699482,0.312830015544041,0.340205637305699
0.103,43,2,23,0.14119766323594,0.437213145077746,0.408895968911948,0.26121577202074,0.254678336787568
0.103,43,2,24,0.088358436206321,0.457515507772037,0.434847839378255,0.405020637305715,0.344380507772021
0.103,43,2,25,0.0738115437656989,0.420391279792746,0.423389725388601,0.396583507772021,0.442611191709845
0.103,43,2,26,0.120427230322732,0.335332217616578,0.295973388601036,0.361489150259067,0.446957067357511
0.103,43,2,27,0.138418728235584,0.499477455958549,0.433794295336788,0.438529010362694,0.496981860103627
0.103,43,2,28,0.0827595301360233,0.455022766839378,0.424802984455959,0.384218787564767,0.376225751295339
0.103,43,2,29,0.0939537523328506,0.355553967357513,0.305912388601037,0.252302492227979,0.267771691709845
0.103,43,2,30,0.086431345952642,0.417174911917098,0.343856896373057,0.323542621761658,0.334233761658031
0.103,43,2,31,0.0884696285903338,0.463124264248705,0.44983703626943,0.430067968911917,0.415828461139896
0.103,43,2,32,0.0623586343292578,0.501621103626943,0.473402113989637,0.456393305699482,0.463089937823834
0.103,43,2,33,0.094645025998989,0.255417373056996,0.210779860103629,0.242412549222798,0.294641642487047
0.103,43,2,34,0.0991908674626174,0.395719803108811,0.368092445595856,0.287557352331606,0.400769756476684
0.103,43,2,35,0.053860813517605,0.28249192746114,0.286556772020725,0.271761953367876,0.319409139896373
0.103,43,2,36,0.0728269870641914,0.426915911917098,0.424460523316062,0.468271455958549,0.500905523316062
0.103,43,2,37,0.142170128804417,0.385392466321245,0.416312984455959,0.250225849740933,0.561315595854925
0.103,43,2,38,0.158570533316932,0.354031803108817,0.298619518134729,0.198194958549229,0.417133590673575
0.103,43,2,39,0.0940367664429979,0.530205391191711,0.494042575129536,0.400759414507774,0.41081229015544
0.103,43,2,40,0.12755462983989,0.518943626943007,0.438142062176166,0.344364922279794,0.354081269430052
0.103,43,2,41,0.0460519476256018,0.283299642487048,0.26132834715026,0.244503396373057,0.228563101036269
0.103,43,2,42,0.0626586860414288,0.253253041450776,0.246921694300517,0.189860665803108,0.244493253886011
0.103,43,2,43,0.0706701711100965,0.226050025906738,0.217506088082904,0.191179362694305,0.181306269430052
0.103,43,2,44,0.0644420047789875,0.265102202072539,0.26479953367876,0.234064113989639,0.243073580310882
0.15,72,1,1,0.212931644443073,0.219284450777212,0.201158051813471,0.239756414507772,0.353881165803117
0.15,72,1,2,0.129822946597012,0.158931430051814,0.17596818134715,0.216443176165803,0.293948756476684
0.15,72,1,3,0.0857472034488555,0.271701316062176,0.270253647668394,0.249758326424866,0.317426481865279
0.15,72,1,4,0.073355687679971,0.235361051813472,0.287672621761658,0.233430621761656,0.358292564766839
0.15,72,1,5,0.112731138678285,0.381499393782378,0.359453937823834,0.24784210880829,0.353755777202073
