rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
43,1,1,0.0012802,0.00200886,0.00212356,0.00202974,0.00187338,0.00173208,0.00154365,0.00139789,0.0012819,0.00169357,0.00206297,0.00225274,0.00239593,0.0024911,0.0026998,0.00284988,0.00279214,0.00250932,0.00208014,0.00161595
43,1,2,0.000943414,0.00147449,0.00154553,0.00144733,0.00131684,0.00126485,0.00111384,0.00117133,0.00141183,0.00160539,0.00197206,0.00223234,0.00232338,0.002312,0.00229656,0.00244931,0.00251741,0.00235304,0.0019865,0.00153681
43,1,3,0.000932758,0.00143014,0.00144648,0.00126702,0.00106486,0.00134823,0.0018453,0.00217912,0.00230521,0.00223289,0.00205454,0.00181313,0.00168747,0.00195342,0.00223349,0.00243864,0.00260159,0.00246643,0.00208466,0.00159622
43,1,4,0.00100992,0.00156614,0.00161588,0.00149522,0.00139534,0.00142963,0.00138984,0.00122825,0.00130278,0.00160206,0.00196627,0.0023043,0.00246939,0.00249244,0.00240105,0.00229497,0.00242708,0.00234484,0.00205379,0.00164577
43,1,5,0.00118346,0.00181898,0.00183694,0.0017055,0.00156478,0.00143573,0.00169749,0.00204174,0.00231596,0.00250811,0.00268223,0.00271356,0.00262085,0.00246675,0.00252993,0.00281238,0.00294537,0.0028376,0.00248762,0.00198486
43,1,6,0.00103714,0.00160076,0.00167989,0.00169287,0.00164689,0.00165551,0.00153725,0.00135215,0.00128538,0.00145302,0.00179618,0.0021549,0.00228189,0.00273373,0.00301091,0.00317643,0.00308864,0.0027531,0.00226589,0.00175166
43,1,7,0.000845403,0.00128525,0.00131649,0.00121826,0.00109649,0.00113105,0.00120994,0.00122251,0.00117978,0.00118502,0.00126413,0.00152578,0.00166657,0.0017988,0.00195064,0.00205362,0.00198958,0.00177459,0.00147163,0.00113869
43,1,8,0.00119126,0.00186197,0.00199323,0.00192901,0.00175044,0.00178687,0.00175216,0.00174074,0.00226142,0.00270146,0.00305348,0.00312547,0.00302884,0.00290187,0.00301811,0.0032925,0.00330602,0.00302414,0.00253644,0.00198635
43,1,9,0.0016615,0.00275086,0.00315755,0.00340368,0.00362408,0.00410997,0.00447044,0.00466355,0.00478346,0.00487752,0.00508659,0.00518298,0.00511259,0.00495456,0.00474632,0.00456512,0.00424799,0.00379601,0.00328069,0.00278952
43,1,10,0.00149902,0.00242854,0.00269503,0.00276604,0.00279174,0.00302169,0.003145,0.00341214,0.00372679,0.00394395,0.0041987,0.00436555,0.00455065,0.00467086,0.00468692,0.00467469,0.00444328,0.0039843,0.00339383,0.00279223
43,1,11,0.00120367,0.0019648,0.0022104,0.00232164,0.00240046,0.00263099,0.00276042,0.0028455,0.00290741,0.00290681,0.0029261,0.00283189,0.00265517,0.00258203,0.00252513,0.00250572,0.00239879,0.0021826,0.00189744,0.00160351
43,1,12,0.000983301,0.00155154,0.00164301,0.00155061,0.00136474,0.00142994,0.00168125,0.00181947,0.00186816,0.00187133,0.00185259,0.00190348,0.00190769,0.00184519,0.00189663,0.00201305,0.00204761,0.00194344,0.00169489,0.00136761
43,1,13,0.000806825,0.00123752,0.00124699,0.00122997,0.00121021,0.00127538,0.00145189,0.00168702,0.00179377,0.001752,0.00168704,0.00165771,0.00147559,0.00189635,0.00226518,0.00254602,0.00260064,0.00240982,0.00203768,0.00158431
43,1,14,0.00067955,0.0010066,0.00103639,0.00107181,0.00114346,0.00129363,0.00139851,0.00153697,0.00173073,0.00183431,0.00181099,0.00158102,0.00157766,0.0017104,0.00168107,0.00153298,0.00139318,0.00148893,0.00141534,0.0011701
43,1,15,0.000869347,0.00142934,0.00160933,0.00165679,0.00164635,0.00170577,0.001653,0.00170319,0.00182814,0.00193361,0.00218052,0.00241213,0.00250524,0.00248096,0.00243451,0.00240404,0.00223878,0.0020557,0.00178198,0.00146832
43,1,16,0.000694117,0.00108016,0.00117615,0.00117185,0.00112677,0.00112374,0.0010525,0.00102779,0.00112427,0.00115431,0.00125649,0.00138602,0.00150292,0.00159124,0.00164047,0.00167372,0.0016124,0.00145113,0.00122597,0.000986357
43,1,17,0.00153124,0.00247114,0.00273792,0.00280644,0.00281108,0.00297492,0.00302879,0.00303828,0.00308462,0.00314561,0.00329908,0.00340739,0.00348539,0.00351187,0.00346645,0.00340909,0.00320825,0.00286538,0.0024463,0.00203187
43,1,18,0.00101361,0.00159754,0.00170202,0.00164329,0.0015236,0.00149367,0.00136544,0.00131108,0.00128395,0.0014443,0.00167069,0.00196635,0.00213673,0.00217946,0.00221831,0.00228458,0.00222996,0.00203156,0.00173207,0.00140241
43,1,19,0.000715024,0.00115286,0.00128594,0.00134156,0.00134174,0.00138006,0.00134624,0.0013863,0.00137774,0.00131718,0.00128896,0.00124285,0.00122326,0.00115827,0.00119463,0.00123304,0.00120891,0.00108684,0.000898951,0.000729107
43,1,20,0.000737139,0.00121115,0.00137008,0.00143503,0.00147231,0.00160082,0.0016507,0.00161619,0.00157444,0.0015229,0.00155118,0.00155718,0.00157908,0.00155885,0.0014688,0.00133912,0.00125918,0.00119324,0.00105856,0.000892287
43,1,21,0.000797489,0.00131372,0.00148898,0.00155162,0.00156985,0.00168051,0.00175335,0.00179401,0.00177259,0.00172295,0.00172824,0.00181496,0.00185447,0.00184876,0.00183933,0.00182198,0.00171803,0.00159055,0.0014021,0.00113021
43,1,22,0.00071486,0.00115023,0.00126082,0.00126623,0.00123836,0.00135625,0.00157662,0.00173212,0.00183718,0.0019062,0.00201965,0.00209195,0.00211047,0.00213027,0.00212556,0.00211098,0.00199552,0.00178413,0.00152449,0.00126613
43,1,23,0.000617673,0.00098397,0.00107438,0.00107023,0.00102266,0.00100321,0.00100929,0.000999447,0.00115563,0.00132582,0.00150683,0.00161007,0.00161164,0.00154731,0.00148449,0.00155608,0.00152873,0.0013735,0.00116429,0.000952549
43,1,24,0.000779093,0.00123807,0.00130932,0.00122855,0.00109566,0.00103205,0.000970165,0.00118856,0.00127325,0.00138183,0.00157898,0.00167088,0.00157836,0.00131844,0.00146286,0.00171589,0.00184404,0.00194978,0.00180433,0.00142023
43,1,25,0.00129288,0.00189062,0.0017739,0.00141277,0.00106364,0.0011348,0.00127293,0.00159765,0.00188985,0.00202405,0.0020803,0.00218725,0.00229703,0.00214956,0.00204883,0.0025076,0.0027881,0.0027654,0.00243992,0.00191462
43,1,26,0.000629928,0.000964116,0.000973212,0.000860388,0.000780855,0.000796533,0.00103033,0.00113518,0.00119789,0.00135216,0.00147053,0.00144569,0.00133414,0.00143644,0.00160865,0.00177818,0.00183069,0.00172123,0.00147813,0.00117024
43,1,27,0.000937038,0.00144886,0.00149205,0.00137486,0.00124965,0.00135642,0.00149958,0.001582,0.00162195,0.00161425,0.00159241,0.0014677,0.0012771,0.00137195,0.0014667,0.0016614,0.00172844,0.00162712,0.00138977,0.00108647
43,1,28,0.000884394,0.00141049,0.00155627,0.00156106,0.00152994,0.00160823,0.00158856,0.00163251,0.0017974,0.00199378,0.00221939,0.00234587,0.00233927,0.00250901,0.002634,0.0027095,0.0026353,0.00243501,0.00212921,0.00173497
43,1,29,0.000577505,0.00092421,0.0010152,0.00105339,0.00108444,0.00115644,0.00126931,0.00140397,0.00145145,0.00145407,0.00152815,0.00153118,0.00148868,0.00142223,0.00140982,0.0013678,0.00131536,0.0012079,0.00114086,0.00100873
43,1,30,0.00114906,0.0018364,0.00202496,0.00211532,0.00217637,0.00236634,0.00241461,0.00233592,0.00237169,0.00249924,0.00270227,0.00284434,0.00285584,0.00278441,0.00271686,0.00264204,0.00247834,0.00221398,0.00190433,0.00160596
43,1,31,0.000887092,0.00139717,0.0014925,0.00145291,0.00134494,0.00124332,0.00132059,0.00136547,0.001462,0.00156506,0.00164751,0.00163338,0.00153932,0.00155361,0.00157574,0.00157873,0.00165991,0.00154806,0.00130516,0.00103233
43,1,32,0.000745742,0.00119488,0.00132216,0.00133278,0.00129843,0.0014067,0.0015309,0.00167425,0.00178924,0.00188351,0.00198232,0.00198624,0.00197521,0.0020449,0.00204528,0.00205475,0.00199114,0.00181662,0.00158653,0.00132596
43,1,33,0.00135372,0.0020933,0.00218594,0.00208268,0.00200146,0.00215107,0.00231368,0.00233501,0.0024307,0.00254406,0.00274131,0.00285746,0.00313803,0.00321828,0.00311162,0.00292921,0.00268833,0.00241091,0.00206338,0.00167375
43,1,34,0.00146799,0.00240564,0.00270785,0.00281292,0.00285462,0.00307168,0.00318137,0.00319186,0.00312526,0.00304362,0.00304032,0.0029744,0.00281021,0.00266067,0.00254166,0.00238567,0.00216965,0.00203126,0.00181373,0.00154795
