sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
0.071,43,1,1,0.00130507222222222,0.00173574358974359,0.00194902564102564,0.00196884615384615,0.00227857692307692,0.00251942307692308,0.00253185897435897,0.00216288461538462
0.071,43,1,2,0.00131007777777778,0.00184584615384615,0.00186502564102564,0.00171069230769231,0.00157121794871795,0.0015801282051282,0.00161346153846154,0.00126551282051282
0.071,43,1,3,0.00133427777777778,0.00184898076923077,0.00183750641025641,0.00175864102564103,0.00182211538461539,0.00177320512820513,0.00175173076923077,0.00128275641025641
0.071,43,1,4,0.00123421111111111,0.00175332692307692,0.00180301282051282,0.00182177564102564,0.00199576923076923,0.0020025641025641,0.00191955128205128,0.00140403846153846
0.071,43,1,5,0.00179436666666667,0.00236064102564103,0.00222985256410256,0.0020085,0.00212521153846154,0.00224422435897436,0.00273392948717949,0.00250308333333333
0.071,43,1,6,0.00160483333333333,0.00215448717948718,0.00200755128205128,0.00182191666666667,0.00210164102564103,0.00237397435897436,0.00269333333333333,0.00218461538461539
0.071,43,1,7,0.00142367777777778,0.00199230769230769,0.00204521794871795,0.00210044230769231,0.00231897435897436,0.00232237179487179,0.00227358974358974,0.00166596153846154
0.071,43,1,8,0.00161606111111111,0.0021741858974359,0.00205458974358974,0.00187778205128205,0.00196683974358974,0.00210833333333333,0.0023250641025641,0.00183217948717949
0.071,43,1,9,0.00179982222222222,0.00229011538461538,0.00178403205128205,0.00169653846153846,0.00302210705128205,0.00392889102564103,0.0046673891025641,0.00396435897435897
0.071,43,1,10,0.00125115,0.00172215384615385,0.00170607051282051,0.00157662820512821,0.00163441025641026,0.00172269230769231,0.00178692307692308,0.00142519230769231
0.071,43,1,11,0.00157261111111111,0.00201284615384615,0.00197160897435897,0.00193230128205128,0.00195814102564103,0.00201217948717949,0.00209621794871795,0.0017776282051282
0.071,43,1,12,0.00141241111111111,0.00184999358974359,0.00183079487179487,0.00164789743589744,0.00178402564102564,0.0020686858974359,0.00232288461538461,0.0019448717948718
0.071,43,1,13,0.00103854444444444,0.00150907051282051,0.00159357692307692,0.00162539102564103,0.00178805128205128,0.00181833333333333,0.00178115384615385,0.00135858974358974
0.071,43,1,14,0.00119765555555556,0.00166755769230769,0.001659,0.00164979487179487,0.00185932692307692,0.00202512820512821,0.00222519230769231,0.00181384615384615
0.071,43,1,15,0.00169316111111111,0.00226829487179487,0.00206785897435897,0.00180945512820513,0.00207671153846154,0.00248230769230769,0.00296602564102564,0.00239775641025641
0.071,43,1,16,0.00169818333333333,0.0022348782051282,0.00202514743589744,0.0017963717948718,0.00229159615384615,0.00274929487179487,0.00311032051282051,0.00249679487179487
0.071,43,1,17,0.00138892777777778,0.00193632692307692,0.00195800641025641,0.00193925,0.00206820512820513,0.00197012820512821,0.00176903846153846,0.00128352564102564
0.071,43,1,18,0.00174579444444444,0.0024281282051282,0.00220473717948718,0.00165371794871795,0.00215222435897436,0.0025351858974359,0.00298787179487179,0.00264885897435898
0.071,43,1,19,0.00143775555555556,0.00190508974358974,0.00191592307692308,0.00198182051282051,0.00218365384615385,0.00216698717948718,0.00204570512820513,0.0014825
