sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
0.054,43,1,1,0.00213472222222222,0.00249778205128205,0.00229337820512821,0.00224116025641026,0.00244089743589744,0.00236916666666667,0.00200428205128205,0.00156185897435898
0.054,43,1,2,0.00180374444444444,0.00235426923076923,0.00239182692307692,0.00231083333333333,0.00233551282051282,0.00218557692307692,0.00165974358974359,0.00113923076923077
0.054,43,1,3,0.00151444444444444,0.00205257692307692,0.00202611538461538,0.00198324358974359,0.00211961538461538,0.00197307692307692,0.00146980769230769,0.000955833333333334
0.054,43,1,4,0.00163314444444444,0.00214560897435897,0.002094,0.00209714102564103,0.00234032051282051,0.0022700641025641,0.00174365384615385,0.00118153846153846
0.054,43,1,5,0.00171162222222222,0.00228509615384615,0.00217340384615385,0.00221309615384615,0.0025250641025641,0.00254141025641026,0.00210467948717949,0.0016968141025641
0.054,43,1,6,0.00213225,0.0027295641025641,0.00243719230769231,0.00218728846153846,0.00276526282051282,0.00399288461538462,0.0039973717948718,0.00276192307692308
0.054,43,1,7,0.00199433333333333,0.0026548782051282,0.00240697435897436,0.00206855128205128,0.00243301282051282,0.00246044871794872,0.00207012820512821,0.00149025641025641
0.054,43,1,8,0.00193982222222222,0.00231894230769231,0.00188841666666667,0.00245173717948718,0.00333336538461539,0.00374666666666667,0.00293929487179487,0.00178032051282051
0.054,43,1,9,0.00206628333333333,0.00249785897435897,0.00207208974358974,0.00222275641025641,0.00371391025641026,0.00441641025641026,0.00356115384615385,0.00245852564102564
0.054,43,1,10,0.00191088888888889,0.00247957051282051,0.00225569230769231,0.00203537179487179,0.00213910256410256,0.00207224358974359,0.00178839743589744,0.00126403846153846
0.054,43,1,11,0.00152915,0.00191848717948718,0.00198415384615385,0.00208507692307692,0.00260766025641026,0.00255903846153846,0.00194634615384615,0.00153884615384615
0.054,43,1,12,0.00165215555555556,0.00226041025641026,0.00238576282051282,0.00229746794871795,0.00233525641025641,0.00202666666666667,0.00164429487179487,0.00115724358974359
0.054,43,1,13,0.00215809444444444,0.00261121794871795,0.0025058141025641,0.00243538461538462,0.00281196153846154,0.0029925,0.0025749358974359,0.00181410256410256
0.054,43,1,14,0.00182358333333333,0.00234210256410256,0.00213071153846154,0.00189867948717949,0.00184019230769231,0.0017274358974359,0.00137865384615385,0.000904102564102564
0.054,43,1,15,0.00205306666666667,0.00274472435897436,0.00242278846153846,0.00198776923076923,0.00243791025641026,0.00314398717948718,0.00308608974358974,0.00222064102564103
0.054,43,1,16,0.00157295555555556,0.00214483974358974,0.0021821282051282,0.00205205769230769,0.00273871153846154,0.00298012820512821,0.00244269230769231,0.00161833333333333
0.054,43,1,17,0.00186661111111111,0.00235357051282051,0.00211142948717949,0.00210732692307692,0.00247724358974359,0.00274314743589744,0.00261878205128205,0.00192801282051282
0.054,43,1,18,0.00262351111111111,0.00291099358974359,0.00230328846153846,0.00274023717948718,0.00408282692307692,0.00412089743589744,0.00388425641025641,0.0027249358974359
0.054,43,1,19,0.00162221666666667,0.002115,0.00200445512820513,0.00183403846153846,0.00204525,0.00204711538461538,0.00169378205128205,0.00114826923076923
