sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9
0.054,43,1,1,0.231486364530266,0.222916580310881,0.188826103626933,0.147390860103627,0.207410787564767,0.177100461139896,0.13878057512954,0.145557316062176,0.304129207253886
0.054,43,1,2,0.0775513823110889,0.191602953367876,0.156910336787565,0.150856310880829,0.17618825388601,0.19451132642487,0.185950787564767,0.183981735751295,0.210685015544041
0.054,43,1,3,0.0377700230848612,0.235998896373057,0.220424077720207,0.208535476683938,0.19883418134715,0.188521227979275,0.182904647668394,0.185523300518135,0.190978222797927
0.054,43,1,4,0.0490211371017676,0.144914082901554,0.139793658031085,0.13220459067357,0.118165886010356,0.148420761658031,0.165988896373054,0.159504440414505,0.158118953367876
0.054,43,1,5,0.127632506809262,0.328397269430052,0.352101932642487,0.286724243523316,0.227107373056994,0.265644046632121,0.263634088082902,0.241986476683938,0.312713673575137
0.054,43,1,6,0.112108161762903,0.411297694300518,0.385356611398956,0.368038694300512,0.353348730569948,0.326678523316062,0.32445631088083,0.329329766839378,0.417065222797927
0.054,43,1,7,0.0803329523252905,0.540893393782383,0.492403440414507,0.462688103626942,0.433875860103626,0.471345549222796,0.50141912435233,0.495728880829015,0.551496134715025
0.054,43,1,8,0.148799017873322,0.433899927461134,0.39993589119171,0.386478295336788,0.36773767357513,0.382824461139896,0.35834285492228,0.361278165803105,0.431825575129529
0.054,43,1,9,0.219888804329422,0.382830875647667,0.328456417098446,0.25895767357513,0.382832251295339,0.415620512953368,0.454942274611399,0.480011575129534,0.328505940414508
0.054,43,1,10,0.058798500821184,0.328614010362693,0.291456264248703,0.237465331606217,0.226150559585492,0.260732269430051,0.317869492227979,0.351702896373057,0.341371756476683
0.054,43,1,11,0.166865736684322,0.507834067357513,0.438218860103611,0.339391321243523,0.38231774611399,0.432241139896373,0.390049611398964,0.374905388601018,0.41282768393782
0.054,43,1,12,0.0563033119544144,0.455172730569943,0.432454699481861,0.424864121761654,0.426927590673571,0.431252393782381,0.431725036269428,0.432850730569948,0.457313404145078
0.054,43,1,13,0.0951048024016353,0.280849616580307,0.255632129533679,0.212265642487047,0.212082968911917,0.179903544041448,0.184422336787565,0.251528917098446,0.287163176165804
0.054,43,1,14,0.0474383470488375,0.189942067357513,0.174418554404145,0.156354160621762,0.139441207253886,0.146532388601037,0.165681388601036,0.17622825388601,0.173018409326425
0.054,43,1,15,0.178107537934634,0.527830238341969,0.492990160621762,0.447311585492228,0.415758476683938,0.406458994818653,0.385430497409326,0.413588461139896,0.531106160621761
0.054,43,1,16,0.0995390190879124,0.34668774611399,0.316805352331617,0.305559269430052,0.30922818134715,0.27968407253886,0.293472632124362,0.333825347150259,0.400343041450777
0.054,43,1,17,0.0938679030598897,0.349077989637305,0.372775139896372,0.349803378238341,0.279269284974093,0.223557414507771,0.209288502590673,0.24080039896373,0.329496466321238
0.054,43,1,18,0.200227730533352,0.438941352331601,0.406739694300511,0.327601974093258,0.295348259067352,0.29416706735751,0.277091766839378,0.362170321243523,0.504618502590672
0.054,43,1,19,0.075692759860102,0.139518160621782,0.134788113989639,0.14327374611399,0.15074217357513,0.135322787564767,0.0969087668393782,0.113298036269437,0.154938362694301
0.054,43,1,20,0.0489308274656766,0.18225318134715,0.165698005181347,0.155558616580311,0.167514528497417,0.166728207253895,0.15913395854923,0.150347378238348,0.142818461139896
0.054,43,1,21,0.0430256259457292,0.266556658031088,0.250704191709845,0.246283984455959,0.230146616580311,0.234655124352332,0.273163388601036,0.298588316062176,0.309017430051813
0.054,43,1,22,0.0542608421457372,0.330841715025907,0.293008435233161,0.281175222797927,0.275198082901554,0.280498341968912,0.297645471502591,0.340941274611399,0.380786067357513
0.054,43,1,23,0.222438961764689,0.429086202072582,0.376535735751352,0.309861062176186,0.338064948186537,0.255733860103642,0.239258000000019,0.294999709844587,0.482784730569922
0.054,43,1,24,0.163457044148394,0.471785585492252,0.441979963730597,0.405464678756505,0.341139031088117,0.286080248704663,0.296186984455959,0.291450974093264,0.285623585492242
0.054,43,1,25,0.091072619257232,0.427954398963728,0.417464502590671,0.39574974093264,0.363489632124351,0.389897901554404,0.402598326424869,0.444639025906734,0.479828119170983
0.054,43,1,26,0.18189833937,0.333359953367873,0.264888777202073,0.274682507772021,0.255727673575128,0.276701150259067,0.33075930569948,0.317767621761656,0.37275632642487
0.054,43,1,27,0.181683868809482,0.459929984455959,0.334366575129534,0.277135227979275,0.289106212435233,0.352742373056995,0.36529703626943,0.402465538860104,0.427572274611399
0.054,43,1,28,0.216047310382194,0.496016906735746,0.474109652849736,0.482564404145078,0.482983834196891,0.379536077720203,0.232030751295331,0.359217435233161,0.627238528497407
0.054,43,1,29,0.070151645254661,0.366001300518135,0.347380082901554,0.344827010362694,0.313361751295337,0.266329616580311,0.27115267357513,0.280148901554404,0.308268849740933
0.054,43,1,30,0.118407210035086,0.412471398186529,0.360037860103627,0.319082984455959,0.294687336787565,0.279005751295337,0.284133129533679,0.326584424870466,0.366975616580311
0.054,43,1,31,0.136450726749069,0.434532295336788,0.384583948186527,0.347122259067353,0.271462056994819,0.286545233160622,0.288798497409326,0.353040404145078,0.397886777202073
