rp,direction,ground_motion,story_1,story_2,story_3,story_4
43,1,1,0.00377139,0.00599512,0.00579359,0.00439043
43,1,2,0.00293588,0.00471536,0.00457304,0.00342288
43,1,3,0.00147731,0.00218012,0.00189815,0.00158186
43,1,4,0.00194111,0.00281527,0.00256763,0.00217903
43,1,5,0.0019924,0.00327393,0.003324,0.00259423
43,1,6,0.00294884,0.00473043,0.00455147,0.00334012
43,1,7,0.00134929,0.00211772,0.00205008,0.00158099
43,1,8,0.00130571,0.00220577,0.00228199,0.00182173
43,1,9,0.00270219,0.00437789,0.00432168,0.00336756
43,1,10,0.00242222,0.00397596,0.00390836,0.00288009
43,1,11,0.00188746,0.00194204,0.00269032,0.00331236
43,1,12,0.00116198,0.00129371,0.00167256,0.0017868
43,1,13,0.00219361,0.0034402,0.00355956,0.00294137
43,1,14,0.00165377,0.00236743,0.00258328,0.0022677
43,1,15,0.00220822,0.00353988,0.00340546,0.00260313
43,1,16,0.0012752,0.00202768,0.00200013,0.00153191
43,1,17,0.000959396,0.00161989,0.00166261,0.00130816
43,1,18,0.00145124,0.0022921,0.00226483,0.00177356
43,1,19,0.000744982,0.00113696,0.00109648,0.000871682
43,1,20,0.00108455,0.00161532,0.0015325,0.00124037
43,1,21,0.00165295,0.0026544,0.00259802,0.00197165
43,1,22,0.00134323,0.00205872,0.00211529,0.00171716
43,1,23,0.00187523,0.00291701,0.00298761,0.0024285
43,1,24,0.00193516,0.00312115,0.00318138,0.00251087
43,1,25,0.00217407,0.00337443,0.00325715,0.00248507
43,1,26,0.00152165,0.00240512,0.0023616,0.00190699
43,1,27,0.001412,0.00205309,0.00196127,0.00162083
43,1,28,0.0010614,0.00169957,0.0017849,0.00147992
43,1,29,0.00127021,0.00191641,0.00190536,0.00160478
43,1,30,0.00132501,0.0018932,0.002096,0.00194568
43,1,31,0.00133803,0.00214624,0.00216094,0.00170791
43,1,32,0.000669596,0.000894378,0.000845475,0.000800994
43,1,33,0.00147838,0.00239442,0.00255262,0.00218103
43,1,34,0.00136972,0.00212059,0.00249789,0.00217708
43,1,35,0.00161433,0.00230856,0.00220811,0.00202647
43,1,36,0.00103042,0.00152618,0.00148149,0.00151843
43,1,37,0.00106842,0.00168498,0.00159387,0.00118051
43,1,38,0.00216191,0.00345685,0.00336939,0.00255864
43,1,39,0.00107314,0.00159597,0.00154413,0.00133324
43,1,40,0.00221095,0.00350408,0.00351447,0.0027531
43,1,41,0.00286164,0.00422615,0.00429317,0.00369773
