sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
0.078,43,1,1,0.00147512222222222,0.00178542948717949,0.0018113141025641,0.00177173717948718,0.00171134615384615,0.00172320512820513,0.00195698717948718,0.00165807692307692
0.078,43,1,2,0.00157672777777778,0.00194664102564103,0.0019561858974359,0.00180596153846154,0.00169423076923077,0.00163732692307692,0.00181153846153846,0.00139487179487179
0.078,43,1,3,0.00111041111111111,0.00147339102564103,0.00147161538461538,0.00142279487179487,0.00150791666666667,0.00147467948717949,0.00141634615384615,0.0010076282051282
0.078,43,1,4,0.00129125,0.00159483974358974,0.00144865384615385,0.00139692948717949,0.0015810641025641,0.0015756858974359,0.00154724358974359,0.00116301282051282
0.078,43,1,5,0.00149998888888889,0.00195378205128205,0.00184276923076923,0.00159758974358974,0.00177982692307692,0.00203582692307692,0.00228660256410256,0.00176737179487179
0.078,43,1,6,0.00149146111111111,0.00191311538461538,0.00176998717948718,0.00150091025641026,0.00163275,0.00168884615384615,0.00175102564102564,0.00126397435897436
0.078,43,1,7,0.00151893888888889,0.00195726282051282,0.00185986538461538,0.00173084615384615,0.00185753205128205,0.00188865384615385,0.00204314102564103,0.00155358974358974
0.078,43,1,8,0.00141482222222222,0.00186805769230769,0.00185064743589744,0.00177001923076923,0.0018774358974359,0.00182089743589744,0.00188229487179487,0.00144644871794872
0.078,43,1,9,0.00181453333333333,0.00215174358974359,0.00162245512820513,0.00150173717948718,0.00223142307692308,0.0026424358974359,0.00322151923076923,0.00290666666666667
0.078,43,1,10,0.00145050555555556,0.00190628205128205,0.00188508333333333,0.00183521153846154,0.00194596153846154,0.00183275641025641,0.00176647435897436,0.00127910256410256
0.078,43,1,11,0.00158825,0.00191333974358974,0.00164914102564103,0.00169263461538462,0.00198207692307692,0.00197105769230769,0.00238788461538461,0.00219721794871795
0.078,43,1,12,0.00132585,0.00166236538461538,0.00165225641025641,0.00155839102564103,0.00162651282051282,0.00153878205128205,0.00171641025641026,0.00137871794871795
0.078,43,1,13,0.00107388888888889,0.00143675,0.00144076923076923,0.00147217307692308,0.00160740384615385,0.00156346153846154,0.00146974358974359,0.00104942307692308
0.078,43,1,14,0.00119633888888889,0.00149966025641026,0.00150229487179487,0.00147896794871795,0.00161075641025641,0.00161532051282051,0.00162192307692308,0.00115448717948718
0.078,43,1,15,0.00144727777777778,0.00183321794871795,0.00167501282051282,0.00154088461538462,0.00199590384615385,0.00223300641025641,0.00242544871794872,0.00181519230769231
0.078,43,1,16,0.00128723888888889,0.00166530128205128,0.00155708333333333,0.00156944871794872,0.00180625641025641,0.00183211538461538,0.00198564102564103,0.00152269230769231
0.078,43,1,17,0.00143488888888889,0.00180954487179487,0.00166808974358974,0.00149235897435897,0.00162710897435898,0.00172897435897436,0.00185961538461538,0.00142948717948718
0.078,43,1,18,0.00180378333333333,0.00212046153846154,0.00169773717948718,0.00142983974358974,0.00199538461538462,0.00258941666666667,0.00325551282051282,0.0025175
0.078,43,1,19,0.00137952222222222,0.00180678205128205,0.00172394871794872,0.00172616025641026,0.0019275641025641,0.00195288461538462,0.00202871794871795,0.00154923076923077
0.078,43,1,20,0.00102828888888889,0.00138363461538462,0.00139910897435897,0.00136837820512821,0.00147288461538462,0.00146032051282051,0.00146262820512821,0.0010625
0.078,43,1,21,0.00116935555555556,0.00154591025641026,0.00152109615384615,0.00145417307692308,0.00152961538461538,0.00149320512820513,0.00146442307692308,0.00105339743589744
0.078,43,1,22,0.0011151,0.00146078205128205,0.0014324358974359,0.00140216025641026,0.00156244871794872,0.00158339743589744,0.00161653846153846,0.00117371794871795
0.078,43,1,23,0.00151322222222222,0.00184889102564103,0.00161027564102564,0.00160653205128205,0.0018826858974359,0.00218147435897436,0.00266582692307692,0.00209
0.078,43,1,24,0.00122645555555556,0.00155891666666667,0.00143017948717949,0.00129514102564103,0.00146038461538462,0.00167608974358974,0.00194469871794872,0.00146538461538462
0.078,43,1,25,0.00131948888888889,0.00170053205128205,0.00173528205128205,0.00168472435897436,0.00184658333333333,0.00187205128205128,0.00189942307692308,0.00136698717948718
0.078,43,1,26,0.00134959444444444,0.00173522435897436,0.00168573076923077,0.00159919230769231,0.00165410256410256,0.00175320512820513,0.0022874358974359,0.00198173076923077
0.078,43,1,27,0.00135528888888889,0.00176510256410256,0.00166405128205128,0.00145975,0.00179972435897436,0.00187087820512821,0.00186185256410256,0.0015149358974359
