sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
0.056,43,1,1,0.00136736666666667,0.00181607051282051,0.00170145512820513,0.00144115384615385,0.001442,0.00143732051282051,0.00149647435897436,0.00160339743589744,0.00190742307692308,0.00179865384615385,0.00160660256410256,0.00119339743589744
0.056,43,1,2,0.001224,0.00157567948717949,0.00157819871794872,0.00158769230769231,0.00156428846153846,0.00149371794871795,0.00147275641025641,0.00146102564102564,0.00146884615384615,0.00127391025641026,0.0010075,0.00075692307692308
0.056,43,1,3,0.00105742777777778,0.00144503205128205,0.00146471794871795,0.00140519871794872,0.00135629487179487,0.00131655128205128,0.00135192307692308,0.00131269230769231,0.00132525641025641,0.00119211538461538,0.00090275641025641,0.000634102564102565
0.056,43,1,4,0.00117615555555556,0.00155667307692308,0.00151798717948718,0.00144340384615385,0.00138913461538462,0.00136865384615385,0.00146737179487179,0.0014601282051282,0.00150121794871795,0.00137391025641026,0.00106211538461539,0.00074852564102564
0.056,43,1,5,0.00121097777777778,0.00164259615384615,0.00164803205128205,0.00157369871794872,0.00150025,0.00142865384615385,0.00149967948717949,0.00162057692307692,0.00186514743589744,0.00183611538461539,0.00157485833333333,0.00117487884615385
0.056,43,1,6,0.00154936111111111,0.00206825,0.00202232051282051,0.00184671794871795,0.00161807692307692,0.00154355769230769,0.0019111282051282,0.00230992307692308,0.00291557692307692,0.00333378205128205,0.00278961538461538,0.00180467948717949
0.056,43,1,7,0.00117032777777778,0.00163338461538462,0.00168344230769231,0.00162236538461538,0.00149988461538461,0.00142376923076923,0.00158480769230769,0.00164935897435897,0.00179185897435897,0.00170378205128205,0.00134897435897436,0.000918910256410257
0.056,43,1,8,0.0015232,0.00193141666666667,0.00169976923076923,0.00129198076923077,0.00162016666666667,0.00188383974358974,0.00216767307692308,0.00224391025641026,0.00240846153846154,0.00240025641025641,0.00195602564102564,0.00131923076923077
0.056,43,1,9,0.00164471666666667,0.00211996153846154,0.00201719871794872,0.00175842307692308,0.00153397435897436,0.00157428205128205,0.00205982051282051,0.00245187820512821,0.0030148717948718,0.00315775641025641,0.00260782051282051,0.00174294871794872
0.056,43,1,10,0.00122968333333333,0.00161585897435897,0.00165382692307692,0.00159980128205128,0.00145416666666667,0.00132403846153846,0.00135185897435897,0.0013200641025641,0.00138557692307692,0.00129339743589744,0.00103615384615385,0.000745737179487179
0.056,43,1,11,0.00115116111111111,0.00150660897435897,0.00148620512820513,0.00139930769230769,0.00138710897435897,0.00145410256410256,0.00168326923076923,0.00178769230769231,0.00176589743589744,0.00153680769230769,0.00137576923076923,0.00106602564102564
0.056,43,1,12,0.00108256666666667,0.0014633141025641,0.00152598717948718,0.00159823717948718,0.00159889743589744,0.0015324358974359,0.00153935897435897,0.00149564102564103,0.00147455128205128,0.00144653846153846,0.00124839743589744,0.000903397435897436
0.056,43,1,13,0.00136462222222222,0.00179201923076923,0.00167897435897436,0.00157520512820513,0.00151789743589744,0.00146623076923077,0.00172949358974359,0.00191775641025641,0.00217403846153846,0.00221948717948718,0.00184987179487179,0.00125269230769231
0.056,43,1,14,0.00120110555555556,0.00161250641025641,0.00160624358974359,0.00151641666666667,0.00138496794871795,0.00124948717948718,0.00125961538461539,0.00123782051282051,0.00131846153846154,0.00125198717948718,0.000998846153846154,0.000688589743589744
0.056,43,1,15,0.00136885,0.00180272435897436,0.0017886858974359,0.00165433974358974,0.00143083974358974,0.00133826923076923,0.00170851923076923,0.00196044871794872,0.00230051282051282,0.00252461538461538,0.00211942307692308,0.00141179487179487
