sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13
0.056,43,1,1,0.231574604582935,0.239470233160622,0.257687979274611,0.228552974093264,0.174179507772021,0.224459772020725,0.185382461139901,0.215714321243511,0.165303549222798,0.142001497409326,0.211213186528497,0.16697381865285,0.35157714507772
0.056,43,1,2,0.0804966722287636,0.201694533678756,0.189357911917098,0.171048134715026,0.167198020725389,0.170468958549223,0.180147906735751,0.193311642487047,0.197996611398964,0.204229901554404,0.188563554404145,0.203675170984456,0.232880284974093
0.056,43,1,3,0.0369819887322701,0.24395625388601,0.234240113989637,0.223553352331606,0.213865787564767,0.206338585492228,0.200001538860104,0.191947652849741,0.184731849740933,0.183406461139896,0.188577704663212,0.194683663212435,0.197571487046632
0.056,43,1,4,0.046202922274418,0.150663222797927,0.151393113989634,0.150021896373054,0.144524616580306,0.130390575129528,0.117518906735751,0.131323611398964,0.14563734196891,0.152661176165801,0.154859621761656,0.155746668393781,0.15730495854922
0.056,43,1,5,0.132141900437899,0.31640818134715,0.365130663212434,0.37536537823834,0.33740916062176,0.258824994818653,0.250941295336788,0.266515937823823,0.261334316062179,0.209887347150259,0.228965373056996,0.264338839378238,0.417406170984456
0.056,43,1,6,0.114243883207261,0.395514476683938,0.351580274611393,0.363750170984456,0.354859937823834,0.356063046632119,0.384223927461135,0.391901321243523,0.375110129533678,0.347376305699482,0.33275903626943,0.360702994818652,0.44755463212435
0.056,43,1,7,0.0739479087794145,0.568449766839378,0.54852810880829,0.520305051813472,0.492955051813472,0.466819041450777,0.441467487046632,0.4371143626943,0.454367637305699,0.473124564766838,0.491373704663212,0.509649891191709,0.544866341968911
0.056,43,1,8,0.150659134507872,0.47237651813471,0.460971538860104,0.463548222797927,0.432865575129534,0.38742474611399,0.352867725388601,0.386080160621762,0.398363580310881,0.371986378238342,0.336367544041447,0.386637233160617,0.430689305699477
0.056,43,1,9,0.214692354170549,0.415314528497409,0.362510378238342,0.339138777202073,0.287374580310881,0.30735178756477,0.424847430051813,0.444075953367876,0.379918466321243,0.376808829015544,0.474711507772012,0.443089243523316,0.436657974093264
0.056,43,1,10,0.0595086285340867,0.303012611398962,0.276886243523316,0.247646865284972,0.231243238341968,0.232721720207254,0.242099932642487,0.261491160621762,0.289848119170984,0.32542129015544,0.344256082901554,0.331163284974093,0.310232471502591
0.056,43,1,11,0.164421967448756,0.519446502590674,0.52587603626943,0.464500129533679,0.41129378238342,0.402957901554404,0.393505077720207,0.385831476683938,0.410295740932631,0.41050564766838,0.382590284974093,0.382664119170984,0.463597113989625
0.056,43,1,12,0.0577709107877448,0.458228689119165,0.434414647668387,0.41932229015544,0.401772031088083,0.397050968911914,0.405788870466319,0.435218015544039,0.465411849740929,0.460285683937819,0.448074564766838,0.446828191709841,0.431278533678754
0.056,43,1,13,0.0928169541503071,0.293933139896369,0.294798839378238,0.2703306373057,0.222874212435233,0.212994212435233,0.205462347150259,0.212323901554404,0.197622264248705,0.191013373056995,0.225264409326425,0.267383062176166,0.311954098445597
0.056,43,1,14,0.0481859427084238,0.201101549222798,0.184647507772021,0.175911766839378,0.164625663212435,0.148434730569948,0.140561233160622,0.144259430051813,0.160237103626944,0.179831564766839,0.188155974093264,0.183444430051813,0.198690041450777
0.056,43,1,15,0.176626865689213,0.542704849740933,0.525588839378238,0.488716404145078,0.448686715025907,0.414920652849741,0.408773761658031,0.418080756476684,0.417738269430052,0.395071430051813,0.385309113989637,0.505364886010363,0.551890015544041
0.056,43,1,16,0.101112036148153,0.359847098445596,0.347741704663226,0.34077046113991,0.313720150259067,0.309641481865285,0.302585730569947,0.289368658031088,0.268164202072539,0.283743300518135,0.325998766839378,0.358766357512953,0.387108067357513
0.056,43,1,17,0.0934065289140782,0.34153368911917,0.368169440414507,0.375671207253885,0.359859549222796,0.318983383419688,0.271847160621762,0.251337207253885,0.268521145077719,0.240968295336787,0.235090295336787,0.273479626943001,0.315517968911911
0.056,43,1,18,0.187869663226909,0.399102181347147,0.377784979274606,0.363576637305693,0.347692388601029,0.31170586010362,0.283456031088078,0.291656290155435,0.299326652849738,0.30289323316062,0.291574150259067,0.427128113989637,0.489888217616579
0.056,43,1,19,0.0780262201321998,0.153556051813471,0.145007658031088,0.143616974093263,0.143878901554404,0.134359989637306,0.136123176165803,0.134231984455959,0.123142062176166,0.097010823834197,0.115117927461155,0.141331974093272,0.178530160621771
0.056,43,1,20,0.0500598189208632,0.185508901554404,0.178109067357513,0.165147512953368,0.162477378238347,0.169624968911925,0.168206031088092,0.162925357512963,0.15703768911918,0.15530861658031,0.151199113989643,0.154519300518139,0.160904212435233
0.056,43,1,21,0.0423074093463489,0.269937512953368,0.248929404145078,0.243594870466321,0.248619735751295,0.24870885492228,0.243102316062176,0.228858492227979,0.244785103626943,0.264645388601036,0.286877875647668,0.309342715025907,0.325874554404145
