sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
0.06,43,1,1,0.00124728888888889,0.00175491666666667,0.00158675,0.00153782051282051,0.0014525641025641,0.00141050641025641,0.00138642948717949,0.00143512179487179,0.00191246794871795,0.00183576923076923,0.00150935897435897,0.00113172435897436
0.06,43,1,2,0.00104082222222222,0.001532,0.00154855769230769,0.00147833974358974,0.00138066666666667,0.00126194871794872,0.00116102564102564,0.00108596153846154,0.00120282051282051,0.00114224358974359,0.000966410256410256,0.000699615384615385
0.06,43,1,3,0.00107126666666667,0.00160500641025641,0.00166325641025641,0.00160395512820513,0.00149074358974359,0.00135,0.00127307692307692,0.00124224358974359,0.00146820512820513,0.00139679487179487,0.00107089743589744,0.000742371794871793
0.06,43,1,4,0.00115234444444444,0.00172710897435897,0.00176909615384615,0.00166371794871795,0.00150160256410256,0.00145570512820513,0.00140948717948718,0.00136019230769231,0.0015925641025641,0.0015301282051282,0.00118339743589744,0.000806858974358974
0.06,43,1,5,0.00119758333333333,0.00167925,0.00155827564102564,0.00146190384615385,0.00140169871794872,0.00132458974358974,0.00130179487179487,0.00163712307692308,0.00269672435897436,0.00294124358974359,0.00237182692307692,0.00160089743589744
0.06,43,1,6,0.00101947222222222,0.0015019358974359,0.00155740384615385,0.00149564102564103,0.00136705128205128,0.00134914743589744,0.00158046153846154,0.00187327564102564,0.00307923076923077,0.00361346153846154,0.00280391025641026,0.00170064102564102
0.06,43,1,7,0.000922988888888889,0.00137760897435897,0.00142990384615385,0.00146432692307692,0.00149274358974359,0.0014874358974359,0.00144807692307692,0.00141448717948718,0.00169339743589744,0.00161282051282051,0.00123711538461538,0.000822435897435896
0.06,43,1,8,0.000971422222222222,0.00145638461538462,0.00153116666666667,0.00152588461538462,0.00147078846153846,0.00144701923076923,0.00138730769230769,0.001375,0.00184487179487179,0.00187108974358974,0.00149551282051282,0.00102602564102564
0.06,43,1,9,0.00110486666666667,0.00159172435897436,0.00160414743589744,0.00165128846153846,0.00166360256410256,0.00162557692307692,0.00163148717948718,0.00185412820512821,0.00274807692307692,0.00294160256410256,0.00234525641025641,0.00156858974358974
0.06,43,1,10,0.001122,0.00168325641025641,0.0017220641025641,0.00160892307692308,0.00144297435897436,0.00142350641025641,0.00133967948717949,0.00124532051282051,0.00152269230769231,0.00147089743589744,0.00125008333333333,0.000926923076923076
0.06,43,1,11,0.00105814444444444,0.00140272435897436,0.00136846153846154,0.00145660256410256,0.00158985897435897,0.00175460897435897,0.00180384615384615,0.00183942307692308,0.00240782051282051,0.00215307692307692,0.00156583333333333,0.00119730769230769
0.06,43,1,12,0.000952194444444444,0.00141994871794872,0.00154671794871795,0.00155797435897436,0.00152460256410256,0.00148141025641026,0.00148826923076923,0.00149230769230769,0.00188448717948718,0.00199685897435897,0.00170326923076923,0.00120692307692308
0.06,43,1,13,0.00108908333333333,0.00161580128205128,0.001638,0.00152662179487179,0.00137369871794872,0.00144266666666667,0.00147096153846154,0.00149108974358974,0.00192307692307692,0.00205980769230769,0.00171461538461538,0.00117487179487179
0.06,43,1,14,0.00109031111111111,0.00161580769230769,0.00166444230769231,0.00160360256410256,0.00149322435897436,0.00137171153846154,0.00132378205128205,0.00128185897435897,0.00151634615384615,0.00143153846153846,0.00110096153846154,0.000755512820512821
