sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13
0.06,43,1,1,0.233591429237747,0.264371165803109,0.250254440414508,0.223879844559586,0.182793367875648,0.233332310880829,0.243208968911917,0.235144911917098,0.185941808290155,0.186905994818665,0.243061590673575,0.181788155440414,0.385370658031088
0.06,43,1,2,0.077103186598428,0.191107461139896,0.164487279792746,0.157259113989627,0.142292880829016,0.176829202072539,0.208450808290155,0.223971637305699,0.221078373056995,0.207457984455959,0.191310056994819,0.195901901554404,0.240161238341969
0.06,43,1,3,0.0353393486510233,0.238205450777202,0.222991694300518,0.21027174611399,0.202473041450777,0.198540398963731,0.196379259067358,0.194322005181347,0.193056720207254,0.197423300518135,0.207845062176166,0.216758533678756,0.220944803108808
0.06,43,1,4,0.0384348182111218,0.156633849740933,0.154760740932643,0.147390974093264,0.140147761658031,0.14660025388601,0.153017870466321,0.155758803108808,0.152008803108808,0.140224046632125,0.146738466321243,0.145586875647669,0.158022321243523
0.06,43,1,5,0.149744840294494,0.325887777202073,0.392971829015545,0.421045450777204,0.386867974093266,0.29909425388601,0.27785032642487,0.338103963730568,0.351379797927457,0.299018642487047,0.253913455958541,0.306890813471503,0.450350937823824
0.06,43,1,6,0.0969718544645616,0.460667409326425,0.482229300518135,0.495224186528493,0.49412774611399,0.477951062176166,0.443671269430052,0.395760647668394,0.358203507772021,0.326088310880829,0.298895155440416,0.321115694300518,0.369989269430052
0.06,43,1,7,0.0599745402724722,0.545629922279793,0.526801549222798,0.519763233160622,0.498988777202072,0.472869450777202,0.467781476683937,0.488886740932641,0.518727849740932,0.548373445595854,0.535537694300518,0.521230461139896,0.555053647668394
0.06,43,1,8,0.117488897370008,0.471980273056991,0.436879461139892,0.400545694818653,0.391799227979275,0.377236196891192,0.359810989637306,0.385337414507772,0.395820834196891,0.377304772020725,0.353393709844557,0.418332051813468,0.472600658031084
0.06,43,1,9,0.199581459093943,0.437470331606218,0.375934937823834,0.335618088082902,0.284481264248705,0.304504046632124,0.39814240414508,0.444666341968912,0.412113,0.465642507772021,0.572562455958549,0.461487269430052,0.377398999999998
0.06,43,1,10,0.0628396808431215,0.3447887253886,0.343681601036268,0.306963264248705,0.254379248704662,0.239743740932643,0.233081046632124,0.276391336787564,0.320719098445595,0.312502259067356,0.319076738341969,0.330616860103627,0.321115676165803
