rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
43,2,20,0.00122913,0.00172133,0.00182501,0.00178931,0.0018488,0.00194261,0.00199062,0.00195922,0.00189637,0.00178499,0.00146512,0.00111583
43,2,21,0.00158384,0.00234218,0.00248184,0.00248528,0.00261029,0.00265925,0.00259234,0.00247978,0.00241066,0.00218105,0.00175677,0.0013101
43,2,22,0.00135861,0.00198395,0.00205553,0.00196957,0.00200352,0.00198557,0.00190059,0.00179417,0.00172083,0.00154996,0.0012488,0.000927795
43,2,23,0.00119421,0.00161014,0.0014248,0.00101867,0.000767885,0.000978905,0.00139677,0.00185404,0.00230624,0.00241161,0.00203923,0.00148005
43,2,24,0.00155101,0.00182675,0.00183449,0.00182153,0.00213942,0.00219923,0.00180346,0.00184881,0.00212319,0.00240382,0.00266199,0.00218759
43,2,25,0.00193381,0.0026007,0.00228389,0.0020321,0.00220718,0.00258851,0.0028649,0.00275013,0.00258962,0.00294593,0.00263439,0.00193326
43,2,26,0.00185716,0.00250771,0.0022452,0.00175647,0.00122407,0.00154894,0.00194184,0.00249676,0.00293949,0.00299662,0.00255324,0.0018622
43,2,27,0.00115682,0.00138387,0.00115952,0.00110175,0.00138359,0.00159272,0.00129944,0.00121455,0.00155714,0.00182364,0.00196449,0.00164889
43,2,28,0.00203412,0.00291441,0.00309834,0.00313272,0.00311552,0.00300703,0.00288714,0.0026318,0.00240034,0.00208304,0.00165592,0.00130213
43,2,29,0.00203765,0.0029129,0.00296762,0.00282336,0.00297033,0.00332963,0.00347832,0.00356034,0.00365615,0.00339197,0.00282404,0.0021366
43,2,30,0.00299578,0.00415587,0.00450654,0.0045786,0.0045903,0.00433793,0.00408098,0.00382272,0.00363108,0.00336173,0.00283376,0.00218451
43,2,31,0.00195994,0.00274867,0.00271847,0.00245859,0.00217606,0.00217541,0.00219198,0.00218665,0.00220485,0.00221314,0.001993,0.00152334
43,2,32,0.00216745,0.00319269,0.0033941,0.00360978,0.00386432,0.00385452,0.00353886,0.00313566,0.00286459,0.00265852,0.00220328,0.00166013
43,2,33,0.00282947,0.0036603,0.00334647,0.00329589,0.00388454,0.0041074,0.00416962,0.0037233,0.00336814,0.00332689,0.00283721,0.00217394
43,2,34,0.00238961,0.00342484,0.00359471,0.00377705,0.00383561,0.00347809,0.00292089,0.00266565,0.00282548,0.00291052,0.00268945,0.00204815
43,2,35,0.00102115,0.00145757,0.00150442,0.00149809,0.00155265,0.00173516,0.00188257,0.00192913,0.00205315,0.0019,0.00150809,0.0011163
43,2,36,0.000972296,0.0011711,0.000870707,0.000794644,0.0012532,0.00163593,0.0017412,0.00136523,0.00109569,0.00176567,0.00201876,0.00166157
43,2,37,0.00196772,0.00283505,0.00289072,0.00274227,0.00265998,0.00273097,0.00285562,0.00287608,0.00287697,0.00264468,0.00214206,0.0015756
43,2,38,0.00209461,0.00300497,0.0030487,0.00288409,0.00279366,0.00279051,0.00286054,0.00286075,0.00285328,0.00262242,0.00212745,0.00156805
43,2,39,0.00111052,0.00159145,0.00164122,0.0015927,0.00158593,0.00157789,0.00152594,0.00143541,0.0014101,0.00138047,0.00146089,0.00123606
43,2,40,0.0012112,0.00161942,0.00138292,0.00118885,0.00130568,0.00134077,0.00127038,0.00161048,0.00198523,0.00200769,0.00173389,0.00131637
43,2,41,0.002678,0.0037356,0.00381711,0.00356502,0.00320919,0.00280632,0.00313109,0.00333605,0.00345807,0.00331924,0.00277598,0.00203742
43,2,42,0.00123119,0.00182872,0.00197064,0.00206915,0.00223702,0.00241141,0.00240224,0.00228865,0.00221023,0.00200653,0.00163421,0.00121495
43,2,43,0.00123647,0.00163309,0.00187942,0.00191663,0.00183838,0.00148441,0.00152037,0.00165801,0.0018661,0.00196346,0.00198434,0.00160568
43,2,44,0.000944495,0.00147427,0.00152703,0.00135083,0.00122397,0.00116432,0.00137138,0.00178001,0.00193809,0.00220501,0.00224983,0.00174274
72,1,1,0.00385015,0.00436728,0.00372089,0.00300494,0.00317182,0.00462044,0.00560704,0.00617313,0.00651827,0.00613906,0.00498377,0.00359655
72,1,2,0.00373623,0.00446134,0.00400366,0.00313812,0.00275815,0.00369317,0.00437007,0.00458421,0.00454946,0.00441252,0.00381537,0.00280771
72,1,3,0.00293683,0.00385317,0.00381771,0.00400422,0.00421475,0.00441883,0.00431809,0.00415285,0.00383625,0.0037141,0.00331015,0.00255304
72,1,4,0.00175453,0.00242359,0.00233253,0.00256331,0.00283254,0.00289772,0.00266311,0.00233027,0.00281318,0.00304189,0.00273225,0.0023584
72,1,5,0.00315628,0.00414966,0.00409477,0.00369082,0.00384504,0.00397756,0.00384416,0.00425867,0.00463878,0.00445643,0.00387627,0.00303851
72,1,6,0.00235916,0.00329157,0.00312762,0.00260216,0.00204424,0.00214217,0.00309601,0.00390609,0.00446848,0.00440308,0.00365267,0.00263838
72,1,7,0.00185064,0.00259839,0.00264499,0.00249268,0.00226627,0.00197736,0.00203039,0.00217638,0.0024358,0.00246463,0.00214154,0.00163662
72,1,8,0.00250949,0.0030384,0.00321971,0.0035539,0.00405755,0.00420923,0.00394916,0.00372847,0.00399837,0.00381098,0.00328619,0.00270192
72,1,9,0.00324048,0.00393463,0.00404376,0.004163,0.00444941,0.00460934,0.00450561,0.00426127,0.0044295,0.00446031,0.00389861,0.0029802
72,1,10,0.00590467,0.00670264,0.00685604,0.00684003,0.00694468,0.0068308,0.00639704,0.0058104,0.00594283,0.00617748,0.00546089,0.0041201
72,1,11,0.00327244,0.00427223,0.00449373,0.00458509,0.0045733,0.00422523,0.00379532,0.00349202,0.00344533,0.00362411,0.00326625,0.0024658
72,1,12,0.00206113,0.00294947,0.0028902,0.00259517,0.00292787,0.00307968,0.00287037,0.00241542,0.00275315,0.0028916,0.00245741,0.00185312
72,1,13,0.00392343,0.00475353,0.00455277,0.00446257,0.00514018,0.00595711,0.00597255,0.00514521,0.00482103,0.00510848,0.00501595,0.00415371
72,1,14,0.00335528,0.00415997,0.00407303,0.00394969,0.00460075,0.00471554,0.00470863,0.00424544,0.00391883,0.00422883,0.00418397,0.00344651
72,1,15,0.00376474,0.0046086,0.00439594,0.00390448,0.00422781,0.00494995,0.00531562,0.00535741,0.00524361,0.00481315,0.00396899,0.00293154
72,1,16,0.00198716,0.00301105,0.00313861,0.00287759,0.0025195,0.00237652,0.00227353,0.0027649,0.00326178,0.00335949,0.00291791,0.00217052
72,1,17,0.00262378,0.00361235,0.00358927,0.00334083,0.00337224,0.00326533,0.00339046,0.00331329,0.00308893,0.0029037,0.0024055,0.00177636
72,1,18,0.00237238,0.00340749,0.0035057,0.00338099,0.00339248,0.0036786,0.00374036,0.00385223,0.00399342,0.00376902,0.00315745,0.00236708
72,1,19,0.00153105,0.00205835,0.00183646,0.00153294,0.00147374,0.00178685,0.00195591,0.00197228,0.00213173,0.00216595,0.00193537,0.00151251
72,1,20,0.00191199,0.00267762,0.0028389,0.00278337,0.00287591,0.00302184,0.00309653,0.00304768,0.00294992,0.00277667,0.00227908,0.00173573
72,1,21,0.00246377,0.0036434,0.00386065,0.00386601,0.00406046,0.00413661,0.00403254,0.00385744,0.00374992,0.00339274,0.00273275,0.00203794
72,1,22,0.00211339,0.00308615,0.00319749,0.00306378,0.00311659,0.00308866,0.00295647,0.00279094,0.00267685,0.00241105,0.00194258,0.00144324
72,1,23,0.00185768,0.00250468,0.00221638,0.00158461,0.00119449,0.00152277,0.00217278,0.00288405,0.00358749,0.0037514,0.00317214,0.00230229
72,1,24,0.00241939,0.00284166,0.00285372,0.00283356,0.00332805,0.00342108,0.00280544,0.00287537,0.00330287,0.00373926,0.00414086,0.00340291
72,1,25,0.00320929,0.00392306,0.00348162,0.00316104,0.00334969,0.00392142,0.00433905,0.00414489,0.00391305,0.00448554,0.00401139,0.00293663
72,1,26,0.00299807,0.00372574,0.00335954,0.002692,0.00185193,0.00240949,0.00299967,0.00387401,0.00454745,0.00459737,0.00387942,0.00281214
72,1,27,0.00179948,0.00215269,0.0018037,0.00171381,0.00215223,0.00247754,0.00202134,0.0018893,0.00242222,0.00283677,0.00305587,0.00256494
72,1,28,0.00328713,0.00444495,0.00460324,0.00468233,0.00476411,0.00452792,0.00424241,0.00388498,0.0036742,0.00322439,0.00272782,0.00207072
72,1,29,0.00329982,0.00430651,0.00436777,0.00424937,0.0045323,0.00499089,0.00518975,0.00526831,0.00542836,0.00501605,0.00411388,0.0031207
72,1,30,0.00555402,0.00642758,0.00663126,0.00667399,0.00664487,0.00623868,0.00568638,0.00505391,0.00449083,0.00423534,0.00367199,0.00288147
72,1,31,0.00331289,0.00418559,0.00418804,0.00382925,0.00338499,0.00329214,0.0033131,0.00329846,0.00332832,0.00334245,0.00296037,0.00221137
72,1,32,0.00369958,0.00481106,0.00514653,0.00544278,0.00572756,0.00562427,0.00514036,0.00455584,0.00427181,0.00380361,0.00304602,0.00227149
72,1,33,0.00471351,0.00515654,0.00470442,0.00507559,0.00546529,0.00591746,0.00593272,0.00517433,0.00498482,0.00515374,0.00441412,0.00338168
72,1,34,0.00446237,0.00534615,0.00530743,0.00543008,0.00532913,0.00465327,0.004332,0.00397596,0.00415107,0.00416534,0.00372401,0.00280938
72,1,35,0.00158845,0.00226734,0.00234022,0.00233037,0.00241523,0.00269914,0.00292845,0.00300087,0.0031938,0.00295555,0.00234591,0.00173648
72,1,36,0.00151246,0.00182171,0.00135443,0.00123611,0.00194943,0.00254478,0.00270853,0.00212369,0.00170441,0.00274661,0.0031403,0.00258467
72,1,37,0.00327518,0.00429377,0.00429567,0.00403269,0.00392927,0.00409186,0.00416612,0.00412912,0.00407917,0.00368534,0.00292251,0.00214569
72,1,38,0.00370891,0.00465878,0.00460892,0.00432363,0.00421953,0.00427191,0.00438537,0.00437119,0.00429256,0.00383406,0.00300729,0.00219949
72,1,39,0.00172747,0.00247559,0.00255302,0.00247754,0.002467,0.00245449,0.00237367,0.00223287,0.00219348,0.00214739,0.00227249,0.00192277
72,1,40,0.00188408,0.00251909,0.00215121,0.00184934,0.00203107,0.00208566,0.00197616,0.00250519,0.00308812,0.00312306,0.00269716,0.00204768
72,1,41,0.00472209,0.00546945,0.00517042,0.00458884,0.00410486,0.00396181,0.00476329,0.00518942,0.00537922,0.00516326,0.00431819,0.0031693
72,1,42,0.00191519,0.00284468,0.00306545,0.00321868,0.00347981,0.00375108,0.00373682,0.00356013,0.00343814,0.00312128,0.00254211,0.00188993
72,1,43,0.00192339,0.00254037,0.00292355,0.00298143,0.00285969,0.00230909,0.00236502,0.00257914,0.00290283,0.00305427,0.00308676,0.00249773
72,1,44,0.00146921,0.00229329,0.00237537,0.00210129,0.00190396,0.00181114,0.00213327,0.00276891,0.0030148,0.00343005,0.00349976,0.00271095
72,2,1,0.00385015,0.00436728,0.00372089,0.00300494,0.00317182,0.00462044,0.00560704,0.00617313,0.00651827,0.00613906,0.00498377,0.00359655
72,2,2,0.00373623,0.00446134,0.00400366,0.00313812,0.00275815,0.00369317,0.00437007,0.00458421,0.00454946,0.00441252,0.00381537,0.00280771
72,2,3,0.00293683,0.00385317,0.00381771,0.00400422,0.00421475,0.00441883,0.00431809,0.00415285,0.00383625,0.0037141,0.00331015,0.00255304
72,2,4,0.00175453,0.00242359,0.00233253,0.00256331,0.00283254,0.00289772,0.00266311,0.00233027,0.00281318,0.00304189,0.00273225,0.0023584
72,2,5,0.00315628,0.00414966,0.00409477,0.00369082,0.00384504,0.00397756,0.00384416,0.00425867,0.00463878,0.00445643,0.00387627,0.00303851
72,2,6,0.00235916,0.00329157,0.00312762,0.00260216,0.00204424,0.00214217,0.00309601,0.00390609,0.00446848,0.00440308,0.00365267,0.00263838
72,2,7,0.00185064,0.00259839,0.00264499,0.00249268,0.00226627,0.00197736,0.00203039,0.00217638,0.0024358,0.00246463,0.00214154,0.00163662
72,2,8,0.00250949,0.0030384,0.00321971,0.0035539,0.00405755,0.00420923,0.00394916,0.00372847,0.00399837,0.00381098,0.00328619,0.00270192
72,2,9,0.00324048,0.00393463,0.00404376,0.004163,0.00444941,0.00460934,0.00450561,0.00426127,0.0044295,0.00446031,0.00389861,0.0029802
72,2,10,0.00590467,0.00670264,0.00685604,0.00684003,0.00694468,0.0068308,0.00639704,0.0058104,0.00594283,0.00617748,0.00546089,0.0041201
72,2,11,0.00327244,0.00427223,0.00449373,0.00458509,0.0045733,0.00422523,0.00379532,0.00349202,0.00344533,0.00362411,0.00326625,0.0024658
72,2,12,0.00206113,0.00294947,0.0028902,0.00259517,0.00292787,0.00307968,0.00287037,0.00241542,0.00275315,0.0028916,0.00245741,0.00185312
72,2,13,0.00392343,0.00475353,0.00455277,0.00446257,0.00514018,0.00595711,0.00597255,0.00514521,0.00482103,0.00510848,0.00501595,0.00415371
72,2,14,0.00335528,0.00415997,0.00407303,0.00394969,0.00460075,0.00471554,0.00470863,0.00424544,0.00391883,0.00422883,0.00418397,0.00344651
72,2,15,0.00376474,0.0046086,0.00439594,0.00390448,0.00422781,0.00494995,0.00531562,0.00535741,0.00524361,0.00481315,0.00396899,0.00293154
72,2,16,0.00198716,0.00301105,0.00313861,0.00287759,0.0025195,0.00237652,0.00227353,0.0027649,0.00326178,0.00335949,0.00291791,0.00217052
72,2,17,0.00262378,0.00361235,0.00358927,0.00334083,0.00337224,0.00326533,0.00339046,0.00331329,0.00308893,0.0029037,0.0024055,0.00177636
72,2,18,0.00237238,0.00340749,0.0035057,0.00338099,0.00339248,0.0036786,0.00374036,0.00385223,0.00399342,0.00376902,0.00315745,0.00236708
72,2,19,0.00153105,0.00205835,0.00183646,0.00153294,0.00147374,0.00178685,0.00195591,0.00197228,0.00213173,0.00216595,0.00193537,0.00151251
72,2,20,0.00191199,0.00267762,0.0028389,0.00278337,0.00287591,0.00302184,0.00309653,0.00304768,0.00294992,0.00277667,0.00227908,0.00173573
72,2,21,0.00246377,0.0036434,0.00386065,0.00386601,0.00406046,0.00413661,0.00403254,0.00385744,0.00374992,0.00339274,0.00273275,0.00203794
72,2,22,0.00211339,0.00308615,0.00319749,0.00306378,0.00311659,0.00308866,0.00295647,0.00279094,0.00267685,0.00241105,0.00194258,0.00144324
72,2,23,0.00185768,0.00250468,0.00221638,0.00158461,0.00119449,0.00152277,0.00217278,0.00288405,0.00358749,0.0037514,0.00317214,0.00230229
72,2,24,0.00241939,0.00284166,0.00285372,0.00283356,0.00332805,0.00342108,0.00280544,0.00287537,0.00330287,0.00373926,0.00414086,0.00340291
72,2,25,0.00320929,0.00392306,0.00348162,0.00316104,0.00334969,0.00392142,0.00433905,0.00414489,0.00391305,0.00448554,0.00401139,0.00293663
72,2,26,0.00299807,0.00372574,0.00335954,0.002692,0.00185193,0.00240949,0.00299967,0.00387401,0.00454745,0.00459737,0.00387942,0.00281214
72,2,27,0.00179948,0.00215269,0.0018037,0.00171381,0.00215223,0.00247754,0.00202134,0.0018893,0.00242222,0.00283677,0.00305587,0.00256494
72,2,28,0.00328713,0.00444495,0.00460324,0.00468233,0.00476411,0.00452792,0.00424241,0.00388498,0.0036742,0.00322439,0.00272782,0.00207072
72,2,29,0.00329982,0.00430651,0.00436777,0.00424937,0.0045323,0.00499089,0.00518975,0.00526831,0.00542836,0.00501605,0.00411388,0.0031207
72,2,30,0.00555402,0.00642758,0.00663126,0.00667399,0.00664487,0.00623868,0.00568638,0.00505391,0.00449083,0.00423534,0.00367199,0.00288147
72,2,31,0.00331289,0.00418559,0.00418804,0.00382925,0.00338499,0.00329214,0.0033131,0.00329846,0.00332832,0.00334245,0.00296037,0.00221137
72,2,32,0.00369958,0.00481106,0.00514653,0.00544278,0.00572756,0.00562427,0.00514036,0.00455584,0.00427181,0.00380361,0.00304602,0.00227149
72,2,33,0.00471351,0.00515654,0.00470442,0.00507559,0.00546529,0.00591746,0.00593272,0.00517433,0.00498482,0.00515374,0.00441412,0.00338168
72,2,34,0.00446237,0.00534615,0.00530743,0.00543008,0.00532913,0.00465327,0.004332,0.00397596,0.00415107,0.00416534,0.00372401,0.00280938
72,2,35,0.00158845,0.00226734,0.00234022,0.00233037,0.00241523,0.00269914,0.00292845,0.00300087,0.0031938,0.00295555,0.00234591,0.00173648
72,2,36,0.00151246,0.00182171,0.00135443,0.00123611,0.00194943,0.00254478,0.00270853,0.00212369,0.00170441,0.00274661,0.0031403,0.00258467
72,2,37,0.00327518,0.00429377,0.00429567,0.00403269,0.00392927,0.00409186,0.00416612,0.00412912,0.00407917,0.00368534,0.00292251,0.00214569
72,2,38,0.00370891,0.00465878,0.00460892,0.00432363,0.00421953,0.00427191,0.00438537,0.00437119,0.00429256,0.00383406,0.00300729,0.00219949
72,2,39,0.00172747,0.00247559,0.00255302,0.00247754,0.002467,0.00245449,0.00237367,0.00223287,0.00219348,0.00214739,0.00227249,0.00192277
72,2,40,0.00188408,0.00251909,0.00215121,0.00184934,0.00203107,0.00208566,0.00197616,0.00250519,0.00308812,0.00312306,0.00269716,0.00204768
72,2,41,0.00472209,0.00546945,0.00517042,0.00458884,0.00410486,0.00396181,0.00476329,0.00518942,0.00537922,0.00516326,0.00431819,0.0031693
72,2,42,0.00191519,0.00284468,0.00306545,0.00321868,0.00347981,0.00375108,0.00373682,0.00356013,0.00343814,0.00312128,0.00254211,0.00188993
72,2,43,0.00192339,0.00254037,0.00292355,0.00298143,0.00285969,0.00230909,0.00236502,0.00257914,0.00290283,0.00305427,0.00308676,0.00249773
72,2,44,0.00146921,0.00229329,0.00237537,0.00210129,0.00190396,0.00181114,0.00213327,0.00276891,0.0030148,0.00343005,0.00349976,0.00271095
108,1,1,0.00537587,0.00558541,0.00466983,0.00367467,0.00407857,0.00606596,0.00739267,0.00801334,0.00839071,0.00799269,0.00665413,0.00488206
