id,description,type,length,h,d_eff,w,fc_n,fc_e,d_flange,b_eff,a,e,iz,iz_simp,trib_wt_1,trib_wt_2,stiff_factor,Mn_pos,Mn_neg,Mp_pos,Mp_neg,a_hinge,b_hinge,c_hinge,iz_model,critical_mode,stiff_factor_model,As,n_b,As_d,clear_cover,w_p,s_p,rho_s,b_c,d_c,rho_cc
1112,outer column story 12,column,120,36,33.5,24,5000,6500,0,0,864,4030508.65276332,65318.4,65318.4,0,0,0.7,10877584.1184005,10877584.1184005,13154402.0675232,13154402.0675232,0.0710979689827435,0.171097968982743,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12.83 23.17 0 33.5],2,10.5,3,0.00701248360176293,20.5,32.5,0.0141460081962767
1201,inner column story 1,column,138,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,23082296.9686295,23082296.9686295,27304210.5247774,27304210.5247774,0.0667562760612657,0.166756276061266,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1202,inner column story 2,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,22499640.5876,22499640.5876,26636734.7395689,26636734.7395689,0.0676194577988533,0.167619457798853,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1203,inner column story 3,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,21918955.4817176,21918955.4817176,25970485.3030601,25970485.3030601,0.0684938007748453,0.168493800774845,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1204,inner column story 4,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,21319651.4936803,21319651.4936803,25281050.5654061,25281050.5654061,0.0693794493079143,0.169379449307914,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1205,inner column story 5,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,20721720.346003,20721720.346003,24592100.782736,24592100.782736,0.0702765495828236,0.170276549582824,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1206,inner column story 6,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,20125417.0471164,20125417.0471164,23903941.4258681,23903941.4258681,0.0711852496745557,0.171185249674556,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1207,inner column story 7,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,19507689.1156222,19507689.1156222,23189172.89024,23189172.89024,0.072105699572754,0.172105699572754,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1208,inner column story 8,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,18890290.7732921,18890290.7732921,22473612.1305298,22473612.1305298,0.07303805120648,0.17303805120648,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1209,inner column story 9,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,18248049.0062777,18248049.0062777,21727286.0606906,21727286.0606906,0.0739824584692902,0.17398245846929,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1210,inner column story 10,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,12540672.7922592,12540672.7922592,14943925.2220084,14943925.2220084,0.0714234827873368,0.171423482787337,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1211,inner column story 11,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,11890228.0444562,11890228.0444562,14180411.6647056,14180411.6647056,0.0723470131220779,0.172347013122078,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1212,inner column story 12,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,11223786.2984828,11223786.2984828,13396827.4609469,13396827.4609469,0.0733066754355025,0.173306675435502,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
2101,beam story 1,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2102,beam story 2,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,13012368.43282,16172868.3500205,15744745.4904814,19568896.8796705,0.0583582061347686,0.158358206134769,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3,0.00467498906784195,20.5,38.5,0.0129521038586885
2103,beam story 3,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,13012368.43282,16172868.3500205,15744745.4904814,19568896.8796705,0.0583582061347686,0.158358206134769,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3,0.00467498906784195,20.5,38.5,0.0129521038586885
2104,beam story 4,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,13012368.43282,16172868.3500205,15744745.4904814,19568896.8796705,0.0583582061347686,0.158358206134769,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3,0.00467498906784195,20.5,38.5,0.0129521038586885
2105,beam story 5,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,13012368.43282,16172868.3500205,15744745.4904814,19568896.8796705,0.0583582061347686,0.158358206134769,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3,0.00467498906784195,20.5,38.5,0.0129521038586885
2106,beam story 6,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,12999289.0074891,16172868.3500205,15728919.6072795,19568896.8796705,0.0583582061347686,0.158358206134769,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3,0.00467498906784195,20.5,38.5,0.0129521038586885
2107,beam story 7,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2108,beam story 8,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2109,beam story 9,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[6 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0117330823190472
2110,beam story 10,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,7016651.78792181,10984639.1124891,8490029.86401131,13291227.344494,0.0431684359058856,0.143168435905886,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4.5,0.00327249234748937,20.5,32.5,0.0108305375252744
2111,beam story 11,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,7016651.78792181,10984639.1124891,8490029.86401131,13291227.344494,0.0431684359058856,0.143168435905886,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4.5,0.00327249234748937,20.5,32.5,0.0108305375252744
2112,beam story 12,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,7005079.34740375,10984639.1124891,8476027.40691818,13291227.344494,0.0431684359058856,0.143168435905886,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4.5,0.00327249234748937,20.5,32.5,0.0108305375252744
