rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19
43,1,median,0.121981984893215,0.12799779925387,0.134013613614525,0.140029427975179,0.146045242335834,0.152061056696489,0.158076871057143,0.156794655661098,0.154902286773453,0.146437164664929,0.145284262034128,0.145231161048671,0.150236334485647,0.143592336160856,0.124638371333509,0.122634682833384,0.13886960825793,0.208985253471,0.297522254222507
43,2,median,0.121981984893215,0.12799779925387,0.134013613614525,0.140029427975179,0.146045242335834,0.152061056696489,0.158076871057143,0.156794655661098,0.154902286773453,0.146437164664929,0.145284262034128,0.145231161048671,0.150236334485647,0.143592336160856,0.124638371333509,0.122634682833384,0.13886960825793,0.208985253471,0.297522254222507
72,1,median,0.172258689266908,0.180754011732325,0.189249334197741,0.197744656663158,0.206239979128574,0.21473530159399,0.223230624059407,0.221419924359169,0.218747587255616,0.20679343812306,0.205165349383496,0.205090362030556,0.212158492759546,0.202776070888629,0.176009945215005,0.173180406451287,0.196106799856235,0.295121659731488,0.42015051308577
72,2,median,0.172258689266908,0.180754011732325,0.189249334197741,0.197744656663158,0.206239979128574,0.21473530159399,0.223230624059407,0.221419924359169,0.218747587255616,0.20679343812306,0.205165349383496,0.205090362030556,0.212158492759546,0.202776070888629,0.176009945215005,0.173180406451287,0.196106799856235,0.295121659731488,0.42015051308577
108,1,median,0.221743847200155,0.232679640887569,0.243615434574984,0.254551228262398,0.265487021949812,0.276422815637227,0.287358609324641,0.285027745672052,0.281587720017152,0.266199474408536,0.264103680795858,0.264007151650053,0.273105760881495,0.26102802866046,0.226572735248145,0.222930348243234,0.252442860486725,0.379901951532652,0.540848137015606
108,2,median,0.221743847200155,0.232679640887569,0.243615434574984,0.254551228262398,0.265487021949812,0.276422815637227,0.287358609324641,0.285027745672052,0.281587720017152,0.266199474408536,0.264103680795858,0.264007151650053,0.273105760881495,0.26102802866046,0.226572735248145,0.222930348243234,0.252442860486725,0.379901951532652,0.540848137015606
224,1,median,0.336031609788451,0.400810007289817,0.440553969815734,0.477092215725481,0.512326681291689,0.546949509776223,0.581293806772537,0.588168305020293,0.591726764714525,0.568852384876032,0.573253086786714,0.581485833474028,0.609870353542061,0.590549180119493,0.518986568353954,0.516708805360578,0.591756086009468,0.695307359210996,0.798858632412525
224,2,median,0.336031609788451,0.400810007289817,0.440553969815734,0.477092215725481,0.512326681291689,0.546949509776223,0.581293806772537,0.588168305020293,0.591726764714525,0.568852384876032,0.573253086786714,0.581485833474028,0.609870353542061,0.590549180119493,0.518986568353954,0.516708805360578,0.591756086009468,0.695307359210996,0.798858632412525
475,1,median,0.489513392549532,0.53459244736201,0.568798198477141,0.601611598202298,0.633858721930261,0.665840190941107,0.697700684285289,0.697075139478472,0.69329082334538,0.659513604177059,0.658177816457053,0.661604017953385,0.688029497944039,0.660924770019288,0.576458671480954,0.569825953209258,0.648147360033796,0.734818055058807,0.821488750083819
475,2,median,0.489513392549532,0.53459244736201,0.568798198477141,0.601611598202298,0.633858721930261,0.665840190941107,0.697700684285289,0.697075139478472,0.69329082334538,0.659513604177059,0.658177816457053,0.661604017953385,0.688029497944039,0.660924770019288,0.576458671480954,0.569825953209258,0.648147360033796,0.734818055058807,0.821488750083819
975,1,median,0.67209504632395,0.696764200940117,0.72583547760306,0.755470456055383,0.785334694732675,0.815306485311358,0.845327253612375,0.836432574956912,0.824463618687155,0.777744322404959,0.770059768585371,0.768293802738839,0.793304575891023,0.756876644465938,0.655846653771458,0.644236683109054,0.728355469245557,0.78882320742732,0.849290945609082
975,2,median,0.67209504632395,0.696764200940117,0.72583547760306,0.755470456055383,0.785334694732675,0.815306485311358,0.845327253612375,0.836432574956912,0.824463618687155,0.777744322404959,0.770059768585371,0.768293802738839,0.793304575891023,0.756876644465938,0.655846653771458,0.644236683109054,0.728355469245557,0.78882320742732,0.849290945609082
2475,1,median,0.949423792842038,0.946308005438299,0.969126372472554,0.995265667256515,1.02275559930534,1.05087915022959,1.07929124286203,1.0585306523446,1.03471502488505,0.968367312050775,0.951544934551785,0.942451469478975,0.966287260721208,0.915630081234811,0.788149760717183,0.769195989935247,0.864143765365718,0.907350953634004,0.95055814190229
2475,2,median,0.949423792842038,0.946308005438299,0.969126372472554,0.995265667256515,1.02275559930534,1.05087915022959,1.07929124286203,1.0585306523446,1.03471502488505,0.968367312050775,0.951544934551785,0.942451469478975,0.966287260721208,0.915630081234811,0.788149760717183,0.769195989935247,0.864143765365718,0.907350953634004,0.95055814190229
4975,1,median,1.17455043497451,1.15598330431184,1.17714031588851,1.20338409467062,1.23169668610484,1.26097981106438,1.29070490423559,1.26184545732415,1.22970563084187,1.14748977440706,1.12436608846972,1.11055911164166,1.13559199672923,1.0732338789741,0.921430802424105,0.896993293203787,1.00520017194694,1.05546018054428,1.10572018914163
4975,2,median,1.17455043497451,1.15598330431184,1.17714031588851,1.20338409467062,1.23169668610484,1.26097981106438,1.29070490423559,1.26184545732415,1.22970563084187,1.14748977440706,1.12436608846972,1.11055911164166,1.13559199672923,1.0732338789741,0.921430802424105,0.896993293203787,1.00520017194694,1.05546018054428,1.10572018914163
