rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18
43,1,median,0.000295774407483722,0.000516304941342335,0.000682969515714066,0.000805820192699262,0.000894226505527813,0.000957077252436476,0.00100237324226939,0.00103682775419782,0.00106560958770102,0.0010924852413014,0.00111996664198604,0.0011494303288034,0.00118120812578074,0.00121440152076936,0.00124663380733785,0.0012740187620889,0.00129176475877863,0.0012971517485895
43,2,median,0.000295774407483722,0.000516304941342335,0.000682969515714066,0.000805820192699262,0.000894226505527813,0.000957077252436476,0.00100237324226939,0.00103682775419782,0.00106560958770102,0.0010924852413014,0.00111996664198604,0.0011494303288034,0.00118120812578074,0.00121440152076936,0.00124663380733785,0.0012740187620889,0.00129176475877863,0.0012971517485895
72,1,median,0.000439589538717335,0.000767349186608204,0.00101505149456608,0.00119763616403247,0.00132902849985565,0.00142243932291052,0.00148975969537205,0.00154096711096355,0.00158374360748585,0.00162368707747512,0.00166453082847115,0.00170832071755298,0.00175554991237603,0.00180488301497828,0.00185278768700514,0.00189348809691965,0.00191986277404362,0.0019278690934077
72,2,median,0.000439589538717335,0.000767349186608204,0.00101505149456608,0.00119763616403247,0.00132902849985565,0.00142243932291052,0.00148975969537205,0.00154096711096355,0.00158374360748585,0.00162368707747512,0.00166453082847115,0.00170832071755298,0.00175554991237603,0.00180488301497828,0.00185278768700514,0.00189348809691965,0.00191986277404362,0.0019278690934077
108,1,median,0.000589472637111544,0.00102898569864783,0.00136114495138299,0.00160598395942796,0.00178217602013971,0.00190743633539102,0.00199771036147913,0.00206637753312399,0.00212373916708136,0.00217730182159462,0.00223207171825642,0.0022907922725972,0.00235412480344458,0.00242027859357501,0.00248451691333129,0.0025390945951247,0.00257446202111621,0.00258519818695599
108,2,median,0.000589472637111544,0.00102898569864783,0.00136114495138299,0.00160598395942796,0.00178217602013971,0.00190743633539102,0.00199771036147913,0.00206637753312399,0.00212373916708136,0.00217730182159462,0.00223207171825642,0.0022907922725972,0.00235412480344458,0.00242027859357501,0.00248451691333129,0.0025390945951247,0.00257446202111621,0.00258519818695599
224,1,median,0.00144028236079535,0.0017449811289712,0.002216858727319,0.00260812743489711,0.00288752642099224,0.00308407233995332,0.00322357605815836,0.00332764216461205,0.00341289372520107,0.00349144437661682,0.00357137909043019,0.0036571399169561,0.00374981874042396,0.00384656474673635,0.00393979215270929,0.00401708070298016,0.00406310987978933,0.00406918810076987
224,2,median,0.00144028236079535,0.0017449811289712,0.002216858727319,0.00260812743489711,0.00288752642099224,0.00308407233995332,0.00322357605815836,0.00332764216461205,0.00341289372520107,0.00349144437661682,0.00357137909043019,0.0036571399169561,0.00374981874042396,0.00384656474673635,0.00393979215270929,0.00401708070298016,0.00406310987978933,0.00406918810076987
475,1,median,0.00245941815538321,0.00347356875589268,0.00350717698617965,0.00404886878001487,0.00441289267934788,0.00464685056936763,0.00478993551077759,0.00487440674833515,0.00492496979421521,0.00495963260639758,0.00499047905035539,0.00502426765492668,0.0050628786588269,0.00510247953699487,0.00513239802452904,0.00513498706118916,0.00508840942588328,0.00498033277161727
475,2,median,0.00245941815538321,0.00347356875589268,0.00350717698617965,0.00404886878001487,0.00441289267934788,0.00464685056936763,0.00478993551077759,0.00487440674833515,0.00492496979421521,0.00495963260639758,0.00499047905035539,0.00502426765492668,0.0050628786588269,0.00510247953699487,0.00513239802452904,0.00513498706118916,0.00508840942588328,0.00498033277161727
975,1,median,0.00382502439681004,0.00520892443119918,0.00494216834165491,0.00567143327835562,0.0061500343421667,0.00644579745826705,0.00661322884923826,0.00669694083939457,0.00673104554466592,0.0067404095227418,0.0067417493736625,0.00674447041068291,0.00675128952325443,0.0067571046271932,0.00674746228385428,0.00669837723876239,0.00658013508106851,0.00637598241894355
975,2,median,0.00382502439681004,0.00520892443119918,0.00494216834165491,0.00567143327835562,0.0061500343421667,0.00644579745826705,0.00661322884923826,0.00669694083939457,0.00673104554466592,0.0067404095227418,0.0067417493736625,0.00674447041068291,0.00675128952325443,0.0067571046271932,0.00674746228385428,0.00669837723876239,0.00658013508106851,0.00637598241894355
2475,1,median,0.00603209515614042,0.00802664269506888,0.00729599731501967,0.00833606349009715,0.00900575750285656,0.00940601042824645,0.00961651309568891,0.00970221826977038,0.00971273215504917,0.00968421824727444,0.00964102082134076,0.00959689760179133,0.00955593166976933,0.00951091109818697,0.00944112647416136,0.00931211505456069,0.00908114442561021,0.00872415202564986
2475,2,median,0.00603209515614042,0.00802664269506888,0.00729599731501967,0.00833606349009715,0.00900575750285656,0.00940601042824645,0.00961651309568891,0.00970221826977038,0.00971273215504917,0.00968421824727444,0.00964102082134076,0.00959689760179133,0.00955593166976933,0.00951091109818697,0.00944112647416136,0.00931211505456069,0.00908114442561021,0.00872415202564986
4975,1,median,0.00831050209514502,0.01085984265571,0.0095255976935125,0.0108422557339067,0.0116749935209313,0.0121564907184061,0.0123899156582856,0.0124590457814088,0.0124277967687139,0.0123427665039984,0.0122353615528393,0.0121234003877909,0.0120122953749514,0.0118929921534249,0.0117391615458554,0.0115068774598425,0.0111416294070155,0.0106127580274489
4975,2,median,0.00831050209514502,0.01085984265571,0.0095255976935125,0.0108422557339067,0.0116749935209313,0.0121564907184061,0.0123899156582856,0.0124590457814088,0.0124277967687139,0.0123427665039984,0.0122353615528393,0.0121234003877909,0.0120122953749514,0.0118929921534249,0.0117391615458554,0.0115068774598425,0.0111416294070155,0.0106127580274489
