rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
43,1,1,0.000199032,0.000358138,0.000474963,0.000564674,0.000687767,0.000769402,0.000838431,0.000890602,0.000940103,0.000978432,0.00100925,0.0010347,0.00106006,0.00107917,0.00109323,0.00110286,0.00111241,0.00111433,0.0011129,0.001109
43,1,2,0.000276283,0.000438111,0.000630142,0.000678166,0.000765967,0.00084546,0.000915933,0.000974947,0.00103566,0.00110199,0.00114014,0.00117197,0.00120285,0.00122606,0.00124344,0.00125556,0.00126774,0.00127066,0.0012694,0.00126489
43,1,3,0.000152744,0.00019668,0.000255132,0.000300872,0.000346466,0.00038899,0.000425948,0.000458778,0.000490453,0.000517078,0.000540997,0.000563367,0.000584827,0.000600964,0.000613597,0.000622855,0.00063218,0.000633951,0.000632575,0.000629052
43,1,4,0.000161946,0.000383068,0.000474357,0.00052675,0.000655462,0.000731508,0.000802909,0.000846263,0.000880995,0.000907504,0.000929631,0.000950395,0.000970787,0.000985456,0.000996273,0.00100382,0.00101132,0.00101276,0.00101171,0.00100878
43,1,5,0.000102832,0.000197953,0.000250396,0.000303523,0.000492548,0.000640863,0.000635169,0.000710461,0.000785586,0.00082765,0.000862263,0.000889691,0.000915893,0.000935794,0.000950753,0.000960932,0.000971422,0.000974137,0.000973172,0.000969323
43,1,6,0.000184402,0.000440883,0.000597016,0.000685303,0.00086401,0.00106014,0.00101352,0.0010819,0.00116074,0.00125958,0.00127086,0.00129668,0.00132091,0.00133926,0.00135297,0.00136237,0.00137169,0.0013737,0.00137254,0.001369
43,1,7,7.39377e-05,0.000168279,0.000208183,0.000247472,0.000302768,0.000336466,0.00036744,0.000395071,0.000422591,0.000444527,0.000463394,0.000478822,0.000493454,0.000504253,0.000512272,0.000517923,0.000523541,0.000524475,0.000523817,0.00052179
43,1,8,0.000245451,0.000331562,0.000410749,0.000540869,0.000674148,0.000718422,0.000778004,0.000884179,0.000934302,0.0010005,0.00102899,0.00105453,0.00107901,0.00109697,0.00111005,0.00111878,0.00112745,0.00112899,0.00112765,0.00112422
43,1,9,7.92148e-05,0.000191297,0.000252182,0.000305499,0.000388061,0.000452505,0.000514878,0.000577739,0.00064885,0.000702965,0.000743741,0.000775871,0.000801437,0.0008208,0.000834642,0.000844574,0.000848774,0.000850429,0.000849835,0.000847793
43,1,10,0.000180094,0.000387016,0.000531824,0.000735149,0.000756072,0.000866926,0.000966011,0.00109985,0.0011203,0.00116396,0.00119497,0.0012164,0.00123665,0.00125117,0.00126386,0.00127515,0.00128656,0.00128958,0.00128862,0.00128447
43,1,11,0.000113916,0.000207017,0.00026014,0.000291884,0.000323225,0.000344483,0.000359845,0.000370312,0.000405378,0.000427378,0.000451641,0.000480233,0.000510513,0.000535662,0.000556285,0.000571597,0.000586769,0.000591632,0.000591036,0.000586013
43,1,12,9.69144e-05,0.000150032,0.000199711,0.000223599,0.000248942,0.000261837,0.000268293,0.000281181,0.000301327,0.000321428,0.000367479,0.000401633,0.000438151,0.000469239,0.000494682,0.000513938,0.000532889,0.000539253,0.00053863,0.000532491
43,1,13,9.15113e-05,0.000190578,0.000274541,0.000346934,0.000443845,0.000532236,0.000573536,0.000627722,0.000680745,0.000710563,0.000744912,0.000767451,0.000790254,0.000807037,0.000819323,0.000827507,0.000835557,0.000836851,0.000835462,0.00083224
43,1,14,9.1484e-05,0.000177513,0.000273631,0.00029591,0.000363621,0.000396511,0.000415348,0.000430862,0.000450459,0.000474082,0.000500984,0.000527299,0.000554223,0.000577394,0.000597303,0.000612612,0.00062847,0.000633625,0.000633038,0.000627825
43,1,15,8.56389e-05,0.00019514,0.000260583,0.000311734,0.000383363,0.000424741,0.000465757,0.000493348,0.000521251,0.000545057,0.000566457,0.00058491,0.000602733,0.000616123,0.000627164,0.000635289,0.000643406,0.00064538,0.000644552,0.000641551
43,1,16,8.05541e-05,0.000157555,0.000212845,0.000252287,0.000293951,0.000329519,0.000361234,0.00038888,0.000415675,0.000440011,0.000461383,0.000479093,0.000495943,0.000508569,0.000518068,0.000524835,0.000531796,0.0005335,0.000533035,0.000530639
43,1,17,5.25513e-05,0.000104778,0.000162085,0.000201034,0.000249199,0.000286157,0.00033085,0.000357209,0.000388407,0.000415984,0.000439873,0.000459676,0.000479733,0.00049499,0.000505865,0.000512727,0.000521289,0.000523148,0.000521906,0.000518627
43,1,18,0.000114404,0.000205008,0.000267262,0.000323815,0.00038639,0.000468276,0.000522349,0.000557195,0.000628685,0.000663293,0.000685057,0.000702472,0.000718586,0.000729614,0.000737594,0.000742903,0.000749173,0.000750443,0.000749625,0.000747177
