rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19,floor_20,floor_21
43,1,1,0.0704906735751295,0.0797769430051813,0.0852238341968912,0.0881779792746114,0.0955823834196891,0.114538082901554,0.131319689119171,0.144220207253886,0.152557512953368,0.155186010362694,0.150907512953368,0.139708549222798,0.144611658031088,0.147163212435233,0.145546632124352,0.143118134715026,0.149842487046632,0.173783419689119,0.193168393782383,0.219967098445596,0.262562176165803
43,1,2,0.0878129533678756,0.203541968911917,0.120576683937824,0.155373316062176,0.116731347150259,0.135744300518135,0.150173056994819,0.157999481865285,0.159456735751295,0.170026165803109,0.174876683937824,0.176772279792746,0.175156735751295,0.154895336787565,0.146451295336788,0.144154922279793,0.150617357512953,0.175022538860104,0.20734378238342,0.237476943005181,0.273961139896373
43,1,3,0.0890932642487047,0.0888152849740933,0.109869170984456,0.127749481865285,0.142919689119171,0.159072020725389,0.161439637305699,0.15255,0.144913989637306,0.148482901554404,0.147116580310881,0.138993005181347,0.140040414507772,0.134279015544041,0.120289119170984,0.117965544041451,0.135240414507772,0.141530829015544,0.16590621761658,0.195778497409326,0.243417875647668
43,1,4,0.104717098445596,0.184945336787565,0.141866580310881,0.180065544041451,0.190126165803109,0.202717875647668,0.214546113989637,0.216163989637306,0.21114067357513,0.198851813471503,0.191873056994819,0.185385751295337,0.172112694300518,0.15614792746114,0.141997150259067,0.13849585492228,0.147935492227979,0.169498704663212,0.205468652849741,0.26370207253886,0.321725388601036
43,1,5,0.119583419689119,0.173163730569948,0.17944689119171,0.1836,0.241184196891192,0.245977979274611,0.216539119170984,0.23490518134715,0.23560103626943,0.219776943005181,0.201147668393782,0.177347409326425,0.163279792746114,0.147716580310881,0.126106476683938,0.140855699481865,0.160638341968912,0.165236528497409,0.195348704663212,0.234703367875648,0.318538860103627
43,1,6,0.135181347150259,0.177676683937824,0.222808808290155,0.183631606217617,0.282717616580311,0.22489067357513,0.179317357512953,0.175669948186528,0.192862176165803,0.185296373056995,0.172555440414508,0.175700259067358,0.186038082901554,0.18460310880829,0.157111139896373,0.147718911917098,0.167621502590674,0.192802849740933,0.22040207253886,0.239814766839378,0.298673575129534
43,1,7,0.0757422279792746,0.0928238341968912,0.0936663212435233,0.116285233160622,0.139450518134715,0.158510103626943,0.170552590673575,0.17274378238342,0.174602590673575,0.164273575129534,0.170871243523316,0.173276165803109,0.167633678756477,0.155222020725389,0.134062694300518,0.105280310880829,0.102175129533679,0.137543264248705,0.178292227979275,0.226338601036269,0.288927461139896
43,1,8,0.0960430051813472,0.116679792746114,0.133817098445596,0.195915025906736,0.169925388601036,0.185348186528497,0.19095829015544,0.205187564766839,0.205508031088083,0.202288082901554,0.205261658031088,0.204773575129534,0.197490932642487,0.179269170984456,0.155013212435233,0.14655103626943,0.158425647668394,0.181151813471503,0.19359481865285,0.248460362694301,0.30590932642487
43,1,9,0.0811520725388601,0.0827082901554404,0.0908800518134715,0.100022538860104,0.117000518134715,0.133113989637306,0.143774093264249,0.148393264248705,0.154854922279793,0.16100310880829,0.158702331606218,0.161682642487047,0.151368911917098,0.133594300518135,0.11249378238342,0.0979375647668394,0.0916769430051814,0.0976274611398964,0.118747409326425,0.168442487046632,0.219133937823834
43,1,10,0.120315025906736,0.14195207253886,0.143553626943005,0.170365544041451,0.155776683937824,0.143042487046632,0.146781865284974,0.15635,0.167285492227979,0.155045595854922,0.16294585492228,0.166707512953368,0.165255958549223,0.15640518134715,0.148109067357513,0.144583419689119,0.153739119170984,0.172191968911917,0.199019170984456,0.233522020725389,0.283463730569948
43,1,11,0.0964088082901554,0.176333678756477,0.155169689119171,0.191483937823834,0.223531088082902,0.250041191709845,0.277616580310881,0.311642487046632,0.334458549222798,0.338544041450777,0.320777202072539,0.289111398963731,0.269181347150259,0.247743523316062,0.20785103626943,0.183039119170984,0.139819689119171,0.180586528497409,0.232500259067358,0.331212435233161,0.431145077720207
43,1,12,0.100536787564767,0.201110621761658,0.176180310880829,0.199994041450777,0.230093523316062,0.251418393782383,0.274155440414508,0.297930051813472,0.330958549222798,0.360059585492228,0.352992227979275,0.321326424870466,0.288805699481865,0.246874093264249,0.191812694300518,0.122698445595855,0.118506994818653,0.195981088082902,0.241926165803109,0.334134715025907,0.433608808290155
43,1,13,0.137611139896373,0.161237564766839,0.160736269430052,0.177079015544041,0.175438601036269,0.195983937823834,0.200912435233161,0.177684974093264,0.183626943005181,0.18494585492228,0.175357772020725,0.160431088082902,0.139712176165803,0.132613471502591,0.12275829015544,0.119283678756477,0.136013730569948,0.162674093264249,0.192017098445596,0.233780829015544,0.286463730569948
43,1,14,0.135834455958549,0.136987046632124,0.16524274611399,0.150380569948187,0.178090932642487,0.202969170984456,0.223739378238342,0.235403626943005,0.241723575129534,0.246813212435233,0.249073575129534,0.236234455958549,0.20799481865285,0.177623575129534,0.137438341968912,0.116476943005181,0.124406476683938,0.146602849740933,0.208693005181347,0.280124352331606,0.363813471502591
43,1,15,0.0698375647668394,0.11825725388601,0.103762953367876,0.0892038860103627,0.119821761658031,0.117925647668394,0.113684715025907,0.108385751295337,0.107058808290155,0.109219948186529,0.110693523316062,0.111476165803109,0.11074481865285,0.122350518134715,0.12330932642487,0.121582124352332,0.120290414507772,0.128297668393782,0.149439637305699,0.179582901554404,0.21225414507772
43,1,16,0.06085,0.0862432642487047,0.0861367875647669,0.0933531088082902,0.108779792746114,0.123577202072539,0.128366580310881,0.127661398963731,0.134026424870466,0.130974352331606,0.123070207253886,0.121446373056995,0.122311658031088,0.12420518134715,0.127974870466321,0.128463730569948,0.129939378238342,0.118525129533679,0.134313471502591,0.155883160621762,0.182861398963731
43,1,17,0.0561209844559586,0.0925704663212435,0.0969251295336788,0.0733287564766839,0.0806007772020725,0.0959323834196891,0.0939733160621762,0.098270207253886,0.100437305699482,0.101816062176166,0.103632383419689,0.103288860103627,0.0997476683937824,0.101494300518135,0.100494300518135,0.113564507772021,0.130752590673575,0.135996373056995,0.153248186528497,0.185849740932642,0.223940932642487
43,1,18,0.06435103626943,0.148065025906736,0.0987002590673575,0.0922316062176166,0.104756994818653,0.19269689119171,0.127370207253886,0.120606735751295,0.157767357512953,0.119898704663212,0.116654922279793,0.108618911917098,0.117675906735751,0.119420725388601,0.123387823834197,0.125757772020725,0.134814766839378,0.165221502590674,0.178052331606218,0.183486787564767,0.232982901554404
43,1,19,0.077780310880829,0.0796665803108808,0.0893181347150259,0.105711917098446,0.127184974093264,0.158695336787565,0.192869170984456,0.220506476683938,0.243821761658031,0.261287564766839,0.265621761658031,0.255936787564767,0.235956994818653,0.202679274611399,0.157272797927461,0.102622538860104,0.0635137305699482,0.118114507772021,0.202725129533679,0.287645077720207,0.370075129533679
43,1,20,0.0532730569948187,0.0654479274611399,0.0560981865284974,0.0702295336787565,0.0829215025906736,0.0952766839378238,0.110782124352332,0.124094041450777,0.13524689119171,0.142338082901554,0.143465544041451,0.138257512953368,0.126662694300518,0.111452331606218,0.101170466321244,0.0908559585492228,0.0917740932642487,0.108957512953368,0.146292487046632,0.184412176165803,0.221503886010363
43,1,21,0.0630968911917098,0.084499481865285,0.087259067357513,0.0967378238341969,0.107720725388601,0.157807772020725,0.10740310880829,0.12235829015544,0.122901295336788,0.125712953367876,0.127417098445596,0.126770466321244,0.120574093264249,0.129318652849741,0.138514766839378,0.142062953367876,0.140470984455959,0.149221502590674,0.167395077720207,0.196801813471503,0.228959844559586
43,1,22,0.0390598445595855,0.0744738341968912,0.0722044041450777,0.0791966321243523,0.0728227979274611,0.0799930051813472,0.0829782383419689,0.092569170984456,0.0997147668393782,0.103712176165803,0.103876165803109,0.101404922279793,0.0937525906735751,0.0895225388601036,0.0954720207253886,0.106017357512953,0.111426165803109,0.110409844559586,0.10949792746114,0.132345077720207,0.155100259067358
43,1,23,0.0849129533678757,0.16375621761658,0.188518911917098,0.180775647668394,0.209870207253886,0.230971502590674,0.243278238341969,0.255669170984456,0.268230569948187,0.281284974093264,0.288181347150259,0.274759067357513,0.253022797927461,0.222373316062176,0.179860362694301,0.130252331606218,0.120916580310881,0.181263989637306,0.238675906735751,0.326875647668394,0.430580310880829
43,1,24,0.125148445595855,0.238588860103627,0.125828756476684,0.138906994818653,0.15050518134715,0.209287823834197,0.151264766839378,0.202669948186528,0.13869274611399,0.139710103626943,0.142244559585492,0.139898445595855,0.133669170984456,0.127677720207254,0.122210880829016,0.137900777202073,0.151160103626943,0.171586010362694,0.189028497409326,0.197284196891192,0.244022538860104
