exterior column,interior column,beam
W36X247,W36X247,W33X221
W36X247,W36X247,W33X221
W36X247,W36X247,W33X221
W36X247,W36X247,W33X221
W36X247,W36X247,W33X201
W36X247,W36X247,W33X201
W36X247,W36X247,W33X201
W36X247,W36X247,W33X201
W36X160,W36X160,W30X148
W36X160,W36X160,W30X148
W36X160,W36X160,W30X148
W36X160,W36X160,W30X148
