id,description,type,length,h,d_eff,w,fc_n,fc_e,d_flange,b_eff,a,e,iz,iz_simp,trib_wt_1,trib_wt_2,stiff_factor,Mn_pos,Mn_neg,Mp_pos,Mp_neg,a_hinge,b_hinge,c_hinge,iz_model,critical_mode,stiff_factor_model,As,n_b,As_d,clear_cover,w_p,s_p,rho_s,b_c,d_c,rho_cc
1112,outer column story 12,column,126,36,33.5,24,5000,6500,0,0,864,4030508.65276332,65318.4,65318.4,0,0,0.7,10877584.1184005,10877584.1184005,13154402.0675232,13154402.0675232,0.0710979689827435,0.171097968982743,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,10.5,3,0.00701248360176293,20.5,32.5,0.0141460081962767
1201,inner column story 1,column,138,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,23082296.9686295,23082296.9686295,27304210.5247774,27304210.5247774,0.0667562760612657,0.166756276061266,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1202,inner column story 2,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,22499640.5876,22499640.5876,26636734.7395689,26636734.7395689,0.0676194577988533,0.167619457798853,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1203,inner column story 3,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,21918955.4817176,21918955.4817176,25970485.3030601,25970485.3030601,0.0684938007748453,0.168493800774845,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1204,inner column story 4,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,21319651.4936803,21319651.4936803,25281050.5654061,25281050.5654061,0.0693794493079143,0.169379449307914,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1205,inner column story 5,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,20721720.346003,20721720.346003,24592100.782736,24592100.782736,0.0702765495828236,0.170276549582824,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1206,inner column story 6,column,114,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,20125417.0471164,20125417.0471164,23903941.4258681,23903941.4258681,0.0711852496745557,0.171185249674556,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1207,inner column story 7,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,19507689.1156222,19507689.1156222,23189172.89024,23189172.89024,0.072105699572754,0.172105699572754,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1208,inner column story 8,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,13829467.3795127,13829467.3795127,16452795.2263393,16452795.2263393,0.069611639013608,0.169611639013608,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12.83 23.17 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1209,inner column story 9,column,126,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,13186696.2686001,13186696.2686001,15700918.0501844,15700918.0501844,0.0705117415817162,0.170511741581716,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1210,inner column story 10,column,126,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,12540672.7922592,12540672.7922592,14943925.2220084,14943925.2220084,0.0714234827873368,0.171423482787337,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1211,inner column story 11,column,126,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,11890228.0444562,11890228.0444562,14180411.6647056,14180411.6647056,0.0723470131220779,0.172347013122078,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1212,inner column story 12,column,126,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,11223786.2984828,11223786.2984828,13396827.4609468,13396827.4609468,0.0733066754355025,0.173306675435502,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
2101,beam story 1,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,9846047.44211102,16146412.9155632,11913550.7009039,19536886.2518958,0.0523585898227973,0.152358589822797,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[6 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0114283269341369
2102,beam story 2,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2103,beam story 3,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2104,beam story 4,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2105,beam story 5,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11426034.5918646,16161050.1503938,13825308.4012437,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2106,beam story 6,beam,204,42,39.5625,24,5000,6500,8,41,1008,4030508.65276332,64236.4904428904,51861.6,0.141666666666667,0.141666666666667,0.35,11460632.7230663,16161050.1503938,13867171.5542146,19554597.0582169,0.052446704906781,0.152446704906781,0.2,91766.4149184149,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 9],[2.44 0 0 0 0 39.56],2,20,3.5,0.00409061543436171,20.5,38.5,0.0121902153964127
2107,beam story 7,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300578,0.0474307274018448,0.147430727401845,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[6 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0117330823190472
2108,beam story 8,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,8339612.93247969,10977325.3618562,10090790.4497877,13282377.8300577,0.0474307274018448,0.147430727401845,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[6 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0117330823190472
2109,beam story 9,beam,204,30,27.5625,24,5000,6500,8,41,720,4030508.65276332,23998.3900311526,18900,0.141666666666667,0.141666666666667,0.35,5760327.8901816,7851994.61155119,6969899.21864483,9500780.53736082,0.0434844785777038,0.143484478577704,0.2,34283.4143302181,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,4.5,0.00327249234748937,20.5,26.5,0.0121758401424075
2110,beam story 10,beam,204,30,27.5625,24,5000,6500,8,41,720,4030508.65276332,23998.3900311526,18900,0.141666666666667,0.141666666666667,0.35,4687586.90384362,7850390.24004769,5671900.78782119,9498839.2750053,0.0433920326599469,0.143392032659947,0.2,34283.4143302181,flexure,0.5,[0.6 0 0 0 0 0.6],[4 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,4.5,0.00327249234748937,20.5,26.5,0.0110689455840068
2111,beam story 11,beam,204,30,27.5625,24,5000,6500,8,41,720,4030508.65276332,23998.3900311526,18900,0.141666666666667,0.141666666666667,0.35,4692224.52937485,7850390.24004768,5677512.23619404,9498839.27500529,0.0433920326599469,0.143392032659947,0.2,34283.4143302181,flexure,0.5,[0.6 0 0 0 0 0.6],[4 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,4.5,0.00327249234748937,20.5,26.5,0.0110689455840068
2112,beam story 12,beam,204,30,27.5625,24,5000,6500,8,41,720,4030508.65276332,23998.3900311526,18900,0.141666666666667,0.141666666666667,0.35,4687586.90384362,7850390.24004768,5671900.78782119,9498839.27500529,0.0397572320118399,0.13975723201184,0.2,34283.4143302181,flexure,0.5,[0.6 0 0 0 0 0.6],[4 0 0 0 0 6],[2.44 0 0 0 0 27.56],2,20,5,0.00297499304317215,20.5,26.5,0.0110689455840068
