rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19
43,1,median,0.121981984893215,0.127437061433414,0.132892137973613,0.138347214513812,0.143802291054011,0.14925736759421,0.154712444134409,0.151853922149655,0.14800272907866,0.146216872544653,0.138742731768084,0.15225887209916,0.149495506727837,0.143337079720054,0.125104231696944,0.121899753750187,0.137835017060171,0.207999394140166,0.301036615327086
43,2,median,0.121981984893215,0.127437061433414,0.132892137973613,0.138347214513812,0.143802291054011,0.14925736759421,0.154712444134409,0.151853922149655,0.14800272907866,0.146216872544653,0.138742731768084,0.15225887209916,0.149495506727837,0.143337079720054,0.125104231696944,0.121899753750187,0.137835017060171,0.207999394140166,0.301036615327086
72,1,median,0.172258689266908,0.179962157410077,0.187665625553245,0.195369093696413,0.203072561839582,0.21077602998275,0.218479498125918,0.214442793437392,0.209004273387859,0.206482349301807,0.195927629318399,0.215014649581406,0.21111232173155,0.202415606677804,0.176667816913495,0.172142565325104,0.194645786381097,0.293729463693036,0.425113370822633
72,2,median,0.172258689266908,0.179962157410077,0.187665625553245,0.195369093696413,0.203072561839582,0.21077602998275,0.218479498125918,0.214442793437392,0.209004273387859,0.206482349301807,0.195927629318399,0.215014649581406,0.21111232173155,0.202415606677804,0.176667816913495,0.172142565325104,0.194645786381097,0.293729463693036,0.425113370822633
108,1,median,0.221743847200155,0.231660308715795,0.241576770231436,0.251493231747076,0.261409693262717,0.271326154778357,0.281242616293998,0.276046277976005,0.269045421508382,0.265799018371519,0.252212219207996,0.276782412576579,0.271759053847066,0.260564013049831,0.227419595293395,0.221594364061062,0.250562138241786,0.37810981607094,0.547236686541685
108,2,median,0.221743847200155,0.231660308715795,0.241576770231436,0.251493231747076,0.261409693262717,0.271326154778357,0.281242616293998,0.276046277976005,0.269045421508382,0.265799018371519,0.252212219207996,0.276782412576579,0.271759053847066,0.260564013049831,0.227419595293395,0.221594364061062,0.250562138241786,0.37810981607094,0.547236686541685
224,1,median,0.336031609788451,0.398632618960629,0.436245637526563,0.470568202000191,0.503507143123899,0.535761007885511,0.567668398538334,0.568305754026033,0.563985864682024,0.566545776939886,0.545990783867274,0.607953570368172,0.605150161295079,0.587790021922969,0.519378129323464,0.512050711504157,0.585523866523922,0.686581668864069,0.787639471204216
224,2,median,0.336031609788451,0.398632618960629,0.436245637526563,0.470568202000191,0.503507143123899,0.535761007885511,0.567668398538334,0.568305754026033,0.563985864682024,0.566545776939886,0.545990783867274,0.607953570368172,0.605150161295079,0.587790021922969,0.519378129323464,0.512050711504157,0.585523866523922,0.686581668864069,0.787639471204216
475,1,median,0.489513392549532,0.532260012513906,0.564052336842259,0.594402183963385,0.624145474940692,0.6535884404888,0.682879517880804,0.675139747974761,0.662442012096116,0.658554267054911,0.628575684643878,0.693656682673952,0.684675490389039,0.659788522800607,0.578648300003969,0.566446383488425,0.643359828813852,0.726995471502396,0.810631114190939
475,2,median,0.489513392549532,0.532260012513906,0.564052336842259,0.594402183963385,0.624145474940692,0.6535884404888,0.682879517880804,0.675139747974761,0.662442012096116,0.658554267054911,0.628575684643878,0.693656682673952,0.684675490389039,0.659788522800607,0.578648300003969,0.566446383488425,0.643359828813852,0.726995471502396,0.810631114190939
975,1,median,0.67209504632395,0.694438274424996,0.720832802063039,0.747760810577986,0.7749131457595,0.802176552278933,0.82949613259876,0.81236624373509,0.790127307441202,0.779074959520907,0.737888424048307,0.80835020018549,0.792344954669627,0.7584773804173,0.660966509924724,0.643067290033753,0.726072201621752,0.782472007456474,0.838871813291196
975,2,median,0.67209504632395,0.694438274424996,0.720832802063039,0.747760810577986,0.7749131457595,0.802176552278933,0.82949613259876,0.81236624373509,0.790127307441202,0.779074959520907,0.737888424048307,0.80835020018549,0.792344954669627,0.7584773804173,0.660966509924724,0.643067290033753,0.726072201621752,0.782472007456474,0.838871813291196
2475,1,median,0.949423792842038,0.940697067798386,0.958855390775189,0.980553975058902,1.00374122567001,1.02766556279532,1.05196267791623,1.0205557874107,0.983814040954446,0.961866800796325,0.903656112451543,0.982250041579735,0.955567802732334,0.908059968901824,0.785713286643002,0.759157782413894,0.851366322632997,0.893934638764647,0.936502954896297
2475,2,median,0.949423792842038,0.940697067798386,0.958855390775189,0.980553975058902,1.00374122567001,1.02766556279532,1.05196267791623,1.0205557874107,0.983814040954446,0.961866800796325,0.903656112451543,0.982250041579735,0.955567802732334,0.908059968901824,0.785713286643002,0.759157782413894,0.851366322632997,0.893934638764647,0.936502954896297
4975,1,median,1.17455043497451,1.1492502899549,1.16482845088077,1.18578952519108,1.2090140939737,1.23335939157229,1.25827149243428,1.21682232763721,1.1694509537791,1.14001925573709,1.067995174473,1.15768589854234,1.12321062459008,1.0645582346111,0.918744919572225,0.885435227264116,0.990491330601964,1.04001589713206,1.08954046366216
4975,2,median,1.17455043497451,1.1492502899549,1.16482845088077,1.18578952519108,1.2090140939737,1.23335939157229,1.25827149243428,1.21682232763721,1.1694509537791,1.14001925573709,1.067995174473,1.15768589854234,1.12321062459008,1.0645582346111,0.918744919572225,0.885435227264116,0.990491330601964,1.04001589713206,1.08954046366216
