rp,direction,ground_motion,story_1,story_2,story_3,story_4
108,2,1,0.000743239,0.00122916,0.00147442,0.00151955
108,2,2,0.00237306,0.00326279,0.0041914,0.00423036
108,2,3,0.00127875,0.00238352,0.00311705,0.00292813
108,2,4,0.00124367,0.00194788,0.00254294,0.00253793
108,2,5,0.00127397,0.00228445,0.00294459,0.00280546
108,2,6,0.00104674,0.00196797,0.00249582,0.00242083
108,2,7,0.000466723,0.000777156,0.000957137,0.000985049
108,2,8,0.00262422,0.00369092,0.00467789,0.00452977
108,2,9,0.00126649,0.00232707,0.00303101,0.00287777
108,2,10,0.00162654,0.00260852,0.00328346,0.00316886
108,2,11,0.00107943,0.00192645,0.00230207,0.00235242
108,2,12,0.00109295,0.00211466,0.00260652,0.00260879
108,2,13,0.00224564,0.00371668,0.00434512,0.00438447
108,2,14,0.00183997,0.00318936,0.00404509,0.00382624
108,2,15,0.000766461,0.00139819,0.00153127,0.0015416
108,2,16,0.000539004,0.00105314,0.00115265,0.0011946
108,2,17,0.000716322,0.0013562,0.00153033,0.00157644
108,2,18,0.000854364,0.00160168,0.00184091,0.00189509
108,2,19,0.000211298,0.000357643,0.000440995,0.000469266
108,2,20,0.000354945,0.000665671,0.000777101,0.000813142
108,2,21,0.000598503,0.00123698,0.00149816,0.00152668
108,2,22,0.000622085,0.00116222,0.00132274,0.00135169
108,2,23,0.000994984,0.0020038,0.00239193,0.00236184
108,2,24,0.00243303,0.00379507,0.0044885,0.00456632
108,2,25,0.00244319,0.00325118,0.00386633,0.00380076
108,2,26,0.00189257,0.00324924,0.00383798,0.00364547
108,2,27,0.00137299,0.00287923,0.00351099,0.00343072
108,2,28,0.000496882,0.000998815,0.00107734,0.00111251
108,2,29,0.000731649,0.00151233,0.00183754,0.00187412
108,2,30,0.00123623,0.00196098,0.00246187,0.00243292
108,2,31,0.0004283,0.000811801,0.000930934,0.000965362
108,2,32,0.00033755,0.000544606,0.000644685,0.000670151
108,2,33,0.00208347,0.00345845,0.00432535,0.00420558
108,2,34,0.00109029,0.00212089,0.00246891,0.0024806
108,2,35,0.000628209,0.00116458,0.00128334,0.00133053
108,2,36,0.00242045,0.00421083,0.00529287,0.00525602
108,2,37,0.000276502,0.000509338,0.000619444,0.000645716
108,2,38,0.000352257,0.000605439,0.000708432,0.000735605
108,2,39,0.00184851,0.00291047,0.0036221,0.00356755
108,2,40,0.000902959,0.00162972,0.00189291,0.0019684
108,2,41,0.00111228,0.00200231,0.002532,0.00248561
108,2,42,0.00083724,0.00147061,0.00190828,0.00190892
108,2,43,0.00230382,0.00325393,0.00380977,0.00385453
108,2,44,0.00263037,0.00350608,0.00447199,0.00433146
224,1,1,0.00143904,0.00224085,0.00266934,0.00272845
224,1,2,0.00452562,0.00450979,0.00549271,0.0057889
224,1,3,0.00462878,0.00431051,0.00557205,0.00526036
224,1,4,0.00174677,0.00287526,0.00395743,0.00378651
224,1,5,0.00340765,0.00420945,0.00584721,0.00582925
224,1,6,0.00223407,0.00338557,0.00470906,0.00430736
224,1,7,0.000636257,0.00130354,0.00158639,0.0015627
224,1,8,0.00237875,0.00362364,0.00486544,0.0045404
224,1,9,0.00202906,0.00305456,0.00427473,0.00389131
224,1,10,0.0041718,0.00535198,0.00630446,0.0060929
224,1,11,0.00151931,0.00296198,0.00372683,0.00361089
224,1,12,0.002107,0.0033473,0.00413125,0.00417835
224,1,13,0.00326501,0.00465293,0.00583251,0.00599765
224,1,14,0.00401046,0.00409433,0.0051415,0.00525454
224,1,15,0.00131083,0.00213506,0.00242537,0.00245742
224,1,16,0.00162708,0.00285629,0.00374779,0.0037035
224,1,17,0.00104806,0.00212877,0.00254196,0.00249298
224,1,18,0.000936703,0.00181112,0.00201374,0.00207778
224,1,19,0.000452536,0.000905001,0.000995308,0.00102104
224,1,20,0.000493748,0.000970853,0.00108844,0.00112304
224,1,21,0.000818264,0.00159943,0.00182323,0.00185601
224,1,22,0.000623614,0.0012587,0.0013032,0.00134551
224,1,23,0.00233994,0.00355814,0.00466955,0.00447416
224,1,24,0.00606311,0.00598851,0.00698232,0.00682148
224,1,25,0.00512928,0.00539454,0.00585402,0.00597316
224,1,26,0.00505958,0.00530636,0.00590376,0.00594265
224,1,27,0.00251186,0.00371607,0.00465315,0.00474413
224,1,28,0.00122365,0.00200532,0.0022838,0.00232108
224,1,29,0.00109854,0.00204018,0.0026198,0.00267197
224,1,30,0.00231207,0.0030508,0.00357837,0.00367005
224,1,31,0.000869908,0.00182299,0.0020766,0.00208559
224,1,32,0.0010588,0.0018903,0.00216258,0.00211022
224,1,33,0.00247371,0.00361371,0.00482075,0.00435146
224,1,34,0.00178902,0.00307943,0.00391105,0.00386553
224,1,35,0.00122396,0.00234724,0.00283274,0.00257599
224,1,36,0.00390338,0.00504407,0.00589188,0.00618598
224,1,37,0.000464846,0.000798438,0.000955507,0.00100255
224,1,38,0.000634928,0.00113208,0.00124934,0.00127379
224,1,39,0.00397824,0.00530597,0.0059727,0.00587225
224,1,40,0.00262601,0.00419267,0.00485657,0.00468444
224,1,41,0.00172643,0.00285844,0.00314707,0.00326872
224,1,42,0.00231669,0.00353611,0.00417022,0.0042307
224,1,43,0.00253581,0.00322041,0.00419031,0.00432745
224,1,44,0.00515724,0.00545969,0.00654522,0.00642029
224,2,1,0.00143904,0.00224085,0.00266934,0.00272845
224,2,2,0.00452562,0.00450979,0.00549271,0.0057889
224,2,3,0.00462878,0.00431051,0.00557205,0.00526036
224,2,4,0.00174677,0.00287526,0.00395743,0.00378651
224,2,5,0.00340765,0.00420945,0.00584721,0.00582925
224,2,6,0.00223407,0.00338557,0.00470906,0.00430736
224,2,7,0.000636257,0.00130354,0.00158639,0.0015627
224,2,8,0.00237875,0.00362364,0.00486544,0.0045404
224,2,9,0.00202906,0.00305456,0.00427473,0.00389131
224,2,10,0.0041718,0.00535198,0.00630446,0.0060929
224,2,11,0.00151931,0.00296198,0.00372683,0.00361089
224,2,12,0.002107,0.0033473,0.00413125,0.00417835
224,2,13,0.00326501,0.00465293,0.00583251,0.00599765
224,2,14,0.00401046,0.00409433,0.0051415,0.00525454
224,2,15,0.00131083,0.00213506,0.00242537,0.00245742
224,2,16,0.00162708,0.00285629,0.00374779,0.0037035
224,2,17,0.00104806,0.00212877,0.00254196,0.00249298
224,2,18,0.000936703,0.00181112,0.00201374,0.00207778
224,2,19,0.000452536,0.000905001,0.000995308,0.00102104
224,2,20,0.000493748,0.000970853,0.00108844,0.00112304
224,2,21,0.000818264,0.00159943,0.00182323,0.00185601
224,2,22,0.000623614,0.0012587,0.0013032,0.00134551
224,2,23,0.00233994,0.00355814,0.00466955,0.00447416
224,2,24,0.00606311,0.00598851,0.00698232,0.00682148
224,2,25,0.00512928,0.00539454,0.00585402,0.00597316
224,2,26,0.00505958,0.00530636,0.00590376,0.00594265
224,2,27,0.00251186,0.00371607,0.00465315,0.00474413
224,2,28,0.00122365,0.00200532,0.0022838,0.00232108
224,2,29,0.00109854,0.00204018,0.0026198,0.00267197
224,2,30,0.00231207,0.0030508,0.00357837,0.00367005
224,2,31,0.000869908,0.00182299,0.0020766,0.00208559
224,2,32,0.0010588,0.0018903,0.00216258,0.00211022
224,2,33,0.00247371,0.00361371,0.00482075,0.00435146
224,2,34,0.00178902,0.00307943,0.00391105,0.00386553
224,2,35,0.00122396,0.00234724,0.00283274,0.00257599
224,2,36,0.00390338,0.00504407,0.00589188,0.00618598
224,2,37,0.000464846,0.000798438,0.000955507,0.00100255
224,2,38,0.000634928,0.00113208,0.00124934,0.00127379
224,2,39,0.00397824,0.00530597,0.0059727,0.00587225
224,2,40,0.00262601,0.00419267,0.00485657,0.00468444
224,2,41,0.00172643,0.00285844,0.00314707,0.00326872
224,2,42,0.00231669,0.00353611,0.00417022,0.0042307
224,2,43,0.00253581,0.00322041,0.00419031,0.00432745
224,2,44,0.00515724,0.00545969,0.00654522,0.00642029
475,1,1,0.00472989,0.0047745,0.00554071,0.00549674
475,1,2,0.00665017,0.00589099,0.00703049,0.00674588
475,1,3,0.00610495,0.00529495,0.00679356,0.00666511
475,1,4,0.0088482,0.00768584,0.00883417,0.00863738
475,1,5,0.00487174,0.00540125,0.00707481,0.00695713
475,1,6,0.00495454,0.00602347,0.00673563,0.00643343
475,1,7,0.00181224,0.00286976,0.00356346,0.00334111
475,1,8,0.00523644,0.00538718,0.00669993,0.00643672
475,1,9,0.00547907,0.00538921,0.00644693,0.00607983
475,1,10,0.00683371,0.00603033,0.00663718,0.00681258
475,1,11,0.00255957,0.00422931,0.00486827,0.0050302
475,1,12,0.00427626,0.00471759,0.005794,0.0061469
475,1,13,0.00814718,0.00603464,0.00755534,0.00758543
475,1,14,0.00660286,0.00672839,0.00784101,0.00790621
475,1,15,0.00348205,0.00423025,0.00508729,0.00496264
475,1,16,0.00207132,0.00342577,0.00429842,0.00409176
475,1,17,0.00148014,0.00253808,0.00296537,0.00289208
475,1,18,0.00169069,0.00291008,0.00321516,0.00324572
475,1,19,0.00119892,0.00208946,0.00255093,0.00257437
475,1,20,0.000744068,0.00158708,0.00171166,0.00176235
475,1,21,0.00226981,0.00357739,0.00403851,0.00399742
475,1,22,0.00140685,0.00224685,0.00275684,0.00274214
475,1,23,0.00308758,0.00482073,0.00573017,0.00550929
475,1,24,0.0117382,0.0114095,0.0127609,0.0126621
475,1,25,0.00870582,0.00693142,0.00804159,0.00803456
475,1,26,0.00876468,0.00685056,0.0077755,0.00838799
475,1,27,0.00372236,0.00507756,0.0062788,0.00656492
475,1,28,0.00302283,0.00393046,0.00480842,0.00471387
475,1,29,0.00299476,0.0035285,0.00421174,0.00442025
475,1,30,0.00265827,0.00384555,0.00472627,0.00486357
475,1,31,0.00237348,0.00352844,0.00440532,0.00433802
475,1,32,0.00179086,0.00296055,0.00329785,0.00338106
475,1,33,0.00363628,0.004603,0.00545626,0.00571914
475,1,34,0.00420145,0.0040134,0.00468156,0.00467416
475,1,35,0.00263809,0.00395271,0.00484196,0.00452973
475,1,36,0.00530468,0.00681121,0.00829892,0.00791023
475,1,37,0.000559511,0.000966201,0.00103765,0.00107034
475,1,38,0.00137915,0.00251189,0.00305828,0.00311446
475,1,39,0.00606666,0.00653547,0.00763513,0.00744355
475,1,40,0.00440495,0.0059906,0.00728193,0.0068127
475,1,41,0.00318048,0.00416936,0.00537592,0.00530478
475,1,42,0.00270072,0.00380236,0.00456434,0.00467438
475,1,43,0.00327477,0.00434108,0.00562342,0.00570227
475,1,44,0.00788424,0.00782982,0.00907577,0.00934592
475,2,1,0.00472989,0.0047745,0.00554071,0.00549674
475,2,2,0.00665017,0.00589099,0.00703049,0.00674588
475,2,3,0.00610495,0.00529495,0.00679356,0.00666511
475,2,4,0.0088482,0.00768584,0.00883417,0.00863738
475,2,5,0.00487174,0.00540125,0.00707481,0.00695713
475,2,6,0.00495454,0.00602347,0.00673563,0.00643343
475,2,7,0.00181224,0.00286976,0.00356346,0.00334111
475,2,8,0.00523644,0.00538718,0.00669993,0.00643672
475,2,9,0.00547907,0.00538921,0.00644693,0.00607983
475,2,10,0.00683371,0.00603033,0.00663718,0.00681258
475,2,11,0.00255957,0.00422931,0.00486827,0.0050302
475,2,12,0.00427626,0.00471759,0.005794,0.0061469
475,2,13,0.00814718,0.00603464,0.00755534,0.00758543
475,2,14,0.00660286,0.00672839,0.00784101,0.00790621
475,2,15,0.00348205,0.00423025,0.00508729,0.00496264
475,2,16,0.00207132,0.00342577,0.00429842,0.00409176
475,2,17,0.00148014,0.00253808,0.00296537,0.00289208
475,2,18,0.00169069,0.00291008,0.00321516,0.00324572
475,2,19,0.00119892,0.00208946,0.00255093,0.00257437
475,2,20,0.000744068,0.00158708,0.00171166,0.00176235
475,2,21,0.00226981,0.00357739,0.00403851,0.00399742
475,2,22,0.00140685,0.00224685,0.00275684,0.00274214
475,2,23,0.00308758,0.00482073,0.00573017,0.00550929
475,2,24,0.0117382,0.0114095,0.0127609,0.0126621
475,2,25,0.00870582,0.00693142,0.00804159,0.00803456
475,2,26,0.00876468,0.00685056,0.0077755,0.00838799
475,2,27,0.00372236,0.00507756,0.0062788,0.00656492
475,2,28,0.00302283,0.00393046,0.00480842,0.00471387
475,2,29,0.00299476,0.0035285,0.00421174,0.00442025
475,2,30,0.00265827,0.00384555,0.00472627,0.00486357
475,2,31,0.00237348,0.00352844,0.00440532,0.00433802
475,2,32,0.00179086,0.00296055,0.00329785,0.00338106
475,2,33,0.00363628,0.004603,0.00545626,0.00571914
475,2,34,0.00420145,0.0040134,0.00468156,0.00467416
475,2,35,0.00263809,0.00395271,0.00484196,0.00452973
475,2,36,0.00530468,0.00681121,0.00829892,0.00791023
475,2,37,0.000559511,0.000966201,0.00103765,0.00107034
475,2,38,0.00137915,0.00251189,0.00305828,0.00311446
475,2,39,0.00606666,0.00653547,0.00763513,0.00744355
475,2,40,0.00440495,0.0059906,0.00728193,0.0068127
475,2,41,0.00318048,0.00416936,0.00537592,0.00530478
475,2,42,0.00270072,0.00380236,0.00456434,0.00467438
475,2,43,0.00327477,0.00434108,0.00562342,0.00570227
475,2,44,0.00788424,0.00782982,0.00907577,0.00934592
975,1,1,0.00987289,0.00745361,0.00847428,0.00829618
975,1,2,0.0104733,0.00909805,0.0103947,0.0100809
975,1,3,0.00772828,0.00645364,0.00730642,0.00725703
975,1,4,0.0107412,0.00850767,0.0102727,0.00977959
975,1,5,0.00682849,0.00585663,0.00701797,0.00733419
975,1,6,0.00912134,0.0101301,0.0114343,0.0115328
975,1,7,0.00314935,0.00405314,0.00530561,0.00513406
975,1,8,0.00856741,0.0074146,0.0082671,0.00813797
975,1,9,0.00725834,0.00688148,0.00795014,0.00788741
975,1,10,0.0110882,0.0104068,0.0117062,0.011767
975,1,11,0.00507073,0.00546548,0.00711804,0.00713302
975,1,12,0.00646643,0.0067869,0.00735927,0.00754042
975,1,13,0.00885259,0.00804547,0.0106,0.0104055
975,1,14,0.00951489,0.00982009,0.0114001,0.0114516
975,1,15,0.0105669,0.00997519,0.0111314,0.0109712
975,1,16,0.00818375,0.00817945,0.00913828,0.00929405
975,1,17,0.00382068,0.00534559,0.00651873,0.00620535
975,1,18,0.00488556,0.00622917,0.00682409,0.00679536
975,1,19,0.00163879,0.00269794,0.00343816,0.00331421
975,1,20,0.00138568,0.00282103,0.0030619,0.00305431
975,1,21,0.00346013,0.0039763,0.00468382,0.0046018
975,1,22,0.00282651,0.00362992,0.00447393,0.00436053
975,1,23,0.00752995,0.00655344,0.00742947,0.00764649
975,1,24,0.0151392,0.013651,0.0150878,0.0149525
975,1,25,0.011297,0.011354,0.0117279,0.0115924
