sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
0.031,43,1,1,0.00119195,0.00171303205128205,0.00175649358974359,0.00166754487179487,0.00151717948717949,0.0012799358974359,0.00111429487179487,0.00111575641025641,0.00118305128205128,0.00125065384615385,0.00138532051282051,0.00152051282051282,0.00178748076923077,0.00194628205128205,0.00197788461538461,0.00203679487179487,0.00227025641025641,0.00215737179487179,0.00173634615384615,0.00131532051282051
0.031,43,1,2,0.000746416666666667,0.00105354487179487,0.00107408974358974,0.00105541025641026,0.00104210897435897,0.000998589743589743,0.00101225641025641,0.00105819871794872,0.0010924358974359,0.00110839743589744,0.00110698717948718,0.00111211538461538,0.00122730769230769,0.00130942307692308,0.00131346153846154,0.00129057692307692,0.00135596153846154,0.00123974358974359,0.00105602564102564,0.000851666666666666
0.031,43,1,3,0.000631261111111111,0.000947288461538461,0.00104565384615385,0.00110985897435897,0.00118412179487179,0.00123140384615385,0.00126858974358974,0.00129666666666667,0.00131333333333333,0.00131801282051282,0.00131217948717949,0.00131987179487179,0.00142147435897436,0.00145128205128205,0.00138833333333333,0.00132173076923077,0.0013498717948718,0.00125089743589744,0.0010475641025641,0.000853782051282051
0.031,43,1,4,0.000783483333333333,0.00115466666666667,0.00123605769230769,0.00126548717948718,0.00129219871794872,0.00126782051282051,0.00123410256410256,0.00120423076923077,0.00117371794871795,0.00114679487179487,0.00111865384615385,0.00114358974358974,0.00134128205128205,0.0014675641025641,0.00147108974358974,0.00143423076923077,0.00149705128205128,0.001385,0.00113705128205128,0.000890641025641027
0.031,43,1,5,0.00135377222222222,0.00193389743589744,0.00191091666666667,0.0017019358974359,0.0014575,0.0012375641025641,0.00110589743589744,0.00106294871794872,0.00104288461538462,0.00110616666666667,0.00131922243589744,0.00167327820512821,0.00220126282051282,0.0026841858974359,0.00308307692307692,0.00345570512820513,0.00397820512820513,0.00364141025641026,0.00273019230769231,0.00191423076923077
0.031,43,1,6,0.000891233333333333,0.00122866666666667,0.00119499358974359,0.00125267948717949,0.00128857692307692,0.00126514743589744,0.00122654487179487,0.00122021153846154,0.00125751923076923,0.00127215384615385,0.00122474358974359,0.00112769230769231,0.00123646794871795,0.0014453141025641,0.00152724358974359,0.00174323076923077,0.00234760256410256,0.00248823717948718,0.00203230769230769,0.00142455128205128
0.031,43,1,7,0.000996577777777778,0.00141903205128205,0.00143112179487179,0.00133971794871795,0.00120587820512821,0.00106886538461538,0.00115505769230769,0.00136496153846154,0.00152789743589744,0.00161721153846154,0.00162596153846154,0.00159115384615385,0.00165348717948718,0.00172628205128205,0.00195416666666667,0.00215801282051282,0.00259596153846154,0.00256544871794872,0.00205717948717949,0.00149532051282051
0.031,43,1,8,0.00129807777777778,0.00186775641025641,0.00188428846153846,0.00172639743589744,0.00153217948717949,0.00132301282051282,0.0012758782051282,0.00134340384615385,0.00130791666666667,0.00133953333333333,0.00150330128205128,0.00164075576923077,0.0021535282051282,0.00258813461538462,0.00286507051282051,0.00312596153846154,0.00366134615384615,0.00348583333333333,0.00267173076923077,0.00186608974358974
0.031,43,1,9,0.00132786111111111,0.00179460897435897,0.00173157051282051,0.00153999358974359,0.00136533974358974,0.00137546794871795,0.00158090384615385,0.00173082051282051,0.00173596794871795,0.00164433333333333,0.00154800641025641,0.00149298717948718,0.00164160256410256,0.00186687179487179,0.00229171153846154,0.00275583333333333,0.00356679487179487,0.00351948717948718,0.00255141025641026,0.00171978205128205
0.031,43,1,10,0.000626755555555556,0.000939032051282051,0.00102375641025641,0.00105707692307692,0.00107837179487179,0.00105576923076923,0.00101866666666667,0.00100688461538462,0.00100711538461538,0.000984102564102563,0.000941025641025641,0.000901217948717949,0.000938012820512821,0.000947115384615385,0.000945192307692307,0.000939166666666668,0.00101128205128205,0.000970256410256411,0.000816410256410257,0.00065852564102564
0.031,43,1,11,0.000838772222222222,0.0012191858974359,0.00127965384615385,0.00129179487179487,0.00129083333333333,0.00123292948717949,0.00117825,0.00119794871794872,0.00121662820512821,0.00128160256410256,0.00134179487179487,0.00140346153846154,0.00154557692307692,0.00164320512820513,0.0016199358974359,0.00157634615384616,0.00165948717948718,0.00155583333333333,0.00128378205128205,0.00101160256410256
0.031,43,1,12,0.000648661111111111,0.000956211538461538,0.00102342307692308,0.00105123717948718,0.00108078205128205,0.0010976858974359,0.00112064102564103,0.00112378205128205,0.00111064102564103,0.0010825,0.00104403846153846,0.00101423076923077,0.0010875641025641,0.00113538461538461,0.00110698717948718,0.00106134615384616,0.00109974358974359,0.00101551282051282,0.000846089743589744,0.000663910256410259
0.031,43,1,13,0.00090715,0.00131021794871795,0.00136983333333333,0.00137332692307692,0.00137253846153846,0.00131335256410256,0.00122070512820513,0.00110314102564103,0.000999935897435898,0.00100185897435897,0.00102436538461539,0.00109666666666667,0.00124423076923077,0.00130980769230769,0.00132120512820513,0.00140544871794872,0.00159,0.0015051282051282,0.00119807692307692,0.000897051282051282
0.031,43,1,14,0.00060825,0.00089424358974359,0.000954826923076923,0.000976019230769231,0.00100733974358974,0.00102561538461538,0.00104529487179487,0.00105955128205128,0.00106096153846154,0.00104596153846154,0.00101628205128205,0.000997756410256409,0.00106108974358974,0.00107358974358974,0.00101871794871795,0.000964551282051281,0.00103057692307692,0.000988525641025644,0.000842307692307691,0.000662307692307693
0.031,43,1,15,0.000848627777777778,0.00122913461538462,0.00127251923076923,0.00123307692307692,0.00116477564102564,0.00111028205128205,0.00111376282051282,0.00116259615384615,0.00124282692307692,0.00128115384615385,0.00128352564102564,0.00127967948717949,0.00135775641025641,0.0013325641025641,0.00125557692307692,0.00127089743589744,0.00144333333333333,0.00147589743589744,0.0012699358974359,0.000976282051282051
0.031,43,1,16,0.000768222222222222,0.00112442948717949,0.00118223717948718,0.00118182692307692,0.00122213461538462,0.00127324358974359,0.00129620512820513,0.00127538461538462,0.00121076923076923,0.00110826923076923,0.00100916666666667,0.00101151923076923,0.00113185897435897,0.00116961538461539,0.0011049358974359,0.0011350641025641,0.0013200641025641,0.00132628205128205,0.00112557692307692,0.00088025641025641
0.031,43,1,17,0.000756922222222222,0.00101957692307692,0.000993955128205128,0.00101063461538462,0.00104358333333333,0.00104649358974359,0.00103663461538462,0.00104836538461539,0.00107634615384615,0.00109365384615385,0.00110570512820513,0.00120383974358974,0.00152187179487179,0.00173717948717949,0.00176044871794872,0.00170903846153846,0.00187,0.00190326923076923,0.00162826923076923,0.00124224358974359
0.031,43,1,18,0.00121854444444444,0.00162972435897436,0.00152351923076923,0.00128664102564103,0.00123319230769231,0.00126772435897436,0.00130999807692308,0.00153149102564103,0.00172739102564103,0.00182041025641026,0.00181571153846154,0.00176927564102564,0.00185871794871795,0.00182570512820513,0.00181308333333333,0.00235273525641026,0.00397149615384615,0.00431266666666667,0.00309666666666667,0.00182705128205128
0.031,43,1,19,0.000800133333333333,0.00116217307692308,0.00122137179487179,0.00122670512820513,0.00122984615384615,0.00119912179487179,0.00116115384615385,0.00112147435897436,0.00108397435897436,0.00105519230769231,0.00105923076923077,0.00108660256410256,0.00120333333333333,0.00126301282051282,0.00123801282051282,0.00119878205128205,0.00126288461538461,0.00118019230769231,0.00098397435897436,0.000767435897435898
0.031,43,1,20,0.000680855555555556,0.000992371794871795,0.00104869230769231,0.0010619358974359,0.00107587179487179,0.00105998717948718,0.00103314102564103,0.000996730769230769,0.000954038461538462,0.000924102564102565,0.000923333333333333,0.000950961538461538,0.00104839743589744,0.00110019230769231,0.00107660256410256,0.00104378205128205,0.00108288461538462,0.00100596153846154,0.000830833333333333,0.000676217948717949
