sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
0.025,43,1,1,0.000700133333333333,0.00105669230769231,0.0011664358974359,0.00120492307692308,0.00120875,0.00121696153846154,0.00121563461538462,0.00120865384615385,0.00119429487179487,0.00120967948717949,0.00123647435897436,0.00125115384615385,0.0014325641025641,0.00147346153846154,0.00140820512820513,0.00135814102564102,0.00127923076923077,0.00114692307692308,0.000971282051282052,0.000797307692307692
0.025,43,1,2,0.000759522222222222,0.00115776923076923,0.0012490641025641,0.00127350641025641,0.00127236538461538,0.00126210897435897,0.00125205128205128,0.00125121794871795,0.00125089743589744,0.00124064102564103,0.00122108974358974,0.00121724358974359,0.00137410256410256,0.00140275641025641,0.00131967948717949,0.00119525641025641,0.0010474358974359,0.000906602564102565,0.000771794871794872,0.00062826923076923
0.025,43,1,3,0.000942805555555556,0.00140880769230769,0.00147874358974359,0.00148164102564103,0.00145069871794872,0.00141192307692308,0.00135320512820513,0.0012875,0.00125333333333333,0.00121794871794872,0.00118083333333333,0.00117435897435898,0.0013526858974359,0.00150444230769231,0.00149948717948718,0.00141557692307692,0.00133602564102564,0.00116839743589744,0.000925833333333334,0.00070224358974359
0.025,43,1,4,0.000842588888888889,0.00124978205128205,0.00130233333333333,0.00128054487179487,0.00122766666666667,0.00116505769230769,0.00111491666666667,0.00107070512820513,0.00101901282051282,0.00109330769230769,0.00115914102564103,0.00123,0.00148064102564103,0.00157435897435897,0.0015174358974359,0.0013899358974359,0.0012274358974359,0.00109923076923077,0.000903076923076924,0.000698205128205128
0.025,43,1,5,0.00113395555555556,0.00158544230769231,0.00151072435897436,0.00146789743589744,0.00156476923076923,0.00161901282051282,0.00159403846153846,0.00149346153846154,0.00146887820512821,0.00163885256410256,0.00163497435897436,0.00174296794871795,0.00202628846153846,0.00195842948717949,0.00188194871794872,0.00206278846153846,0.00210063461538462,0.00194051282051282,0.00173366025641026,0.00124946153846154
0.025,43,1,6,0.00119891666666667,0.00163951923076923,0.00157888461538462,0.00152196794871795,0.00151526282051282,0.00176732692307692,0.00191938461538462,0.00191857051282051,0.00175878205128205,0.00165219230769231,0.00175216666666667,0.00175061538461538,0.00197680961538462,0.00227135256410256,0.00232421153846154,0.00244491217948718,0.00290362371794872,0.00288532051282051,0.00224844230769231,0.00150794871794872
0.025,43,1,7,0.000902211111111111,0.00128367948717949,0.00120833974358974,0.0011446858974359,0.00119326282051282,0.00120651282051282,0.00118809615384615,0.00124460256410256,0.00134392948717949,0.00142711538461538,0.00152519230769231,0.00160480769230769,0.00187282051282051,0.00191647435897436,0.00187660256410256,0.00191384615384615,0.00186544871794872,0.00166852564102564,0.00134602564102564,0.00098948717948718
0.025,43,1,8,0.000847811111111111,0.00119367307692308,0.00117569871794872,0.00114860897435897,0.00129035897435897,0.00138912820512821,0.00136387179487179,0.00133608974358974,0.00126224358974359,0.00135362820512821,0.00150842948717949,0.00166332692307692,0.00205897435897436,0.00230692307692308,0.00239269230769231,0.00238410256410256,0.00226987179487179,0.00202397435897436,0.00170282051282051,0.00125346153846154
0.025,43,1,9,0.00131023888888889,0.00189801282051282,0.00190229487179487,0.00174780128205128,0.00171092307692308,0.00169923076923077,0.00163602564102564,0.00151371794871795,0.00152741025641026,0.00148889102564103,0.00159223717948718,0.00173480769230769,0.00217660256410256,0.00243673076923077,0.00247583333333334,0.00239865384615385,0.00235974358974359,0.00234153846153846,0.00194730769230769,0.00142192307692308
0.025,43,1,10,0.000599677777777778,0.000936967948717949,0.00103547435897436,0.00105555128205128,0.00102532051282051,0.000969371794871795,0.00105294230769231,0.00112871794871795,0.00117451282051282,0.00118185897435898,0.00115551282051282,0.00114846153846154,0.00133602564102564,0.00139326923076923,0.00140102564102564,0.00138557692307692,0.00130826923076923,0.00116339743589744,0.000959423076923077,0.000731602564102563
