sa,rp,direction,gm,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
0.049,43,1,1,0.00141312222222222,0.00173046794871795,0.0016398141025641,0.00159567948717949,0.00160892307692308,0.00159789102564103,0.00158314102564103,0.00152044871794872,0.00164403846153846,0.00161775641025641,0.00124589743589744,0.000944730769230769
0.049,43,1,2,0.00131811111111111,0.00174698076923077,0.00175187820512821,0.00164840384615385,0.00155164102564103,0.00142211538461538,0.0013274358974359,0.00126378205128205,0.00126153846153846,0.00109942307692307,0.000915897435897438,0.000698076923076922
0.049,43,1,3,0.00096265,0.00136594230769231,0.00145836538461538,0.00146976923076923,0.00142261538461538,0.0013249358974359,0.0011949358974359,0.00107564102564103,0.00109564102564103,0.00104128205128205,0.00082974358974359,0.000599935897435898
0.049,43,1,4,0.00112277222222222,0.00150087820512821,0.00152326282051282,0.00158883974358974,0.00166628205128205,0.00169532051282051,0.00167275641025641,0.00160711538461538,0.00160833333333333,0.00145089743589744,0.00114384615384615,0.000821858974358975
0.049,43,1,5,0.00125337222222222,0.00169566025641026,0.00172029487179487,0.00164782051282051,0.0015426282051282,0.00142615384615385,0.00131730769230769,0.00125173076923077,0.00132435897435897,0.00146959615384615,0.00149842948717949,0.00112292948717949
0.049,43,1,6,0.00140179444444444,0.00189624358974359,0.0018955,0.00182877564102564,0.00170480769230769,0.00161294871794872,0.0015124358974359,0.0016279358974359,0.00186378205128205,0.00189548717948718,0.00177410256410256,0.00127339743589744
0.049,43,1,7,0.00117172222222222,0.00163963461538462,0.00177914743589744,0.00178285897435897,0.00164757051282051,0.00157971794871795,0.00161964743589744,0.00180544871794872,0.00215474358974359,0.00223705128205128,0.00187211538461539,0.0013375
0.049,43,1,8,0.00166038888888889,0.00194444871794872,0.001521,0.00119099788461538,0.00180755769230769,0.00222712820512821,0.00242927564102564,0.00247301282051282,0.0025949358974359,0.00243132243589744,0.00213234615384615,0.00142821153846154
0.049,43,1,9,0.00208725,0.00248398717948718,0.00203066025641026,0.00164553846153846,0.00145726923076923,0.00181657692307692,0.00219822435897436,0.0024591858974359,0.00290711538461539,0.00304974358974359,0.00241320512820513,0.00158205128205128
0.049,43,1,10,0.00129958888888889,0.00170787820512821,0.00163373076923077,0.00160894230769231,0.00158182051282051,0.00155121794871795,0.00153807692307692,0.00149660256410256,0.00152782051282051,0.00137916666666667,0.00110717948717949,0.00081474358974359
0.049,43,1,11,0.00136843888888889,0.00153394230769231,0.00125663461538462,0.00134641025641026,0.0015776858974359,0.00171102564102564,0.00173732692307692,0.00191173076923077,0.00207974358974359,0.00187320512820513,0.00181455128205128,0.00140942307692308
0.049,43,1,12,0.00114373888888889,0.00151987179487179,0.00159161538461538,0.00162696794871795,0.00160266025641026,0.00151147435897436,0.0013949358974359,0.00129314102564103,0.00127294871794872,0.00111685897435897,0.000974038461538462,0.000712564102564102
