id,x,y,z,mass,record_disp,record_accel,story,on_slab,primary_story,fix
6080,720,450,0,0,0,0,0,0,0,[000000]
6081,699,471,0,0,0,0,0,0,0,[000000]
6082,0,606,0,0,0,0,0,0,0,[000000]
6083,21,627,0,0,0,0,0,0,0,[000000]
6084,240,606,0,0,0,0,0,0,0,[000000]
6085,219,627,0,0,0,0,0,0,0,[000000]
6086,261,627,0,0,0,0,0,0,0,[000000]
6087,480,606,0,0,0,0,0,0,0,[000000]
6088,459,627,0,0,0,0,0,0,0,[000000]
6089,501,627,0,0,0,0,0,0,0,[000000]
6090,720,606,0,0,0,0,0,0,0,[000000]
6091,699,627,0,0,0,0,0,0,0,[000000]
6092,0,762,0,0,0,0,0,0,0,[000000]
6093,21,783,0,0,0,0,0,0,0,[000000]
6094,240,762,0,0,0,0,0,0,0,[000000]
6095,219,783,0,0,0,0,0,0,0,[000000]
6096,261,783,0,0,0,0,0,0,0,[000000]
6097,480,762,0,0,0,0,0,0,0,[000000]
6098,459,783,0,0,0,0,0,0,0,[000000]
6099,501,783,0,0,0,0,0,0,0,[000000]
6100,720,762,0,0,0,0,0,0,0,[000000]
6101,699,783,0,0,0,0,0,0,0,[000000]
6102,0,918,0,0,0,0,0,0,0,[000000]
6103,21,939,0,0,0,0,0,0,0,[000000]
6104,240,918,0,0,0,0,0,0,0,[000000]
6105,219,939,0,0,0,0,0,0,0,[000000]
6106,261,939,0,0,0,0,0,0,0,[000000]
6107,480,918,0,0,0,0,0,0,0,[000000]
6108,459,939,0,0,0,0,0,0,0,[000000]
6109,501,939,0,0,0,0,0,0,0,[000000]
6110,720,918,0,0,0,0,0,0,0,[000000]
6111,699,939,0,0,0,0,0,0,0,[000000]
6112,0,1074,0,0,0,0,0,0,0,[000000]
6113,21,1095,0,0,0,0,0,0,0,[000000]
6114,240,1074,0,0,0,0,0,0,0,[000000]
6115,219,1095,0,0,0,0,0,0,0,[000000]
6116,261,1095,0,0,0,0,0,0,0,[000000]
6117,480,1074,0,0,0,0,0,0,0,[000000]
6118,459,1095,0,0,0,0,0,0,0,[000000]
6119,501,1095,0,0,0,0,0,0,0,[000000]
6120,720,1074,0,0,0,0,0,0,0,[000000]
6121,699,1095,0,0,0,0,0,0,0,[000000]
6122,0,1230,0,0,0,0,0,0,0,[000000]
6123,21,1251,0,0,0,0,0,0,0,[000000]
6124,240,1230,0,0,0,0,0,0,0,[000000]
6125,219,1251,0,0,0,0,0,0,0,[000000]
6126,261,1251,0,0,0,0,0,0,0,[000000]
6127,480,1230,0,0,0,0,0,0,0,[000000]
6128,459,1251,0,0,0,0,0,0,0,[000000]
6129,501,1251,0,0,0,0,0,0,0,[000000]
6130,720,1230,0,0,0,0,0,0,0,[000000]
6131,699,1251,0,0,0,0,0,0,0,[000000]
6132,0,1392,0,0,0,0,0,0,0,[000000]
6133,18,1410,0,0,0,0,0,0,0,[000000]
6134,240,1392,0,0,0,0,0,0,0,[000000]
6135,222,1410,0,0,0,0,0,0,0,[000000]
6136,258,1410,0,0,0,0,0,0,0,[000000]
6137,480,1392,0,0,0,0,0,0,0,[000000]
6138,462,1410,0,0,0,0,0,0,0,[000000]
6139,498,1410,0,0,0,0,0,0,0,[000000]
6140,720,1392,0,0,0,0,0,0,0,[000000]
6141,702,1410,0,0,0,0,0,0,0,[000000]
6142,0,1548,0,0,0,0,0,0,0,[000000]
6143,18,1566,0,0,0,0,0,0,0,[000000]
6144,240,1548,0,0,0,0,0,0,0,[000000]
6145,222,1566,0,0,0,0,0,0,0,[000000]
6146,258,1566,0,0,0,0,0,0,0,[000000]
6147,480,1548,0,0,0,0,0,0,0,[000000]
6148,462,1566,0,0,0,0,0,0,0,[000000]
6149,498,1566,0,0,0,0,0,0,0,[000000]
6150,720,1548,0,0,0,0,0,0,0,[000000]
6151,702,1566,0,0,0,0,0,0,0,[000000]
6152,0,1704,0,0,0,0,0,0,0,[000000]
6153,18,1722,0,0,0,0,0,0,0,[000000]
6154,240,1704,0,0,0,0,0,0,0,[000000]
6155,222,1722,0,0,0,0,0,0,0,[000000]
6156,258,1722,0,0,0,0,0,0,0,[000000]
6157,480,1704,0,0,0,0,0,0,0,[000000]
6158,462,1722,0,0,0,0,0,0,0,[000000]
6159,498,1722,0,0,0,0,0,0,0,[000000]
6160,720,1704,0,0,0,0,0,0,0,[000000]
6161,702,1722,0,0,0,0,0,0,0,[000000]
6162,0,1860,0,0,0,0,0,0,0,[000000]
6163,18,1878,0,0,0,0,0,0,0,[000000]
6164,240,1860,0,0,0,0,0,0,0,[000000]
6165,222,1878,0,0,0,0,0,0,0,[000000]
6166,258,1878,0,0,0,0,0,0,0,[000000]
6167,480,1860,0,0,0,0,0,0,0,[000000]
6168,462,1878,0,0,0,0,0,0,0,[000000]
6169,498,1878,0,0,0,0,0,0,0,[000000]
6170,720,1860,0,0,0,0,0,0,0,[000000]
6171,702,1878,0,0,0,0,0,0,0,[000000]
6172,820,0,0,0,0,0,0,1,0,[111111]
6173,820,159,0,0,0,0,0,0,0,[000000]
6174,820,315,0,0,0,0,0,0,0,[000000]
6175,820,471,0,0,0,0,0,0,0,[000000]
6176,820,627,0,0,0,0,0,0,0,[000000]
6177,820,783,0,0,0,0,0,0,0,[000000]
6178,820,939,0,0,0,0,0,0,0,[000000]
6179,820,1095,0,0,0,0,0,0,0,[000000]
6180,820,1251,0,0,0,0,0,0,0,[000000]
6181,820,1410,0,0,0,0,0,0,0,[000000]
6182,820,1566,0,0,0,0,0,0,0,[000000]
6183,820,1722,0,0,0,0,0,0,0,[000000]
6184,820,1878,0,0,0,0,0,0,0,[000000]
6185,720,159,0,0,0,0,0,0,0,[000000]
6186,720,315,0,0,0,0,0,0,0,[000000]
6187,720,471,0,0,0,0,0,0,0,[000000]
6188,720,627,0,0,0,0,0,0,0,[000000]
6189,720,783,0,0,0,0,0,0,0,[000000]
6190,720,939,0,0,0,0,0,0,0,[000000]
6191,720,1095,0,0,0,0,0,0,0,[000000]
6192,720,1251,0,0,0,0,0,0,0,[000000]
6193,720,1410,0,0,0,0,0,0,0,[000000]
6194,720,1566,0,0,0,0,0,0,0,[000000]
6195,720,1722,0,0,0,0,0,0,0,[000000]
6196,720,1878,0,0,0,0,0,0,0,[000000]
6197,0,0,0,0,0,0,0,0,0,[000000]
6198,0,138,0,0,0,0,0,0,0,[000000]
6199,21,159,0,0,0,0,0,0,0,[000000]
6200,219,159,0,0,0,0,0,0,0,[000000]
6201,240,0,0,0,0,0,0,0,0,[000000]
6202,240,138,0,0,0,0,0,0,0,[000000]
6203,261,159,0,0,0,0,0,0,0,[000000]
6204,459,159,0,0,0,0,0,0,0,[000000]
6205,480,0,0,0,0,0,0,0,0,[000000]
6206,480,138,0,0,0,0,0,0,0,[000000]
6207,501,159,0,0,0,0,0,0,0,[000000]
6208,699,159,0,0,0,0,0,0,0,[000000]
6209,720,0,0,0,0,0,0,0,0,[000000]
6210,720,138,0,0,0,0,0,0,0,[000000]
6211,0,180,0,0,0,0,0,0,0,[000000]
6212,0,294,0,0,0,0,0,0,0,[000000]
6213,21,315,0,0,0,0,0,0,0,[000000]
6214,219,315,0,0,0,0,0,0,0,[000000]
6215,240,180,0,0,0,0,0,0,0,[000000]
6216,240,294,0,0,0,0,0,0,0,[000000]
6217,261,315,0,0,0,0,0,0,0,[000000]
6218,459,315,0,0,0,0,0,0,0,[000000]
6219,480,180,0,0,0,0,0,0,0,[000000]
6220,480,294,0,0,0,0,0,0,0,[000000]
6221,501,315,0,0,0,0,0,0,0,[000000]
6222,699,315,0,0,0,0,0,0,0,[000000]
6223,720,180,0,0,0,0,0,0,0,[000000]
6224,720,294,0,0,0,0,0,0,0,[000000]
6225,0,336,0,0,0,0,0,0,0,[000000]
6226,0,450,0,0,0,0,0,0,0,[000000]
6227,21,471,0,0,0,0,0,0,0,[000000]
6228,219,471,0,0,0,0,0,0,0,[000000]
6229,240,336,0,0,0,0,0,0,0,[000000]
6230,240,450,0,0,0,0,0,0,0,[000000]
6231,261,471,0,0,0,0,0,0,0,[000000]
6232,459,471,0,0,0,0,0,0,0,[000000]
6233,480,336,0,0,0,0,0,0,0,[000000]
6234,480,450,0,0,0,0,0,0,0,[000000]
6235,501,471,0,0,0,0,0,0,0,[000000]
6236,699,471,0,0,0,0,0,0,0,[000000]
6237,720,336,0,0,0,0,0,0,0,[000000]
6238,720,450,0,0,0,0,0,0,0,[000000]
6239,0,492,0,0,0,0,0,0,0,[000000]
6240,0,606,0,0,0,0,0,0,0,[000000]
6241,21,627,0,0,0,0,0,0,0,[000000]
6242,219,627,0,0,0,0,0,0,0,[000000]
6243,240,492,0,0,0,0,0,0,0,[000000]
6244,240,606,0,0,0,0,0,0,0,[000000]
6245,261,627,0,0,0,0,0,0,0,[000000]
6246,459,627,0,0,0,0,0,0,0,[000000]
6247,480,492,0,0,0,0,0,0,0,[000000]
6248,480,606,0,0,0,0,0,0,0,[000000]
6249,501,627,0,0,0,0,0,0,0,[000000]
6250,699,627,0,0,0,0,0,0,0,[000000]
6251,720,492,0,0,0,0,0,0,0,[000000]
6252,720,606,0,0,0,0,0,0,0,[000000]
6253,0,648,0,0,0,0,0,0,0,[000000]
6254,0,762,0,0,0,0,0,0,0,[000000]
6255,21,783,0,0,0,0,0,0,0,[000000]
6256,219,783,0,0,0,0,0,0,0,[000000]
6257,240,648,0,0,0,0,0,0,0,[000000]
6258,240,762,0,0,0,0,0,0,0,[000000]
6259,261,783,0,0,0,0,0,0,0,[000000]
6260,459,783,0,0,0,0,0,0,0,[000000]
6261,480,648,0,0,0,0,0,0,0,[000000]
6262,480,762,0,0,0,0,0,0,0,[000000]
6263,501,783,0,0,0,0,0,0,0,[000000]
6264,699,783,0,0,0,0,0,0,0,[000000]
6265,720,648,0,0,0,0,0,0,0,[000000]
6266,720,762,0,0,0,0,0,0,0,[000000]
6267,0,804,0,0,0,0,0,0,0,[000000]
6268,0,918,0,0,0,0,0,0,0,[000000]
6269,21,939,0,0,0,0,0,0,0,[000000]
6270,219,939,0,0,0,0,0,0,0,[000000]
6271,240,804,0,0,0,0,0,0,0,[000000]
6272,240,918,0,0,0,0,0,0,0,[000000]
6273,261,939,0,0,0,0,0,0,0,[000000]
6274,459,939,0,0,0,0,0,0,0,[000000]
6275,480,804,0,0,0,0,0,0,0,[000000]
6276,480,918,0,0,0,0,0,0,0,[000000]
6277,501,939,0,0,0,0,0,0,0,[000000]
6278,699,939,0,0,0,0,0,0,0,[000000]
6279,720,804,0,0,0,0,0,0,0,[000000]
6280,720,918,0,0,0,0,0,0,0,[000000]
6281,0,960,0,0,0,0,0,0,0,[000000]
6282,0,1074,0,0,0,0,0,0,0,[000000]
6283,21,1095,0,0,0,0,0,0,0,[000000]
6284,219,1095,0,0,0,0,0,0,0,[000000]
6285,240,960,0,0,0,0,0,0,0,[000000]
6286,240,1074,0,0,0,0,0,0,0,[000000]
6287,261,1095,0,0,0,0,0,0,0,[000000]
6288,459,1095,0,0,0,0,0,0,0,[000000]
6289,480,960,0,0,0,0,0,0,0,[000000]
6290,480,1074,0,0,0,0,0,0,0,[000000]
6291,501,1095,0,0,0,0,0,0,0,[000000]
6292,699,1095,0,0,0,0,0,0,0,[000000]
6293,720,960,0,0,0,0,0,0,0,[000000]
6294,720,1074,0,0,0,0,0,0,0,[000000]
6295,0,1116,0,0,0,0,0,0,0,[000000]
6296,0,1230,0,0,0,0,0,0,0,[000000]
6297,21,1251,0,0,0,0,0,0,0,[000000]
6298,219,1251,0,0,0,0,0,0,0,[000000]
6299,240,1116,0,0,0,0,0,0,0,[000000]
6300,240,1230,0,0,0,0,0,0,0,[000000]
6301,261,1251,0,0,0,0,0,0,0,[000000]
6302,459,1251,0,0,0,0,0,0,0,[000000]
6303,480,1116,0,0,0,0,0,0,0,[000000]
6304,480,1230,0,0,0,0,0,0,0,[000000]
6305,501,1251,0,0,0,0,0,0,0,[000000]
6306,699,1251,0,0,0,0,0,0,0,[000000]
6307,720,1116,0,0,0,0,0,0,0,[000000]
6308,720,1230,0,0,0,0,0,0,0,[000000]
6309,0,1272,0,0,0,0,0,0,0,[000000]
6310,0,1392,0,0,0,0,0,0,0,[000000]
6311,18,1410,0,0,0,0,0,0,0,[000000]
6312,222,1410,0,0,0,0,0,0,0,[000000]
6313,240,1272,0,0,0,0,0,0,0,[000000]
6314,240,1392,0,0,0,0,0,0,0,[000000]
6315,258,1410,0,0,0,0,0,0,0,[000000]
6316,462,1410,0,0,0,0,0,0,0,[000000]
6317,480,1272,0,0,0,0,0,0,0,[000000]
6318,480,1392,0,0,0,0,0,0,0,[000000]
6319,498,1410,0,0,0,0,0,0,0,[000000]
6320,702,1410,0,0,0,0,0,0,0,[000000]
6321,720,1272,0,0,0,0,0,0,0,[000000]
6322,720,1392,0,0,0,0,0,0,0,[000000]
6323,0,1428,0,0,0,0,0,0,0,[000000]
6324,0,1548,0,0,0,0,0,0,0,[000000]
6325,18,1566,0,0,0,0,0,0,0,[000000]
6326,222,1566,0,0,0,0,0,0,0,[000000]
6327,240,1428,0,0,0,0,0,0,0,[000000]
6328,240,1548,0,0,0,0,0,0,0,[000000]
6329,258,1566,0,0,0,0,0,0,0,[000000]
6330,462,1566,0,0,0,0,0,0,0,[000000]
6331,480,1428,0,0,0,0,0,0,0,[000000]
6332,480,1548,0,0,0,0,0,0,0,[000000]
6333,498,1566,0,0,0,0,0,0,0,[000000]
6334,702,1566,0,0,0,0,0,0,0,[000000]
6335,720,1428,0,0,0,0,0,0,0,[000000]
6336,720,1548,0,0,0,0,0,0,0,[000000]
6337,0,1584,0,0,0,0,0,0,0,[000000]
6338,0,1704,0,0,0,0,0,0,0,[000000]
6339,18,1722,0,0,0,0,0,0,0,[000000]
6340,222,1722,0,0,0,0,0,0,0,[000000]
6341,240,1584,0,0,0,0,0,0,0,[000000]
6342,240,1704,0,0,0,0,0,0,0,[000000]
6343,258,1722,0,0,0,0,0,0,0,[000000]
6344,462,1722,0,0,0,0,0,0,0,[000000]
6345,480,1584,0,0,0,0,0,0,0,[000000]
6346,480,1704,0,0,0,0,0,0,0,[000000]
6347,498,1722,0,0,0,0,0,0,0,[000000]
6348,702,1722,0,0,0,0,0,0,0,[000000]
6349,720,1584,0,0,0,0,0,0,0,[000000]
6350,720,1704,0,0,0,0,0,0,0,[000000]
6351,0,1740,0,0,0,0,0,0,0,[000000]
6352,0,1860,0,0,0,0,0,0,0,[000000]
6353,18,1878,0,0,0,0,0,0,0,[000000]
6354,222,1878,0,0,0,0,0,0,0,[000000]
6355,240,1740,0,0,0,0,0,0,0,[000000]
6356,240,1860,0,0,0,0,0,0,0,[000000]
6357,258,1878,0,0,0,0,0,0,0,[000000]
6358,462,1878,0,0,0,0,0,0,0,[000000]
6359,480,1740,0,0,0,0,0,0,0,[000000]
6360,480,1860,0,0,0,0,0,0,0,[000000]
6361,498,1878,0,0,0,0,0,0,0,[000000]
6362,702,1878,0,0,0,0,0,0,0,[000000]
6363,720,1740,0,0,0,0,0,0,0,[000000]
6364,720,1860,0,0,0,0,0,0,0,[000000]
