rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
43,1,1,0.00102006,0.00136152,0.00138588,0.00147209,0.00156559,0.00155481,0.00141641,0.00139782,0.00162621,0.00182792,0.0016377,0.00122196
43,1,2,0.00126653,0.00175671,0.00169394,0.00144209,0.00128576,0.00124026,0.00135085,0.00145729,0.00187471,0.00205799,0.00178612,0.00130967
43,1,3,0.00174818,0.00252682,0.0027117,0.00270386,0.00262944,0.00254847,0.00259107,0.00263872,0.00298786,0.00298968,0.00251599,0.00188503
43,1,4,0.00142585,0.00192156,0.00176128,0.00148333,0.00138058,0.00160115,0.00183065,0.00194552,0.00223558,0.00263469,0.00241341,0.00179946
43,1,5,0.000970625,0.00135129,0.00148343,0.00169594,0.00178123,0.00167795,0.00161986,0.00165118,0.00203375,0.0023625,0.00220851,0.00170643
43,1,6,0.00156312,0.00218943,0.00214165,0.00186239,0.00147415,0.00157437,0.00181815,0.00203356,0.00255878,0.00276356,0.00238741,0.0017288
43,1,7,0.00080222,0.00117498,0.00127157,0.00131451,0.00136354,0.00137385,0.00134671,0.00129732,0.0013853,0.00143001,0.00118556,0.000868266
43,1,8,0.00138897,0.00203299,0.00222337,0.00226924,0.00224254,0.00205863,0.00172644,0.00169961,0.00193131,0.00187854,0.00166383,0.00137095
43,1,9,0.00151297,0.00218799,0.00228519,0.00222782,0.00211233,0.00194816,0.00186722,0.00197938,0.00236191,0.00250918,0.00217922,0.00163351
43,1,10,0.00297561,0.00388437,0.00391855,0.00374973,0.00350203,0.00314765,0.00315492,0.00325832,0.0037724,0.00388662,0.00329317,0.0024329
43,1,11,0.00150185,0.00212906,0.00219542,0.00232908,0.00232853,0.00210676,0.00188858,0.00183316,0.00202935,0.00188928,0.00155673,0.00131369
43,1,12,0.00117401,0.00155972,0.00152826,0.00142399,0.00131762,0.00124926,0.00122404,0.00147061,0.00184436,0.00204926,0.00226205,0.00194214
43,1,13,0.00197326,0.00279276,0.00282047,0.00271987,0.00277465,0.00291892,0.00299344,0.0030201,0.00336242,0.00330396,0.00278572,0.00209968
43,1,14,0.00226338,0.00304482,0.00277865,0.00226136,0.00223737,0.0023869,0.0023299,0.00268782,0.00329754,0.00342318,0.00302611,0.00234779
43,1,15,0.00129446,0.00185515,0.00191825,0.00189333,0.00186196,0.00174789,0.00156676,0.00150563,0.00183818,0.00199997,0.00174806,0.00130035
43,1,16,0.00106499,0.00152924,0.00157137,0.00148543,0.00138098,0.00129104,0.00144245,0.00159268,0.00192574,0.00203149,0.00186451,0.00138022
43,1,17,0.0017428,0.0025112,0.00260274,0.00252036,0.00240244,0.00235834,0.00226831,0.00214703,0.00225461,0.00215791,0.00178285,0.00133625
43,1,18,0.0016929,0.00241864,0.0024544,0.00243482,0.0024708,0.00234096,0.00210347,0.00211757,0.0023738,0.00257328,0.0022394,0.00167333
43,1,19,0.000414073,0.00055262,0.000561669,0.00053062,0.000562433,0.000616033,0.000607078,0.000581669,0.000743343,0.000811808,0.00074455,0.000573773
43,1,20,0.00062898,0.00082072,0.00084063,0.000848525,0.00087031,0.000868691,0.000824707,0.000785463,0.000839191,0.000791663,0.000686094,0.000534143
43,1,21,0.00108329,0.00160631,0.00174797,0.00179887,0.00183189,0.00182497,0.00175342,0.00182271,0.00212443,0.00214864,0.00175572,0.00125703
43,1,22,0.000749345,0.00105934,0.0010636,0.0010061,0.000921085,0.000888244,0.000927353,0.000941026,0.00115844,0.0013287,0.00120412,0.000915038
43,1,23,0.000668825,0.00089872,0.000821006,0.000721672,0.000762374,0.000744835,0.000867748,0.00094458,0.00118117,0.00139088,0.00121857,0.000964716
43,1,24,0.00180317,0.00242724,0.00216631,0.00185632,0.00155168,0.00115166,0.00171679,0.00221174,0.00312028,0.00359978,0.00317732,0.00234575
43,1,25,0.00185367,0.00256705,0.00241541,0.00199778,0.0016536,0.00186551,0.00228638,0.00248081,0.00298214,0.00347479,0.00318794,0.00243808
43,1,26,0.000985387,0.00132911,0.00122468,0.000982243,0.00102476,0.0010176,0.00120933,0.00151806,0.0020246,0.00220902,0.00187887,0.00138191
43,1,27,0.000825854,0.00101029,0.000773056,0.000710526,0.000864129,0.000859495,0.000776923,0.000916071,0.00106677,0.00129458,0.00134353,0.00113293
43,1,28,0.00189792,0.00273714,0.00281826,0.00268314,0.00256226,0.00237069,0.00235958,0.00230483,0.00268372,0.00282551,0.00241858,0.00178989
43,1,29,0.00162651,0.00230992,0.00239574,0.00229393,0.00215024,0.00197787,0.00191951,0.00199167,0.00233706,0.00236582,0.00199606,0.00150906
43,1,30,0.00232196,0.00333085,0.00346199,0.00343007,0.00346243,0.0035239,0.00353179,0.0034343,0.00367369,0.00352678,0.00289574,0.00216104
43,1,31,0.00138437,0.00196968,0.00202821,0.00189823,0.00162237,0.00153019,0.00157372,0.00160335,0.00194373,0.00211081,0.00184497,0.00138407
43,1,32,0.00167118,0.00242403,0.00253747,0.00253136,0.00255152,0.00251522,0.00237415,0.00222076,0.00228673,0.00214615,0.00176464,0.00133301
43,1,33,0.00192567,0.00264341,0.00253422,0.00241593,0.00251988,0.00260691,0.00255604,0.00242954,0.00263816,0.00278683,0.00240715,0.00184757
43,1,34,0.00159808,0.00231118,0.00242981,0.00238194,0.00231031,0.00233508,0.00225685,0.0022375,0.00256414,0.00264902,0.00227873,0.00171611
43,1,35,0.00084715,0.00115955,0.00110437,0.00108554,0.00103549,0.00114706,0.00122471,0.00136696,0.0017354,0.00192129,0.00172581,0.00130454
43,1,36,0.000718469,0.000802434,0.000652553,0.000774146,0.00115198,0.00125592,0.00102771,0.000729134,0.000795762,0.00151664,0.00181515,0.00149191
43,1,37,0.00106179,0.00150048,0.00150739,0.00140652,0.00133012,0.00128121,0.00128573,0.00131699,0.00153971,0.00159321,0.00133521,0.000972413
43,1,38,0.00156064,0.00226478,0.00241895,0.00246962,0.00246604,0.00237015,0.00215285,0.0019307,0.00206628,0.002067,0.0017441,0.00130575
43,1,39,0.00107807,0.00143306,0.00139059,0.00129033,0.00130659,0.0014115,0.00147941,0.0015458,0.0017664,0.00190961,0.00179607,0.00137329
43,1,40,0.00157906,0.00226156,0.00227348,0.00204503,0.00183689,0.00184004,0.00189517,0.0021252,0.00242541,0.00256366,0.0022957,0.00175897
43,1,41,0.00121428,0.00179229,0.001927,0.00195853,0.00197226,0.00201033,0.00198028,0.00193214,0.00210758,0.0020614,0.00189242,0.00145332
43,1,42,0.001515,0.00225382,0.00244408,0.0025203,0.00261325,0.00264619,0.00257191,0.00248162,0.00267561,0.00261457,0.00213709,0.00156776
43,1,43,0.00102752,0.00122272,0.00123049,0.00133643,0.00133862,0.00120027,0.00125601,0.00140084,0.00176773,0.0020398,0.00215466,0.00176983
43,1,44,0.0013184,0.00176061,0.00152585,0.00127593,0.000966726,0.000890524,0.00112959,0.00151583,0.00213347,0.00238106,0.00210047,0.00163421
43,2,1,0.00102006,0.00136152,0.00138588,0.00147209,0.00156559,0.00155481,0.00141641,0.00139782,0.00162621,0.00182792,0.0016377,0.00122196
