id,x,y,z,mass,record_disp,record_accel,story,on_slab,primary_story,fix
6084,720,774,0,0,0,0,0,0,0,[000000]
6085,705,789,0,0,0,0,0,0,0,[000000]
6086,0,930,0,0,0,0,0,0,0,[000000]
6087,15,945,0,0,0,0,0,0,0,[000000]
6088,240,930,0,0,0,0,0,0,0,[000000]
6089,225,945,0,0,0,0,0,0,0,[000000]
6090,255,945,0,0,0,0,0,0,0,[000000]
6091,480,930,0,0,0,0,0,0,0,[000000]
6092,465,945,0,0,0,0,0,0,0,[000000]
6093,495,945,0,0,0,0,0,0,0,[000000]
6094,720,930,0,0,0,0,0,0,0,[000000]
6095,705,945,0,0,0,0,0,0,0,[000000]
6096,0,1086,0,0,0,0,0,0,0,[000000]
6097,15,1101,0,0,0,0,0,0,0,[000000]
6098,240,1086,0,0,0,0,0,0,0,[000000]
6099,225,1101,0,0,0,0,0,0,0,[000000]
6100,255,1101,0,0,0,0,0,0,0,[000000]
6101,480,1086,0,0,0,0,0,0,0,[000000]
6102,465,1101,0,0,0,0,0,0,0,[000000]
6103,495,1101,0,0,0,0,0,0,0,[000000]
6104,720,1086,0,0,0,0,0,0,0,[000000]
6105,705,1101,0,0,0,0,0,0,0,[000000]
6106,0,1242,0,0,0,0,0,0,0,[000000]
6107,15,1257,0,0,0,0,0,0,0,[000000]
6108,240,1242,0,0,0,0,0,0,0,[000000]
6109,225,1257,0,0,0,0,0,0,0,[000000]
6110,255,1257,0,0,0,0,0,0,0,[000000]
6111,480,1242,0,0,0,0,0,0,0,[000000]
6112,465,1257,0,0,0,0,0,0,0,[000000]
6113,495,1257,0,0,0,0,0,0,0,[000000]
6114,720,1242,0,0,0,0,0,0,0,[000000]
6115,705,1257,0,0,0,0,0,0,0,[000000]
6116,820,0,0,0,0,0,0,1,0,[111111]
6117,820,162,0,0,0,0,0,0,0,[000000]
6118,820,318,0,0,0,0,0,0,0,[000000]
6119,820,474,0,0,0,0,0,0,0,[000000]
6120,820,630,0,0,0,0,0,0,0,[000000]
6121,820,789,0,0,0,0,0,0,0,[000000]
6122,820,945,0,0,0,0,0,0,0,[000000]
6123,820,1101,0,0,0,0,0,0,0,[000000]
6124,820,1257,0,0,0,0,0,0,0,[000000]
6125,720,162,0,0,0,0,0,0,0,[000000]
6126,720,318,0,0,0,0,0,0,0,[000000]
6127,720,474,0,0,0,0,0,0,0,[000000]
6128,720,630,0,0,0,0,0,0,0,[000000]
6129,720,789,0,0,0,0,0,0,0,[000000]
6130,720,945,0,0,0,0,0,0,0,[000000]
6131,720,1101,0,0,0,0,0,0,0,[000000]
6132,720,1257,0,0,0,0,0,0,0,[000000]
6133,0,0,0,0,0,0,0,0,0,[000000]
6134,0,144,0,0,0,0,0,0,0,[000000]
6135,15,162,0,0,0,0,0,0,0,[000000]
6136,225,162,0,0,0,0,0,0,0,[000000]
6137,240,0,0,0,0,0,0,0,0,[000000]
6138,240,144,0,0,0,0,0,0,0,[000000]
6139,255,162,0,0,0,0,0,0,0,[000000]
6140,465,162,0,0,0,0,0,0,0,[000000]
6141,480,0,0,0,0,0,0,0,0,[000000]
6142,480,144,0,0,0,0,0,0,0,[000000]
6143,495,162,0,0,0,0,0,0,0,[000000]
6144,705,162,0,0,0,0,0,0,0,[000000]
6145,720,0,0,0,0,0,0,0,0,[000000]
6146,720,144,0,0,0,0,0,0,0,[000000]
6147,0,180,0,0,0,0,0,0,0,[000000]
6148,0,300,0,0,0,0,0,0,0,[000000]
6149,15,318,0,0,0,0,0,0,0,[000000]
6150,225,318,0,0,0,0,0,0,0,[000000]
6151,240,180,0,0,0,0,0,0,0,[000000]
6152,240,300,0,0,0,0,0,0,0,[000000]
6153,255,318,0,0,0,0,0,0,0,[000000]
6154,465,318,0,0,0,0,0,0,0,[000000]
6155,480,180,0,0,0,0,0,0,0,[000000]
6156,480,300,0,0,0,0,0,0,0,[000000]
6157,495,318,0,0,0,0,0,0,0,[000000]
6158,705,318,0,0,0,0,0,0,0,[000000]
6159,720,180,0,0,0,0,0,0,0,[000000]
6160,720,300,0,0,0,0,0,0,0,[000000]
6161,0,336,0,0,0,0,0,0,0,[000000]
6162,0,456,0,0,0,0,0,0,0,[000000]
6163,15,474,0,0,0,0,0,0,0,[000000]
6164,225,474,0,0,0,0,0,0,0,[000000]
6165,240,336,0,0,0,0,0,0,0,[000000]
6166,240,456,0,0,0,0,0,0,0,[000000]
6167,255,474,0,0,0,0,0,0,0,[000000]
6168,465,474,0,0,0,0,0,0,0,[000000]
6169,480,336,0,0,0,0,0,0,0,[000000]
6170,480,456,0,0,0,0,0,0,0,[000000]
6171,495,474,0,0,0,0,0,0,0,[000000]
6172,705,474,0,0,0,0,0,0,0,[000000]
6173,720,336,0,0,0,0,0,0,0,[000000]
6174,720,456,0,0,0,0,0,0,0,[000000]
6175,0,492,0,0,0,0,0,0,0,[000000]
6176,0,612,0,0,0,0,0,0,0,[000000]
6177,15,630,0,0,0,0,0,0,0,[000000]
6178,225,630,0,0,0,0,0,0,0,[000000]
6179,240,492,0,0,0,0,0,0,0,[000000]
6180,240,612,0,0,0,0,0,0,0,[000000]
6181,255,630,0,0,0,0,0,0,0,[000000]
6182,465,630,0,0,0,0,0,0,0,[000000]
6183,480,492,0,0,0,0,0,0,0,[000000]
6184,480,612,0,0,0,0,0,0,0,[000000]
6185,495,630,0,0,0,0,0,0,0,[000000]
6186,705,630,0,0,0,0,0,0,0,[000000]
6187,720,492,0,0,0,0,0,0,0,[000000]
6188,720,612,0,0,0,0,0,0,0,[000000]
6189,0,648,0,0,0,0,0,0,0,[000000]
6190,0,774,0,0,0,0,0,0,0,[000000]
6191,15,789,0,0,0,0,0,0,0,[000000]
6192,225,789,0,0,0,0,0,0,0,[000000]
6193,240,648,0,0,0,0,0,0,0,[000000]
6194,240,774,0,0,0,0,0,0,0,[000000]
6195,255,789,0,0,0,0,0,0,0,[000000]
6196,465,789,0,0,0,0,0,0,0,[000000]
6197,480,648,0,0,0,0,0,0,0,[000000]
6198,480,774,0,0,0,0,0,0,0,[000000]
6199,495,789,0,0,0,0,0,0,0,[000000]
6200,705,789,0,0,0,0,0,0,0,[000000]
6201,720,648,0,0,0,0,0,0,0,[000000]
6202,720,774,0,0,0,0,0,0,0,[000000]
6203,0,804,0,0,0,0,0,0,0,[000000]
6204,0,930,0,0,0,0,0,0,0,[000000]
6205,15,945,0,0,0,0,0,0,0,[000000]
6206,225,945,0,0,0,0,0,0,0,[000000]
6207,240,804,0,0,0,0,0,0,0,[000000]
6208,240,930,0,0,0,0,0,0,0,[000000]
6209,255,945,0,0,0,0,0,0,0,[000000]
6210,465,945,0,0,0,0,0,0,0,[000000]
6211,480,804,0,0,0,0,0,0,0,[000000]
6212,480,930,0,0,0,0,0,0,0,[000000]
6213,495,945,0,0,0,0,0,0,0,[000000]
6214,705,945,0,0,0,0,0,0,0,[000000]
6215,720,804,0,0,0,0,0,0,0,[000000]
6216,720,930,0,0,0,0,0,0,0,[000000]
6217,0,960,0,0,0,0,0,0,0,[000000]
6218,0,1086,0,0,0,0,0,0,0,[000000]
6219,15,1101,0,0,0,0,0,0,0,[000000]
6220,225,1101,0,0,0,0,0,0,0,[000000]
6221,240,960,0,0,0,0,0,0,0,[000000]
6222,240,1086,0,0,0,0,0,0,0,[000000]
6223,255,1101,0,0,0,0,0,0,0,[000000]
6224,465,1101,0,0,0,0,0,0,0,[000000]
6225,480,960,0,0,0,0,0,0,0,[000000]
6226,480,1086,0,0,0,0,0,0,0,[000000]
6227,495,1101,0,0,0,0,0,0,0,[000000]
6228,705,1101,0,0,0,0,0,0,0,[000000]
6229,720,960,0,0,0,0,0,0,0,[000000]
6230,720,1086,0,0,0,0,0,0,0,[000000]
6231,0,1116,0,0,0,0,0,0,0,[000000]
6232,0,1242,0,0,0,0,0,0,0,[000000]
6233,15,1257,0,0,0,0,0,0,0,[000000]
6234,225,1257,0,0,0,0,0,0,0,[000000]
6235,240,1116,0,0,0,0,0,0,0,[000000]
6236,240,1242,0,0,0,0,0,0,0,[000000]
6237,255,1257,0,0,0,0,0,0,0,[000000]
6238,465,1257,0,0,0,0,0,0,0,[000000]
6239,480,1116,0,0,0,0,0,0,0,[000000]
6240,480,1242,0,0,0,0,0,0,0,[000000]
6241,495,1257,0,0,0,0,0,0,0,[000000]
6242,705,1257,0,0,0,0,0,0,0,[000000]
6243,720,1116,0,0,0,0,0,0,0,[000000]
6244,720,1242,0,0,0,0,0,0,0,[000000]
