inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.0208333333333333,1101,x,1,column,6133,6134,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,12784218.8696766,12784218.8696766,15193247.0378476,15193247.0378476,0.0712953455844637,0.171295345584464,0.2,flexure,12784218.8696766,12784218.8696766,15193247.0378476,15193247.0378476,0.0712953455844637,0.171295345584464,0.2,flexure,0,0,144,0
0,2,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6135,6136,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
1,3,0,0,0,0.0416666666666667,1201,x,1,column,6137,6138,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,14163458.0830906,14163458.0830906,16787564.1986452,16787564.1986452,0.068367624684258,0.168367624684258,0.2,flexure,14163458.0830906,14163458.0830906,16787564.1986452,16787564.1986452,0.068367624684258,0.168367624684258,0.2,flexure,0,0,144,0
1,4,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6139,6140,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
1,5,0,0,0,0.0416666666666667,1201,x,1,column,6141,6142,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,14163458.0830906,14163458.0830906,16787564.1986452,16787564.1986452,0.068367624684258,0.168367624684258,0.2,flexure,14163458.0830906,14163458.0830906,16787564.1986452,16787564.1986452,0.068367624684258,0.168367624684258,0.2,flexure,0,0,144,0
0,6,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6143,6144,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
0,7,0,0,0,0.0208333333333333,1101,x,1,column,6145,6146,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,12784218.8696766,12784218.8696766,15193247.0378476,15193247.0378476,0.0712953455844637,0.171295345584464,0.2,flexure,12784218.8696766,12784218.8696766,15193247.0378476,15193247.0378476,0.0712953455844637,0.171295345584464,0.2,flexure,0,0,144,0
0,8,0,0,0,0.0208333333333333,1102,x,2,column,6147,6148,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,9710858.9314243,9710858.9314243,11548106.9045641,11548106.9045641,0.0692574442926338,0.169257444292634,0.2,flexure,9710858.9314243,9710858.9314243,11548106.9045641,11548106.9045641,0.0692574442926338,0.169257444292634,0.2,flexure,0,0,120,0
0,9,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6149,6150,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
1,10,0,0,0,0.0416666666666667,1202,x,2,column,6151,6152,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,13650684.3035002,13650684.3035002,16195657.1482041,16195657.1482041,0.0694298120985217,0.169429812098522,0.2,flexure,13650684.3035002,13650684.3035002,16195657.1482041,16195657.1482041,0.0694298120985217,0.169429812098522,0.2,flexure,0,0,120,0
1,11,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6153,6154,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
1,12,0,0,0,0.0416666666666667,1202,x,2,column,6155,6156,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,13650684.3035002,13650684.3035002,16195657.1482041,16195657.1482041,0.0694298120985217,0.169429812098522,0.2,flexure,13650684.3035002,13650684.3035002,16195657.1482041,16195657.1482041,0.0694298120985217,0.169429812098522,0.2,flexure,0,0,120,0
0,13,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6157,6158,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8362734.54938275,11026092.8272481,10118767.2147669,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
0,14,0,0,0,0.0208333333333333,1102,x,2,column,6159,6160,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,9710858.9314243,9710858.9314243,11548106.9045641,11548106.9045641,0.0692574442926338,0.169257444292634,0.2,flexure,9710858.9314243,9710858.9314243,11548106.9045641,11548106.9045641,0.0692574442926338,0.169257444292634,0.2,flexure,0,0,120,0
0,15,0,0,0,0.0208333333333333,1103,x,3,column,6161,6162,0,0,0,0,0,0,0,14250,0,4768962.15124423,37800,9373065.98273091,9373065.98273091,11153510.3085931,11153510.3085931,0.0699549636777297,0.16995496367773,0.2,flexure,9373065.98273091,9373065.98273091,11153510.3085931,11153510.3085931,0.0699549636777297,0.16995496367773,0.2,flexure,0,0,120,0
0,16,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2103,x,3,beam,6163,6164,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8351818.83584394,11026092.8272481,10105559.3861996,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8351818.83584394,11026092.8272481,10105559.3861996,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
1,17,0,0,0,0.0416666666666667,1203,x,3,column,6165,6166,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,13155021.1012731,13155021.1012731,15622893.3185649,15622893.3185649,0.0705085020914288,0.170508502091429,0.2,flexure,13155021.1012731,13155021.1012731,15622893.3185649,15622893.3185649,0.0705085020914288,0.170508502091429,0.2,flexure,0,0,120,0
1,18,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2103,x,3,beam,6167,6168,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,58836.1859229748,8351818.83584394,11026092.8272481,10105559.3861996,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,8351818.83584394,11026092.8272481,10105559.3861996,13341385.637497,0.0474439457332167,0.147443945733217,0.2,flexure,30625,11375,210,0
1,19,0,0,0,0.0416666666666667,1203,x,3,column,6169,6170,0,0,0,0,0,0,0,28500,0,4768962.15124423,37800,13155021.1012731,13155021.1012731,15622893.3185649,15622893.3185649,0.0705085020914288,0.170508502091429,0.2,flexure,13155021.1012731,13155021.1012731,15622893.3185649,15622893.3185649,0.0705085020914288,0.170508502091429,0.2,flexure,0,0,120,0
