inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.0333333333333333,1101,x,1,column,6325,6326,0,0,0,0,0,0,0,22800,0,4768962.15124423,309657.6,74176673.7117043,74176673.7117043,88243858.6478988,88243858.6478988,0.0879270564091434,0.187927056409143,0.2,flexure,74176673.7117043,74176673.7117043,88243858.6478988,88243858.6478988,0.0879270564091434,0.187927056409143,0.2,flexure,0,0,126,0
0,2,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2101,x,1,beam,6327,6328,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,268301.842985843,24975183.6320443,35108304.3116393,30219549.3383639,42480453.7961685,0.0640751740409612,0.164075174040961,0.2,flexure,24975183.6320443,35108304.3116393,30219549.3383639,42480453.7961685,0.0640751740409612,0.164075174040961,0.2,flexure,28000,10400,192,0
1,3,0,0,0,0.0666666666666667,1201,x,1,column,6329,6330,0,0,0,0,0,0,0,45600,0,4768962.15124423,309657.6,55473312.1890997,55473312.1890997,65853753.5735384,65853753.5735384,0.0797501675590713,0.179750167559071,0.2,flexure,55473312.1890997,55473312.1890997,65853753.5735384,65853753.5735384,0.0797501675590713,0.179750167559071,0.2,flexure,0,0,126,0
1,4,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2101,x,1,beam,6331,6332,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,268301.842985843,24975183.6320443,35108304.3116393,30219549.3383639,42480453.7961685,0.0640751740409612,0.164075174040961,0.2,flexure,24975183.6320443,35108304.3116393,30219549.3383639,42480453.7961685,0.0640751740409612,0.164075174040961,0.2,flexure,28000,10400,192,0
1,5,0,0,0,0.0666666666666667,1201,x,1,column,6333,6334,0,0,0,0,0,0,0,45600,0,4768962.15124423,309657.6,55473312.1890997,55473312.1890997,65853753.5735384,65853753.5735384,0.0797501675590713,0.179750167559071,0.2,flexure,55473312.1890997,55473312.1890997,65853753.5735384,65853753.5735384,0.0797501675590713,0.179750167559071,0.2,flexure,0,0,126,0
0,6,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2101,x,1,beam,6335,6336,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,268301.842985843,24975183.6320443,35108304.3116393,30219549.3383639,42480453.7961685,0.0640751740409612,0.164075174040961,0.2,flexure,24975183.6320443,35108304.3116393,30219549.3383639,42480453.7961685,0.0640751740409612,0.164075174040961,0.2,flexure,28000,10400,192,0
0,7,0,0,0,0.0333333333333333,1101,x,1,column,6337,6338,0,0,0,0,0,0,0,22800,0,4768962.15124423,309657.6,74176673.7117043,74176673.7117043,88243858.6478988,88243858.6478988,0.0879270564091434,0.187927056409143,0.2,flexure,74176673.7117043,74176673.7117043,88243858.6478988,88243858.6478988,0.0879270564091434,0.187927056409143,0.2,flexure,0,0,126,0
0,8,0,0,0,0.0333333333333333,1102,x,2,column,6339,6340,0,0,0,0,0,0,0,22800,0,4768962.15124423,309657.6,60527728.450188,60527728.450188,72020808.9641686,72020808.9641686,0.0852901387524421,0.185290138752442,0.2,flexure,60527728.450188,60527728.450188,72020808.9641686,72020808.9641686,0.0852901387524421,0.185290138752442,0.2,flexure,0,0,102,0
0,9,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2102,x,2,beam,6341,6342,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,268301.842985843,24911128.7145566,35108304.3116393,30142043.9727217,42480453.7961684,0.0640751740409612,0.164075174040961,0.2,flexure,24911128.7145566,35108304.3116393,30142043.9727217,42480453.7961684,0.0640751740409612,0.164075174040961,0.2,flexure,28000,10400,192,0
1,10,0,0,0,0.0666666666666667,1202,x,2,column,6343,6344,0,0,0,0,0,0,0,45600,0,4768962.15124423,309657.6,54634866.3355081,54634866.3355081,64878286.8800812,64878286.8800812,0.0801353148319932,0.180135314831993,0.2,flexure,54634866.3355081,54634866.3355081,64878286.8800812,64878286.8800812,0.0801353148319932,0.180135314831993,0.2,flexure,0,0,102,0
1,11,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2102,x,2,beam,6345,6346,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,268301.842985843,24911128.7145566,35108304.3116393,30142043.9727217,42480453.7961684,0.0640751740409612,0.164075174040961,0.2,flexure,24911128.7145566,35108304.3116393,30142043.9727217,42480453.7961684,0.0640751740409612,0.164075174040961,0.2,flexure,28000,10400,192,0
1,12,0,0,0,0.0666666666666667,1202,x,2,column,6347,6348,0,0,0,0,0,0,0,45600,0,4768962.15124423,309657.6,54634866.3355081,54634866.3355081,64878286.8800812,64878286.8800812,0.0801353148319932,0.180135314831993,0.2,flexure,54634866.3355081,54634866.3355081,64878286.8800812,64878286.8800812,0.0801353148319932,0.180135314831993,0.2,flexure,0,0,102,0
0,13,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2102,x,2,beam,6349,6350,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,268301.842985843,24911128.7145566,35108304.3116393,30142043.9727217,42480453.7961684,0.0640751740409612,0.164075174040961,0.2,flexure,24911128.7145566,35108304.3116393,30142043.9727217,42480453.7961684,0.0640751740409612,0.164075174040961,0.2,flexure,28000,10400,192,0
0,14,0,0,0,0.0333333333333333,1102,x,2,column,6351,6352,0,0,0,0,0,0,0,22800,0,4768962.15124423,309657.6,60527728.450188,60527728.450188,72020808.9641686,72020808.9641686,0.0852901387524421,0.185290138752442,0.2,flexure,60527728.450188,60527728.450188,72020808.9641686,72020808.9641686,0.0852901387524421,0.185290138752442,0.2,flexure,0,0,102,0
0,15,0,0,0,0.0333333333333333,1103,x,3,column,6353,6354,0,0,0,0,0,0,0,22800,0,4768962.15124423,232243.2,49606302.7166021,49606302.7166021,58967764.2659249,58967764.2659249,0.0951732345663754,0.195173234566375,0.2,flexure,49606302.7166021,49606302.7166021,58967764.2659249,58967764.2659249,0.0951732345663754,0.195173234566375,0.2,flexure,0,0,102,0
0,16,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2103,x,3,beam,6355,6356,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,228548.175438597,24855625.1555029,29625784.7685892,30074885.6060009,35846697.973962,0.0690991280824944,0.169099128082494,0.2,flexure,24855625.1555029,29625784.7685892,30074885.6060009,35846697.973962,0.0690991280824944,0.169099128082494,0.2,flexure,28000,10400,192,0
1,17,0,0,0,0.0666666666666667,1203,x,3,column,6357,6358,0,0,0,0,0,0,0,45600,0,4768962.15124423,232243.2,50103029.2085481,50103029.2085481,59407102.3896117,59407102.3896117,0.0820510551958173,0.182051055195817,0.2,flexure,50103029.2085481,50103029.2085481,59407102.3896117,59407102.3896117,0.0820510551958173,0.182051055195817,0.2,flexure,0,0,102,0
1,18,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2103,x,3,beam,6359,6360,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,228548.175438597,24855625.1555029,29625784.7685892,30074885.6060009,35846697.973962,0.0690991280824944,0.169099128082494,0.2,flexure,24855625.1555029,29625784.7685892,30074885.6060009,35846697.973962,0.0690991280824944,0.169099128082494,0.2,flexure,28000,10400,192,0
1,19,0,0,0,0.0666666666666667,1203,x,3,column,6361,6362,0,0,0,0,0,0,0,45600,0,4768962.15124423,232243.2,50103029.2085481,50103029.2085481,59407102.3896117,59407102.3896117,0.0820510551958173,0.182051055195817,0.2,flexure,50103029.2085481,50103029.2085481,59407102.3896117,59407102.3896117,0.0820510551958173,0.182051055195817,0.2,flexure,0,0,102,0
0,20,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2103,x,3,beam,6363,6364,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,228548.175438597,24855625.1555029,29625784.7685892,30074885.6060009,35846697.973962,0.0690991280824944,0.169099128082494,0.2,flexure,24855625.1555029,29625784.7685892,30074885.6060009,35846697.973962,0.0690991280824944,0.169099128082494,0.2,flexure,28000,10400,192,0
0,21,0,0,0,0.0333333333333333,1103,x,3,column,6365,6366,0,0,0,0,0,0,0,22800,0,4768962.15124423,232243.2,49606302.7166021,49606302.7166021,58967764.2659249,58967764.2659249,0.0951732345663754,0.195173234566375,0.2,flexure,49606302.7166021,49606302.7166021,58967764.2659249,58967764.2659249,0.0951732345663754,0.195173234566375,0.2,flexure,0,0,102,0
0,22,0,0,0,0.0333333333333333,1104,x,4,column,6367,6368,0,0,0,0,0,0,0,22800,0,4768962.15124423,232243.2,49053912.1945837,49053912.1945837,58326613.8233037,58326613.8233037,0.095571454092872,0.195571454092872,0.2,flexure,49053912.1945837,49053912.1945837,58326613.8233037,58326613.8233037,0.095571454092872,0.195571454092872,0.2,flexure,0,0,102,0
0,23,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2104,x,4,beam,6369,6370,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,228548.175438597,27561833.1500425,29635792.06425,33349351.4604156,35858806.6322775,0.0693380730312164,0.169338073031216,0.2,flexure,27561833.1500425,29635792.06425,33349351.4604156,35858806.6322775,0.0693380730312164,0.169338073031216,0.2,flexure,28000,10400,192,0
1,24,0,0,0,0.0666666666666667,1204,x,4,column,6371,6372,0,0,0,0,0,0,0,45600,0,4768962.15124423,232243.2,49300921.556454,49300921.556454,58479927.5878317,58479927.5878317,0.0825798256504148,0.182579825650415,0.2,flexure,49300921.556454,49300921.556454,58479927.5878317,58479927.5878317,0.0825798256504148,0.182579825650415,0.2,flexure,0,0,102,0
1,25,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2104,x,4,beam,6373,6374,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,228548.175438597,27561833.1500425,29635792.06425,33349351.4604156,35858806.6322775,0.0693380730312164,0.169338073031216,0.2,flexure,27561833.1500425,29635792.06425,33349351.4604156,35858806.6322775,0.0693380730312164,0.169338073031216,0.2,flexure,28000,10400,192,0
1,26,0,0,0,0.0666666666666667,1204,x,4,column,6375,6376,0,0,0,0,0,0,0,45600,0,4768962.15124423,232243.2,49300921.556454,49300921.556454,58479927.5878317,58479927.5878317,0.0825798256504148,0.182579825650415,0.2,flexure,49300921.556454,49300921.556454,58479927.5878317,58479927.5878317,0.0825798256504148,0.182579825650415,0.2,flexure,0,0,102,0
0,27,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,2104,x,4,beam,6377,6378,0,0,14000,5200,14000,5200,91200,91200,0,4030508.65276332,228548.175438597,27561833.1500425,29635792.06425,33349351.4604156,35858806.6322775,0.0693380730312164,0.169338073031216,0.2,flexure,27561833.1500425,29635792.06425,33349351.4604156,35858806.6322775,0.0693380730312164,0.169338073031216,0.2,flexure,28000,10400,192,0
0,28,0,0,0,0.0333333333333333,1104,x,4,column,6379,6380,0,0,0,0,0,0,0,22800,0,4768962.15124423,232243.2,49053912.1945837,49053912.1945837,58326613.8233037,58326613.8233037,0.095571454092872,0.195571454092872,0.2,flexure,49053912.1945837,49053912.1945837,58326613.8233037,58326613.8233037,0.095571454092872,0.195571454092872,0.2,flexure,0,0,102,0
