Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12
0.06363402440817527,-0.21203156443157248,0.392440551460383,-0.563071131960842,-0.7191833306769001,0.8861991451638435,0.9108389254717292,0.9856616065392415,0.9819712791671273,-0.7526647357409684,-0.6179509302891529,0.5513215768487689
0.1555300125547148,-0.4846453031930053,0.8065478209912715,-0.9603628938814114,-0.9369137966970318,0.7420642710147222,0.31421485180209957,-0.1369328867309938,-0.5826885100870471,0.7195107026510406,0.7919542709232097,-0.8616120976692565
0.25522377930847273,-0.7190725285228571,0.9824260555778304,-0.7642755588402929,-0.22472260706447778,-0.45565299984169694,-0.8547280620136484,-0.8936482084690553,-0.4552141424035135,-0.13012448060235557,-0.5966986349859517,1.0
0.35640686324409304,-0.8701465080192196,0.8297535699966073,-0.06399214585903884,0.7200599536554565,-0.9790913408263416,-0.3445066402592079,0.5234496957777641,0.9867486058231567,-0.5670918976881342,0.11885909603769829,-0.9413665885641469
0.46086265594426157,-0.9132697860677753,0.36101532862474167,0.7181058617946776,0.8987653715532778,0.02131689092923856,0.8986773333652455,0.6535000921885563,-0.4819918166163762,0.8805487403332304,0.4127535895223557,0.7827157068278044
0.5638367660864352,-0.8307917306025857,-0.25724485704592415,1.0,0.05885143999117247,1.0,0.2750081526047946,-0.8950033802470654,-0.4921531145831688,-0.6494553973646944,-0.8189558859317272,-0.6167966662556008
0.6604684831416194,-0.6299038730052712,-0.7769823890448138,0.5526834981617302,-0.8485342618589312,0.36324204527465564,-0.9234343259067341,-0.11922223587978611,0.9958577544668952,0.034345806647124305,1.0,0.45079027418095124
0.7488265300351759,-0.334907140574574,-0.9970576442648736,-0.30644897626846884,-0.7851446121403088,-0.8758144688934619,-0.16257969358173097,0.978228135947391,-0.567680374097537,0.6067700896889734,-0.9252394858520829,-0.2916563900193201
0.8312550190582833,0.04016835898927028,-0.7987878974801839,-0.9729238824759961,0.2688639456616358,-0.6442868450213709,0.9999999999999999,-0.5904492655645013,-0.3448016556343702,-0.9784227794840116,0.719220813698812,0.170196181197846
0.902873446212661,0.43218570157735786,-0.2332310396940443,-0.8504738163984944,1.0,0.7299445939528256,-0.12468279635840344,-0.5066283571999263,1.0,1.0,-0.501194663834871,-0.09535880914210548
0.9591434517548323,0.7659124867210013,0.45415291613977726,0.00581372407789003,0.41260743229160285,0.7627703023587145,-0.935401452210777,0.9999999999999999,-0.9538412929114203,-0.6880962510125704,0.27782571182053495,0.045380133185349614
1.0,1.0,1.0,0.9626677773532673,-0.8452975000919536,-0.7338800063321196,0.5862904601060885,-0.4705058078790486,0.3651842841119133,0.22969876393559177,-0.08333195062056149,-0.012325219920253216
