rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9
43,1,1,0.0697246113989637,0.0733810880829016,0.088010621761658,0.117199222797927,0.127410103626943,0.115717098445596,0.140475129533679,0.168689896373057,0.208125647668394
43,1,2,0.0866018134715026,0.146387305699482,0.127184715025907,0.132337046632124,0.131059585492228,0.146106735751295,0.176385233160622,0.205770984455959,0.25509585492228
43,1,3,0.0878642487046632,0.16205621761658,0.143249481865285,0.161056735751295,0.145164507772021,0.17494585492228,0.17590310880829,0.195174352331606,0.302634715025907
43,1,4,0.103272797927461,0.146674093264249,0.165267616580311,0.152467357512953,0.183634715025907,0.193986528497409,0.158288082901554,0.204116839378238,0.266222797927461
43,1,5,0.117933937823834,0.128427979274611,0.192111917098446,0.224286787564767,0.151369430051813,0.136701813471503,0.12534585492228,0.156962435233161,0.227565025906736
43,1,6,0.133316839378238,0.165518393782383,0.13739274611399,0.156984196891192,0.196629274611399,0.217538082901554,0.191615803108808,0.233636010362694,0.274414507772021
43,1,7,0.0746976683937824,0.111011917098446,0.124859585492228,0.154556735751295,0.140640932642487,0.137038860103627,0.127560362694301,0.155846113989637,0.213420207253886
43,1,8,0.0947183937823834,0.119973316062176,0.110544041450777,0.124193005181347,0.132061139896373,0.123096373056995,0.111518911917098,0.149421761658031,0.198962694300518
43,1,9,0.080340414507772,0.13594170984456,0.153867098445596,0.177601813471503,0.184793523316062,0.16210725388601,0.184815803108808,0.242368134715026,0.314352331606218
43,1,10,0.118655440414508,0.16969067357513,0.18360414507772,0.238087823834197,0.269523316062176,0.231320207253886,0.239936010362694,0.26989896373057,0.315582901554404
43,1,11,0.0950790155440414,0.134296632124352,0.139798704663212,0.134650518134715,0.142924093264249,0.114039896373057,0.108830051813472,0.11844067357513,0.173400518134715
43,1,12,0.0991502590673575,0.168961658031088,0.145348186528497,0.156077461139896,0.150423056994819,0.145622797927461,0.159355440414508,0.189550777202073,0.247648445595855
43,1,13,0.135712953367876,0.167462435233161,0.147413989637306,0.140986787564767,0.159172279792746,0.142477979274611,0.152318652849741,0.173147668393782,0.264650259067358
43,1,14,0.133960880829016,0.158657512953368,0.169058031088083,0.175816062176166,0.158037046632124,0.150438341968912,0.142118393782383,0.166948186528497,0.247050518134715
43,1,15,0.0688743523316062,0.110441191709845,0.137760362694301,0.133202590673575,0.149479015544041,0.158795336787565,0.168611139896373,0.200775906735751,0.248775129533679
43,1,16,0.060010621761658,0.125580310880829,0.15735,0.221635233160622,0.19844689119171,0.169684455958549,0.176618393782383,0.190055958549223,0.241459585492228
43,1,17,0.0553468911917098,0.0950862694300518,0.083280829015544,0.098410103626943,0.0941663212435233,0.107110621761658,0.123357772020725,0.135088860103627,0.172163730569948
