id,x,y,z,mass,record_disp,record_accel,story,on_slab,primary_story,fix
6087,240,180,0,0,0,0,0,0,0,[000000]
6088,240,300,0,0,0,0,0,0,0,[000000]
6089,258,318,0,0,0,0,0,0,0,[000000]
6090,462,318,0,0,0,0,0,0,0,[000000]
6091,480,180,0,0,0,0,0,0,0,[000000]
6092,480,300,0,0,0,0,0,0,0,[000000]
6093,498,318,0,0,0,0,0,0,0,[000000]
6094,702,318,0,0,0,0,0,0,0,[000000]
6095,720,180,0,0,0,0,0,0,0,[000000]
6096,720,300,0,0,0,0,0,0,0,[000000]
6097,0,336,0,0,0,0,0,0,0,[000000]
6098,0,456,0,0,0,0,0,0,0,[000000]
6099,18,474,0,0,0,0,0,0,0,[000000]
6100,222,474,0,0,0,0,0,0,0,[000000]
6101,240,336,0,0,0,0,0,0,0,[000000]
6102,240,456,0,0,0,0,0,0,0,[000000]
6103,258,474,0,0,0,0,0,0,0,[000000]
6104,462,474,0,0,0,0,0,0,0,[000000]
6105,480,336,0,0,0,0,0,0,0,[000000]
6106,480,456,0,0,0,0,0,0,0,[000000]
6107,498,474,0,0,0,0,0,0,0,[000000]
6108,702,474,0,0,0,0,0,0,0,[000000]
6109,720,336,0,0,0,0,0,0,0,[000000]
6110,720,456,0,0,0,0,0,0,0,[000000]
6111,0,492,0,0,0,0,0,0,0,[000000]
6112,0,612,0,0,0,0,0,0,0,[000000]
6113,18,630,0,0,0,0,0,0,0,[000000]
6114,222,630,0,0,0,0,0,0,0,[000000]
6115,240,492,0,0,0,0,0,0,0,[000000]
6116,240,612,0,0,0,0,0,0,0,[000000]
6117,258,630,0,0,0,0,0,0,0,[000000]
6118,462,630,0,0,0,0,0,0,0,[000000]
6119,480,492,0,0,0,0,0,0,0,[000000]
6120,480,612,0,0,0,0,0,0,0,[000000]
6121,498,630,0,0,0,0,0,0,0,[000000]
6122,702,630,0,0,0,0,0,0,0,[000000]
6123,720,492,0,0,0,0,0,0,0,[000000]
6124,720,612,0,0,0,0,0,0,0,[000000]
