inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.025,1101,x,1,column,6069,6070,0,0,0,0,0,0,0,17100,0,4768962.15124423,65318.4,14212209.9969156,14212209.9969156,16940216.1035401,16940216.1035401,0.0728754704948204,0.17287547049482,0.2,flexure,14212209.9969156,14212209.9969156,16940216.1035401,16940216.1035401,0.0728754704948204,0.17287547049482,0.2,flexure,0,0,144,0
0,2,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6071,6072,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,29750,11050,204,0
1,3,0,0,0,0.05,1201,x,1,column,6073,6074,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,13369955.8400595,13369955.8400595,15919118.5345808,15919118.5345808,0.0705117415817162,0.170511741581716,0.2,flexure,13369955.8400595,13369955.8400595,15919118.5345808,15919118.5345808,0.0705117415817162,0.170511741581716,0.2,flexure,0,0,144,0
1,4,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6075,6076,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,29750,11050,204,0
1,5,0,0,0,0.05,1201,x,1,column,6077,6078,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,13369955.8400595,13369955.8400595,15919118.5345808,15919118.5345808,0.0705117415817162,0.170511741581716,0.2,flexure,13369955.8400595,13369955.8400595,15919118.5345808,15919118.5345808,0.0705117415817162,0.170511741581716,0.2,flexure,0,0,144,0
0,6,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2101,x,1,beam,6079,6080,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,29750,11050,204,0
0,7,0,0,0,0.025,1101,x,1,column,6081,6082,0,0,0,0,0,0,0,17100,0,4768962.15124423,65318.4,14212209.9969156,14212209.9969156,16940216.1035401,16940216.1035401,0.0728754704948204,0.17287547049482,0.2,flexure,14212209.9969156,14212209.9969156,16940216.1035401,16940216.1035401,0.0728754704948204,0.17287547049482,0.2,flexure,0,0,144,0
0,8,0,0,0,0.025,1102,x,2,column,6083,6084,0,0,0,0,0,0,0,17100,0,4768962.15124423,65318.4,12099075.9142655,12099075.9142655,14429130.3107748,14429130.3107748,0.0723189858935792,0.172318985893579,0.2,flexure,12099075.9142655,12099075.9142655,14429130.3107748,14429130.3107748,0.0723189858935792,0.172318985893579,0.2,flexure,0,0,120,0
0,9,0.141666666666667,0.141666666666667,0.141666666666667,0.141666666666667,2102,x,2,beam,6085,6086,0,0,14875,5525,14875,5525,96900,96900,0,4030508.65276332,58534.0586666667,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,7039752.20908096,10984639.1124891,8517980.9824992,13291227.344494,0.0431684359058856,0.143168435905886,0.2,flexure,29750,11050,204,0
1,10,0,0,0,0.05,1202,x,2,column,6087,6088,0,0,0,0,0,0,0,34200,0,4768962.15124423,65318.4,12723932.3637186,12723932.3637186,15162304.0424651,15162304.0424651,0.0714234827873368,0.171423482787337,0.2,flexure,12723932.3637186,12723932.3637186,15162304.0424651,15162304.0424651,0.0714234827873368,0.171423482787337,0.2,flexure,0,0,120,0
