sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5
0.107,43,1,1,0.127040376005454,0.211318870466321,0.18345782383419,0.18860057512953,0.245953227979275
0.107,43,1,2,0.0876442156198376,0.158989264248707,0.216599533678756,0.214773264248705,0.276701668393782
0.107,43,1,3,0.0656639885282184,0.26877278238342,0.267536875647668,0.237375269430052,0.238928295336784
0.107,43,1,4,0.0556136318422107,0.245863466321244,0.270321569948187,0.212223124352332,0.283247424870466
0.107,43,1,5,0.0669322294753539,0.321437901554403,0.299565777202073,0.245611062176165,0.274697471502591
0.107,43,1,6,0.0819322917143002,0.431672031088083,0.40018203626943,0.369044523316061,0.33517878238342
0.107,43,1,7,0.0977431670399896,0.607305383419683,0.586239321243518,0.47262119689119,0.545108829015544
0.107,43,1,8,0.0941359272913101,0.44784282901554,0.41528974611399,0.37490010880829,0.353549150259064
0.107,43,1,9,0.133744726766254,0.39710592746114,0.345423207253885,0.328236077720207,0.532422041450777
0.107,43,1,10,0.0966207609860195,0.322588772020725,0.299011590673575,0.244024264248705,0.344370098445594
0.107,43,1,11,0.0979648251849498,0.486410233160622,0.416128727979275,0.388011865284961,0.428040626943005
0.107,43,1,12,0.132793446829922,0.472123590673568,0.451757264248696,0.380630813471503,0.483441518134708
0.107,43,1,13,0.0788974022853603,0.244139383419687,0.239116129533679,0.225508305699481,0.252049683937824
0.107,43,1,14,0.164184092898616,0.247210461139882,0.262073860103623,0.166945756476684,0.396935316062175
0.107,43,1,15,0.126427726938564,0.535853119170984,0.485811046632124,0.41700614507772,0.386596481865286
0.107,43,1,16,0.0923362773871531,0.37225729015544,0.391164233160622,0.36437589119171,0.350334077720205
0.107,43,1,17,0.0825797211020073,0.310526984455959,0.29849356476684,0.277935430051812,0.331836445595855
0.107,43,1,18,0.168439498458483,0.526707772020723,0.497482284974091,0.308443165803104,0.388834652849739
0.107,43,1,19,0.0551060895273792,0.16677853367877,0.188795590673575,0.175882601036268,0.261577792746114
0.107,43,1,20,0.0422720543300739,0.199736647668394,0.206566595854928,0.240627269430052,0.266535616580311
0.107,43,1,21,0.0328190049587512,0.302067357512953,0.350544310880829,0.380724621761658,0.39040570984456
0.107,43,1,22,0.0457933335474865,0.367191766839378,0.342395808290155,0.350801414507772,0.371918772020725
0.107,43,1,23,0.137509246654497,0.429188274611426,0.395794595854953,0.259412663212449,0.245373865284966
0.107,43,1,24,0.0875337913092549,0.476848370466338,0.458413124352349,0.413887994818665,0.328632113989653
0.107,43,1,25,0.0657449866723678,0.416791632124351,0.39147570984456,0.393836642487047,0.462656549222798
0.107,43,1,26,0.129708339167963,0.380489590673573,0.315365601036269,0.382175678756477,0.44802183419689
0.107,43,1,27,0.126200674326504,0.487925383419689,0.424327455958549,0.436043518134715,0.521553005181347
0.107,43,1,28,0.0787673216964513,0.457906367875647,0.428372414507772,0.387500652849741,0.405639015544041
0.107,43,1,29,0.102875163202534,0.314620937823836,0.279146440414508,0.248339341968912,0.273811455958549
0.107,43,1,30,0.0943175406948984,0.373232093264249,0.312994735751294,0.325288683937824,0.348165720207252
0.107,43,1,31,0.0987495097130909,0.459706595854922,0.439663484455959,0.416780896373057,0.424686994818653
0.107,43,1,32,0.0641864182523701,0.496356129533679,0.468871025906736,0.461254445595855,0.47975185492228
0.107,43,1,33,0.0952998550680605,0.235772860103627,0.233498994818652,0.243183274611399,0.326016471502591
0.107,43,1,34,0.106337973580069,0.374678595854924,0.351374642487046,0.30463789119171,0.308619492227975
0.107,43,1,35,0.0571462717622052,0.299180020725389,0.305725616580311,0.290552440414508,0.314950243523316
0.107,43,1,36,0.0766035842586763,0.439450523316062,0.453884461139896,0.46450510880829,0.453018347150259
0.107,43,1,37,0.134453040607604,0.365044901554404,0.384931202072539,0.293484238341969,0.610384062176166
0.107,43,1,38,0.150795999631426,0.395323658031095,0.357887393782397,0.200012528497409,0.521427056994819
0.107,43,1,39,0.0954379005147541,0.490865658031088,0.422215663212435,0.394360968911918,0.395940875647667
0.107,43,1,40,0.119409702050305,0.533017357512954,0.457961813471504,0.355721917098447,0.305589507772021
0.107,43,1,41,0.0465244955909508,0.296103989637306,0.288707777202074,0.282141663212437,0.26300420725389
0.107,43,1,42,0.0569085361775725,0.218736347150259,0.197984404145076,0.187207103626943,0.248056756476684
0.107,43,1,43,0.0743483752882472,0.25648194818653,0.253525523316063,0.203060450777207,0.20407592746114
0.107,43,1,44,0.0686980253657377,0.2700842746114,0.28371391709845,0.23097567357513,0.278125844559584
0.107,43,2,1,0.127040376005454,0.211318870466321,0.18345782383419,0.18860057512953,0.245953227979275
0.107,43,2,2,0.0876442156198376,0.158989264248707,0.216599533678756,0.214773264248705,0.276701668393782
0.107,43,2,3,0.0656639885282184,0.26877278238342,0.267536875647668,0.237375269430052,0.238928295336784
0.107,43,2,4,0.0556136318422107,0.245863466321244,0.270321569948187,0.212223124352332,0.283247424870466
0.107,43,2,5,0.0669322294753539,0.321437901554403,0.299565777202073,0.245611062176165,0.274697471502591
0.107,43,2,6,0.0819322917143002,0.431672031088083,0.40018203626943,0.369044523316061,0.33517878238342
0.107,43,2,7,0.0977431670399896,0.607305383419683,0.586239321243518,0.47262119689119,0.545108829015544
0.107,43,2,8,0.0941359272913101,0.44784282901554,0.41528974611399,0.37490010880829,0.353549150259064
0.107,43,2,9,0.133744726766254,0.39710592746114,0.345423207253885,0.328236077720207,0.532422041450777
0.107,43,2,10,0.0966207609860195,0.322588772020725,0.299011590673575,0.244024264248705,0.344370098445594
0.107,43,2,11,0.0979648251849498,0.486410233160622,0.416128727979275,0.388011865284961,0.428040626943005
0.107,43,2,12,0.132793446829922,0.472123590673568,0.451757264248696,0.380630813471503,0.483441518134708
0.107,43,2,13,0.0788974022853603,0.244139383419687,0.239116129533679,0.225508305699481,0.252049683937824
0.107,43,2,14,0.164184092898616,0.247210461139882,0.262073860103623,0.166945756476684,0.396935316062175
0.107,43,2,15,0.126427726938564,0.535853119170984,0.485811046632124,0.41700614507772,0.386596481865286
0.107,43,2,16,0.0923362773871531,0.37225729015544,0.391164233160622,0.36437589119171,0.350334077720205
0.107,43,2,17,0.0825797211020073,0.310526984455959,0.29849356476684,0.277935430051812,0.331836445595855
0.107,43,2,18,0.168439498458483,0.526707772020723,0.497482284974091,0.308443165803104,0.388834652849739
0.107,43,2,19,0.0551060895273792,0.16677853367877,0.188795590673575,0.175882601036268,0.261577792746114
0.107,43,2,20,0.0422720543300739,0.199736647668394,0.206566595854928,0.240627269430052,0.266535616580311
0.107,43,2,21,0.0328190049587512,0.302067357512953,0.350544310880829,0.380724621761658,0.39040570984456
0.107,43,2,22,0.0457933335474865,0.367191766839378,0.342395808290155,0.350801414507772,0.371918772020725
0.107,43,2,23,0.137509246654497,0.429188274611426,0.395794595854953,0.259412663212449,0.245373865284966
0.107,43,2,24,0.0875337913092549,0.476848370466338,0.458413124352349,0.413887994818665,0.328632113989653
0.107,43,2,25,0.0657449866723678,0.416791632124351,0.39147570984456,0.393836642487047,0.462656549222798
0.107,43,2,26,0.129708339167963,0.380489590673573,0.315365601036269,0.382175678756477,0.44802183419689
0.107,43,2,27,0.126200674326504,0.487925383419689,0.424327455958549,0.436043518134715,0.521553005181347
0.107,43,2,28,0.0787673216964513,0.457906367875647,0.428372414507772,0.387500652849741,0.405639015544041
0.107,43,2,29,0.102875163202534,0.314620937823836,0.279146440414508,0.248339341968912,0.273811455958549
0.107,43,2,30,0.0943175406948984,0.373232093264249,0.312994735751294,0.325288683937824,0.348165720207252
0.107,43,2,31,0.0987495097130909,0.459706595854922,0.439663484455959,0.416780896373057,0.424686994818653
0.107,43,2,32,0.0641864182523701,0.496356129533679,0.468871025906736,0.461254445595855,0.47975185492228
0.107,43,2,33,0.0952998550680605,0.235772860103627,0.233498994818652,0.243183274611399,0.326016471502591
0.107,43,2,34,0.106337973580069,0.374678595854924,0.351374642487046,0.30463789119171,0.308619492227975
0.107,43,2,35,0.0571462717622052,0.299180020725389,0.305725616580311,0.290552440414508,0.314950243523316
0.107,43,2,36,0.0766035842586763,0.439450523316062,0.453884461139896,0.46450510880829,0.453018347150259
0.107,43,2,37,0.134453040607604,0.365044901554404,0.384931202072539,0.293484238341969,0.610384062176166
0.107,43,2,38,0.150795999631426,0.395323658031095,0.357887393782397,0.200012528497409,0.521427056994819
0.107,43,2,39,0.0954379005147541,0.490865658031088,0.422215663212435,0.394360968911918,0.395940875647667
0.107,43,2,40,0.119409702050305,0.533017357512954,0.457961813471504,0.355721917098447,0.305589507772021
0.107,43,2,41,0.0465244955909508,0.296103989637306,0.288707777202074,0.282141663212437,0.26300420725389
0.107,43,2,42,0.0569085361775725,0.218736347150259,0.197984404145076,0.187207103626943,0.248056756476684
0.107,43,2,43,0.0743483752882472,0.25648194818653,0.253525523316063,0.203060450777207,0.20407592746114
0.107,43,2,44,0.0686980253657377,0.2700842746114,0.28371391709845,0.23097567357513,0.278125844559584
0.156,72,1,1,0.184771934894696,0.221530398963731,0.208708227979275,0.237840424870466,0.334912813471503
0.156,72,1,2,0.127472791025981,0.195042186528497,0.271320067357513,0.270928595854922,0.343859316062176
0.156,72,1,3,0.0955039853844667,0.277404129533679,0.275607056994819,0.245506367875647,0.310702284974091
0.156,72,1,4,0.08088639757777,0.290381601036269,0.324889445595855,0.246514968911917,0.381355455958549
0.156,72,1,5,0.097348559063191,0.332153632124348,0.33094103626943,0.266527015544041,0.327137015544041
0.156,72,1,6,0.119165170526243,0.421689777202072,0.378716803108807,0.336169974093264,0.288610196891187
