exterior column,interior column,beam
W36X170,W36X170,W30X116
W36X170,W36X170,W30X116
W36X170,W36X170,W30X116
W36X170,W36X170,W30X116
W36X160,W36X160,W27X102
W36X160,W36X160,W27X102
W36X150,W36X150,W27X102
W36X150,W36X150,W27X102
