sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5
0.086,43,1,1,0.168772653186873,0.285455647668394,0.136334062176166,0.227710792746114,0.274629595854922
0.086,43,1,2,0.118147372089811,0.199425875647668,0.170778797927464,0.171688792746114,0.267362979274611
0.086,43,1,3,0.0435011538281958,0.239449880829016,0.229229207253886,0.21137174611399,0.23588677720207
0.086,43,1,4,0.0397844900428062,0.160915409326425,0.180871414507772,0.19857021761658,0.278985694300518
0.086,43,1,5,0.128596841957633,0.400292176165804,0.444869378238342,0.258346160621762,0.465663238341968
0.086,43,1,6,0.101440166881033,0.505952927461141,0.514997,0.332405518134716,0.3750581658031
0.086,43,1,7,0.0954625085804498,0.578510124352331,0.555139917098444,0.504066274611397,0.470941803108808
0.086,43,1,8,0.139296472570293,0.534893450777196,0.462683709844553,0.339691637305696,0.313671963730569
0.086,43,1,9,0.184781969571168,0.44248996373057,0.374789186528497,0.312380331606218,0.527538906735751
0.086,43,1,10,0.0836229127972379,0.26859230569948,0.249575502590674,0.282647119170985,0.347525103626942
0.086,43,1,11,0.130323529954759,0.52631878238342,0.515132512953368,0.389977849740933,0.538903839378238
0.086,43,1,12,0.0794868244307196,0.476626098445587,0.48178773575129,0.445722347150255,0.476781461139885
0.086,43,1,13,0.0960665677624866,0.246063295336788,0.219778025906734,0.216013932642487,0.252162398963731
0.086,43,1,14,0.088472880555426,0.197545720207254,0.170980481865284,0.17377510880829,0.212228373056995
0.086,43,1,15,0.115156844339989,0.549690113989637,0.516687989637306,0.421512860103627,0.369810010362694
0.086,43,1,16,0.0786256588892164,0.353048896373057,0.344306720207254,0.332341813471503,0.384846347150259
0.086,43,1,17,0.0612578521277558,0.306810269430051,0.291940502590673,0.263163072538858,0.28777781865285
0.086,43,1,18,0.119312311287373,0.424369041450777,0.363872668393783,0.314617067357512,0.370032958549222
0.086,43,1,19,0.0626235985322692,0.131071512953384,0.125235834196891,0.130633663212444,0.181902901554396
0.086,43,1,20,0.0421612983980161,0.186220549222797,0.181663411917107,0.161847909326432,0.180399264248705
0.086,43,1,21,0.0357975828020406,0.267989155440415,0.280647419689119,0.274592937823834,0.257362341968912
0.086,43,1,22,0.0478045336138241,0.344102259067358,0.319468658031088,0.301373191709845,0.28601321761658
0.086,43,1,23,0.146687627633737,0.437185621761658,0.385171435233205,0.269881823834203,0.31142549740934
0.086,43,1,24,0.103723771021576,0.461264186528497,0.428097347150259,0.376783331606239,0.346441616580319
0.086,43,1,25,0.0742142177621059,0.456831746113988,0.408483062176166,0.43112632642487,0.468493518134715
0.086,43,1,26,0.106339552172426,0.326463476683936,0.304751948186528,0.328947932642486,0.361512492227979
0.086,43,1,27,0.124016949875494,0.486102585492228,0.438778233160622,0.484959839378238,0.473656989637306
0.086,43,1,28,0.0907915838078266,0.483573974093265,0.476568984455959,0.376895989637306,0.352786310880827
0.086,43,1,29,0.0976352885254429,0.404854487046632,0.388292051813471,0.264173658031088,0.268068849740933
0.086,43,1,30,0.0663667790397238,0.405975756476684,0.369981564766839,0.315887388601036,0.311741362694301
0.086,43,1,31,0.0884931452624508,0.459296155440415,0.457897658031088,0.423821932642487,0.418140378238342
0.086,43,1,32,0.0629743464026091,0.515441233160622,0.488519005181347,0.440838984455958,0.38875185492228
0.086,43,1,33,0.0612056313357955,0.299693512953369,0.290187821243524,0.294669512953368,0.303602067357513
0.086,43,1,34,0.0740985324231124,0.337132968911917,0.3065054611399,0.317303803108808,0.383879321243523
0.086,43,1,35,0.0909593820246913,0.32803674611399,0.285009595854922,0.217999585492231,0.295834797927462
0.086,43,1,36,0.0649799118831584,0.413766922279793,0.357706559585492,0.400348269430052,0.453159279792746
0.086,43,1,37,0.12847600489948,0.372434455958549,0.291990792746118,0.245150139896373,0.496572626943004
0.086,43,1,38,0.136194815833271,0.383103450777207,0.324966637305704,0.204484595854928,0.38511678238342
0.086,43,1,39,0.149542443723045,0.474044414507772,0.385991367875648,0.312909440414508,0.382726875647667
0.086,43,1,40,0.154905764956634,0.439253523316064,0.327234549222798,0.315609481865286,0.403091088082903
0.086,43,1,41,0.0641203116692929,0.268408186528497,0.264850248704663,0.208404181347151,0.250591917098446
0.086,43,1,42,0.0788152355162227,0.257943243523316,0.244641430051813,0.207079777202073,0.187534378238346
0.086,43,1,43,0.0629141759383834,0.229280005181348,0.233209844559588,0.172790829015546,0.204400658031088
0.086,43,1,44,0.0506943403703341,0.2415146373057,0.249731886010364,0.233648606217621,0.256858761658033
0.086,43,2,1,0.168772653186873,0.285455647668394,0.136334062176166,0.227710792746114,0.274629595854922
0.086,43,2,2,0.118147372089811,0.199425875647668,0.170778797927464,0.171688792746114,0.267362979274611
0.086,43,2,3,0.0435011538281958,0.239449880829016,0.229229207253886,0.21137174611399,0.23588677720207
0.086,43,2,4,0.0397844900428062,0.160915409326425,0.180871414507772,0.19857021761658,0.278985694300518
0.086,43,2,5,0.128596841957633,0.400292176165804,0.444869378238342,0.258346160621762,0.465663238341968
0.086,43,2,6,0.101440166881033,0.505952927461141,0.514997,0.332405518134716,0.3750581658031
0.086,43,2,7,0.0954625085804498,0.578510124352331,0.555139917098444,0.504066274611397,0.470941803108808
