sa,rp,direction,gm,story_1,story_2,story_3,story_4
0.086,43,1,42,0.00160069444444444,0.00237460256410256,0.00287461538461539,0.00234487179487179
0.086,43,1,43,0.00134957222222222,0.00201165384615385,0.00309066025641026,0.00290325641025641
0.086,43,1,44,0.00193973333333333,0.00267272435897436,0.00301119871794872,0.00261222435897436
0.086,43,2,1,0.00168365,0.00254032051282051,0.00314471794871795,0.00291115384615385
0.086,43,2,2,0.00178093888888889,0.00237794230769231,0.002744,0.00252902564102564
0.086,43,2,3,0.00159922222222222,0.00229144871794872,0.00258657692307692,0.00206374358974359
0.086,43,2,4,0.00156830555555556,0.00232658333333333,0.00281566025641026,0.00228
0.086,43,2,5,0.00239796666666667,0.00263423717948718,0.00436315384615385,0.00485710256410256
0.086,43,2,6,0.00178918888888889,0.00243807692307692,0.0026513141025641,0.00293926282051282
0.086,43,2,7,0.00224290555555556,0.00272600641025641,0.00297792948717949,0.00302405128205128
0.086,43,2,8,0.00168420555555556,0.00228730128205128,0.00268921794871795,0.00309094230769231
0.086,43,2,9,0.00193651111111111,0.00277176923076923,0.00317539102564103,0.00326307692307692
0.086,43,2,10,0.00174358888888889,0.00236354487179487,0.00271573717948718,0.00241426923076923
0.086,43,2,11,0.00191983333333333,0.00233395512820513,0.00307711538461538,0.00302316666666667
0.086,43,2,12,0.0019821,0.00248204487179487,0.00294605769230769,0.00294247435897436
0.086,43,2,13,0.00165249444444444,0.00206551923076923,0.00277408974358974,0.00245151282051282
0.086,43,2,14,0.0017634,0.00234841025641026,0.00249203846153846,0.00195684615384615
0.086,43,2,15,0.00198783333333333,0.00257164743589744,0.00283305128205128,0.0025086282051282
0.086,43,2,16,0.00173498333333333,0.00254467307692308,0.00280936538461538,0.00229487179487179
0.086,43,2,17,0.00145487777777778,0.00230179487179487,0.00286064102564103,0.0022575641025641
0.086,43,2,18,0.00175259444444444,0.00246664102564103,0.00319324358974359,0.00296961538461538
0.086,43,2,19,0.00152758888888889,0.00236740384615385,0.00301116666666667,0.00251102564102564
0.086,43,2,20,0.00164962777777778,0.00242888461538462,0.00288084615384615,0.00223153846153846
0.086,43,2,21,0.00170374444444444,0.00249549358974359,0.00286844230769231,0.00219685897435897
0.086,43,2,22,0.00154528888888889,0.00220465384615385,0.00252824358974359,0.00188038461538461
0.086,43,2,23,0.00189453888888889,0.00261095512820513,0.00318149358974359,0.00311423717948718
0.086,43,2,24,0.00163203888888889,0.00223842307692308,0.00287130769230769,0.0024683141025641
0.086,43,2,25,0.00168583888888889,0.00227536538461538,0.00303767948717949,0.00258051923076923
0.086,43,2,26,0.00162008333333333,0.00244669871794872,0.00336117948717949,0.00316525641025641
0.086,43,2,27,0.0019433,0.00256699358974359,0.00280222435897436,0.00309158974358974
0.086,43,2,28,0.00178957222222222,0.00238398717948718,0.00340274358974359,0.00325371794871795
0.086,43,2,29,0.00163321666666667,0.00222186538461538,0.0027553141025641,0.0024053717948718
0.086,43,2,30,0.0017451,0.00243572435897436,0.00269300641025641,0.00210397435897436
0.086,43,2,31,0.00208227222222222,0.0026365641025641,0.00268609615384615,0.0025268141025641
0.086,43,2,32,0.00167213333333333,0.00230023717948718,0.00276794230769231,0.00235114743589744
0.086,43,2,33,0.00159173333333333,0.00231030128205128,0.00283039743589744,0.0022699358974359
0.086,43,2,34,0.0016592,0.00242595512820513,0.00279574358974359,0.00208467948717949
0.086,43,2,35,0.00198332222222222,0.00265246794871795,0.00297728205128205,0.00309958974358974
0.086,43,2,36,0.00178156666666667,0.00260717948717949,0.00307253205128205,0.00244019230769231
0.086,43,2,37,0.00176229444444444,0.00230662820512821,0.00322192948717949,0.00327382051282051
0.086,43,2,38,0.0016922,0.00213320512820513,0.00281007051282051,0.00278810897435897
0.086,43,2,39,0.00162010555555556,0.00217230769230769,0.00260816025641026,0.00250776282051282
0.086,43,2,40,0.00163971111111111,0.00236470512820513,0.00282819871794872,0.00239838461538461
0.086,43,2,41,0.00133083888888889,0.00190966025641026,0.00246819871794872,0.0020429358974359
0.086,43,2,42,0.00160069444444444,0.00237460256410256,0.00287461538461539,0.00234487179487179
0.086,43,2,43,0.00134957222222222,0.00201165384615385,0.00309066025641026,0.00290325641025641
0.086,43,2,44,0.00193973333333333,0.00267272435897436,0.00301119871794872,0.00261222435897436
0.125,72,1,1,0.00231800555555556,0.00348645512820513,0.00453223076923077,0.00404044871794872
0.125,72,1,2,0.00251313333333333,0.00338740384615385,0.00394007692307692,0.0035975
0.125,72,1,3,0.00232363333333333,0.00333091666666667,0.00376696794871795,0.00299788461538462
0.125,72,1,4,0.00227224444444444,0.00335997435897436,0.00413535256410256,0.00334
0.125,72,1,5,0.00320753888888889,0.00359207051282051,0.00528457692307692,0.0055373717948718
0.125,72,1,6,0.00260719444444444,0.00338195512820513,0.00373942307692308,0.00426212179487179
0.125,72,1,7,0.00311477777777778,0.00383917948717949,0.00397439743589744,0.00445508974358974
0.125,72,1,8,0.00228152222222222,0.00323863461538462,0.0040985641025641,0.0045883782051282
0.125,72,1,9,0.00233460555555556,0.00348249358974359,0.00441826282051282,0.004836
0.125,72,1,10,0.00246158333333333,0.00333577564102564,0.00397682051282051,0.00352012820512821
0.125,72,1,11,0.00270825555555556,0.00329302564102564,0.00418308974358974,0.00408525641025641
0.125,72,1,12,0.0027792,0.00353153846153846,0.00440191025641026,0.00430173076923077
0.125,72,1,13,0.00234782222222222,0.00296898076923077,0.00408717948717949,0.00357294871794872
0.125,72,1,14,0.00258476111111111,0.00342038461538462,0.00362526282051282,0.00285358974358974
0.125,72,1,15,0.00275373333333333,0.00358016025641026,0.00408735256410256,0.00357679487179487
0.125,72,1,16,0.00252688333333333,0.00362053846153846,0.00404116025641026,0.00333434615384615
0.125,72,1,17,0.00211404444444444,0.00332529487179487,0.00416746153846154,0.00331980769230769
0.125,72,1,18,0.00251069444444444,0.00334375,0.00466141666666667,0.00422801282051282
0.125,72,1,19,0.00217262777777778,0.0034068717948718,0.00444505769230769,0.00371730769230769
0.125,72,1,20,0.00240628888888889,0.00352127564102564,0.00422037820512821,0.0032699358974359
0.125,72,1,21,0.00241457777777778,0.00352355769230769,0.00406564743589744,0.00313987179487179
0.125,72,1,22,0.00224922222222222,0.00321010897435897,0.00367796794871795,0.00274224358974359
0.125,72,1,23,0.002513,0.00343820512820513,0.0047421858974359,0.00457467948717949
0.125,72,1,24,0.00230960555555556,0.00321032051282051,0.00407312820512821,0.00347480769230769
0.125,72,1,25,0.00241371666666667,0.00330980128205128,0.00447419871794872,0.00382134615384615
0.125,72,1,26,0.00210426666666667,0.00309307051282051,0.0047560641025641,0.00462480769230769
0.125,72,1,27,0.00267668888888889,0.00363158333333333,0.00416334615384615,0.00456179487179487
0.125,72,1,28,0.00256488333333333,0.00341621153846154,0.00493707051282051,0.00472384615384615
0.125,72,1,29,0.00229969444444444,0.00315584615384615,0.00402866666666667,0.00349480128205128
0.125,72,1,30,0.00254557222222222,0.0035511282051282,0.00388184615384615,0.00300166666666667
0.125,72,1,31,0.00307052222222222,0.00385196153846154,0.00364284615384615,0.00341219230769231
0.125,72,1,32,0.00238622777777778,0.00332412179487179,0.00406364743589744,0.0034275641025641
0.125,72,1,33,0.00231783888888889,0.00336042307692308,0.00414694230769231,0.00325788461538462
0.125,72,1,34,0.00241846111111111,0.00352640384615385,0.00407177564102564,0.00304352564102564
0.125,72,1,35,0.00266308888888889,0.0035675641025641,0.00406904487179487,0.00393601282051282
0.125,72,1,36,0.00258651666666667,0.00360453846153846,0.0042268141025641,0.00332282051282051
0.125,72,1,37,0.00250492777777778,0.0033611858974359,0.00458808974358974,0.00476858974358974
0.125,72,1,38,0.00251121666666667,0.00307791666666667,0.00414095512820513,0.00415744871794872
0.125,72,1,39,0.002318,0.00312255128205128,0.0038204358974359,0.00366429487179487
0.125,72,1,40,0.00226791111111111,0.00333107051282051,0.00416725,0.00355878205128205
0.125,72,1,41,0.0019363,0.00277754487179487,0.00359144871794872,0.00297891025641026
0.125,72,1,42,0.00218513888888889,0.0032553782051282,0.004135,0.00341570512820513
0.125,72,1,43,0.00190097777777778,0.00287811538461538,0.00459407051282051,0.00429782051282051
0.125,72,1,44,0.00275642777777778,0.0037786217948718,0.00441883333333333,0.00384807692307692
0.125,72,2,1,0.00231800555555556,0.00348645512820513,0.00453223076923077,0.00404044871794872
0.125,72,2,2,0.00251313333333333,0.00338740384615385,0.00394007692307692,0.0035975
0.125,72,2,3,0.00232363333333333,0.00333091666666667,0.00376696794871795,0.00299788461538462
0.125,72,2,4,0.00227224444444444,0.00335997435897436,0.00413535256410256,0.00334
0.125,72,2,5,0.00320753888888889,0.00359207051282051,0.00528457692307692,0.0055373717948718
0.125,72,2,6,0.00260719444444444,0.00338195512820513,0.00373942307692308,0.00426212179487179
0.125,72,2,7,0.00311477777777778,0.00383917948717949,0.00397439743589744,0.00445508974358974
0.125,72,2,8,0.00228152222222222,0.00323863461538462,0.0040985641025641,0.0045883782051282
0.125,72,2,9,0.00233460555555556,0.00348249358974359,0.00441826282051282,0.004836
0.125,72,2,10,0.00246158333333333,0.00333577564102564,0.00397682051282051,0.00352012820512821
0.125,72,2,11,0.00270825555555556,0.00329302564102564,0.00418308974358974,0.00408525641025641
0.125,72,2,12,0.0027792,0.00353153846153846,0.00440191025641026,0.00430173076923077
0.125,72,2,13,0.00234782222222222,0.00296898076923077,0.00408717948717949,0.00357294871794872
0.125,72,2,14,0.00258476111111111,0.00342038461538462,0.00362526282051282,0.00285358974358974
0.125,72,2,15,0.00275373333333333,0.00358016025641026,0.00408735256410256,0.00357679487179487
0.125,72,2,16,0.00252688333333333,0.00362053846153846,0.00404116025641026,0.00333434615384615
0.125,72,2,17,0.00211404444444444,0.00332529487179487,0.00416746153846154,0.00331980769230769
0.125,72,2,18,0.00251069444444444,0.00334375,0.00466141666666667,0.00422801282051282
0.125,72,2,19,0.00217262777777778,0.0034068717948718,0.00444505769230769,0.00371730769230769
0.125,72,2,20,0.00240628888888889,0.00352127564102564,0.00422037820512821,0.0032699358974359
0.125,72,2,21,0.00241457777777778,0.00352355769230769,0.00406564743589744,0.00313987179487179
0.125,72,2,22,0.00224922222222222,0.00321010897435897,0.00367796794871795,0.00274224358974359
0.125,72,2,23,0.002513,0.00343820512820513,0.0047421858974359,0.00457467948717949
0.125,72,2,24,0.00230960555555556,0.00321032051282051,0.00407312820512821,0.00347480769230769
0.125,72,2,25,0.00241371666666667,0.00330980128205128,0.00447419871794872,0.00382134615384615
0.125,72,2,26,0.00210426666666667,0.00309307051282051,0.0047560641025641,0.00462480769230769
0.125,72,2,27,0.00267668888888889,0.00363158333333333,0.00416334615384615,0.00456179487179487
0.125,72,2,28,0.00256488333333333,0.00341621153846154,0.00493707051282051,0.00472384615384615
0.125,72,2,29,0.00229969444444444,0.00315584615384615,0.00402866666666667,0.00349480128205128
0.125,72,2,30,0.00254557222222222,0.0035511282051282,0.00388184615384615,0.00300166666666667
0.125,72,2,31,0.00307052222222222,0.00385196153846154,0.00364284615384615,0.00341219230769231
0.125,72,2,32,0.00238622777777778,0.00332412179487179,0.00406364743589744,0.0034275641025641
0.125,72,2,33,0.00231783888888889,0.00336042307692308,0.00414694230769231,0.00325788461538462
0.125,72,2,34,0.00241846111111111,0.00352640384615385,0.00407177564102564,0.00304352564102564
0.125,72,2,35,0.00266308888888889,0.0035675641025641,0.00406904487179487,0.00393601282051282
0.125,72,2,36,0.00258651666666667,0.00360453846153846,0.0042268141025641,0.00332282051282051
0.125,72,2,37,0.00250492777777778,0.0033611858974359,0.00458808974358974,0.00476858974358974
0.125,72,2,38,0.00251121666666667,0.00307791666666667,0.00414095512820513,0.00415744871794872
0.125,72,2,39,0.002318,0.00312255128205128,0.0038204358974359,0.00366429487179487
0.125,72,2,40,0.00226791111111111,0.00333107051282051,0.00416725,0.00355878205128205
0.125,72,2,41,0.0019363,0.00277754487179487,0.00359144871794872,0.00297891025641026
0.125,72,2,42,0.00218513888888889,0.0032553782051282,0.004135,0.00341570512820513
0.125,72,2,43,0.00190097777777778,0.00287811538461538,0.00459407051282051,0.00429782051282051
0.125,72,2,44,0.00275642777777778,0.0037786217948718,0.00441883333333333,0.00384807692307692
0.17,108,1,1,0.00268424444444444,0.00391902564102564,0.00631620512820513,0.00531653846153846
0.17,108,1,2,0.00312262777777778,0.00426489102564103,0.00511275641025641,0.00489583333333333
0.17,108,1,3,0.00305917222222222,0.00456503205128205,0.00523147435897436,0.00411512820512821
0.17,108,1,4,0.00310371111111111,0.00473084615384615,0.00561935897435897,0.0043073717948718
0.17,108,1,5,0.00412552222222222,0.00422813461538462,0.00656476282051282,0.00741269230769231
0.17,108,1,6,0.00334533333333333,0.00397499358974359,0.00552064102564103,0.00540134615384615
0.17,108,1,7,0.0034204,0.00477453846153846,0.00544092948717949,0.00563471794871795
0.17,108,1,8,0.00243806111111111,0.00381405769230769,0.00657866025641026,0.00645115384615385
0.17,108,1,9,0.00244743888888889,0.00346063461538462,0.00590405128205128,0.00712301282051282
0.17,108,1,10,0.00315463888888889,0.00436807692307692,0.00548051282051282,0.00469641025641026
0.17,108,1,11,0.00317870555555556,0.00413644871794872,0.00502849358974359,0.00438301282051282
0.17,108,1,12,0.00322592777777778,0.00443078846153846,0.00624402564102564,0.00588301282051282
0.17,108,1,13,0.00285972777777778,0.00405626923076923,0.00518573076923077,0.00441903846153846
0.17,108,1,14,0.00371430555555556,0.00465746794871795,0.00494102564102564,0.00381153846153846
0.17,108,1,15,0.00338806666666667,0.00424573717948718,0.00503247435897436,0.00501891025641026
0.17,108,1,16,0.00314278333333333,0.00421450641025641,0.00492070512820513,0.00456647435897436
0.17,108,1,17,0.00270258888888889,0.00426933333333333,0.00525115384615385,0.00429217948717949
0.17,108,1,18,0.00352022222222222,0.00392328205128205,0.00553202564102564,0.00514358974358974
0.17,108,1,19,0.00279221666666667,0.00453375,0.00605173076923077,0.00517282051282051
0.17,108,1,20,0.00312987222222222,0.00470220512820513,0.00550352564102564,0.00404653846153846
0.17,108,1,21,0.00284827777777778,0.00433870512820513,0.00527769230769231,0.00414076923076923
0.17,108,1,22,0.00310259444444444,0.00440341666666667,0.00456166666666667,0.00316782051282051
0.17,108,1,23,0.00275942222222222,0.00367964102564102,0.00724483333333333,0.006445
0.17,108,1,24,0.00302111111111111,0.00419412179487179,0.00511875641025641,0.00451641025641026
0.17,108,1,25,0.00334815555555556,0.00437885897435897,0.00579653846153846,0.00482429487179487
0.17,108,1,26,0.00237835,0.0034405641025641,0.00611973076923077,0.00649076923076923
0.17,108,1,27,0.00329601666666667,0.00422176282051282,0.00561692948717949,0.00596615384615385
0.17,108,1,28,0.00311608333333333,0.00418632051282051,0.00599569871794872,0.00565814102564102
0.17,108,1,29,0.00275742777777778,0.00381283974358974,0.00508887820512821,0.00432433974358974
0.17,108,1,30,0.00323527222222222,0.00444487820512821,0.00488044871794872,0.00372192307692308
0.17,108,1,31,0.0043035,0.00477221794871795,0.00421448717948718,0.0038635641025641
0.17,108,1,32,0.00294586666666667,0.00418092948717949,0.00529532051282051,0.00444679487179487
0.17,108,1,33,0.0030873,0.00445454487179487,0.00545634615384615,0.00415269230769231
0.17,108,1,34,0.0031689,0.00469305128205128,0.00546910256410257,0.00424461538461538
0.17,108,1,35,0.00325019444444444,0.00440844871794872,0.0051915,0.00457673076923077
0.17,108,1,36,0.00309848333333333,0.00423114743589744,0.00484884615384615,0.00385153846153846
0.17,108,1,37,0.00362182777777778,0.00446526282051282,0.00531860897435897,0.00599057692307692
0.17,108,1,38,0.00360306666666667,0.00419669871794872,0.00575012820512821,0.00594689102564103
0.17,108,1,39,0.0028681,0.00398953846153846,0.00547671153846154,0.00531884615384615
0.17,108,1,40,0.00251286111111111,0.00399649358974359,0.00563276282051282,0.00481794871794872
0.17,108,1,41,0.00255142777777778,0.00374914102564103,0.00507244871794872,0.0041349358974359
0.17,108,1,42,0.00281292222222222,0.00429630128205128,0.00558365384615385,0.00460846153846154
0.17,108,1,43,0.00232985555555556,0.00380514102564103,0.00696432692307692,0.00636141025641026
0.17,108,1,44,0.00308522777777778,0.00421666025641026,0.00571734615384615,0.0052725641025641
0.17,108,2,1,0.00268424444444444,0.00391902564102564,0.00631620512820513,0.00531653846153846
0.17,108,2,2,0.00312262777777778,0.00426489102564103,0.00511275641025641,0.00489583333333333
0.17,108,2,3,0.00305917222222222,0.00456503205128205,0.00523147435897436,0.00411512820512821
0.17,108,2,4,0.00310371111111111,0.00473084615384615,0.00561935897435897,0.0043073717948718
0.17,108,2,5,0.00412552222222222,0.00422813461538462,0.00656476282051282,0.00741269230769231
0.17,108,2,6,0.00334533333333333,0.00397499358974359,0.00552064102564103,0.00540134615384615
0.17,108,2,7,0.0034204,0.00477453846153846,0.00544092948717949,0.00563471794871795
0.17,108,2,8,0.00243806111111111,0.00381405769230769,0.00657866025641026,0.00645115384615385
0.17,108,2,9,0.00244743888888889,0.00346063461538462,0.00590405128205128,0.00712301282051282
0.17,108,2,10,0.00315463888888889,0.00436807692307692,0.00548051282051282,0.00469641025641026
0.17,108,2,11,0.00317870555555556,0.00413644871794872,0.00502849358974359,0.00438301282051282
0.17,108,2,12,0.00322592777777778,0.00443078846153846,0.00624402564102564,0.00588301282051282
0.17,108,2,13,0.00285972777777778,0.00405626923076923,0.00518573076923077,0.00441903846153846
0.17,108,2,14,0.00371430555555556,0.00465746794871795,0.00494102564102564,0.00381153846153846
0.17,108,2,15,0.00338806666666667,0.00424573717948718,0.00503247435897436,0.00501891025641026
0.17,108,2,16,0.00314278333333333,0.00421450641025641,0.00492070512820513,0.00456647435897436
0.17,108,2,17,0.00270258888888889,0.00426933333333333,0.00525115384615385,0.00429217948717949
0.17,108,2,18,0.00352022222222222,0.00392328205128205,0.00553202564102564,0.00514358974358974
0.17,108,2,19,0.00279221666666667,0.00453375,0.00605173076923077,0.00517282051282051
0.17,108,2,20,0.00312987222222222,0.00470220512820513,0.00550352564102564,0.00404653846153846
0.17,108,2,21,0.00284827777777778,0.00433870512820513,0.00527769230769231,0.00414076923076923
0.17,108,2,22,0.00310259444444444,0.00440341666666667,0.00456166666666667,0.00316782051282051
0.17,108,2,23,0.00275942222222222,0.00367964102564102,0.00724483333333333,0.006445
0.17,108,2,24,0.00302111111111111,0.00419412179487179,0.00511875641025641,0.00451641025641026
0.17,108,2,25,0.00334815555555556,0.00437885897435897,0.00579653846153846,0.00482429487179487
0.17,108,2,26,0.00237835,0.0034405641025641,0.00611973076923077,0.00649076923076923
0.17,108,2,27,0.00329601666666667,0.00422176282051282,0.00561692948717949,0.00596615384615385
0.17,108,2,28,0.00311608333333333,0.00418632051282051,0.00599569871794872,0.00565814102564102
0.17,108,2,29,0.00275742777777778,0.00381283974358974,0.00508887820512821,0.00432433974358974
0.17,108,2,30,0.00323527222222222,0.00444487820512821,0.00488044871794872,0.00372192307692308
0.17,108,2,31,0.0043035,0.00477221794871795,0.00421448717948718,0.0038635641025641
0.17,108,2,32,0.00294586666666667,0.00418092948717949,0.00529532051282051,0.00444679487179487
0.17,108,2,33,0.0030873,0.00445454487179487,0.00545634615384615,0.00415269230769231
0.17,108,2,34,0.0031689,0.00469305128205128,0.00546910256410257,0.00424461538461538
0.17,108,2,35,0.00325019444444444,0.00440844871794872,0.0051915,0.00457673076923077
0.17,108,2,36,0.00309848333333333,0.00423114743589744,0.00484884615384615,0.00385153846153846
0.17,108,2,37,0.00362182777777778,0.00446526282051282,0.00531860897435897,0.00599057692307692
0.17,108,2,38,0.00360306666666667,0.00419669871794872,0.00575012820512821,0.00594689102564103
0.17,108,2,39,0.0028681,0.00398953846153846,0.00547671153846154,0.00531884615384615
0.17,108,2,40,0.00251286111111111,0.00399649358974359,0.00563276282051282,0.00481794871794872
0.17,108,2,41,0.00255142777777778,0.00374914102564103,0.00507244871794872,0.0041349358974359
0.17,108,2,42,0.00281292222222222,0.00429630128205128,0.00558365384615385,0.00460846153846154
0.17,108,2,43,0.00232985555555556,0.00380514102564103,0.00696432692307692,0.00636141025641026
0.17,108,2,44,0.00308522777777778,0.00421666025641026,0.00571734615384615,0.0052725641025641
0.268,224,1,1,0.00335001666666667,0.00523777564102564,0.0107547435897436,0.00803974358974359
0.268,224,1,2,0.00626377777777778,0.00585237179487179,0.00629330769230769,0.0067724358974359
0.268,224,1,3,0.00389591111111111,0.00575802564102564,0.0071875641025641,0.00566423076923077
0.268,224,1,4,0.00600988888888889,0.00745775641025641,0.00730788461538461,0.00585391025641026
0.268,224,1,5,0.00475274444444444,0.00511035256410256,0.0106503846153846,0.00921230769230769
0.268,224,1,6,0.00611205555555556,0.00721282051282051,0.0156767307692308,0.015193141025641
0.268,224,1,7,0.00463790555555556,0.00568845512820513,0.0108074358974359,0.00953897435897436
0.268,224,1,8,0.00293723888888889,0.00418535256410256,0.01354825,0.0130694230769231
0.268,224,1,9,0.00335090555555556,0.00378037820512821,0.0115175128205128,0.01038
0.268,224,1,10,0.00705072222222222,0.00754173076923077,0.00767198717948718,0.00576698717948718
0.268,224,1,11,0.00303892222222222,0.00475332051282051,0.00832349358974359,0.00828788461538462
0.268,224,1,12,0.00333777222222222,0.00469042948717949,0.00870961538461538,0.00723878205128205
0.268,224,1,13,0.0066185,0.00843038461538462,0.00911557692307693,0.00729551282051282
0.268,224,1,14,0.00796272222222222,0.00771826923076923,0.00729403846153846,0.00666416666666667
0.268,224,1,15,0.00341035,0.00479328846153846,0.0107746025641026,0.00884820512820513
0.268,224,1,16,0.00381591111111111,0.00496604487179487,0.00790474358974359,0.00679596153846154
0.268,224,1,17,0.0047483,0.00641959615384615,0.00798698717948718,0.00684711538461538
0.268,224,1,18,0.00428148888888889,0.00427452564102564,0.00942630128205128,0.00798391025641026
0.268,224,1,19,0.00318253333333333,0.00506483333333333,0.00788705128205128,0.00714557692307692
0.268,224,1,20,0.00362557222222222,0.00563533333333333,0.00737557692307692,0.00617282051282051
0.268,224,1,21,0.00425557777777778,0.00567217948717949,0.00642057692307692,0.00488397435897436
0.268,224,1,22,0.00589916666666667,0.00670224358974359,0.00691615384615385,0.00496134615384616
0.268,224,1,23,0.00469408333333333,0.00532198076923077,0.00918262820512821,0.00902711538461539
0.268,224,1,24,0.00360321666666667,0.00561787820512821,0.0102930769230769,0.00867705128205128
0.268,224,1,25,0.00490902777777778,0.0053873717948718,0.00798967948717949,0.00674429487179487
0.268,224,1,26,0.00298883333333333,0.00428848717948718,0.00962153846153846,0.00822012820512821
0.268,224,1,27,0.00672655555555556,0.00628782051282051,0.00592898076923077,0.00536032051282051
0.268,224,1,28,0.00266448333333333,0.00450126282051282,0.009445,0.00858012820512821
0.268,224,1,29,0.0028093,0.00445520512820513,0.0100807051282051,0.00872224358974359
0.268,224,1,30,0.00368496111111111,0.00530605128205128,0.00841698717948718,0.00677705128205128
0.268,224,1,31,0.00422003333333333,0.00511316025641026,0.00589615384615385,0.00535437179487179
0.268,224,1,32,0.00489182222222222,0.00640888461538462,0.0074200641025641,0.00568673076923077
0.268,224,1,33,0.00589483333333333,0.00666429487179487,0.00628788461538462,0.00542282051282051
0.268,224,1,34,0.00822716666666667,0.00809435897435897,0.00678871794871795,0.00495358974358974
0.268,224,1,35,0.00391906111111111,0.00494717307692308,0.00857487179487179,0.00757916666666667
0.268,224,1,36,0.00472292222222222,0.00549428205128205,0.00570583333333333,0.00432089743589744
0.268,224,1,37,0.00808516666666667,0.0081400641025641,0.00773846153846154,0.00598634615384616
0.268,224,1,38,0.00775605555555556,0.00806461538461538,0.0125639102564103,0.00980711538461538
0.268,224,1,39,0.00488253888888889,0.00554977564102564,0.0153173205128205,0.0151488461538462
0.268,224,1,40,0.00342870555555556,0.00419347435897436,0.0146983846153846,0.0137551282051282
0.268,224,1,41,0.00569833333333333,0.00780730769230769,0.0114644230769231,0.00997397435897436
0.268,224,1,42,0.00616755555555556,0.00742463461538462,0.00882916666666667,0.00709506410256411
0.268,224,1,43,0.00402607777777778,0.00492838461538462,0.0103226474358974,0.00931608974358975
